             Wind MFI and SWE Data, 1 minute resolution, GSM coordinates
Year  DOY  millisecs      Vth         Np        Psw         Pb        Pth        Beta       Mms    
                          km/s       cm^3       nPa        nPa        nPa                          
2011  252  70238875       66.5        7.0    4.02563    0.01584    0.02575      1.625       5.64
2011  252  70330828       68.9        6.9    3.94540    0.01684    0.02728      1.620       5.43
2011  252  70425914       65.4        7.3    4.15750    0.02222    0.02620      1.179       5.40
2011  252  70533226       54.2        6.6    3.86067    0.02641    0.01618      0.613       5.73
2011  252  70625257       64.7        7.4    4.29840    0.02521    0.02592      1.028       5.38
2011  252  70723374       63.5        7.3    4.13434    0.02101    0.02473      1.177       5.54
2011  252  70836789       65.5        7.4    3.94831    0.02043    0.02652      1.298       5.32
2011  252  70925601       62.9        7.3    3.97788    0.02034    0.02426      1.192       5.50
2011  252  71006968       78.5        6.0    2.79585    0.02767    0.03081      1.113       4.04
2011  252  71131148       76.5        5.9    2.94565    0.02959    0.02898      0.979       4.17
2011  252  71214648       81.8        7.1    3.35065    0.02455    0.03944      1.607       4.15
2011  252  71312046       73.8        5.9    3.03999    0.02688    0.02707      1.007       4.41
2011  252  71413960       70.4        7.3    3.85244    0.02206    0.03020      1.369       4.96
2011  252  71505945       63.5        7.1    3.87549    0.02164    0.02382      1.101       5.40
2011  252  71604062       71.3        7.7    4.27165    0.02082    0.03267      1.569       5.13
2011  252  71702187       63.9        7.1    3.93012    0.02120    0.02419      1.141       5.43
2011  252  71799445       68.4        6.4    3.45719    0.02635    0.02508      0.952       4.83
2011  252  71904554       72.1        7.0    3.86826    0.02734    0.03022      1.105       4.79
2011  252  71992750       72.5        6.0    3.17644    0.02603    0.02656      1.021       4.56
2011  252  72114515       62.4        5.8    3.19267    0.02813    0.01897      0.674       4.93
2011  252  72195093       65.5        5.9    3.25296    0.02542    0.02121      0.834       4.95
2011  252  72299343       76.5        6.2    3.56800    0.02500    0.03047      1.219       4.66
2011  252  72388257       89.3        5.1    2.62292    0.02736    0.03380      1.235       3.81
2011  252  72495585       96.4        4.9    2.61831    0.02436    0.03803      1.561       3.72
2011  252  72590632       85.8        4.7    2.50238    0.02578    0.02886      1.119       3.95
2011  252  72688750       95.9        4.9    2.52944    0.02565    0.03795      1.479       3.63
2011  252  72789937       99.7        5.4    2.93666    0.01126    0.04481      3.978       4.02
2011  252  72878859      100.7        5.6    2.95249    0.01187    0.04739      3.992       3.92
2011  252  72973914      104.6        5.8    3.07163    0.00705    0.05308      7.531       3.91
2011  252  73088898      115.4        5.3    2.75316    0.00960    0.05943      6.189       3.47
2011  252  73176281      124.9        5.8    2.96103    0.01070    0.07562      7.064       3.21
2011  252  73274406      114.9        5.0    2.74319    0.00834    0.05544      6.646       3.59
2011  252  73366390      117.0        5.3    2.83486    0.00659    0.06030      9.150       3.55
2011  252  73464507      116.5        5.2    2.83764    0.00773    0.05927      7.664       3.56
2011  252  73562624      116.4        5.2    2.84762    0.00552    0.05909     10.700       3.61
2011  252  73660750      121.5        5.4    2.87924    0.00655    0.06661     10.168       3.41
2011  252  73755804      120.3        5.4    2.86840    0.00767    0.06540      8.531       3.42
2011  252  73863117      124.5        5.2    2.71429    0.01057    0.06800      6.435       3.22
2011  252  73958132      124.1        5.3    2.74614    0.00919    0.06889      7.495       3.24
2011  252  74068382      129.5        5.9    2.80031    0.01465    0.08261      5.638       2.95
2011  252  74153421      110.0        4.9    2.38823    0.01140    0.04987      4.374       3.46
2011  252  74248468      121.6        5.7    2.76225    0.00820    0.07104      8.665       3.22
2011  252  74353710       95.1        4.6    2.51203    0.01106    0.03507      3.171       4.12
2011  252  74442640       92.9        4.7    2.40488    0.01356    0.03368      2.485       4.02
2011  252  74540750      110.3        5.7    2.66890    0.01425    0.05768      4.047       3.38
2011  252  74645000       93.9        5.0    2.53280    0.01668    0.03703      2.220       3.89
2011  252  74736984       90.7        4.7    2.44255    0.01824    0.03245      1.779       3.97
2011  252  74834937       94.9        5.0    2.56496    0.01890    0.03730      1.974       3.84
2011  252  74933054       85.6        5.5    2.90944    0.02568    0.03363      1.310       4.06
2011  252  75043578       87.3        5.2    2.61975    0.03092    0.03321      1.074       3.74
2011  252  75129429       81.4        6.3    3.19282    0.01735    0.03501      2.017       4.44
2011  252  75224484       83.6        4.8    2.37626    0.02122    0.02799      1.319       4.03
2011  252  75322601       96.0        5.7    2.86427    0.01004    0.04412      4.396       4.02
2011  252  75420718       96.3        6.9    3.36426    0.00354    0.05376     15.192       4.15
2011  252  75514312      104.3        6.9    3.30138    0.00784    0.06308      8.044       3.73
2011  252  75616960       95.5        6.9    3.36620    0.00127    0.05299     41.700       4.24
2011  252  75715117       99.2        6.7    3.13700    0.00799    0.05490      6.867       3.87
2011  252  75808632      102.0        6.7    3.12001    0.01229    0.05827      4.741       3.67
2011  252  75917445       96.2        6.7    3.24106    0.01137    0.05147      4.526       3.97
2011  252  76024804      105.3        6.6    3.00211    0.01451    0.06120      4.217       3.49
2011  252  76110656       93.5        6.3    3.03661    0.01175    0.04608      3.922       4.02
2011  252  76199445       81.6        5.7    2.68900    0.02110    0.03166      1.501       4.11
2011  252  76295992       83.1        6.4    3.09146    0.02720    0.03704      1.362       4.01
2011  252  76401773       65.5        7.5    4.01472    0.01975    0.02705      1.369       5.36
2011  252  76493765       70.2        9.3    4.88386    0.02284    0.03846      1.684       5.11
2011  252  76598007       65.5        8.9    4.71539    0.02097    0.03196      1.524       5.43
2011  252  76686929       70.2       10.0    5.12132    0.02190    0.04127      1.885       5.13
2011  252  76792046       57.2        9.7    5.03135    0.02429    0.02665      1.097       5.81
2011  252  76888585       60.5        9.5    4.76078    0.02470    0.02917      1.181       5.47
2011  252  77005820       53.9        8.2    4.29686    0.02722    0.01993      0.732       5.69
2011  252  77088617       55.6        8.7    4.81657    0.02863    0.02242      0.783       5.77
2011  252  77180601       62.5        9.1    4.87709    0.02947    0.02977      1.010       5.33
2011  252  77288703       59.1        8.2    4.60693    0.02761    0.02405      0.871       5.58
2011  252  77378328       58.3        8.0    4.38866    0.03012    0.02271      0.754       5.43
2011  252  77484148       48.2        7.2    4.07714    0.03650    0.01393      0.382       5.53
2011  252  77582273       49.5        7.7    4.34737    0.03729    0.01574      0.422       5.55
2011  252  77680390       46.7        7.7    4.44218    0.03772    0.01404      0.372       5.71
2011  252  77775445       56.1        8.3    4.62297    0.03797    0.02182      0.575       5.31
2011  252  77873562       53.4        8.2    4.58449    0.03776    0.01955      0.518       5.43
2011  252  77989406       70.6        8.6    4.87195    0.03355    0.03601      1.073       4.90
2011  252  78070585       60.8        9.0    5.15700    0.02951    0.02785      0.944       5.58
2011  252  78164851       48.7        8.3    4.56618    0.03542    0.01642      0.463       5.72
2011  252  78462414       52.0        7.4    3.85822    0.03618    0.01663      0.460       5.22
2011  252  78560359       64.7        7.8    4.13771    0.02647    0.02714      1.025       5.15
2011  252  78655453       64.4        8.1    4.52092    0.02362    0.02814      1.191       5.44
2011  252  78753539       62.7        8.5    4.60641    0.02321    0.02802      1.207       5.52
2011  252  78848625       62.5        7.7    4.10363    0.02656    0.02514      0.946       5.25
2011  252  78968164       66.1        7.9    4.21790    0.02865    0.02900      1.012       5.02
2011  252  79047929       64.5        8.6    4.64504    0.02552    0.03006      1.178       5.32
2011  252  79142945       66.3        8.6    4.44639    0.02356    0.03148      1.336       5.20
2011  252  79247234       65.0        8.2    4.34687    0.02607    0.02900      1.112       5.19
2011  252  79336117       65.9        7.9    4.12177    0.02329    0.02863      1.230       5.18
2011  252  79442046       53.2        9.0    4.73167    0.02323    0.02129      0.917       6.08
2011  252  79535492       60.6        9.5    4.68344    0.02438    0.02929      1.201       5.44
2011  252  79639742       48.0        8.4    4.01663    0.02724    0.01612      0.592       5.80
2011  252  79739468       39.9        7.4    3.68736    0.02858    0.00987      0.345       6.05
2011  252  79835914       66.6        7.7    3.90218    0.02728    0.02858      1.048       4.90
2011  252  79952421       71.3        7.6    3.86262    0.02335    0.03239      1.387       4.81
2011  252  80038281       67.2        7.4    3.76078    0.02770    0.02812      1.015       4.82
2011  252  80129585       67.1        6.7    3.38859    0.03342    0.02515      0.752       4.53
2011  252  80231453       68.8        6.6    3.33265    0.03924    0.02603      0.663       4.28
2011  252  80329570       64.3        6.8    3.46351    0.04218    0.02354      0.558       4.39
2011  252  80427695       59.9        6.7    3.42763    0.04347    0.01999      0.460       4.48
2011  252  80525812       66.0        7.0    3.53051    0.04536    0.02548      0.562       4.27
2011  252  80621007       57.8        6.4    3.17479    0.04905    0.01798      0.367       4.24
2011  252  80722187       66.0       10.1    5.13492    0.03396    0.03685      1.085       4.98
2011  252  80817929       79.1        9.5    4.94697    0.02443    0.04987      2.041       4.63
2011  252  80932976       62.7        8.8    4.12745    0.02347    0.02878      1.227       5.17
2011  252  81019648       72.8        9.7    5.21234    0.02439    0.04284      1.756       5.03
2011  252  81116953       63.5        9.7    5.26676    0.02482    0.03287      1.324       5.53
2011  252  81215781       69.0       11.2    6.05763    0.01370    0.04465      3.260       5.69
2011  252  81310937       61.0        9.5    5.04150    0.02082    0.02960      1.422       5.77
2011  252  81409054       62.1       10.1    5.24216    0.02517    0.03271      1.300       5.52
2011  252  81504007       64.8        8.5    3.97830    0.03370    0.02980      0.884       4.68
2011  252  81611429       63.7        8.2    4.08531    0.03486    0.02775      0.796       4.80
2011  252  81700312       64.1        6.2    3.05045    0.04456    0.02133      0.479       4.14
2011  252  81804421       63.3        7.5    3.90581    0.04005    0.02498      0.624       4.66
2011  252  81914945       57.3        6.6    3.24375    0.04206    0.01817      0.432       4.49
2011  252  81997601       65.0        7.0    3.41908    0.04055    0.02460      0.607       4.36
2011  252  82098921       68.9        7.0    3.53872    0.03943    0.02773      0.703       4.34
2011  252  82190914       61.2        7.2    3.52467    0.03986    0.02252      0.565       4.54
2011  252  82289031       64.7        6.5    3.32429    0.04232    0.02285      0.540       4.32
2011  252  82389367       64.5        6.8    3.50043    0.03815    0.02374      0.622       4.52
2011  252  82485273       62.1        7.5    3.78609    0.03750    0.02416      0.644       4.70
2011  252  82586312       63.5        7.2    3.58445    0.03635    0.02415      0.664       4.61
2011  252  82682210       67.9        8.4    4.22136    0.03426    0.03226      0.942       4.69
2011  252  82772671       59.3        7.7    3.91079    0.03571    0.02278      0.638       4.91
2011  252  82895999       54.4        7.5    3.78674    0.03914    0.01863      0.476       4.93
2011  252  82978789       55.0        8.2    4.19976    0.03903    0.02075      0.532       5.08
2011  252  83073156       54.0        7.6    3.90735    0.04019    0.01863      0.463       4.97
2011  252  83173640       55.6        8.4    4.21842    0.04078    0.02169      0.532       4.98
2011  252  83267015       59.3        9.3    4.54548    0.04128    0.02746      0.665       4.87
2011  252  83371265       57.9        7.4    3.94967    0.04467    0.02076      0.465       4.74
2011  252  83463250       55.0        7.5    3.89150    0.04385    0.01898      0.433       4.82
2011  252  83566820       57.7        9.1    4.63994    0.04218    0.02531      0.600       4.99
2011  252  83659492       56.5        9.1    4.46441    0.03994    0.02417      0.605       5.03
2011  252  83761523       52.7        9.0    4.51608    0.03921    0.02086      0.532       5.25
2011  252  83875796       55.2        9.9    4.88388    0.03671    0.02519      0.686       5.32
2011  252  83961648       49.7        8.9    4.44275    0.03921    0.01831      0.467       5.36
2011  252  84053632       51.5        8.9    4.45173    0.04072    0.01967      0.483       5.23
2011  252  84153289       52.4        9.2    4.60442    0.04086    0.02119      0.519       5.23
2011  252  84250585       51.9        9.4    4.63967    0.04195    0.02112      0.503       5.21
2011  252  84347992       52.1        9.6    4.80062    0.04161    0.02189      0.526       5.27
2011  252  84447500       46.1        8.6    4.26875    0.04311    0.01523      0.353       5.28
2011  252  84545617       53.0       10.1    5.13440    0.04326    0.02380      0.550       5.29
2011  252  84643875       51.9        9.9    5.11233    0.03706    0.02228      0.601       5.59
2011  252  84740328       57.8        9.8    4.77170    0.04152    0.02751      0.663       4.98
2011  252  84855312       58.1        9.0    4.35740    0.04751    0.02526      0.532       4.69
2011  252  84938874       54.8        8.7    4.31421    0.04455    0.02180      0.489       4.91
2011  252  85034679       49.0        8.5    4.12634    0.04174    0.01702      0.408       5.14
2011  252  85134468       56.8        8.8    4.36929    0.03728    0.02382      0.639       5.08
2011  252  85230234       53.6        8.8    4.31482    0.03855    0.02112      0.548       5.15
2011  252  85333640       42.9        8.3    4.14218    0.03829    0.01271      0.332       5.58
2011  252  85428828       57.8        9.4    4.65899    0.03777    0.02630      0.696       5.10
2011  252  85526804       53.0        7.9    3.87849    0.04099    0.01862      0.454       4.92
2011  252  85623390       54.0        6.8    3.29567    0.04478    0.01654      0.369       4.52
2011  252  85721507       54.5        7.0    3.40511    0.04585    0.01739      0.379       4.52
2011  252  85837343       56.9        8.0    3.93416    0.04159    0.02173      0.523       4.78
2011  252  85919281       54.8        9.1    4.47846    0.04018    0.02275      0.566       5.10
2011  252  86017398       54.2        8.4    4.23263    0.04001    0.02077      0.519       5.06
2011  252  86115515       53.8        8.7    4.34324    0.03679    0.02113      0.574       5.23
2011  252  86214484       53.5        9.1    4.58387    0.03331    0.02186      0.656       5.47
2011  252  86311750       54.7        8.3    4.03477    0.03692    0.02079      0.563       5.05
2011  253  21399949       21.2       10.3    5.01397    0.08162    0.00384      0.047       4.97
2011  253  21495001       22.0       10.9    5.33486    0.08142    0.00444      0.054       5.11
2011  253  21593123       21.7       10.9    5.30508    0.08090    0.00430      0.053       5.12
2011  253  21704900       25.5       11.2    5.41703    0.08055    0.00607      0.075       5.10
2011  253  21789361       22.1       11.4    5.55401    0.08009    0.00469      0.059       5.24
2011  253  21884414       22.2       11.3    5.48015    0.07973    0.00463      0.058       5.22
2011  253  21982533       21.3       11.4    5.49096    0.08019    0.00433      0.054       5.23
2011  253  22080652       22.5       10.4    4.99363    0.08012    0.00439      0.055       4.98
2011  253  22178771       21.4       11.5    5.62029    0.08001    0.00438      0.055       5.29
2011  253  22273824       21.6       10.3    5.01344    0.08023    0.00404      0.050       5.00
2011  253  22371943       25.0        9.5    4.61590    0.08011    0.00496      0.062       4.77
2011  253  22470062       23.9        9.6    4.61799    0.07917    0.00456      0.058       4.81
2011  253  22571248       27.3       10.5    5.10972    0.07795    0.00655      0.084       5.01
2011  253  22683025       28.3        9.7    4.63185    0.07852    0.00650      0.083       4.76
2011  253  22768843       25.0        9.8    4.57926    0.07802    0.00510      0.065       4.80
2011  253  22862363       25.4       10.4    4.93165    0.07765    0.00559      0.072       4.97
2011  253  22960482       24.9       10.5    4.96062    0.07702    0.00542      0.070       5.01
2011  253  23060134       25.4       10.9    5.20161    0.07714    0.00588      0.076       5.11
2011  253  23158253       23.4       10.0    4.70048    0.08041    0.00458      0.057       4.82
2011  253  23256373       21.2       10.3    4.81206    0.08102    0.00388      0.048       4.89
2011  253  23351425       17.0       12.3    5.81112    0.07983    0.00299      0.037       5.45
2011  253  23449544       17.6       13.6    6.38730    0.07794    0.00353      0.045       5.75
2011  253  23547666       17.1       12.7    5.98012    0.08029    0.00310      0.039       5.51
2011  253  23658048       18.7       11.8    5.61458    0.08155    0.00347      0.043       5.28
2011  253  23746968       16.8       10.1    4.77246    0.08165    0.00237      0.029       4.91
2011  253  23842021       13.9       10.6    4.97131    0.08080    0.00172      0.021       5.07
2011  253  23940140       14.4       10.5    4.88767    0.08061    0.00181      0.022       5.03
2011  253  24038259       15.8       11.1    5.16634    0.07978    0.00233      0.029       5.17
2011  253  24136380       15.3       10.0    4.65086    0.07973    0.00195      0.024       4.92
2011  253  24233142       29.2       13.4    6.01079    0.07269    0.00954      0.131       5.46
2011  253  24336570       18.8        9.3    4.28976    0.08209    0.00277      0.034       4.63
2011  253  24429378       19.9        9.2    4.18007    0.08220    0.00304      0.037       4.56
2011  253  24527498       19.1        9.9    4.51974    0.08092    0.00303      0.037       4.77
2011  253  24640949       29.0       12.3    5.60071    0.07591    0.00867      0.114       5.21
2011  253  24726804       30.7       13.9    6.27982    0.06899    0.01096      0.159       5.63
2011  253  24824923       25.8       11.2    5.05104    0.06716    0.00623      0.093       5.33
2011  253  24923042       27.7       18.9    8.46647    0.06244    0.01206      0.193       6.73
2011  253  25018093       24.5       20.6    9.29401    0.06078    0.01037      0.171       7.24
2011  253  25116214       25.3       22.1    9.92345    0.06146    0.01186      0.193       7.35
2011  253  25215867       23.9       23.2   10.41132    0.05733    0.01108      0.193       7.79
2011  253  25315378       27.5       23.4   10.54715    0.05229    0.01480      0.283       7.81
2011  253  25411964       31.2       19.8    9.07300    0.05330    0.01608      0.302       7.11
2011  253  25510083       31.0       19.4    8.86795    0.05056    0.01555      0.307       7.19
2011  253  25621999       29.5       32.4   15.01405    0.04036    0.02360      0.585       9.24
2011  253  25709529       26.4       30.4   14.10355    0.04729    0.01780      0.376       9.06
2011  253  25804441       27.3       33.4   15.21474    0.04212    0.02085      0.495       9.45
2011  253  25902560       27.2       30.1   13.76753    0.04170    0.01860      0.446       9.23
2011  253  25999287       27.7       29.0   13.24638    0.04148    0.01856      0.447       9.07
2011  253  26098939       34.9       35.0   16.16670    0.02337    0.03568      1.527       9.52
2011  253  26196882       38.1       33.1   15.33743    0.02172    0.04013      1.847       8.98
2011  253  26295001       35.5       29.4   13.67181    0.02120    0.03102      1.463       9.33
2011  253  26393121       38.3       35.1   16.26913    0.01782    0.04306      2.416       9.22
2011  253  26489707       35.0       36.2   16.62526    0.01312    0.03712      2.830      10.20
2011  253  26603158       33.9       28.3   13.51590    0.04050    0.02720      0.672       8.46
2011  253  26690544       28.1       20.2    9.57094    0.05297    0.01329      0.251       7.52
2011  253  26785597       29.1       22.8   10.84673    0.04964    0.01608      0.324       7.96
2011  253  26883716       28.1       25.9   12.25588    0.05082    0.01712      0.337       8.31
2011  253  26981835       26.8       21.4   10.13737    0.05610    0.01283      0.229       7.62
2011  253  27079957       28.1       24.0   11.38913    0.05066    0.01589      0.314       8.12
2011  253  27179607       29.6       20.0    9.76511    0.05114    0.01466      0.287       7.59
2011  253  27276193       33.0       25.7   12.26336    0.03975    0.02343      0.589       8.40
2011  253  27374312       30.7       28.9   13.48995    0.03901    0.02275      0.583       8.92
2011  253  27475498       31.6       27.9   13.08549    0.03972    0.02324      0.585       8.70
2011  253  27582818       35.8       26.4   12.35585    0.03633    0.02839      0.781       8.21
2011  253  27671738       31.5       24.4   11.45783    0.03971    0.02032      0.512       8.39
2011  253  27766791       32.7       24.6   11.64425    0.03798    0.02193      0.577       8.41
2011  253  27865083       29.6       30.2   14.29501    0.03753    0.02211      0.589       9.33
2011  253  27960136       31.9       29.9   14.04287    0.03559    0.02544      0.715       9.06
2011  253  28061183       30.7       30.9   14.47227    0.03587    0.02441      0.681       9.28
2011  253  28159302       29.9       30.9   14.39619    0.03231    0.02311      0.715       9.62
2011  253  28257386       29.9       29.0   13.53960    0.03143    0.02164      0.688       9.56
2011  253  28354148       30.2       30.3   14.12553    0.03094    0.02307      0.746       9.64
2011  253  28452267       32.0       33.4   15.46802    0.03077    0.02857      0.929       9.52
2011  253  28565542       30.5       21.0    9.92376    0.03856    0.01633      0.423       8.24
2011  253  28652929       29.5       21.2   10.04482    0.04494    0.01546      0.344       7.97
2011  253  28746449       27.9       19.0    9.21818    0.04701    0.01240      0.264       7.78
2011  253  28843035       28.2       18.4    8.89324    0.04830    0.01221      0.253       7.59
2011  253  28945753       28.2       19.2    9.28116    0.04895    0.01283      0.262       7.66
2011  253  29042339       22.9       14.3    6.88731    0.05995    0.00629      0.105       6.54
2011  253  29140458       18.4        9.7    4.60375    0.07080    0.00276      0.039       5.15
2011  253  29238578       15.4        9.1    4.33127    0.07186    0.00181      0.025       5.00
2011  253  29336697       14.8        8.8    4.15065    0.07151    0.00161      0.023       4.92
2011  253  29434816       14.6       10.5    4.96838    0.07239    0.00187      0.026       5.34
2011  253  29546732       20.4        9.8    4.66891    0.07229    0.00342      0.047       5.10
2011  253  29827294       14.6        8.6    4.09779    0.07220    0.00155      0.021       4.87
2011  253  29925412       14.7        8.1    3.85611    0.07249    0.00146      0.020       4.72
2011  253  30024388       14.7        8.9    4.29465    0.07201    0.00162      0.022       4.99
2011  253  30122507       14.5       10.8    5.19362    0.07107    0.00189      0.027       5.50
2011  253  30219769       15.1        9.8    4.65183    0.07203    0.00185      0.026       5.18
2011  253  30317890       16.0        8.6    4.07960    0.07230    0.00185      0.026       4.84
2011  253  30416009       15.5        9.6    4.56205    0.07195    0.00193      0.027       5.13
2011  253  30527927       20.4       10.5    4.98547    0.07260    0.00365      0.050       5.25
2011  253  30615314       15.4       10.3    4.86139    0.07169    0.00204      0.028       5.29
2011  253  30711222       25.1       21.8   10.07452    0.05737    0.01144      0.199       7.63
2011  253  30811552       26.3       22.6   10.44113    0.05629    0.01303      0.232       7.70
2011  253  30908279       22.0       23.2   10.72549    0.05449    0.00938      0.172       8.21
2011  253  31006398       23.1       24.3   11.22133    0.05277    0.01079      0.204       8.37
2011  253  31104517       23.4       23.9   11.02447    0.05349    0.01092      0.204       8.25
2011  253  31204029       23.8       24.5   11.29938    0.05507    0.01156      0.210       8.20
2011  253  31303005       28.2       19.4    9.14653    0.05752    0.01287      0.224       7.16
2011  253  31398058       27.3       14.7    6.89288    0.06345    0.00916      0.144       6.20
2011  253  31509257       30.9       15.4    7.16686    0.06106    0.01228      0.201       6.23
2011  253  31597363       30.3       16.3    7.58950    0.05874    0.01254      0.213       6.49
2011  253  31695482       27.2       15.6    7.29126    0.05637    0.00963      0.171       6.66
2011  253  31793601       31.1       17.9    8.32764    0.05279    0.01453      0.275       6.94
2011  253  31890863       32.3       19.3    8.95184    0.05046    0.01683      0.333       7.14
2011  253  31985951       29.5       17.0    7.73361    0.05218    0.01233      0.236       6.87
2011  253  32087136       30.3       18.0    8.18912    0.04995    0.01379      0.276       7.07
2011  253  32185255       30.9       17.5    8.04745    0.04980    0.01396      0.280       7.00
2011  253  32283375       30.5       16.8    7.70401    0.04986    0.01308      0.262       6.91
2011  253  32380101       31.3       20.0    9.03260    0.04100    0.01637      0.399       7.71
2011  253  32489636       38.6       22.9   10.25459    0.02929    0.02860      0.976       7.82
2011  253  32576341       35.4       22.4    9.91358    0.02678    0.02342      0.874       8.31
2011  253  32673679       37.7       26.0   11.23614    0.01760    0.03088      1.754       8.70
2011  253  32768730       37.9       24.8   10.71652    0.02163    0.02983      1.379       8.34
2011  253  32863714       35.3       25.4   11.04406    0.03133    0.02648      0.845       8.18
2011  253  32961183       33.2       23.7   10.54886    0.03376    0.02185      0.647       8.27
2011  253  33065261       33.4       24.2   10.72960    0.03916    0.02249      0.574       7.96
2011  253  33163378       32.8       23.6   10.62129    0.04148    0.02120      0.511       7.90
2011  253  33260109       34.1       23.6   10.48371    0.04116    0.02289      0.556       7.74
2011  253  33355160       34.7       24.3   10.71260    0.03999    0.02454      0.614       7.75
2011  253  33467078       33.1       23.4   10.47211    0.03663    0.02150      0.587       8.09
2011  253  33555859       33.6       27.1   12.03579    0.03629    0.02562      0.706       8.33
2011  253  33652445       34.6       27.4   12.11032    0.03646    0.02738      0.751       8.20
2011  253  33747460       33.6       25.9   11.66974    0.03532    0.02451      0.694       8.35
2011  253  33848824       33.9       24.0   10.86095    0.03795    0.02305      0.607       8.03
2011  253  33945273       35.4       24.0   10.94979    0.03767    0.02520      0.669       7.91
2011  253  34046453       35.4       23.5   10.61937    0.03787    0.02459      0.649       7.82
2011  253  34143183       35.1       22.1    9.89205    0.03992    0.02273      0.569       7.59
2011  253  34242691       36.0       21.3    9.51944    0.04016    0.02306      0.574       7.41
2011  253  34340812       36.1       21.4    9.60250    0.04017    0.02322      0.578       7.43
2011  253  34449804       39.6       21.5    9.62694    0.04033    0.02813      0.698       7.09
2011  253  34537875       38.6       22.0    9.74001    0.03931    0.02747      0.699       7.22
2011  253  34636703       37.4       21.5    9.56275    0.04022    0.02517      0.626       7.27
2011  253  34734824       36.7       21.8    9.66459    0.04069    0.02461      0.605       7.33
2011  253  34832941       37.7       23.4   10.41704    0.03811    0.02784      0.731       7.50
2011  253  34930351       37.9       21.8    9.58755    0.03947    0.02615      0.663       7.25
2011  253  35030710       38.4       22.9   10.21179    0.04011    0.02824      0.704       7.30
2011  253  35127441       37.2       21.5    9.52125    0.04137    0.02493      0.602       7.22
2011  253  35225417       40.0       22.0    9.71445    0.03830    0.02938      0.767       7.13
2011  253  35323539       40.6       22.6    9.96238    0.03523    0.03118      0.885       7.24
2011  253  35432531       40.5       21.8    9.59107    0.04257    0.02994      0.703       6.87
2011  253  35519917       39.3       22.6   10.03546    0.04126    0.02920      0.708       7.13
2011  253  35618035       40.2       23.5   10.38092    0.04145    0.03174      0.766       7.09
2011  253  35714656       38.0       22.5   10.07506    0.04233    0.02721      0.643       7.23
2011  253  35815667       38.7       23.6   10.53317    0.04181    0.02958      0.707       7.26
2011  253  35910718       39.2       22.3    9.87834    0.03964    0.02861      0.722       7.18
2011  253  36010515       41.9       20.9    9.19256    0.03672    0.03072      0.837       6.92
2011  253  36111699       41.7       19.3    8.55124    0.03788    0.02795      0.738       6.80
2011  253  36209820       43.9       20.3    9.06993    0.03468    0.03276      0.945       6.83
2011  253  36309328       43.5       19.6    8.72710    0.03761    0.03095      0.823       6.69
2011  253  36417472       45.1       22.1    9.76158    0.03223    0.03755      1.165       6.89
2011  253  36505566       44.3       21.7    9.65978    0.03078    0.03554      1.155       7.04
2011  253  36603687       46.6       22.3   10.09255    0.03324    0.04043      1.216       6.81
2011  253  36698738       44.2       20.0    8.98322    0.03512    0.03271      0.931       6.78
2011  253  36796863       44.9       21.2    9.59823    0.03300    0.03575      1.083       6.91
2011  253  36894980       44.5       21.0    9.51467    0.02919    0.03486      1.194       7.09
2011  253  36993101       38.6       21.1    9.54683    0.03958    0.02623      0.663       7.22
2011  253  37091218       39.7       20.2    9.14253    0.03823    0.02665      0.697       7.10
2011  253  37189335       40.1       21.1    9.52432    0.03791    0.02836      0.748       7.14
2011  253  37290523       39.5       22.5   10.09307    0.03896    0.02934      0.753       7.24
2011  253  37399374       44.5       19.5    8.85915    0.03833    0.03233      0.843       6.63
2011  253  37486792       44.0       18.7    8.53078    0.04066    0.03042      0.748       6.53
2011  253  37581812       38.3       17.6    8.00625    0.04166    0.02160      0.519       6.83
2011  253  37679937       43.0       19.5    8.80673    0.04222    0.03012      0.713       6.59
2011  253  37778054       43.1       19.7    8.83126    0.04047    0.03065      0.757       6.64
2011  253  37876175       42.8       21.3    9.50529    0.04077    0.03269      0.802       6.75
2011  253  37975824       42.3       19.7    8.81324    0.04292    0.02945      0.686       6.60
2011  253  38070878       41.7       19.9    8.87634    0.04336    0.02888      0.666       6.64
2011  253  38173593       40.9       21.3    9.54093    0.04274    0.02986      0.699       6.85
2011  253  38271714       38.1       22.9   10.22427    0.04606    0.02779      0.603       7.09
2011  253  38379855       41.0       21.0    9.33823    0.04896    0.02950      0.603       6.57
2011  253  38465710       37.0       18.6    8.21194    0.04941    0.02122      0.430       6.60
2011  253  38566070       35.7       17.8    8.16707    0.05083    0.01890      0.372       6.67
2011  253  38664332       36.2       19.0    8.98561    0.05447    0.02081      0.382       6.72
2011  253  38760917       36.3       22.0   10.45074    0.04888    0.02419      0.495       7.27
2011  253  38858898       37.7       22.8   10.73232    0.04754    0.02708      0.570       7.24
2011  253  38955480       32.6       20.6    9.68052    0.05216    0.01827      0.350       7.24
2011  253  39642320       32.7       22.3   10.17019    0.05987    0.01996      0.333       6.99
2011  253  39740441       32.7       22.9   10.47675    0.05962    0.02044      0.343       7.07
2011  253  39838558       33.4       23.9   11.04974    0.05827    0.02232      0.383       7.20
2011  253  39936679       33.8       23.5   10.95036    0.05852    0.02246      0.384       7.15
2011  253  40034792       33.8       22.8   10.61538    0.05894    0.02182      0.370       7.06
2011  253  40132917       33.9       22.8   10.59931    0.06025    0.02187      0.363       7.01
