             Wind MFI and SWE Data, 1 minute resolution, GSM coordinates
Year  DOY  millisecs      Vth         Np        Psw         Pb        Pth        Beta       Mms    
                          km/s       cm^3       nPa        nPa        nPa                          
2011  252  35391011       17.3       10.0    1.95465    0.00155    0.00252      1.623      12.58
2011  252  35498468       16.2       10.4    2.04006    0.00162    0.00228      1.404      13.20
2011  252  35593523       16.1       10.3    2.02077    0.00162    0.00223      1.380      13.23
2011  252  35693171       16.2       10.4    2.04799    0.00163    0.00229      1.408      13.20
2011  252  35791296       16.1       10.5    2.06736    0.00165    0.00228      1.383      13.25
2011  252  35889414       16.6       11.5    2.28947    0.00178    0.00267      1.505      13.06
2011  252  35987531       16.4       11.5    2.28611    0.00168    0.00260      1.545      13.27
2011  252  36085652       16.1       11.3    2.21962    0.00147    0.00244      1.664      13.65
2011  252  36183769       15.6       10.8    2.14107    0.00169    0.00219      1.296      13.61
2011  252  36281890       15.6       10.7    2.12819    0.00170    0.00218      1.285      13.59
2011  252  36373738       19.9       11.8    2.33230    0.00180    0.00388      2.157      11.48
2011  252  36484257       16.7       12.3    2.47439    0.00174    0.00287      1.648      13.29
2011  252  36579316       16.4       12.5    2.52719    0.00161    0.00281      1.746      13.66
2011  252  36678964       16.8       12.3    2.49741    0.00144    0.00289      2.010      13.66
2011  252  36777085       16.8       12.8    2.59044    0.00149    0.00301      2.017      13.64
2011  252  36873671       16.5       12.8    2.55688    0.00162    0.00292      1.801      13.55
2011  252  36973324       17.8       13.1    2.66810    0.00151    0.00348      2.311      13.07
2011  252  37071441       16.9       13.3    2.71980    0.00145    0.00319      2.201      13.71
2011  252  37169562       17.2       13.6    2.78615    0.00146    0.00337      2.305      13.57
2011  252  37267679       17.5       13.7    2.81227    0.00148    0.00350      2.360      13.42
2011  252  37357996       19.4       14.8    3.05472    0.00148    0.00465      3.145      12.48
2011  252  37463777       20.3       14.8    3.08944    0.00152    0.00514      3.383      12.01
2011  252  37558828       19.4       14.7    3.11707    0.00153    0.00465      3.042      12.57
2011  252  37657089       19.6       15.1    3.21910    0.00150    0.00481      3.212      12.61
2011  252  37755207       20.6       16.3    3.47673    0.00163    0.00575      3.540      12.09
2011  252  37850261       20.0       16.4    3.50784    0.00155    0.00548      3.532      12.43
2011  252  37951449       19.2       16.2    3.47336    0.00165    0.00497      3.014      12.82
2011  252  38052492       20.5       16.8    3.57870    0.00139    0.00593      4.266      12.25
2011  252  38150749       20.1       16.0    3.42668    0.00107    0.00543      5.092      12.66
2011  252  38248871       19.9       16.0    3.41370    0.00097    0.00530      5.457      12.85
2011  252  38342390       20.9       16.4    3.45659    0.00102    0.00599      5.874      12.20
2011  252  38448035       22.6       18.4    3.85157    0.00125    0.00786      6.309      11.28
2011  252  38543085       19.9       16.7    3.52556    0.00121    0.00549      4.531      12.68
2011  252  38641207       19.9       17.1    3.59774    0.00135    0.00566      4.201      12.55
2011  252  38739324       20.0       19.0    3.98300    0.00186    0.00637      3.428      12.26
2011  252  38837445       19.6       19.1    4.01445    0.00213    0.00615      2.885      12.35
2011  252  38935562       18.9       18.2    3.85110    0.00153    0.00544      3.552      13.08
2011  252  39033683       19.7       17.5    3.68542    0.00132    0.00568      4.310      12.71
2011  252  39131800       19.6       17.3    3.63226    0.00140    0.00553      3.961      12.71
2011  252  39230062       20.3       17.5    3.70175    0.00142    0.00601      4.221      12.36
2011  252  39323406       19.6       17.9    3.82517    0.00122    0.00579      4.752      12.90
2011  252  39429191       18.4       17.7    3.77297    0.00163    0.00502      3.083      13.32
2011  252  39524417       18.8       18.1    3.86164    0.00162    0.00535      3.307      13.13
2011  252  39622539       19.0       18.9    4.03929    0.00123    0.00571      4.633      13.32
2011  252  39720656       19.1       19.1    4.08330    0.00129    0.00581      4.492      13.25
2011  252  39818777       19.5       19.6    4.19780    0.00137    0.00622      4.543      13.00
2011  252  39916894       18.8       19.1    4.12797    0.00166    0.00563      3.396      13.27
2011  252  40015015       19.4       19.9    4.28080    0.00156    0.00629      4.027      12.95
2011  252  40112957       19.2       20.6    4.44149    0.00157    0.00635      4.046      13.13
2011  252  40211253       19.1       20.9    4.50623    0.00171    0.00638      3.740      13.12
2011  252  40304773       20.2       21.4    4.61980    0.00208    0.00730      3.516      12.36
2011  252  40410558       19.0       21.4    4.66417    0.00237    0.00645      2.722      12.92
2011  252  40505609       19.7       22.2    4.77856    0.00234    0.00720      3.070      12.52
2011  252  40603730       19.4       22.0    4.78064    0.00224    0.00695      3.097      12.75
2011  252  40701847       19.1       21.9    4.79032    0.00292    0.00670      2.295      12.61
2011  252  40799968       18.5       21.2    4.65699    0.00253    0.00607      2.402      13.13
2011  252  40898085       18.7       21.8    4.75822    0.00221    0.00639      2.887      13.18
2011  252  40996207       19.1       22.4    4.89139    0.00207    0.00681      3.287      13.10
2011  252  41094324       18.5       22.0    4.83008    0.00219    0.00629      2.868      13.38
2011  252  41192445       18.4       21.7    4.76166    0.00227    0.00615      2.703      13.36
2011  252  41287355       20.0       23.1    5.12771    0.00222    0.00776      3.496      12.63
2011  252  41391750       19.0       24.7    5.53517    0.00233    0.00744      3.199      13.30
2011  252  41486625       19.6       27.0    6.14601    0.00260    0.00869      3.346      13.02
2011  252  41587808       22.3       29.1    6.86630    0.00397    0.01209      3.043      11.57
2011  252  41685929       21.6       30.1    7.08031    0.00543    0.01178      2.169      11.49
2011  252  41784046       19.9       26.8    6.23669    0.00612    0.00890      1.455      11.75
2011  252  41882167       23.1       33.6    7.90748    0.00633    0.01494      2.361      10.89
2011  252  41980289       22.1       31.3    7.37194    0.00663    0.01275      1.922      11.10
2011  252  42078441       18.3       27.1    6.34941    0.00732    0.00759      1.037      12.10
2011  252  42176558       20.7       29.7    6.97150    0.00689    0.01066      1.546      11.46
2011  252  42270046       24.7       32.4    7.73129    0.00643    0.01654      2.574      10.33
2011  252  42372761       23.9       35.3    8.67572    0.00616    0.01689      2.740      10.89
2011  252  42477015       27.1       56.5   16.40116    0.01939    0.03484      1.797       9.93
2011  252  42569000       31.0       66.6   19.14270    0.02309    0.05337      2.312       8.94
2011  252  42664089       29.3       68.6   20.03390    0.01030    0.04934      4.790      10.12
2011  252  42763707       30.1       75.2   22.37109    0.00494    0.05689     11.509      10.33
2011  252  42858042       29.7       76.7   22.79186    0.01526    0.05656      3.707       9.90
2011  252  42956878       27.5       80.6   24.15826    0.00835    0.05115      6.125      11.06
2011  252  43055000       26.8       85.2   25.54357    0.00785    0.05107      6.508      11.42
2011  252  43153117       30.0       90.9   27.00541    0.01146    0.06844      5.970      10.10
2011  252  43257367       30.2       89.4   26.81996    0.01079    0.06813      6.317      10.11
2011  252  43352421       27.9       89.3   26.63295    0.00487    0.05813     11.937      11.16
2011  252  43447476       31.7       86.3   26.01386    0.02222    0.07268      3.271       9.24
2011  252  43545593       26.8       94.4   28.65070    0.02098    0.05690      2.712      10.77
2011  252  43645246       25.4       86.0   26.34146    0.04007    0.04653      1.161      10.16
2011  252  43741113       31.9       62.7   19.18371    0.11052    0.05335      0.483       6.59
2011  252  43841449       30.4       63.3   20.01817    0.10916    0.04897      0.449       6.87
2011  252  43938882       33.3       48.2   14.60874    0.17787    0.04481      0.252       5.07
2011  252  44035472       30.2       41.8   12.59566    0.18623    0.03183      0.171       4.82
2011  252  44138906       40.5       40.4   12.15708    0.16426    0.05539      0.337       4.60
2011  252  44238558       43.2       31.8    9.59858    0.18010    0.04975      0.276       4.03
2011  252  44336851       33.6       53.2   16.12867    0.13061    0.05026      0.385       5.81
2011  252  44433265       41.4       21.4    6.90027    0.19828    0.03067      0.155       3.49
2011  252  44534484       67.7       18.2    5.80342    0.20117    0.06967      0.346       2.86
2011  252  44629539       67.5       20.3    6.73888    0.19552    0.07752      0.396       3.05
2011  252  44727691       64.9       16.3    5.44199    0.20271    0.05744      0.283       2.85
2011  252  44825917       78.7       21.9    7.19800    0.13349    0.11356      0.851       3.20
2011  252  44920828       79.9       19.7    6.18537    0.15924    0.10528      0.661       2.90
2011  252  45022156       77.3       20.9    6.68172    0.16458    0.10416      0.633       3.00
2011  252  45120273       86.0       23.8    7.62686    0.15370    0.14710      0.957       2.96
2011  252  45224527       82.1       22.0    7.16339    0.14997    0.12395      0.826       3.03
2011  252  45319578       79.9       21.6    7.11430    0.15094    0.11508      0.762       3.08
2011  252  45414632       81.1       22.0    7.13752    0.15640    0.12109      0.774       3.02
2011  252  45512749       73.4       21.2    7.01233    0.15142    0.09536      0.630       3.20
2011  252  45610867       74.7       21.4    7.06944    0.15050    0.10010      0.665       3.18
2011  252  45708988       75.8       22.0    7.22957    0.14263    0.10573      0.741       3.22
2011  252  45806968       87.4       21.5    7.48916    0.16265    0.13738      0.845       2.96
2011  252  45905085       76.0       19.8    7.04334    0.14638    0.09567      0.654       3.24
2011  252  46003207       89.2       24.9    8.54253    0.11593    0.16574      1.430       3.18
2011  252  46101464       78.5       22.2    7.60177    0.12031    0.11463      0.953       3.35
2011  252  46205578       87.0       26.5    9.58746    0.07121    0.16755      2.353       3.58
2011  252  46300628       87.5       18.0    6.44088    0.10685    0.11540      1.080       3.15
2011  252  46395679       98.4       20.3    7.29550    0.13973    0.16440      1.177       2.85
2011  252  46493765       80.2       18.8    6.99234    0.15294    0.10102      0.661       3.15
2011  252  46591917       79.9       18.8    6.91755    0.14683    0.10051      0.685       3.16
2011  252  46690039       87.0       21.4    7.48164    0.12601    0.13542      1.075       3.13
2011  252  46778960       87.6       20.9    7.42055    0.11393    0.13449      1.180       3.18
2011  252  46886277       88.8       20.9    7.53258    0.11064    0.13763      1.244       3.20
2011  252  46984429       82.5       18.6    6.88749    0.09591    0.10597      1.105       3.41
2011  252  47082515       89.2       23.4    8.10535    0.08914    0.15555      1.745       3.29
2011  252  47186765       92.3       23.5    7.92577    0.09091    0.16730      1.840       3.16
2011  252  47281820       93.5       23.3    8.11420    0.10281    0.17078      1.661       3.12
2011  252  47376871       82.2       20.2    6.94359    0.11237    0.11403      1.015       3.25
2011  252  47474992       95.5       21.8    7.64847    0.11124    0.16606      1.493       3.02
2011  252  47573144       84.6       17.9    6.26763    0.10039    0.10707      1.067       3.22
2011  252  47671265       88.0       19.2    6.72120    0.09417    0.12454      1.322       3.21
2011  252  47769382       99.9       20.8    7.37058    0.09145    0.17379      1.900       3.00
2011  252  47867503       93.9       19.9    7.05584    0.07271    0.14697      2.021       3.22
2011  252  47965761      104.1       26.1    9.58253    0.01016    0.23681     23.310       3.36
2011  252  48063777      102.9       26.4    9.53761    0.00912    0.23363     25.605       3.38
2011  252  48171058       99.6       25.6    9.34355    0.01016    0.21263     20.926       3.50
2011  252  48250921       96.8       24.6    8.76265    0.00679    0.19246     28.363       3.57
2011  252  48362730       99.7       22.4    8.52400    0.03821    0.18609      4.871       3.40
2011  252  48647894      107.3       18.9    7.23022    0.11757    0.18190      1.547       2.82
2011  252  48746152      124.9       23.2    9.12097    0.09409    0.30263      3.216       2.68
2011  252  48846445       95.8       20.1    8.21462    0.06491    0.15453      2.381       3.45
2011  252  48942250      101.3       18.5    7.14899    0.10512    0.15920      1.514       2.99
2011  252  49046675      108.8       19.8    7.23935    0.04887    0.19587      4.008       3.02
2011  252  49152425      109.2       19.1    7.03155    0.03177    0.19010      5.984       3.09
2011  252  49250546      111.9       20.6    8.18896    0.03548    0.21636      6.098       3.13
2011  252  49345421       98.5       14.8    6.08051    0.12313    0.12006      0.975       2.94
2011  252  49426679      108.0       15.6    6.03982    0.09384    0.15189      1.619       2.84
2011  252  49530253      104.8       15.1    5.92577    0.10245    0.13892      1.356       2.87
2011  252  49621558       95.5       10.5    3.86680    0.14514    0.08047      0.554       2.50
2011  252  49733542      100.6       16.3    6.02883    0.09600    0.13837      1.441       2.93
2011  252  49827031      100.8       13.8    4.80002    0.09325    0.11755      1.261       2.77
2011  252  49925042       89.6       10.6    3.79048    0.11231    0.07080      0.630       2.73
2011  252  50023234       85.7       10.3    3.73019    0.12939    0.06331      0.489       2.68
2011  252  50127484       69.4       12.9    4.48581    0.12383    0.05208      0.421       3.09
2011  252  50222539       68.3       14.1    5.15465    0.12005    0.05495      0.458       3.31
2011  252  50317589       78.9       13.3    4.80592    0.12522    0.06938      0.554       3.01
2011  252  50415710       75.6       10.7    3.76146    0.13798    0.05095      0.369       2.75
2011  252  50513863       65.1       10.7    3.70039    0.14180    0.03804      0.268       2.83
2011  252  50611949       69.2       11.2    4.07383    0.14363    0.04474      0.311       2.89
2011  252  50710066       59.4       10.2    3.68213    0.13973    0.03015      0.216       2.93
2011  252  50808046       73.2       12.4    4.52128    0.12896    0.05547      0.430       3.03
2011  252  50901566       78.4       12.7    4.80183    0.13603    0.06520      0.479       2.97
2011  252  51004425       76.8       10.9    4.14088    0.15251    0.05357      0.351       2.77
2011  252  51114773       91.7       12.4    4.92422    0.11909    0.08686      0.729       2.92
2011  252  51196746       81.8       10.7    4.28607    0.12676    0.06019      0.475       2.92
2011  252  51298781       86.7        9.6    3.96239    0.13324    0.06053      0.454       2.76
2011  252  51396898      102.7       11.3    4.74236    0.13228    0.09996      0.756       2.69
2011  252  51499617       67.9        9.4    4.30373    0.14797    0.03627      0.245       3.03
2011  252  51590074       90.4       10.0    4.23136    0.12816    0.06872      0.536       2.81
2011  252  51687339       90.2       10.6    4.32341    0.12239    0.07233      0.591       2.84
2011  252  51784640      100.0       11.1    4.25558    0.13530    0.09251      0.684       2.59
2011  252  51887320      114.3       13.6    4.82021    0.13501    0.14806      1.097       2.41
2011  252  51996207       80.6        9.7    4.07809    0.14634    0.05289      0.361       2.79
2011  252  52095964       88.9       10.1    4.01015    0.15184    0.06684      0.440       2.62
2011  252  52177863       82.1        9.0    3.47609    0.14414    0.05051      0.350       2.61
2011  252  52275234       89.4       10.4    3.93462    0.13264    0.06935      0.523       2.68
2011  252  52373632       97.8       10.6    4.15960    0.13713    0.08489      0.619       2.60
2011  252  52471121       95.1       10.8    4.22295    0.13616    0.08174      0.600       2.65
2011  252  52584921       91.8        9.7    4.18905    0.14114    0.06874      0.487       2.72
2011  252  52666316       95.4       11.2    4.79948    0.13036    0.08511      0.653       2.83
2011  252  52767468       74.6        9.8    3.95150    0.16766    0.04559      0.272       2.69
2011  252  52870042       87.0        7.9    3.39718    0.20936    0.04994      0.239       2.27
2011  252  52972085       72.6        6.9    3.08142    0.21476    0.03022      0.141       2.26
2011  252  53075656       82.7        9.5    3.86710    0.18930    0.05454      0.288       2.48
2011  252  53165261       84.1        8.4    3.44461    0.18976    0.04988      0.263       2.37
2011  252  53251753       71.6        8.4    3.18035    0.15134    0.03592      0.237       2.58
2011  252  53359074       88.4        8.6    3.31777    0.16599    0.05623      0.339       2.39
2011  252  53451910       89.4        9.7    3.66404    0.15621    0.06468      0.414       2.50
2011  252  53550027      117.0        8.7    3.41771    0.13019    0.09964      0.765       2.29
2011  252  53658097      124.3        8.3    3.48814    0.10825    0.10783      0.996       2.36
2011  252  53747156      104.5        7.3    3.12214    0.10853    0.06667      0.614       2.54
2011  252  53845960      115.6        7.4    3.11427    0.12143    0.08219      0.677       2.34
2011  252  53950140      112.8        6.9    2.95987    0.11969    0.07353      0.614       2.36
2011  252  54060597      102.4        6.1    2.71860    0.12688    0.05342      0.421       2.38
2011  252  54138105      131.5        6.6    2.57495    0.13409    0.09556      0.713       2.00
2011  252  54242320      108.7        5.6    2.52178    0.13847    0.05500      0.397       2.22
2011  252  54332808      101.7        6.0    2.55427    0.14213    0.05191      0.365       2.24
2011  252  54443875       91.9        5.0    2.27154    0.14629    0.03518      0.240       2.22
2011  252  54536535      125.2        5.4    2.48446    0.15507    0.07063      0.455       2.03
2011  252  54634796      112.3        4.7    2.07146    0.15704    0.04928      0.314       1.97
2011  252  54728175      121.2        5.4    2.30053    0.15599    0.06675      0.428       1.97
2011  252  54833855       99.2        4.4    2.10897    0.15563    0.03608      0.232       2.08
2011  252  54943667      101.7        5.1    2.25563    0.15914    0.04389      0.276       2.08
2011  252  55030339       88.8        5.3    2.55224    0.15581    0.03478      0.223       2.30
2011  252  55121437       95.7        5.9    2.72099    0.15343    0.04505      0.294       2.30
2011  252  55216562       83.2        7.2    3.22005    0.14686    0.04174      0.284       2.57
2011  252  55327761      101.9        8.0    3.71716    0.12446    0.06986      0.561       2.64
2011  252  55419679       87.4       10.0    5.15335    0.07980    0.06382      0.800       3.56
2011  252  55519363       99.7       11.3    5.18459    0.07732    0.09421      1.218       3.20
2011  252  55620445       93.7       10.3    4.90432    0.10685    0.07565      0.708       3.10
2011  252  55715636       98.5        5.9    2.64014    0.14028    0.04782      0.341       2.32
2011  252  55830660      105.0        5.5    2.73647    0.18063    0.05031      0.279       2.15
2011  252  55924105      104.7        6.7    3.08308    0.16685    0.06181      0.370       2.26
2011  252  56011460      117.6        9.0    4.14561    0.14848    0.10359      0.698       2.42
2011  252  56101914      114.3        8.3    3.74938    0.16269    0.09081      0.558       2.33
2011  252  56199996      101.1        8.3    3.75645    0.14586    0.07114      0.488       2.53
2011  252  56299683      100.4        7.8    3.48584    0.16043    0.06610      0.412       2.41
2011  252  56397128       98.1        6.6    2.89871    0.17848    0.05280      0.296       2.20
2011  252  56506652      101.0        4.8    2.22177    0.18817    0.04086      0.217       1.96
2011  252  56606449       92.8        5.6    2.72511    0.17582    0.04046      0.230       2.23
2011  252  56695367       91.5        5.7    2.70647    0.18456    0.04015      0.218       2.18
2011  252  56793523       98.5        4.7    2.13699    0.19586    0.03807      0.194       1.91
2011  252  56906972      106.2        4.9    2.30198    0.19809    0.04610      0.233       1.93
2011  252  56991292       92.9        4.3    2.10782    0.19446    0.03072      0.158       1.94
2011  252  57192097       88.0        8.3    4.54154    0.15116    0.05360      0.355       2.91
2011  252  57286289      117.1        9.1    4.59874    0.13739    0.10456      0.761       2.60
2011  252  57377605       96.1       10.1    4.79220    0.12948    0.07757      0.599       2.90
2011  252  57587535      100.3       12.0    5.18714    0.12792    0.10102      0.790       2.83
2011  252  57679519      102.0       11.7    5.44110    0.12301    0.10197      0.829       2.91
2011  252  57774539       78.8       10.0    4.47176    0.12946    0.05204      0.402       3.05
2011  252  57889519       92.6       11.7    5.24632    0.12503    0.08419      0.673       3.00
2011  252  57976910       99.5       12.7    6.20807    0.12358    0.10492      0.849       3.09
2011  252  58068894       85.3       13.2    5.94213    0.13473    0.08020      0.595       3.17
2011  252  58173113       76.3       10.2    5.22827    0.14914    0.04958      0.332       3.18
2011  252  58265921       76.4        9.8    5.35167    0.14969    0.04779      0.319       3.23
2011  252  58357121       88.2        9.1    4.45689    0.14712    0.05893      0.401       2.86
2011  252  58467644       83.4        9.3    4.60176    0.14341    0.05436      0.379       2.97
2011  252  58568656       79.0       10.8    5.30982    0.13611    0.05610      0.412       3.22
2011  252  58666949       85.9       10.9    5.22142    0.12700    0.06712      0.529       3.14
2011  252  58765070       77.2        9.3    4.58174    0.12914    0.04647      0.360       3.15
2011  252  58878554       96.7        8.9    4.50322    0.13124    0.06981      0.532       2.87
2011  252  58962874      113.6        8.7    3.87365    0.14476    0.09350      0.646       2.42
2011  252  59054792       94.7        7.4    3.37726    0.13660    0.05517      0.404       2.58
2011  252  59154304       87.3        9.0    4.06381    0.12984    0.05720      0.441       2.85
2011  252  59250890       88.8       10.4    4.72271    0.12715    0.06879      0.541       2.97
2011  252  59350578       89.0       10.4    4.77527    0.12328    0.06861      0.556       3.02
2011  252  59451042      118.3       12.4    5.35262    0.10912    0.14547      1.333       2.65
2011  252  59549882       96.5        9.8    4.59660    0.10800    0.07655      0.709       2.98
2011  252  59647964       94.9        9.1    4.22977    0.11037    0.06856      0.621       2.92
2011  252  59746085       93.6        9.4    4.30798    0.12307    0.06888      0.560       2.86
2011  252  59858035       92.8        7.9    3.54859    0.13616    0.05721      0.420       2.62
2011  252  59942359       95.5        8.8    4.11151    0.13977    0.06729      0.481       2.71
2011  252  60040441       82.5        8.7    4.21181    0.12902    0.04966      0.385       2.99
2011  252  60138562       85.8        7.5    3.53175    0.15381    0.04619      0.300       2.61
2011  252  60229015       75.4        7.0    3.10480    0.16616    0.03326      0.200       2.49
2011  252  60318757       73.7        6.0    2.41808    0.17172    0.02705      0.158       2.22
2011  252  60432917       74.5        6.4    2.80500    0.16816    0.02955      0.176       2.39
2011  252  60517277       77.6       11.8    4.59898    0.13854    0.05933      0.428       2.95
2011  252  60636109       75.9        9.0    3.63100    0.15712    0.04353      0.277       2.65
2011  252  60724386       60.9        7.3    3.10006    0.15684    0.02247      0.143       2.65
2011  252  60828496       71.0        7.4    3.31861    0.16623    0.03107      0.187       2.59
2011  252  60912785       69.3        6.3    2.75711    0.17777    0.02514      0.141       2.35
2011  252  61017855       75.7        6.9    3.16733    0.17673    0.03322      0.188       2.45
2011  252  61113761       66.2        6.5    2.90224    0.18026    0.02378      0.132       2.41
2011  252  61219437       74.9        7.7    3.36403    0.14616    0.03618      0.248       2.69
2011  252  61305296       84.3        9.7    3.95119    0.12343    0.05791      0.469       2.85
2011  252  61408187       88.2        8.6    3.59072    0.13223    0.05603      0.424       2.67
2011  252  61505386       77.0        8.7    3.54154    0.12764    0.04336      0.340       2.81
2011  252  61616515       88.7        9.2    3.58325    0.13588    0.06028      0.444       2.61
2011  252  61701695       85.0        9.5    3.80136    0.13661    0.05757      0.421       2.71
2011  252  61800488       79.8        9.6    4.17062    0.12579    0.05131      0.408       2.98
2011  252  61893976       75.2       10.4    4.49059    0.11849    0.04912      0.415       3.17
2011  252  61989062       83.8        8.9    3.96964    0.11278    0.05252      0.466       2.99
2011  252  62088855       67.5        6.1    2.62327    0.14767    0.02339      0.158       2.49
2011  252  62189898       62.2        4.5    1.86468    0.15538    0.01442      0.093       2.13
2011  252  62290339       70.8        4.4    1.95062    0.15422    0.01855      0.120       2.15
2011  252  62385417       78.1        5.6    2.19231    0.14320    0.02853      0.199       2.25
2011  252  62482726       58.8        6.2    2.57482    0.13214    0.01801      0.136       2.64
2011  252  62593964       71.2        5.8    2.35964    0.13736    0.02445      0.178       2.42
2011  252  62680636       56.9        5.3    2.20118    0.13440    0.01433      0.107       2.47
2011  252  62793910       48.0        5.8    3.14799    0.13603    0.01114      0.082       2.98
2011  252  62888964       50.5        4.9    2.25331    0.14300    0.01041      0.073       2.47
2011  252  63076179       60.8        5.3    2.78991    0.13807    0.01649      0.119       2.72
2011  252  63166492       57.0        4.5    2.28130    0.13346    0.01231      0.092       2.54
2011  252  63266250       70.8        5.9    2.62543    0.12867    0.02463      0.191       2.61
2011  252  63555972       66.1        5.4    2.29686    0.12622    0.01956      0.155       2.52
2011  252  63669457       65.7        4.9    2.24330    0.13551    0.01783      0.132       2.44
2011  252  63759910       72.5        5.9    2.64898    0.13444    0.02606      0.194       2.57
2011  252  63864199       81.3        6.9    3.16404    0.12510    0.03817      0.305       2.73
2011  252  63968484       85.1        6.4    3.09844    0.12567    0.03861      0.307       2.70
2011  252  64060472       80.3        7.0    3.58021    0.10978    0.03786      0.345       3.04
2011  252  64154699       59.4        6.1    3.02926    0.11142    0.01814      0.163       3.07
2011  252  64250578       77.7        8.7    4.33355    0.09748    0.04395      0.451       3.38
2011  252  64345628       76.7        8.4    3.95791    0.09816    0.04133      0.421       3.26
2011  252  64452738       82.8        7.8    4.28610    0.08419    0.04457      0.529       3.50
2011  252  64535664       74.1        5.1    2.83012    0.08644    0.02354      0.272       3.17
2011  252  64639953      100.6        6.5    2.92437    0.08466    0.05475      0.647       2.75
2011  252  64747988       74.9        5.0    2.58928    0.08084    0.02367      0.293       3.10
2011  252  64836226       70.5        9.0    5.44396    0.06295    0.03728      0.592       4.44
2011  252  64954273       77.8       10.1    6.05072    0.04887    0.05091      1.042       4.56
2011  252  65133648       70.9        8.0    4.98623    0.04405    0.03379      0.767       4.76
2011  252  65233300       64.5        7.0    4.53455    0.03325    0.02435      0.732       5.29
2011  252  65331417       66.0        7.2    4.62887    0.03002    0.02617      0.872       5.37
2011  252  65428007       69.6        7.3    4.64857    0.02848    0.02972      1.043       5.24
2011  252  65526125       67.3        7.8    4.94601    0.02688    0.02966      1.104       5.46
2011  252  65625781       66.4        7.2    4.86788    0.02877    0.02660      0.925       5.53
2011  252  65722359       62.9        5.6    3.59152    0.04263    0.01836      0.431       4.70
2011  252  65820476       66.9        6.1    4.01317    0.03684    0.02279      0.619       4.93
2011  252  65935468       71.1        5.2    3.16344    0.02990    0.02185      0.731       4.66
2011  252  66013585       71.4        5.6    3.24495    0.03219    0.02385      0.741       4.54
2011  252  66114804       71.0        6.2    3.68137    0.02961    0.02606      0.880       4.81
2011  252  66215843       72.0        6.7    4.07113    0.02795    0.02899      1.037       4.96
2011  252  66311046       69.5        6.4    3.84504    0.02757    0.02578      0.935       5.00
2011  252  66412265       71.4        6.4    3.85175    0.02702    0.02716      1.006       4.95
2011  252  66504210       69.5        6.5    4.08226    0.02710    0.02642      0.975       5.13
2011  252  66602328       69.7        5.7    3.59029    0.02976    0.02324      0.781       4.89
2011  252  66700453       78.6        5.6    3.52085    0.03101    0.02911      0.939       4.51
2011  252  66798570       80.9        5.8    3.52716    0.03292    0.03178      0.965       4.34
2011  252  66914945       77.4        5.6    3.37004    0.03180    0.02788      0.877       4.44
2011  252  67004039       75.3        5.7    3.58270    0.03192    0.02697      0.845       4.62
2011  252  67092968       79.9        5.8    3.49755    0.03176    0.03080      0.970       4.40
2011  252  67191046       71.4        5.4    3.40558    0.03078    0.02321      0.754       4.73
2011  252  67289164       79.4        6.3    3.91778    0.02389    0.03303      1.382       4.79
2011  252  67387281       78.6        6.2    3.83691    0.01222    0.03193      2.612       5.24
2011  252  67485406       85.8        6.6    3.77735    0.00711    0.04088      5.747       4.88
2011  252  67587984       81.1        6.2    3.84971    0.00932    0.03386      3.633       5.25
2011  252  67680789      130.4        9.1    5.47306    0.01113    0.12879     11.576       3.40
2011  252  67779624       57.2        5.1    3.11884    0.02285    0.01400      0.613       5.54
2011  252  67897851       62.9        5.3    3.26565    0.03534    0.01743      0.493       4.78
2011  252  67979101       61.1        4.9    2.98599    0.03686    0.01515      0.411       4.65
2011  252  68074156       65.6        4.5    2.65177    0.03707    0.01632      0.440       4.31
2011  252  68172273       60.8        4.4    2.45837    0.03903    0.01344      0.344       4.23
2011  252  68270398       63.0        4.5    2.53050    0.03938    0.01478      0.375       4.21
2011  252  68368515       68.6        4.9    2.82225    0.03866    0.01910      0.494       4.25
2011  252  68466632       62.0        4.7    2.74796    0.03587    0.01512      0.421       4.50
2011  252  68564750       67.1        5.1    3.05213    0.03191    0.01933      0.606       4.65
2011  252  68662875       62.2        4.9    2.91162    0.03350    0.01581      0.472       4.68
2011  252  68760992       74.7        5.5    3.25766    0.03388    0.02582      0.762       4.40
2011  252  68877507       71.5        5.6    3.38912    0.03264    0.02381      0.729       4.62
2011  252  68960289       85.6        5.5    3.20764    0.02526    0.03362      1.331       4.27
2011  252  69055351       62.1        6.9    4.03881    0.01959    0.02220      1.133       5.74
2011  252  69153468       60.1        6.6    3.95998    0.02909    0.02002      0.688       5.37
2011  252  69251585       60.2        6.1    3.62719    0.02987    0.01849      0.619       5.21
2011  252  69349703       56.5        5.7    3.32655    0.03278    0.01527      0.466       5.07
2011  252  69447828       56.2        6.1    3.61914    0.03596    0.01618      0.450       5.09
2011  252  69545945       62.0        7.7    4.58935    0.02827    0.02470      0.874       5.50
2011  252  69644062       61.4        5.9    3.43851    0.03222    0.01864      0.579       4.96
2011  252  69742179       63.1        6.0    3.55534    0.03267    0.02002      0.613       4.94
2011  252  69857171       69.9        6.5    3.68970    0.02449    0.02640      1.078       4.98
2011  252  69947617       69.8        6.4    3.69021    0.02322    0.02615      1.126       5.05
2011  252  70036539       64.0        7.0    4.08454    0.02381    0.02406      1.010       5.42
2011  252  70131515       87.5        8.7    4.66541    0.01263    0.05601      4.435       4.56
