                       Wind MFI and SWE Data, 1 hour resolution, GSM coordinates
Year  DOY  millisecs       B          Bx         By         Bz         V          Np        Psw      Epsilon      VBs    
1997  327  70169445       5.98      -5.04      -1.87      -2.18      590.9        4.4    2.95752      3.253    1.28695
1997  327  73798171       5.22      -1.92      -3.50      -1.00      550.8        4.2    2.46538      1.219    0.55244
1997  327  77390249       6.29      -4.00      -3.92      -2.53      531.5        0.8    0.45144      2.493    1.34629
1997  327  80977562       5.64      -2.63      -3.83      -2.89      578.2        1.9    1.23371      2.354    1.67302
1997  327  84592773       5.29      -2.70      -3.27      -3.03      532.7        1.4    0.78860      2.099    1.61371
1997  328   5379914       6.00      -2.33      -4.42      -2.92      511.5        1.9    0.94448      2.209    1.49329
1997  328   8999504       6.63      -0.38      -5.15      -3.92      534.6        1.3    0.69538      3.017    2.09370
1997  328  16190941       4.88       2.83      -2.79       1.15      576.6        2.9    1.86022      0.264    0.00000
1997  328  19779904       5.05       4.16       0.41       2.60      588.0        2.9    1.91406      0.000    0.00000
1997  328  23397347       4.87       1.79      -1.27       0.78      556.9        2.7    1.61952      0.151    0.00000
1997  328  27030726       4.04      -1.96      -3.15      -0.91      561.0        7.6    4.62459      0.746    0.50957
1997  328  30584457       4.74      -3.37      -2.93      -0.89      556.2        5.3    3.17279      1.035    0.49397
1997  328  37841886       4.96      -4.27      -1.92      -1.41      541.8        5.3    3.01322      1.677    0.76274
1997  328  41396292       4.03      -3.02      -1.55      -1.09      539.4        4.5    2.54185      1.085    0.58914
1997  328  45009128       3.68      -2.67      -2.23      -1.06      511.7        5.2    2.65804      0.706    0.54337
1997  328  48642363       2.94      -1.03      -1.74      -0.99      500.0        5.5    2.65136      0.483    0.49747
1997  328  52178046       4.05       2.45      -3.16      -0.19      504.7        6.0    2.94415      0.464    0.09771
1997  328  55796449       4.21       2.48      -3.33      -0.18      495.8        6.4    3.03369      0.487    0.09103
1997  328  62960867       4.35       2.97      -2.97       0.79      486.1        5.5    2.51006      0.255    0.00000
1997  328  66592632       4.95       3.87      -3.00       0.51      482.3        3.7    1.65251      0.407    0.00000
1997  328  70216648       4.48       0.48      -3.00       0.49      463.2        4.8    2.01780      0.326    0.00000
1997  328  73754015       4.51      -3.96      -1.72       0.84      494.8        5.4    2.54343      0.157    0.00000
1997  328  77384070       3.66      -2.09      -1.94       0.20      472.9        4.9    2.12988      0.256    0.00000
1997  328  81005281       5.46      -4.78      -1.87       1.41      495.7        3.4    1.62754      0.117    0.00000
1997  328  84640218       5.15      -3.63      -2.69       0.67      484.5        3.5    1.57465      0.367    0.00000
1997  329   1774196       5.60       3.54      -3.44      -2.19      429.7        2.8    0.99553      1.588    0.94083
