         Wind MFI and SWE Data, 1 minute resolution, GSM coordinates
Year  DOY  millisecs       B          Bx         By         Bz         V          Np    
                           nT         nT         nT         nT        km/s       cm^3   
1998  125   3958156      13.31      -1.14      12.41       4.14      671.6        1.8
1998  125   4041381      13.50       2.18      12.65       3.60      633.1        1.8
1998  125   4127957      13.50       2.35      12.91       2.28      640.4        2.5
1998  125   4224696      13.60       3.57      12.55       3.48      628.4        3.0
1998  125   4336670      13.44       2.93      11.05       6.71      635.7        2.2
1998  125   4416278      13.36       2.85      12.68       2.95      635.3        2.1
1998  125   4500392      13.42       3.59      12.50       3.19      629.1        2.0
1998  125   4588188      13.45       4.30      12.40       2.78      625.9        2.2
1998  125   4677492      13.51       4.61      12.49       2.05      613.3        2.1
1998  125   4769116      13.61       5.11      12.46       1.82      607.5        2.0
1998  125   4869893      13.71       5.45      12.47       0.83      615.4        2.0
1998  125   4969026      13.89       3.51      13.18       0.33      612.7        2.1
1998  125   5071166      14.08       1.48      13.69       2.73      650.5        2.2
1998  125   5159786      14.12      -0.19      12.45       6.27      675.5        1.9
1998  125   5269434      14.02      -1.11      12.09       6.94      674.2        2.1
1998  125   5340029      14.16      -0.58      12.51       6.53      674.2        1.9
1998  125   5423321      14.32       1.59      13.47       4.34      657.6        1.6
1998  125   5512765      14.35       1.94      13.86       3.02      653.8        2.2
1998  125   5599883      14.38       2.71      13.91       2.21      628.7        1.7
1998  125   5717076      14.38       1.64      14.10       2.17      660.6        1.5
1998  125   5784633      14.37       3.07      13.79       2.52      642.2        1.5
1998  125   5873253      14.17       3.42      13.63       1.66      631.5        1.9
1998  125   5961050      13.86       3.28      13.39       1.12      620.8        2.1
1998  125   6045917      13.56       6.02      11.92      -1.66      589.3        1.7
1998  125   6163146      13.63       6.07      12.12      -1.39      594.1        1.9
1998  125   6236605      13.80       7.02      11.84      -0.74      579.8        1.8
1998  125   6613758      14.15       7.57      11.23      -4.01      582.0        2.1
1998  125   6709888      14.34       8.35      10.65      -4.68      580.0        2.0
1998  125   6805982      12.52       8.82       6.70      -5.82      579.7        2.2
1998  125   6901325      13.09       8.57       9.56      -0.63      584.5        2.9
1998  125   6997456      13.77       8.20      10.85      -1.78      610.3        2.3
1998  125   7104033      14.23       5.45      13.08       0.99      635.8        2.4
1998  125   7185822      12.85       6.92       6.88      -6.46      614.4        2.9
1998  125   7303804      12.16       7.49       2.63      -9.16      624.5        3.1
1998  125   7370713      12.90       7.23       3.12     -10.13      642.6        2.8
1998  125   7460835      13.06       6.86       3.24     -10.59      634.5        2.8
1998  125   7550958      12.94       5.59       1.53     -11.50      618.3        3.0
1998  125   7641081      13.02       6.31       0.11     -11.37      621.7        3.1
1998  125   7731202      13.59       5.30      -1.09     -12.42      627.5        2.7
1998  125   7822686      13.48       5.19      -4.32     -11.51      630.6        2.8
1998  125   7911446      13.38       5.03      -5.95     -10.84      624.0        2.9
1998  125   8003071      13.49       3.91      -6.17     -11.07      632.1        3.2
1998  125   8096197      13.77       4.41      -6.88     -11.01      648.4        3.6
1998  125   8207348      14.20       4.41      -6.28     -11.93      655.6        3.0
1998  125   8277943      14.39       5.28      -5.04     -12.30      651.9        2.9
1998  125   8365061      14.38       4.30      -5.70     -12.41      665.8        3.4
1998  125   8452179      14.34       5.28      -5.13     -12.29      664.1        3.0
1998  125   8537691      14.29       4.90      -6.02     -11.97      656.4        3.0
1998  125   8629457      14.77       3.52      -7.01     -12.46      669.1        3.8
1998  125   8716574      15.24       3.74      -7.20     -12.85      674.3        3.9
1998  125   8802084      15.59       7.16      -4.75     -12.75      649.0        3.1
1998  125   8889202      15.86      12.93       5.16      -6.31      620.7        3.0
1998  125   8977962      16.21      13.89       7.59      -2.24      611.5        4.0
1998  125   9083036      16.26      10.30      -3.10     -11.32      663.1        5.3
1998  125   9191251      16.35       2.87      -8.11     -13.87      673.5        3.7
1998  125   9261707      16.32       4.30      -6.93     -13.98      671.5        3.0
1998  125   9342817      16.23       6.61      -4.93     -13.95      653.9        3.3
1998  125   9428574      16.24       9.40      -2.84     -12.53      646.0        3.4
1998  125   9523814      16.06       3.54      -6.29     -13.17      675.8        4.3
1998  125   9602057      16.04      -2.86      -9.17     -12.78      679.8        3.7
1998  125   9683096      15.85      -3.25      -7.57     -13.43      691.3        3.2
1998  125   9767893      15.59      -3.23      -6.65     -13.59      697.7        3.5
1998  125   9849003      15.43       1.33      -7.52     -13.36      687.4        3.3
1998  125   9925572      15.19       5.03      -5.57     -12.97      651.6        2.6
1998  125  10008972      15.08       7.55      -4.56     -12.03      656.7        3.4
1998  125  10118691      14.90       5.92      -6.06     -12.22      651.2        3.1
1998  125  10177950      14.70       5.04      -5.97     -12.39      631.2        3.1
1998  125  10268072      14.87       4.42      -6.69     -12.48      630.1        3.1
1998  125  10358194      14.46       4.76      -6.32     -12.10      623.6        3.2
1998  125  10449958      14.46       3.68      -6.42     -12.40      642.7        3.2
1998  125  10536257      14.60       2.60      -6.12     -12.98      636.1        3.3
1998  125  10622552      14.75       3.43      -6.38     -12.80      630.3        3.2
1998  125  10712781      15.22       4.66      -5.49     -13.37      630.3        2.7
1998  125  10799793      15.61       6.46      -6.03     -12.48      616.8        3.0
1998  125  10889915      15.71       5.42      -7.06     -12.91      620.5        3.3
1998  125  10978675      15.65       6.26      -6.16     -12.90      619.7        3.0
1998  125  11092830      15.73       5.09      -5.24     -13.85      624.8        2.9
1998  125  11158919      15.73       4.38      -3.42     -14.58      618.6        3.3
1998  125  11249042      15.90       5.03      -3.19     -14.73      619.0        3.4
1998  125  11339165      15.88       5.45      -4.52     -14.15      619.2        3.1
1998  125  11429287      16.02       5.21      -8.66     -12.30      620.4        3.5
1998  125  11519409      15.78       6.08      -4.91     -13.64      618.2        3.8
1998  125  11609531      16.05       5.54      -8.40     -12.45      619.4        3.4
1998  125  11699654      15.92       6.09      -6.74     -13.01      613.9        3.4
1998  125  11789776      15.28       5.08      -7.30     -12.40      615.2        3.5
1998  125  11879898      15.03       5.61      -5.63     -12.69      611.1        3.5
1998  125  11994052      14.68       6.64      -4.81     -12.15      617.5        3.5
1998  125  12060142      15.25       5.47      -5.92     -12.89      627.5        3.0
1998  125  12150263      15.16       3.34      -7.36     -12.78      615.6        3.2
1998  125  12237382      15.19       3.56      -6.70     -13.15      599.6        2.6
1998  125  12334874      15.19       3.72      -6.95     -12.97      594.2        2.7
1998  125  12429501      15.13       3.65      -6.68     -13.05      592.7        2.8
1998  125  12530139      15.75       3.64      -7.02     -13.41      597.0        2.5
1998  125  12618900      16.19       6.39      -5.94     -13.61      571.2        2.4
1998  125  13000416      15.91       8.57      -2.85     -12.75      575.6        2.1
1998  125  13113069      15.73      10.22      -1.09     -11.88      564.9        2.2
1998  125  13186740      15.60       9.80      -1.68     -12.00      558.4        2.1
1998  125  13297890      15.61      12.05       3.60      -9.17      555.4        2.4
1998  125  13372992      15.33      11.67       2.32      -9.45      565.7        2.6
1998  125  13487146      15.24      12.09       2.46      -8.95      586.5        3.0
1998  125  13565147      15.13      12.16       2.47      -8.65      582.0        2.9
1998  125  13656876      14.90      12.71       2.94      -7.18      579.8        3.0
1998  125  13753007      14.82      12.73       3.18      -6.88      590.6        2.8
1998  125  13849138      14.10      12.11       3.03      -6.54      585.1        2.9
1998  125  13945268      13.75      11.59       2.51      -6.94      579.9        3.1
1998  125  14041257      13.54      11.83       2.90      -5.88      581.3        3.0
1998  125  14137494      12.83      11.64       3.28      -4.27      585.8        3.1
1998  125  14232157      13.55      11.39       2.84      -6.73      584.5        3.0
1998  125  14329648      12.41      10.61       2.37      -5.97      567.3        3.2
1998  125  14438615      12.39      10.74       2.33      -5.69      551.7        3.2
1998  125  14511536      12.10      10.25       2.55      -5.89      541.8        3.8
1998  125  14610669      12.09      10.39       2.64      -5.58      538.5        3.8
1998  125  14706801      12.62      10.96       2.83      -5.57      545.4        3.1
1998  125  14816450      12.97      11.17       3.30      -5.67      535.4        3.0
1998  125  14896057      12.88      10.82       3.15      -6.24      534.4        3.2
1998  125  15002596      12.59      10.69       3.46      -5.64      538.5        3.4
1998  125  15082310      12.77      10.70       3.21      -6.17      529.5        3.3
1998  125  15191958      12.60      10.08       3.28      -6.81      563.2        3.3
1998  125  15268562      12.71       9.91       3.58      -7.10      567.9        3.2
1998  125  15361688      12.78       9.65       3.66      -7.43      564.1        3.2
1998  125  15457819      12.78       9.93       3.81      -7.00      554.4        3.2
1998  125  15571973      12.34       9.40       1.25      -7.87      556.3        3.2
1998  125  15647075      12.90       9.83       1.95      -7.89      568.7        2.8
1998  125  15740202      13.46       9.82       1.75      -8.97      562.1        2.8
1998  125  15836332      13.37       8.88       0.96      -9.84      563.3        2.8
1998  125  15932462      13.01       8.08       0.15     -10.20      553.5        2.9
1998  125  16028593      12.73       8.41       1.36      -9.44      555.0        3.1
1998  125  16124723      13.03       8.09       2.45      -9.80      569.4        3.1
1998  125  16220853      13.37       8.30       3.12      -9.98      557.9        2.9
1998  125  16316984      13.16       8.05       2.83     -10.02      556.8        2.8
1998  125  16413115      13.03       7.64       2.84     -10.17      551.6        2.9
1998  125  16527267      12.95       7.41       2.81     -10.21      566.0        2.8
1998  125  16602371      12.77       7.62       3.53      -9.51      563.5        2.9
1998  125  16695533      13.15       8.29       4.17      -9.11      570.0        4.0
1998  125  16791697      13.16       8.24       3.74      -9.42      563.5        4.3
1998  125  17086025      13.44       8.71       4.42      -9.05      591.2        3.8
1998  125  17182015      14.11       9.38       5.71      -8.76      604.6        3.4
1998  125  17279789      14.70       9.28       3.73     -10.74      605.1        3.0
1998  125  17373595      15.09       9.17       2.87     -11.63      599.2        2.5
1998  125  17490072      15.02       9.76       4.83     -10.28      626.0        2.2
1998  125  17565035      14.88      10.01       6.36      -8.97      620.7        2.2
1998  125  17655158      14.98      10.95       8.22      -6.09      619.6        1.9
1998  125  17743095      13.86      10.34       7.61      -4.84      627.2        1.7
1998  125  17861078      11.73       5.86       2.48      -9.26      634.2        1.2
1998  125  17950988      11.47       2.97      -2.29     -10.61      673.1        1.1
1998  125  18045582       9.87       0.32      -4.38      -8.51      733.1        1.5
1998  125  18122257      11.14      -3.28      -7.96      -4.44      818.6        1.5
1998  125  18219958      11.49      -3.80     -10.54      -2.33      775.8        1.3
1998  125  18310009      11.10      -4.00      -9.51      -3.95      757.9        1.3
1998  125  18398666       9.04      -2.86      -7.70      -3.75      736.3        1.8
1998  125  18464894       9.18      -2.65      -8.01      -3.51      729.4        1.8
1998  125  18575976       9.67      -2.17      -7.88      -4.42      741.7        1.7
1998  125  18666099       9.46      -2.35      -8.14      -3.91      751.2        1.5
1998  125  18757687       9.41      -2.70      -8.42      -2.70      718.5        1.4
1998  125  18929705       7.66       1.05      -3.45      -6.71      716.3        2.4
1998  125  19028195       7.56       1.69      -3.26      -6.46      795.2        1.7
1998  125  19113777       5.51      -0.61      -4.99      -1.93      675.0        2.5
1998  125  19202396       9.09      -3.44      -5.68       5.41      686.3        2.0
1998  125  19295486       9.90      -5.22      -3.65       7.33      716.6        2.3
1998  125  19360109       9.97      -7.30      -2.98       5.98      686.4        2.6
1998  125  19466753       9.80      -7.02      -3.06       6.11      682.8        2.6
1998  125  19534345       9.82      -6.87      -3.39       6.14      661.3        2.7
1998  125  19640990       9.96      -6.62      -4.24       6.09      692.9        2.5
1998  125  19698748       9.32      -5.79      -5.09       5.22      691.5        2.7
1998  125  19813724       8.72      -4.56      -6.62       2.92      674.9        2.9
1998  125  19879814       8.54      -4.19      -6.61       3.32      641.1        3.5
1998  125  19987960       8.66      -4.82      -5.85       4.15      644.6        3.4
1998  125  20057089       8.82      -5.36      -5.09       4.74      637.3        3.1
1998  125  20242417       7.92      -5.19      -3.80       2.25      659.0        2.6
1998  125  20351279       7.44      -6.42      -3.50       0.24      697.8        1.6
1998  125  20421230       7.05      -6.02      -3.34      -0.62     2096.3        2.1
1998  125  20620037       6.44      -4.72      -3.68      -1.82      742.5        1.5
1998  125  20710371       5.56      -1.85       0.10      -4.72      731.0        2.4
1998  125  20783968       4.96      -0.55       0.97      -4.44      708.8        2.7
1998  125  20887751       7.59      -4.08      -5.44       2.97      627.9        2.3
1998  125  20955271       8.18      -3.99      -6.24       3.35      634.1        2.3
1998  125  21070894       6.05      -2.24      -3.98      -1.88      679.6        2.7
1998  125  21141488       5.30      -2.15      -2.34      -3.96      689.3        2.5
1998  125  21335216       6.80      -1.42      -2.21      -5.59      686.0        2.2
1998  125  21402878       6.53      -2.11      -5.34      -2.67      687.6        2.3
1998  125  21509525       6.86      -1.81      -6.56       0.49      677.7        2.3
1998  125  21574111       7.72      -2.43      -7.27       0.49      678.7        1.9
1998  125  21683759       6.53      -2.16      -5.94       0.59      674.6        2.3
1998  125  21757359       5.59      -1.93      -4.98       0.55      665.7        2.6
1998  125  21863933       6.25       1.08       2.04      -5.38      713.5        1.8
1998  125  21957025       5.08      -1.84      -3.60      -0.65      709.2        1.8
1998  125  22119421       7.09      -2.36      -6.47      -1.06      668.9        2.2
1998  125  22197455       7.49      -2.29      -7.00      -0.83      667.5        2.4
1998  125  22307105       7.38      -2.09      -6.99      -0.15      671.0        1.7
1998  125  22377736       6.90      -1.75      -6.45      -1.27      659.0        2.2
1998  125  22487349       6.43      -0.81      -5.56      -2.87      687.0        2.0
1998  125  22562451       6.37       0.20      -4.21      -4.63      694.8        1.8
1998  125  22667593       6.72       0.64      -5.55      -3.69      692.6        1.7
1998  125  22739691       6.59      -0.16      -4.98      -4.20      682.6        1.5
1998  125  22847802       5.49       0.07      -3.65      -3.52      676.7        1.7
1998  125  22915429       5.38      -0.37      -1.04      -5.21      673.7        1.5
1998  125  23025042       5.66      -0.94      -3.94      -3.16      670.5        1.5
1998  125  23118240       6.57      -0.67      -6.34      -1.43      671.9        1.4
1998  125  23208363       6.75      -0.62      -6.49      -1.56      683.9        1.3
1998  125  23298484       6.37      -0.73      -6.20      -1.09      685.1        1.3
1998  125  23394650       5.96       1.66      -2.88      -4.41      702.2        0.8
1998  125  23481697       4.55       0.42      -1.81      -4.11      668.4        1.7
1998  125  23574894       4.35       1.78      -1.93      -3.39      705.3        1.1
1998  125  23758037       6.12       2.39      -3.34      -4.49      716.9        0.7
1998  125  23842117       5.85       1.78      -2.81      -4.69      689.8        1.0
1998  125  23933916       5.95       2.03      -3.83      -3.94      708.4        0.9
1998  125  24022464       5.58       1.54      -2.60      -4.46      707.0        0.9
1998  125  24115626       5.14       1.04      -3.73      -2.77      673.7        0.8
1998  125  24204248       4.25      -0.17      -3.33      -2.53      636.5        1.0
1998  125  24295695       4.49      -0.04      -3.65      -2.53      651.7        0.9
1998  125  24385923       4.96      -1.90      -4.06      -1.47      608.9        0.8
1998  125  24475869       5.75      -2.85      -4.82      -1.06      619.6        0.6
1998  125  24565921       5.37      -2.53      -4.59      -0.97      607.0        0.6
1998  125  24654753       4.54      -2.29      -3.74      -0.90      588.4        0.8
1998  125  24744874       4.29      -1.30      -3.67      -1.68      582.0        0.8
1998  125  24829703       4.23      -2.80      -2.29      -0.26      583.6        0.6
1998  125  24919753       3.81      -1.97      -2.95      -0.53      579.8        0.6
1998  125  25013705       3.62      -0.17      -2.19      -2.06      566.6        0.7
1998  125  25105119       4.13      -1.45      -3.40      -1.07      591.0        0.5
1998  125  25193876       4.34       0.41      -2.09      -3.43      570.1        0.7
1998  125  25282603       7.27       2.43      -2.19      -6.43      568.4        0.6
1998  125  25366681       7.90       1.23      -3.16      -6.90      528.7        0.4
1998  125  25456874       9.17       3.76      -1.54      -8.18      509.8        0.3
1998  125  25547675       9.22       4.47      -0.52      -7.97      513.8        0.4
1998  125  25639982       9.07       5.26       0.52      -7.33      542.1        0.4
1998  125  25730208       9.08       5.21       0.27      -7.39      540.3        0.4
1998  125  25821835       9.05       5.31      -0.32      -7.32      564.9        0.4
1998  125  25911919       9.12       5.65      -0.15      -7.14      560.2        0.4
1998  125  26002078       9.22       6.82       1.07      -5.96      566.3        0.4
1998  125  26091414       9.20       6.95       1.41      -5.80      564.9        0.5
1998  125  26183859       9.28       7.23       2.45      -5.25      567.5        0.4
1998  125  26272482       9.36       7.18       1.75      -5.74      561.4        0.4
1998  125  26362601       9.33       6.80       1.48      -6.19      563.9        0.4
1998  125  26452724       9.34       7.02       1.71      -5.90      563.1        0.4
1998  125  26542025       9.30       7.15       1.33      -5.77      544.9        0.4
1998  125  26631468       9.30       7.22       1.37      -5.63      550.2        0.4
1998  125  26721589       9.47       7.54       2.30      -5.22      550.9        0.3
1998  125  26810208       9.47       7.70       1.58      -5.26      552.8        0.3
1998  125  26899507       9.43       7.45       1.67      -5.54      548.6        0.3
1998  125  26988951       9.41       7.27       1.76      -5.70      548.3        0.3
1998  125  27076749       9.35       7.41       1.55      -5.50      539.4        0.3
1998  125  27170697       9.30       7.51       1.01      -5.37      554.6        0.3
1998  125  27260750       9.25       7.14       2.43      -5.33      559.5        0.3
1998  125  27350871       9.27       7.05       2.87      -5.28      557.9        0.4
1998  125  27442427       9.28       7.06       2.37      -5.53      564.6        0.3
1998  125  27531115       9.24       7.07       2.60      -5.34      560.5        0.4
1998  125  27619591       9.23       7.21       2.87      -5.00      559.8        0.4
1998  125  27711361       9.19       7.07       3.14      -4.95      557.1        0.4
1998  125  27804486       9.17       6.97       3.25      -4.98      560.4        0.3
1998  125  27894611       9.18       7.09       2.57      -5.22      559.4        0.4
1998  125  27986232       9.18       7.25       2.89      -4.81      572.7        0.4
1998  125  28076390       9.22       7.09       2.44      -5.31      568.1        0.4
1998  125  28166478       9.21       7.50       3.21      -4.28      575.4        0.4
1998  125  28256601       9.22       7.63       3.50      -3.67      574.0        0.3
1998  125  28346650       9.21       7.72       4.15      -2.79      578.1        0.3
1998  125  28433910       9.29       7.88       2.88      -3.91      549.5        0.3
1998  125  28528537       9.37       8.03       2.96      -3.76      553.1        0.3
1998  125  28618660       9.37       8.02       2.51      -4.05      557.9        0.3
1998  125  28707960       9.40       8.22       2.42      -3.85      541.2        0.3
1998  125  28798904       9.44       8.31       2.04      -3.98      556.2        0.2
1998  125  28887525       9.46       8.24       1.44      -4.40      546.2        0.2
1998  125  28978259       9.39       8.33       0.91      -4.18      549.1        0.2
1998  125  29069201       9.39       8.24       0.30      -4.47      565.1        0.2
1998  125  29160755       9.33       7.98       0.08      -4.58      574.6        0.2
1998  125  29249447       9.35       8.23       2.09      -3.89      564.4        0.3
1998  125  29341753       9.33       8.42       0.59      -3.96      577.3        0.3
1998  125  29431875       9.26       8.50       0.03      -3.65      588.0        0.3
1998  125  29522068       9.26       8.52      -1.03      -3.42      591.8        0.3
1998  125  29613009       9.24       8.40      -1.92      -3.30      589.6        0.3
1998  125  29702308       9.26       7.88      -1.22      -4.66      576.3        0.3
1998  125  29792433       9.26       7.80      -1.42      -4.78      581.5        0.3
1998  125  29883375       9.18       7.87      -1.08      -4.58      584.5        0.2
1998  125  29971820       9.00       7.75      -1.26      -4.39      578.1        0.3
1998  125  30061976       9.15       7.84      -0.99      -4.60      580.0        0.3
1998  125  30150525       9.06       7.70      -1.32      -4.59      579.0        0.3
1998  125  30243041       8.76       6.72      -3.22      -4.56      573.7        0.3
1998  125  30333093       8.76       6.34      -3.93      -4.56      567.2        0.3
1998  125  30425539       8.86       5.45      -4.95      -4.82      599.1        0.3
1998  125  30515664       8.98       5.17      -5.34      -5.05      596.2        0.2
1998  125  30605785       8.98       5.37      -5.23      -4.93      601.1        0.2
1998  125  30693652       8.98       5.98      -4.45      -5.00      563.3        0.3
1998  125  30783705       8.94       5.59      -5.06      -4.78      571.9        0.3
1998  125  30873826       8.93       5.26      -5.31      -4.88      579.6        0.3
1998  125  30966306       8.88       5.40      -5.08      -4.85      603.2        0.2
1998  125  31053425       8.88       5.91      -4.56      -4.78      583.5        0.2
1998  125  31143617       8.88       5.91      -4.45      -4.89      586.9        0.2
1998  125  31231380       8.78       5.54      -4.95      -4.66      562.6        0.2
1998  125  31321503       8.72       5.43      -5.04      -4.58      548.1        0.3
1998  125  31412447       8.66       5.33      -5.25      -4.37      556.1        0.3
1998  125  31503931       8.69       5.23      -5.42      -4.33      571.6        0.2
1998  125  31591798       8.69       4.83      -5.89      -4.18      550.5        0.3
1998  125  31681921       8.82       5.04      -5.93      -4.10      564.7        0.2
1998  125  31775048       8.78       5.38      -5.58      -4.09      567.5        0.2
1998  125  31955363       8.78       6.03      -4.91      -4.05      558.7        0.2
1998  125  32042410       8.78       6.32      -4.60      -3.99      550.9        0.2
1998  125  32132533       8.78       6.26      -4.67      -4.01      549.9        0.2
1998  125  32222724       8.76       6.04      -4.77      -4.18      539.4        0.2
1998  125  32312847       8.75       5.99      -4.88      -4.10      541.3        0.2
1998  125  32402253       8.71       5.14      -5.29      -4.60      539.8        0.2
1998  125  32493914       8.75       3.81      -5.35      -5.77      547.0        0.3
1998  125  32584001       8.72       4.44      -5.42      -5.19      553.2        0.3
1998  125  32674158       8.76       4.16      -5.25      -5.62      559.2        0.3
1998  125  32762632       8.61       4.78      -5.36      -4.58      550.1        0.3
1998  125  32853511       8.61       5.72      -5.77      -2.76      559.2        0.3
1998  125  32945886       8.65       3.56      -4.75      -6.22      540.3        0.3
1998  125  33035976       8.59       3.31      -4.55      -6.41      542.3        0.3
1998  125  33127703       8.42       4.78      -4.43      -5.31      563.1        0.3
1998  125  33216359       8.47       5.19      -4.37      -5.06      554.0        0.3
1998  125  33306519       8.46       5.23      -4.47      -4.91      554.0        0.3
1998  125  33398140       8.46       5.31      -4.74      -4.56      557.2        0.3
1998  125  33488261       8.54       5.36      -4.47      -4.91      554.0        0.3
1998  125  33577562       8.53       5.40      -4.41      -4.88      530.1        0.3
1998  125  33673050       8.45       5.92      -4.30      -4.17      583.3        0.3
1998  125  33763101       8.48       5.94      -4.36      -4.18      581.4        0.2
1998  125  33853117       8.60       5.42      -4.07      -5.27      571.1        0.3
1998  125  33943238       8.62       5.96      -3.95      -4.79      573.8        0.3
1998  125  34033363       8.65       6.15      -3.91      -4.64      576.4        0.3
1998  125  34120621       8.67       5.40      -3.97      -5.50      554.2        0.3
1998  125  34210742       8.72       5.43      -4.19      -5.38      550.4        0.3
1998  125  34302363       8.72       5.35      -4.29      -5.39      553.4        0.3
1998  125  34390988       8.76       5.24      -4.68      -5.23      548.3        0.3
1998  125  34481789       8.77       5.44      -4.47      -5.22      542.0        0.3
1998  125  34574164       8.71       5.00      -4.54      -5.46      581.9        0.3
1998  125  34664218       8.65       5.62      -4.31      -4.94      570.0        0.3
1998  125  34754339       8.66       5.97      -4.09      -4.75      567.8        0.3
1998  125  34843062       8.66       6.01      -4.33      -4.47      564.9        0.2
1998  125  34934656       8.37       5.31      -1.74      -6.13      581.0        0.3
1998  125  35022453       8.43       5.61      -2.54      -5.72      553.6        0.3
1998  125  35114898       8.20       5.98      -2.80      -4.82      553.8        0.4
1998  125  35202765       8.17       5.30      -3.44      -5.13      545.8        0.4
1998  125  35293707       8.17       5.59      -3.51      -4.78      546.0        0.3
1998  125  35383832       8.27       5.98      -3.33      -4.61      547.5        0.4
1998  125  35473132       8.34       6.18      -3.47      -4.38      534.0        0.4
1998  125  35563253       8.34       6.19      -3.52      -4.33      540.9        0.4
1998  125  35655562       8.34       6.33      -3.52      -4.11      563.7        0.3
1998  125  35743429       8.32       6.23      -3.53      -4.22      542.1        0.5
1998  125  35833621       8.31       6.10      -3.34      -4.55      543.9        0.5
1998  125  35923746       8.32       6.05      -3.38      -4.60      539.6        0.5
1998  125  36016121       8.39       6.13      -3.46      -4.54      567.0        0.3
1998  125  36104738       8.39       5.87      -3.25      -5.00      557.4        0.5
1998  125  36194894       8.45       6.47      -3.52      -4.12      556.8        0.4
1998  125  36284164       8.41       6.30      -3.68      -4.17      544.6        0.4
1998  125  36377359       8.23       6.02      -3.59      -4.23      558.7        0.5
1998  125  36465261       8.23       5.34      -3.56      -5.12      562.1        0.5
1998  125  36557531       8.54       6.59      -4.09      -3.56      556.6        0.5
1998  125  36647726       8.58       6.87      -4.19      -2.95      584.7        0.3
1998  125  36737847       8.56       6.98      -4.06      -2.85      585.2        0.3
1998  125  36827972       8.52       7.02      -3.98      -2.74      584.8        0.3
1998  125  36918089       8.50       6.98      -3.89      -2.90      587.4        0.3
1998  125  37008214       8.50       6.99      -3.91      -2.83      587.2        0.3
1998  125  37098335       8.52       7.22      -3.84      -2.39      589.9        0.3
1998  125  37371636       8.52       7.07      -3.88      -2.67      564.5        0.5
1998  125  37461757       8.50       7.23      -3.88      -2.20      580.0        0.3
1998  125  37551953       8.53       7.33      -3.68      -2.30      575.5        0.4
1998  125  37642003       8.50       7.34      -3.66      -2.22      566.8        0.4
1998  125  37732128       8.56       7.33      -3.93      -2.02      576.4        0.4
1998  125  37821425       8.60       7.37      -3.97      -1.94      577.7        0.3
1998  125  37911550       8.63       7.35      -3.93      -2.18      579.1        0.3
1998  125  38001671       8.67       7.36      -3.96      -2.31      579.9        0.4
1998  125  38094796       8.48       7.23      -2.75      -3.39      570.4        0.4
1998  125  38183554       8.54       7.25      -1.69      -4.17      574.4        0.4
1998  125  38275863       8.53       7.26      -2.08      -3.87      556.5        0.5
1998  125  38366804       8.38       7.05      -1.04      -4.40      562.9        0.5
1998  125  38458289       8.49       7.46      -2.62      -2.77      572.4        0.5
1998  125  38548414       8.44       7.25      -4.01      -1.57      581.4        0.4
1998  125  38638535       8.46       7.24      -4.00      -1.74      582.8        0.4
1998  125  38729476       8.46       7.17      -4.22      -1.17      588.2        0.5
1998  125  38821781       8.29       6.76      -4.41      -1.62      591.6        0.6
1998  125  38908902       8.35       6.77      -4.25      -2.21      587.3        0.4
1998  125  38999199       8.47       7.10      -4.50      -0.97      586.4        0.4
1998  125  39089320       8.48       7.23      -4.35      -0.72      584.7        0.4
1998  125  39179269       8.49       7.16      -4.26      -1.38      592.7        0.4
1998  125  39269390       8.48       6.97      -3.93      -2.76      588.6        0.4
1998  125  39359511       8.45       6.98      -4.20      -2.15      591.6        0.5
1998  125  39453527       8.38       7.10      -3.53      -2.68      581.0        0.5
1998  125  39543652       8.44       7.02      -3.73      -2.80      586.4        0.5
1998  125  39631449       8.42       7.17      -3.44      -2.76      588.8        0.4
1998  125  39721570       8.38       7.15      -2.88      -3.27      592.4        0.4
1998  125  39811691       8.25       7.10      -2.54      -3.32      591.2        0.4
1998  125  39901816       8.34       7.02      -2.91      -3.42      594.7        0.4
1998  125  39991937       8.37       6.99      -3.12      -3.37      599.1        0.4
1998  125  40082058       8.26       6.92      -2.86      -3.46      596.7        0.4
1998  125  40173003       8.18       6.88      -2.66      -3.51      600.5        0.5
1998  125  40263125       8.20       6.64      -3.05      -3.70      607.9        0.5
1998  125  40354070       8.18       6.60      -3.04      -3.74      615.9        0.5
1998  125  40445515       8.18       6.59      -2.90      -3.89      617.9        0.5
1998  125  40978917       8.19       6.96      -2.18      -3.69      571.8        0.4
1998  125  41340765       8.35       6.40      -3.75      -3.79      591.4        0.4
1998  125  41430207       8.36       6.51      -3.78      -3.61      581.9        0.4
1998  125  41521007       8.42       6.53      -3.69      -3.79      591.6        0.4
1998  125  41611132       8.44       6.44      -3.85      -3.86      597.1        0.4
1998  125  41701253       8.48       6.72      -3.57      -3.70      585.1        0.4
1998  125  41791374       8.49       6.47      -3.71      -4.03      592.8        0.3
1998  125  41881496       8.48       6.64      -3.70      -3.73      593.3        0.4
1998  125  41971617       8.48       6.88      -3.61      -3.39      588.3        0.4
1998  125  42060378       8.50       7.19      -3.29      -3.10      581.2        0.4
1998  125  42151863       8.55       7.41      -2.85      -3.15      576.1        0.4
1998  125  42244308       8.49       7.16      -2.95      -3.45      580.9        0.5
1998  125  42329921       8.48       7.33      -2.48      -3.45      573.2        0.4
1998  125  42420832       8.53       7.26      -2.68      -3.56      576.1        0.4
