         Wind MFI and SWE Data, 1 minute resolution, GSM coordinates
Year  DOY  millisecs       B          Bx         By         Bz         V          Np    
                           nT         nT         nT         nT        km/s       cm^3   
1998  124    597847       8.43      -3.46      -2.68      -7.16      485.6        6.4
1998  124    693978       8.42      -3.45      -2.68      -7.17      488.5        6.0
1998  124    787927       8.26      -2.57      -3.80      -6.82      480.4        8.4
1998  124    883234       8.42      -2.45      -2.92      -7.48      477.1        6.3
1998  124    979365       8.07      -2.38      -2.52      -7.26      478.9        8.6
1998  124   1087511       8.12      -3.07      -2.85      -6.82      478.4        8.4
1998  124   1165617       8.37      -2.65      -2.56      -7.46      475.2        7.6
1998  124   1258919       8.44      -4.12      -3.85      -6.22      483.8        8.9
1998  124   1357878       8.38      -3.88      -3.46      -6.44      478.7        9.4
1998  124   1457012       8.31      -6.11      -4.00      -3.82      481.3        8.5
1998  124   1551641       8.12      -6.01      -4.22      -3.27      485.3        9.9
1998  124   1644802       8.05      -4.59      -4.19      -4.74      476.4       11.2
1998  124   1742399       8.42      -2.96      -2.82      -7.31      478.1        7.6
1998  124   1838530       8.59      -1.76      -2.09      -8.12      474.6        6.7
1998  124   1936303       8.56      -3.18      -4.23      -6.57      481.2        8.2
1998  124   2046633       8.57      -3.37      -3.55      -7.01      477.4        9.0
1998  124   2123917       8.53      -3.33      -3.65      -6.90      479.3        7.8
1998  124   2220047       8.65      -3.77      -4.12      -6.47      479.0        8.4
1998  124   2317679       8.74      -2.69      -3.53      -7.45      483.2        7.5
1998  124   2413810       8.94      -2.09      -2.97      -8.06      480.3        7.2
1998  124   2508438       8.63      -4.20      -4.58      -5.11      486.7        6.1
1998  124   2605391       8.50      -5.62      -4.11      -4.78      492.3        7.2
1998  124   2701522       8.48      -5.74      -4.00      -4.71      499.6        9.2
1998  124   2800656       8.58      -6.83      -4.04      -3.18      499.4        6.6
1998  124   2893782       8.55      -6.14      -3.85      -4.50      497.9        8.4
1998  124   3004110       8.87      -5.07      -3.86      -6.08      495.7        7.4
1998  124   3082216       8.92      -4.13      -4.00      -6.77      491.7        6.7
1998  124   3176165       8.47      -2.18      -2.02      -7.77      476.3        7.3
1998  124   3270181       8.19      -0.83      -0.40      -8.02      472.5        7.8
1998  124   3369105       8.14      -2.39      -2.26      -7.29      483.3        9.8
1998  124   3465235       8.13      -3.02      -2.58      -7.05      483.8        9.3
1998  124   3559863       8.14      -4.34      -2.48      -6.29      481.5       10.4
1998  124   3656817       8.35      -1.88      -2.13      -7.84      483.4        6.8
1998  124   3750622       8.41      -2.48      -2.40      -7.66      480.0        6.4
1998  124   3848254       8.17      -1.95      -2.64      -7.47      477.7        6.7
1998  124   3956402       8.07      -1.61      -2.29      -7.56      477.8        7.8
1998  124   4031503       7.92      -1.61      -2.04      -7.47      475.4        8.2
1998  124   4127633       7.91      -1.94      -1.90      -7.42      476.6        7.6
1998  124   4226768       7.97      -1.57      -2.01      -7.51      474.9        8.0
1998  124   4322898       7.92      -1.48      -2.40      -6.53      471.6        8.8
1998  124   4428040       7.80      -5.81      -3.61      -3.35      507.8        7.8
1998  124   4518163       7.82      -6.60      -3.65      -1.86      511.6        7.6
1998  124   4617297       8.28      -7.19      -3.92      -1.14      517.6        6.5
1998  124   4710423       8.55      -7.26      -4.45      -0.85      519.8        6.5
1998  124   4804373       8.34      -6.73      -4.64      -1.37      506.9        7.5
1998  124   4917704       8.23      -6.65      -4.72      -1.03      501.2        7.4
1998  124   4996633       8.02      -6.46      -4.37      -1.81      500.8        7.9
1998  124   5088972       8.19      -6.61      -4.56      -1.55      499.4        7.7
1998  124   5186569       8.22      -6.80      -4.43      -1.24      498.7        6.8
1998  124   5282699       7.88      -6.66      -4.14      -0.45      504.9        8.5
1998  124   5371320       7.52      -6.99      -2.47      -1.09      502.5        9.2
1998  124   5475101       7.71      -6.67      -1.84      -2.89      506.6        8.6
1998  124   5574094       7.47      -4.96      -1.68      -5.25      508.1        8.2
1998  124   5763351       6.90      -3.89      -2.13      -5.18      510.6        7.8
1998  124   5874642       5.68       0.69      -0.55      -5.21      523.6       10.0
1998  124   5951928       5.36       1.83      -0.72      -4.94      519.0       10.8
1998  124   6044232       5.54       1.69      -1.90      -4.82      518.1        9.7
1998  124   6141185       6.57       1.78      -2.58      -5.70      520.1        9.2
1998  124   6236492       6.38       3.73      -0.43      -4.88      520.8        9.5
1998  124   6333446       6.08       3.69       1.01      -4.45      521.0        9.6
1998  124   6431078       6.32       2.51       0.59      -5.75      519.7        9.6
1998  124   6526385       6.36       2.75       0.00      -5.70      515.2        9.0
1998  124   6622516       6.79       3.63      -0.03      -5.71      514.3        8.0
1998  124   6718646       6.24      -0.43      -2.28      -5.50      510.0       10.3
1998  124   6831298       6.34      -1.87      -2.63      -5.05      505.4        8.1
1998  124   6904898       7.01      -4.46      -3.82      -3.74      505.9        8.8
1998  124   7003354       7.19      -5.56      -1.53      -4.14      503.8        9.6
1998  124   7102488       6.82      -3.64      -0.42      -5.42      508.3        7.9
1998  124   7201622       6.47       0.98      -2.58      -5.80      528.0        7.7
1998  124   7291745       6.33       0.43      -2.60      -5.73      522.8        7.2
1998  124   7393236       8.38       1.29      -2.87      -7.75      549.1       12.7
1998  124   7484684      10.72       3.45      -1.31     -10.03      554.9       12.6
1998  124   7580815      10.62       3.22      -1.25     -10.03      558.9       13.2
1998  124   7676980      11.15       4.14      -0.43     -10.34      554.8       13.6
1998  124   7789598      11.27       3.65      -0.63     -10.59      548.4       14.2
1998  124   7863198      11.34       4.07      -0.46     -10.49      549.0       13.4
1998  124   7956324      12.31       5.27      -0.10     -11.12      549.0       12.8
1998  124   8052629      10.13       4.96       0.10      -8.79      539.0       14.4
1998  124   8145791       7.21       1.70      -1.44      -6.62      531.1       16.7
1998  124   8244750       7.39      -2.69      -2.62      -6.30      550.7       17.6
1998  124   8338052       6.13       1.78      -0.04      -4.19      538.9       17.5
1998  124   8437045       4.52      -2.71      -2.86      -2.08      545.7       19.0
1998  124   8533176       4.07      -2.05      -1.91      -1.06      545.5       19.4
1998  124   8623404       2.27      -0.64      -1.08      -1.38      543.8       21.0
1998  124   8739095       6.04      -3.32      -3.61      -3.51      541.1       17.5
1998  124   8812696       6.08      -3.40      -3.56      -3.56      537.5       18.4
1998  124   8908685       7.80      -1.45      -3.56      -6.77      552.6       13.6
1998  124   9022839      27.08      -9.97     -15.16     -17.16      661.2       26.3
1998  124   9127982      35.62     -27.81     -21.82      -3.46      669.8       16.2
1998  124   9186562      36.04     -24.42     -23.15     -10.41      675.0       12.8
1998  124   9271496      36.59     -20.06     -23.81     -18.74      693.4       13.8
1998  124   9344276      36.52     -21.80     -23.80     -16.50      688.0       12.1
1998  124   9427707      38.92     -18.74     -24.53     -23.59      702.4       10.9
1998  124   9501307      39.28     -19.61     -24.45     -23.64      708.7        9.7
1998  124   9580915      39.07     -17.06     -23.25     -26.31      700.6        8.8
1998  124   9656700      38.42     -15.64     -22.92     -26.50      689.8        9.4
1998  124   9735625      38.43     -16.16     -23.61     -25.64      698.3        9.8
1998  124   9814554      38.45     -16.85     -24.71     -23.91      704.0       10.5
1998  124   9895664      38.17     -19.65     -24.87     -21.12      716.2        9.6
1998  124   9973628      37.08     -18.44     -23.65     -21.13      709.2        9.4
1998  124  10077269      34.17       1.30     -13.93     -30.35      686.0       12.5
1998  124  10142675      31.51       6.58      -9.71     -28.12      682.1       15.1
1998  124  10221464      30.49       0.13     -15.30     -26.16      701.8       12.1
1998  124  10299570      27.55       1.74     -13.44     -23.31      708.7        9.0
1998  124  10379998      30.95       0.36     -15.19     -25.99      759.5       14.3
1998  124  10464935      33.92     -11.47     -20.15     -23.97      785.5       13.3
1998  124  10537033      33.94      -3.68     -17.70     -28.14      775.5       10.2
1998  124  10611995      35.23       9.12     -11.98     -31.84      738.6        4.7
1998  124  10690100      35.84      10.42      -9.75     -32.82      746.7        4.3
1998  124  10770528      35.67       5.61     -11.97     -33.03      755.7        5.7
1998  124  10861261      35.56      -3.33     -18.77     -29.42      836.2        5.4
1998  124  10933395      35.44      -1.76     -17.09     -30.95      819.5        6.4
1998  124  11032494      35.94       2.19     -16.88     -31.62      774.9        5.1
1998  124  11097221      36.24       1.92     -16.77     -32.05      778.9        5.4
1998  124  11181372      36.69      -2.73     -17.40     -32.00      810.6        5.2
1998  124  11260803      36.67      -4.44     -16.72     -32.25      823.7        6.2
1998  124  11333721      36.75       4.08     -16.98     -32.17      774.6        7.2
1998  124  11410395      37.18       4.34     -17.92     -32.22      763.4        7.9
1998  124  11484607      37.42       4.78     -18.77     -31.93      771.8        6.3
1998  124  11565717      37.23       0.49     -18.21     -32.42      794.9        5.2
1998  124  11642320      37.98       0.92     -19.53     -32.39      767.4        5.1
1998  124  11726435      38.29      -4.26     -18.62     -33.04      811.2        6.0
1998  124  11801537      38.65      -1.91     -20.60     -32.54      789.6        5.7
1998  124  11879643      38.11      -2.49     -20.21     -32.17      800.8        5.1
1998  124  11983283      38.21      -1.41     -21.37     -31.61      796.9        5.0
1998  124  12050875      37.99      -0.93     -22.06     -30.84      793.9        6.4
1998  124  12122972      38.07      -0.42     -22.32     -30.49      767.1        4.9
1998  124  12201079      37.97       1.70     -21.20     -31.35      757.3        5.2
1998  124  12285193      37.57      -0.66     -22.43     -30.10      777.9        5.3
1998  124  12363298      37.54      -0.72     -23.00     -29.53      805.2        6.3
1998  124  12443656      36.98       0.24     -25.39     -26.53      782.7        8.2
1998  124  12525482      37.69      -1.48     -28.90     -23.92      827.0        4.6
1998  124  12604447      38.98      -0.81     -22.54     -31.35      832.2        4.2
1998  124  12678725      38.33      -0.51     -25.34     -28.60      817.0        4.5
1998  124  12759976      37.52       1.45     -20.96     -31.01      822.7        5.3
1998  124  12841086      35.90      -0.95     -21.28     -28.29      850.6        5.9
1998  124  12937216      36.34      -2.96     -25.26     -25.77      862.0        5.4
1998  124  13004703      37.05      -2.20     -22.99     -28.95      830.3        4.7
1998  124  13084276      37.03      -1.18     -21.70     -29.88      822.8        4.3
1998  124  13162416      38.19      -2.33     -23.76     -29.74      834.3        4.2
1998  124  13237624      38.03      -0.07     -21.09     -31.53      806.8        4.9
1998  124  13316409      36.75       0.49     -17.70     -31.92      815.5        5.6
1998  124  13396016      36.20       0.08     -11.57     -34.26      838.0        6.5
1998  124  13474123      37.05       0.62     -11.77     -34.84      832.4        6.1
1998  124  13549907      36.74       1.15     -18.82     -31.17      827.0        6.3
1998  124  13628012      37.97       1.05     -20.72     -31.45      826.6        7.6
1998  124  13953955      38.59       3.22     -21.92     -31.53      826.3        6.0
1998  124  14030558      38.04       3.91     -22.59     -30.15      830.9        7.1
1998  124  14108629      36.72       1.45     -21.29     -29.70      843.0        6.4
1998  124  14186771      36.38       1.31     -23.31     -27.76      829.4        6.8
1998  124  14268699      36.60      -0.16     -21.93     -29.16      855.6        8.7
1998  124  14347489      38.39      -0.64     -17.93     -33.41      867.1        6.5
1998  124  14424981      39.27       1.20     -16.33     -35.67      859.9        6.1
1998  124  14503017      39.06       0.65     -17.15     -35.02      852.8        6.1
1998  124  14580479      39.18      -1.36     -18.10     -34.42      869.0        7.5
1998  124  14655406      39.73      -3.73     -23.43     -30.82     2302.2        6.9
1998  124  14738017      39.68      -5.60     -25.78     -29.49      883.2        5.0
1998  124  14837293      39.06      -3.98     -26.51     -28.37      917.5        6.5
1998  124  14905774      40.08      -8.51     -26.88     -28.39     1521.4        5.3
1998  124  14985783      39.67     -10.28     -25.10     -28.76      895.8        4.8
1998  124  15063959      40.10      -9.53     -24.10     -30.49      876.1        5.4
1998  124  15134015      37.66      -8.77     -22.62     -28.15     1415.9        6.1
1998  124  15215805      36.94      -8.23     -15.79     -31.25      863.3        9.2
1998  124  15301210      42.67      -3.97     -31.35     -28.29      865.1        5.5
1998  124  15368193      42.42       5.87     -36.94     -19.88      792.5        5.7
1998  124  15471764      42.38       4.86     -35.68     -22.27      775.7        5.8
1998  124  15538743      42.45       0.50     -32.72     -26.95      792.9        5.5
1998  124  15625720      42.95      -2.76     -31.74     -28.77      827.7        5.1
1998  124  15700823      42.68      -4.56     -30.90     -29.07      823.1        5.0
1998  124  15778893      42.43      -5.64     -30.10     -29.20      855.7        5.2
1998  124  15848022      41.51       3.16     -28.15     -30.29      778.4        5.3
1998  124  15929132      41.32       0.76     -28.90     -29.48      780.6        4.9
1998  124  15998225      41.21       2.48     -29.15     -29.00      751.9        5.7
1998  124  16078653      40.72      -0.16     -27.80     -29.20      762.4        5.6
1998  124  16170959      39.77      -7.31     -29.94     -23.87      831.0        7.9
1998  124  16325634      39.96      -9.74     -31.19     -22.90      876.6        6.2
1998  124  16424804      41.25      -9.91     -31.46     -24.57      865.7        5.9
1998  124  16497580      41.40      -8.28     -22.31     -33.25     2204.3        4.2
1998  124  16575687      41.51      -7.94     -22.43     -33.42     2525.2        4.2
1998  124  16650039      41.99      -6.29     -28.00     -30.35      852.6        5.9
1998  124  16726677      41.86      -6.37     -26.21     -31.94      856.2        5.5
1998  124  16887396      41.34      -6.32     -26.52     -30.98      853.8        4.9
1998  124  16962498      41.51      -5.08     -25.62     -32.22      826.3        5.5
1998  124  17039068      42.04      -6.33     -24.58     -33.33      831.7        5.8
1998  124  17117171      42.86      -9.40     -25.95     -32.69      834.6        5.7
1998  124  17193775      41.85     -14.50     -30.18     -24.22      815.4        5.9
1998  124  17272701      40.21     -18.59     -31.32      -7.97      822.6        7.7
1998  124  17371908      40.42     -21.20     -34.15       3.89      821.9        9.7
1998  124  17436494      40.04     -21.04     -32.99       3.76      796.4       12.7
1998  124  17514529      36.88     -15.21     -32.74      -4.39      797.1       13.6
1998  124  17590455      36.00      -8.98     -30.07     -11.53      791.1       13.9
1998  124  17672244      39.94       2.39     -25.42     -28.73      816.8       14.3
1998  124  17748917      37.47       7.88     -21.53     -28.39      846.0       34.5
1998  124  17830710      27.07      10.59     -22.95      -8.32      833.5       23.2
1998  124  17908814      24.74      11.02     -21.83      -1.99      828.2       22.8
1998  124  17986921      23.79       8.24     -21.92       0.05      828.7       19.2
1998  124  18062023      25.77      -2.38     -19.88       8.14      804.8       17.4
1998  124  18143134      34.23      -2.28     -17.56      28.29      806.7       15.2
1998  124  18227388      33.17     -11.52     -29.43      -2.16      810.3        9.1
1998  124  18325021      41.53     -10.70     -30.04     -26.56      820.5        7.2
1998  124  18392470      41.45      -8.60     -29.49     -27.72      808.6        7.8
1998  124  18467572      41.66      -5.63     -27.77     -30.48      789.7        8.5
1998  124  18533732      39.34      -5.01     -23.58     -31.00      731.7       11.5
1998  124  18620990      37.45      -5.33     -20.46     -30.72      788.6       11.6
1998  124  18702101      24.78       7.13      -4.18     -20.66      810.3       39.7
1998  124  18777062      21.50      -2.91      -4.51     -19.23      788.4       38.8
1998  124  18858312      18.48       0.50      -6.87     -15.95      796.9       41.1
1998  124  18931093      13.28      -4.00       0.77      -7.19      784.7       44.0
1998  124  19003871      18.65     -11.94       8.34      -5.69      757.7       34.8
1998  124  19080615      22.41     -14.17      -3.08     -14.58      756.9       38.7
1998  124  19161583      22.67      -7.29     -13.53     -16.54      767.8       40.1
1998  124  19266867      22.25      -9.42     -12.56     -14.25      768.3       39.1
1998  124  19329812      20.24     -12.32     -10.72     -11.33      755.2       40.9
1998  124  19411027      23.89     -14.61      -8.75     -15.97      771.4       39.0
1998  124  19488957      24.48     -17.08      -5.77     -16.49      782.3       31.0
1998  124  19567062      22.69      -7.12     -11.44     -15.90      770.7       38.1
1998  124  19648244      16.73      -5.71      -6.18     -12.82      774.1       40.5
1998  124  19720341      18.24      -5.48     -13.42     -10.49      768.1       42.2
1998  124  19804595      15.09       2.81     -10.93      -5.69      773.7       41.2
1998  124  19885669      14.80      14.24       2.86       2.01      791.6       35.6
1998  124  19965998      17.22      16.74       3.00       2.05      804.5       34.7
1998  124  20044103      17.13      16.42       3.96       0.95      806.0       33.5
1998  124  20121490      18.92      17.78       6.23      -0.03      798.3       34.5
1998  124  20219123      19.38      18.12       6.81       0.30      785.9       35.4
1998  124  20288251      18.78      17.93       5.34      -0.43      788.0       36.9
1998  124  20368542      18.07      17.41       3.72      -2.39      806.1       30.2
1998  124  20447466      17.44      16.46       2.47      -4.89      792.4       32.2
1998  124  20513556      11.45      10.41       3.29      -1.94      751.0       27.3
1998  124  20591664      14.65      -5.54      -7.54     -10.67      755.5       35.0
1998  124  20666765      18.49      -8.82     -10.29     -12.28      754.7       33.4
1998  124  20744871      18.99      -9.66     -10.65     -12.30      756.2       31.4
1998  124  20822976      11.49      -5.22      -6.24      -5.95      747.9       35.9
1998  124  20901082       8.93       0.62      -2.10      -7.01      730.6       35.2
1998  124  20979187       8.16      -2.41      -6.72      -3.26      725.9       34.8
1998  124  21057294      10.13       4.62       5.42       0.59      731.4       34.9
1998  124  21164621      19.40      10.10      16.03      -1.23      746.5       19.3
1998  124  21230636      21.92      13.94      15.99       1.54      742.1       19.0
1998  124  21305810      27.63      16.44      16.64      14.34      755.8       13.9
1998  124  21381523      25.43      13.83      16.70      12.77      739.1       14.9
1998  124  21462021      23.24      15.52      14.30       9.57      748.4       16.5
1998  124  21537806      20.81       7.71       8.09       9.38      742.9       16.6
1998  124  21627857      22.42     -16.71     -12.35      -8.31      791.9       14.6
1998  124  21700130      22.89     -14.60     -12.35     -12.36      778.0       15.3
1998  124  21778201      23.41     -15.31     -10.70     -13.96      791.8       16.3
1998  124  21864496      25.38     -17.50     -11.30     -14.31      805.2       14.6
1998  124  21942601      24.13     -19.45      -5.98     -12.62      822.5       13.6
1998  124  22012519      24.69     -14.95     -11.74     -15.45      791.8       16.8
1998  124  22116160      24.57     -17.21     -11.83     -12.74      784.0       15.0
1998  124  22180746      24.35     -18.42     -11.04     -11.44      792.8       16.2
1998  124  22258853      24.85     -19.19     -11.19     -11.08      798.8       15.5
1998  124  22339962      24.75     -19.78     -12.14      -8.25      792.0       14.2
1998  124  22420931      24.40     -19.28     -10.49     -10.40      798.6       13.5
1998  124  22492347      22.13     -17.60      -8.95      -9.48      769.9       14.4
1998  124  22571275      19.10     -11.54      -4.04     -14.49      799.4       14.5
1998  124  22660646      17.85     -13.91      -2.72     -10.52      816.4       14.9
1998  124  22738751      16.76     -14.27      -6.47      -5.62      811.4       13.8
1998  124  22808597      18.15     -15.62      -7.73      -4.53      790.7       13.3
1998  124  22889707      18.60     -16.32      -8.82       0.49      783.2       12.6
1998  124  22964705      18.30     -16.70      -6.91       1.98      774.6       13.2
1998  124  23070632      19.98     -13.63      -7.75     -12.16      779.8       11.3
1998  124  23138904      20.81     -13.56      -6.56     -14.19      783.4       11.6
1998  124  23203634      17.16      -7.32      -2.69      -6.25      730.0       32.2
1998  124  23311027      14.19      -2.42      -6.34      11.74      750.9       32.2
1998  124  23378548      11.08      -0.99      -5.80       8.92      746.6       32.7
1998  124  23454333       7.91       0.02      -0.41      -3.71      744.7       34.0
1998  124  23532509      21.27       3.38      -4.51     -20.42      746.6       16.6
1998  124  23610544      19.92       1.50      -2.28     -19.55      757.7       15.2
1998  124  23694728      19.05       1.10      -1.38     -18.80      763.8       14.5
1998  124  23766826      19.36       2.22      -3.75     -18.77      744.4       15.0
1998  124  23844933      21.01      -0.54      -1.81     -20.71      739.0       11.7
1998  124  23928365      19.52       1.98      -3.33     -18.90      762.1       13.9
1998  124  24001144      19.54       1.08      -3.16     -19.10      749.3       13.4
1998  124  24079214      17.62      -2.59      -1.59     -16.81      719.5       17.7
1998  124  24156675      19.07      -1.83      -0.36     -18.72      625.5       28.5
1998  124  24265644      18.09       4.32      -2.52     -17.36      758.6       14.2
1998  124  24331591      17.03       5.58      -1.36     -16.00      762.3       14.9
1998  124  24409804      17.35       5.31       0.13     -16.48      771.7       13.9
1998  124  24484117      19.18       5.10      -0.16     -18.23      740.0       16.7
1998  124  24565839      20.57       7.65       0.44     -19.07      777.6       12.4
1998  124  24649953      14.39      -6.58      -6.39      -2.37      788.0       12.3
1998  124  24722050      18.65      -5.56      -4.87      16.55      774.8       16.9
1998  124  24800333      17.69       3.66      -1.08      17.01      783.2       20.7
1998  124  24874578      18.06       2.88      -6.14      16.40      766.0       19.1
1998  124  24952683      15.67      -2.16      -3.91      14.74      760.6       23.9
1998  124  25030859      14.47      -0.93      -1.96      14.01      764.4       24.7
1998  124  25111970       8.52      -0.79      -3.24       4.13      767.6       40.9
1998  124  25214718      19.66       2.62      18.80       3.40      785.9       32.8
1998  124  25280808      19.88       5.93      18.85       0.47      784.4       30.1
1998  124  25358914      17.81       5.10      15.78       6.07      782.7       34.3
1998  124  25437019      16.85       5.79      14.56       3.84      781.4       35.1
1998  124  25517519      15.26       6.72       6.19      11.23      795.3       45.8
1998  124  25596236      18.28       5.21      14.62       9.47      779.3       34.5
1998  124  25673050      11.03       1.81       4.15       4.85      773.9       65.6
1998  124  25751093       9.15      -3.13       5.07      -6.65      780.4       61.8
1998  124  25830554      11.41      -4.43       2.47      -9.60      783.6       36.9
1998  124  25905656       7.82      -2.24       0.13      -5.28      771.7       21.1
1998  124  25985404      12.81       7.80      -7.47       5.73      775.6       19.5
1998  124  26070880      11.40       5.71      -8.17       4.63      794.6       17.7
1998  124  26170833      12.25       6.71      -5.68       7.44      798.0       17.4
1998  124  26230095      14.74       8.81      -2.25      10.41      764.7       15.5
1998  124  26339849      18.24       9.35       6.40      13.10      795.2       13.9
1998  124  26401328      20.05      11.08       7.95      14.35      747.0       11.9
1998  124  26479468      19.64       9.63       8.68      14.25      761.1       11.1
1998  124  26554675      19.04       9.96       4.41      15.37      754.0       11.9
1998  124  26632781      18.63      10.07      -2.80      15.31      750.7       12.0
1998  124  26713751      18.50      10.51      -4.42      14.48      755.6       12.9
1998  124  26791857      18.63      10.67      -6.09      13.98      754.4       12.3
1998  124  26867099      18.31      11.89      -5.02      12.95      739.8       11.2
1998  124  26945207      19.92      12.70      -3.97      14.61      737.0       10.6
1998  124  27023310      20.33      13.06      -0.61      15.42      732.3        9.3
1998  124  27101417      20.39      12.98       1.01      15.40      727.6       11.0
1998  124  27179593      19.99       9.31      10.33      13.58      734.6        9.7
1998  124  27287740      19.72       5.56      15.80       9.21      748.1       11.4
1998  124  27356695      19.69      -2.41      17.04       7.85      794.1        9.4
1998  124  27458832      20.55      -4.89      19.59       2.46      811.6       10.9
1998  124  27527923      20.73      -5.90      19.80       0.15      818.0        9.7
1998  124  27606031      20.24      -3.71      19.60       2.02      818.6        9.5
1998  124  27685779      20.63      -5.22      14.78      12.01      816.7        9.0
1998  124  27761560      21.45      -4.64      15.86      12.08      800.0        8.2
1998  124  27840349      21.30      -0.04      21.28      -0.31      803.2       10.6
1998  124  27918455      21.47       0.37      21.39      -0.88      795.6       10.3
1998  124  27996560      21.25       0.48      21.19      -0.68      797.5        9.6
1998  124  28071662      21.23       1.00      21.14      -0.84      794.1        9.4
1998  124  28149767      20.63       0.56      20.55      -0.25      794.1        9.9
1998  124  28230876      20.45      -0.88      20.31      -0.83      800.7        9.8
1998  124  28305296      20.38      -0.42      20.20       0.18      804.7       11.2
1998  124  28408119      20.78      -3.53      20.42       0.20      810.7        9.2
1998  124  28477210      20.97      -1.89      20.68      -0.38      804.5        8.6
1998  124  28555316      20.65      -0.56      20.46       2.44      801.6        9.1
1998  124  28711529      21.02      -0.18      20.74       3.23      793.2        8.5
1998  124  28789636      21.01       0.85      20.56       3.88      809.4        9.2
1998  124  28867740      20.69       0.96      20.24       3.54      806.4        8.1
1998  124  28945845      21.05       1.54      20.37       4.87      799.1        7.8
1998  124  29023953      20.81      -2.31      20.29       3.08      821.3        8.0
1998  124  29102878      19.95      -4.35      19.32       1.90      818.0        8.7
1998  124  29181806      18.89      -5.67      17.96       0.99      831.6        8.3
1998  124  29264279      17.66      -6.86      16.06       0.95      843.6        9.1
1998  124  29360410      18.14     -10.19      14.95      -0.51      852.0        8.1
1998  124  29428820      18.32     -11.21      14.28      -2.14      844.2        8.2
1998  124  29508427      18.79     -12.23      14.03      -2.28      856.8        7.5
1998  124  29579673      16.99     -10.04      12.58       3.63      822.6       10.7
1998  124  29657740      16.95      -8.89      11.68       7.90      811.2       10.7
1998  124  29735847      16.61      -8.00      11.68       8.53      801.1       11.6
1998  124  29810949      17.52      -9.44      13.34       2.89      790.0       12.1
1998  124  29888373      17.39      -7.67      14.65       4.69      779.3       12.1
1998  124  29964158      17.48      -7.14      14.81       5.91      781.6       13.6
1998  124  30045267      16.73      -7.47      11.27       8.97      789.4       16.7
1998  124  30126447      15.64      -7.44      11.43       5.77      792.0       17.7
1998  124  30204658      16.01      -4.60      15.11       1.89      791.9       16.7
1998  124  30305119      15.45      -7.51      12.75       1.44      788.1       17.1
1998  124  30372710      16.10     -11.07      10.09       5.81      789.5       17.3
1998  124  30444126      15.68     -11.45       7.74       7.23      769.4       24.7
1998  124  30522914      15.64     -12.06       5.42       8.27      769.6       24.6
1998  124  30600337      15.34     -10.59       4.31      10.16      763.2       25.0
1998  124  30676123      16.69     -13.84       4.92       7.69      759.1       25.0
1998  124  30754228      17.34     -15.12       6.70       5.12      756.4       25.5
1998  124  30832333      17.29     -15.08       6.02       5.29      758.1       25.3
1998  124  30910441      17.10     -15.35       6.95       2.55      753.7       26.5
1998  124  30988546      16.84     -15.05       6.79       3.03      755.4       26.5
1998  124  31066652      16.02     -14.35       6.75       1.21      756.2       26.1
1998  124  31141929      13.77     -11.98       4.21       3.93      748.9       28.3
1998  124  31249900      13.60     -11.75       5.12       4.17      751.4       28.5
1998  124  31310873      12.99     -10.65       6.76       2.92      751.1       27.2
1998  124  31391091      12.29     -11.50       4.21       0.45      747.5       27.5
1998  124  31472201      12.13     -10.33       6.21       0.16      748.3       28.2
1998  124  31550306      12.61     -11.17       5.76       0.04      748.9       28.8
1998  124  31628414      13.90     -11.97       6.93      -0.15      748.0       27.6
1998  124  31706519      13.96     -13.06       4.63       0.99      743.2       26.8
1998  124  31781796      13.85     -10.20       8.49      -2.54      747.6       28.2
1998  124  31865052      13.77      -3.75       8.22      -7.01      723.2       33.6
1998  124  31943839      12.22      -6.49       3.95       2.89      743.7       32.8
1998  124  32024951      12.47      -9.96       1.71       7.11      758.2       25.9
1998  124  32103091      11.81     -10.81       1.90       2.07      762.9       30.6
1998  124  32208199      12.03     -10.55       2.69       4.76      759.3       31.5
1998  124  32275791      12.02     -10.98      -1.17       3.54      770.6       28.9
1998  124  32353214      13.05     -11.41      -0.13      -4.81      776.2       27.9
1998  124  32424492      12.32      -4.38      -4.92      -9.39      748.3       30.2
1998  124  32504099      12.12      -5.93      -2.37     -10.03      756.3       26.6
1998  124  32583708      11.25      -9.15      -1.96      -1.17      768.0       33.8
1998  124  32663316      12.17     -10.13       1.19       5.24      763.4       27.0
1998  124  32739238      13.16     -11.22       3.33       4.95      757.2       26.9
1998  124  32818023      13.50     -12.63       3.39       2.24      762.0       29.6
1998  124  32896167      11.91     -10.85      -3.60       3.08      766.3       30.3
1998  124  32974238      11.88     -10.43      -4.76       2.99      764.1       29.3
1998  124  33051660      12.66     -11.75      -3.86       1.70      762.8       32.1
1998  124  33159808      12.43     -11.96      -0.64       2.56      758.8       29.6
1998  124  33220570      12.70      -9.35       6.53       2.28      764.9       26.5
1998  124  33298886      12.91      -7.77       7.26       6.05      759.9       28.3
1998  124  33376996      12.82      -9.75       5.45       5.97      766.2       29.1
1998  124  33455101      12.46      -9.36       3.97       6.31      757.2       29.0
1998  124  33533207      12.85      -9.72       5.08       6.19      760.3       27.3
1998  124  33608988      11.85      -7.70       6.42       5.84      750.5       28.4
1998  124  33691597      11.34      -6.85       6.89       4.89      759.3       33.0
1998  124  33768132      11.58      -6.36       7.87       4.98      752.4       31.9
1998  124  33846308      12.28      -5.42       8.33       5.63      756.2       32.2
1998  124  33925843      13.14      -2.30      12.58       1.08      754.0       29.2
