             Wind MFI and SWE Data, 1 minute resolution, GSE coordinates
Year  DOY  millisecs       B          Bx         By         Bz        Psw         Pb        Pth    
                           nT         nT         nT         nT        nPa        nPa        nPa    
2011  252  33333718       1.42      -1.00      -0.70      -0.69    1.31809    0.00080    0.00130
2011  252  33726195       1.47      -1.15      -0.53      -0.67    1.63930    0.00086    0.00170
2011  252  33824312       1.59      -1.23      -0.48      -0.84    1.72132    0.00101    0.00177
2011  252  33922433       1.90      -1.35      -0.44      -1.25    1.69787    0.00143    0.00174
2011  252  34020550       1.92      -1.38      -0.25      -1.31    1.78108    0.00147    0.00178
2011  252  34118671       2.00      -1.49      -0.18      -1.32    1.76934    0.00159    0.00189
2011  252  34216789       1.91      -1.50      -0.55      -1.04    1.76019    0.00145    0.00189
2011  252  34314910       1.93      -1.48      -0.67      -1.02    1.88838    0.00149    0.00217
2011  252  34405363       1.99      -1.39      -1.16      -0.82    1.92540    0.00157    0.00244
2011  252  34514214       1.95      -1.33      -1.16      -0.82    1.80141    0.00151    0.00193
2011  252  34609265       1.93      -1.31      -1.03      -0.93    1.80915    0.00149    0.00200
2011  252  34707382       2.02      -1.47      -0.84      -1.09    1.82750    0.00163    0.00198
2011  252  34805503       2.07      -1.59      -0.57      -1.14    1.97125    0.00171    0.00236
2011  252  34903625       2.03      -1.64      -0.65      -0.99    1.99952    0.00164    0.00236
2011  252  35004808       2.50      -2.05      -1.42      -0.13    2.23572    0.00248    0.00283
2011  252  35102925       2.47      -1.99      -1.43      -0.28    2.25307    0.00243    0.00289
2011  252  35201046       2.52      -1.97      -1.49      -0.49    2.24375    0.00253    0.00268
2011  252  35299164       2.01      -1.58      -1.13      -0.50    1.99924    0.00161    0.00224
2011  252  35391011       1.97      -1.44      -1.20      -0.58    1.95465    0.00155    0.00252
2011  252  35498468       2.02      -1.43      -1.30      -0.58    2.04006    0.00162    0.00228
2011  252  35593523       2.02      -1.43      -1.31      -0.57    2.02077    0.00162    0.00223
2011  252  35693171       2.02      -1.38      -1.35      -0.60    2.04799    0.00163    0.00229
2011  252  35791296       2.04      -1.35      -1.38      -0.64    2.06736    0.00165    0.00228
2011  252  35889414       2.11      -1.46      -1.37      -0.66    2.28947    0.00178    0.00267
2011  252  35987531       2.06      -1.43      -1.38      -0.47    2.28611    0.00168    0.00260
2011  252  36085652       1.92      -1.10      -1.52       0.23    2.21962    0.00147    0.00244
2011  252  36183769       2.06      -1.05      -1.75       0.09    2.14107    0.00169    0.00219
2011  252  36281890       2.06      -1.28      -1.61      -0.09    2.12819    0.00170    0.00218
2011  252  36373738       2.13      -1.47      -1.51      -0.25    2.33230    0.00180    0.00388
2011  252  36484257       2.09      -1.38      -1.55      -0.02    2.47439    0.00174    0.00287
2011  252  36579316       2.01      -1.33      -1.45      -0.28    2.52719    0.00161    0.00281
2011  252  36678964       1.90      -1.35      -1.21      -0.47    2.49741    0.00144    0.00289
2011  252  36777085       1.94      -1.44      -1.12      -0.61    2.59044    0.00149    0.00301
2011  252  36873671       2.02      -1.57      -1.14      -0.56    2.55688    0.00162    0.00292
2011  252  36973324       1.95      -1.34      -1.23      -0.65    2.66810    0.00151    0.00348
2011  252  37071441       1.91      -1.05      -1.35      -0.83    2.71980    0.00145    0.00319
2011  252  37169562       1.92      -1.15      -1.31      -0.78    2.78615    0.00146    0.00337
2011  252  37267679       1.93      -1.26      -1.26      -0.73    2.81227    0.00148    0.00350
2011  252  37357996       1.93      -0.93      -1.24      -1.13    3.05472    0.00148    0.00465
2011  252  37463777       1.95      -1.45      -1.20      -0.39    3.08944    0.00152    0.00514
2011  252  37558828       1.96      -1.50      -1.04      -0.65    3.11707    0.00153    0.00465
2011  252  37657089       1.94      -1.50      -0.94      -0.75    3.21910    0.00150    0.00481
2011  252  37755207       2.02      -1.73      -0.81      -0.63    3.47673    0.00163    0.00575
2011  252  37850261       1.98      -1.67      -0.84      -0.60    3.50784    0.00155    0.00548
2011  252  37951449       2.04      -1.63      -1.02      -0.65    3.47336    0.00165    0.00497
2011  252  38052492       1.87      -1.64      -0.64      -0.58    3.57870    0.00139    0.00593
2011  252  38150749       1.64      -1.42      -0.51      -0.59    3.42668    0.00107    0.00543
2011  252  38248871       1.56      -1.39      -0.35      -0.61    3.41370    0.00097    0.00530
2011  252  38342390       1.60      -1.30      -0.22      -0.77    3.45659    0.00102    0.00599
2011  252  38448035       1.77      -1.70      -0.39      -0.19    3.85157    0.00125    0.00786
2011  252  38543085       1.75      -1.58      -0.38      -0.59    3.52556    0.00121    0.00549
2011  252  38641207       1.84      -1.61      -0.59      -0.54    3.59774    0.00135    0.00566
2011  252  38739324       2.16      -1.67      -1.34      -0.14    3.98300    0.00186    0.00637
2011  252  38837445       2.31      -1.69      -1.57       0.10    4.01445    0.00213    0.00615
2011  252  38935562       1.96      -1.50      -1.16       0.39    3.85110    0.00153    0.00544
2011  252  39033683       1.82      -1.39      -0.97       0.60    3.68542    0.00132    0.00568
2011  252  39131800       1.87      -1.37      -1.09       0.65    3.63226    0.00140    0.00553
2011  252  39230062       1.89      -1.41      -1.05       0.60    3.70175    0.00142    0.00601
2011  252  39323406       1.75      -1.12      -1.31       0.11    3.82517    0.00122    0.00579
2011  252  39429191       2.02      -1.02      -1.60      -0.62    3.77297    0.00163    0.00502
2011  252  39524417       2.02      -1.18      -1.53      -0.25    3.86164    0.00162    0.00535
2011  252  39622539       1.76      -1.11      -1.35       0.05    4.03929    0.00123    0.00571
2011  252  39720656       1.80      -1.15      -1.35       0.28    4.08330    0.00129    0.00581
2011  252  39818777       1.86      -1.14      -1.34       0.57    4.19780    0.00137    0.00622
2011  252  39916894       2.04      -1.38      -1.37       0.54    4.12797    0.00166    0.00563
2011  252  40015015       1.98      -1.53      -1.17       0.30    4.28080    0.00156    0.00629
2011  252  40112957       1.99      -1.70      -0.93       0.39    4.44149    0.00157    0.00635
2011  252  40211253       2.07      -1.90      -0.76       0.24    4.50623    0.00171    0.00638
2011  252  40304773       2.28      -1.92      -1.13       0.13    4.61980    0.00208    0.00730
2011  252  40410558       2.44      -1.75      -1.55       0.61    4.66417    0.00237    0.00645
2011  252  40505609       2.43      -1.89      -1.42       0.49    4.77856    0.00234    0.00720
2011  252  40603730       2.37      -2.04      -1.07       0.47    4.78064    0.00224    0.00695
2011  252  40701847       2.71      -2.18      -1.49       0.59    4.79032    0.00292    0.00670
2011  252  40799968       2.52      -2.05      -1.24       0.74    4.65699    0.00253    0.00607
2011  252  40898085       2.36      -1.90      -1.27       0.55    4.75822    0.00221    0.00639
2011  252  40996207       2.28      -1.64      -1.51       0.47    4.89139    0.00207    0.00681
2011  252  41094324       2.35      -1.71      -1.55       0.34    4.83008    0.00219    0.00629
2011  252  41192445       2.39      -1.92      -1.28       0.58    4.76166    0.00227    0.00615
2011  252  41287355       2.36      -1.90      -0.65       1.12    5.12771    0.00222    0.00776
2011  252  41391750       2.42      -1.88       0.15       1.47    5.53517    0.00233    0.00744
2011  252  41486625       2.55      -1.98       0.59       1.44    6.14601    0.00260    0.00869
2011  252  41587808       3.16      -2.48       0.11       1.76    6.86630    0.00397    0.01209
2011  252  41685929       3.69      -3.19       0.78       1.55    7.08031    0.00543    0.01178
2011  252  41784046       3.92      -3.10       0.21       2.31    6.23669    0.00612    0.00890
2011  252  41882167       3.99      -3.18       0.31       2.25    7.90748    0.00633    0.01494
2011  252  41980289       4.08      -2.84      -0.69       2.72    7.37194    0.00663    0.01275
2011  252  42078441       4.29      -3.06      -0.40       2.92    6.34941    0.00732    0.00759
2011  252  42176558       4.16      -2.90      -0.22       2.93    6.97150    0.00689    0.01066
2011  252  42270046       4.02      -2.73      -0.03       2.86    7.73129    0.00643    0.01654
2011  252  42372761       3.94      -2.41       0.70       2.78    8.67572    0.00616    0.01689
2011  252  42477015       6.98      -2.56       1.27       6.19   16.40116    0.01939    0.03484
2011  252  42569000       7.62      -2.47       1.02       7.00   19.14270    0.02309    0.05337
2011  252  42664089       5.09       0.44       1.80      -3.97   20.03390    0.01030    0.04934
2011  252  42763707       3.52       0.28       0.99      -2.06   22.37109    0.00494    0.05689
2011  252  42858042       6.19       0.16       1.81      -5.41   22.79186    0.01526    0.05656
2011  252  42956878       4.58      -0.52       2.00       3.29   24.15826    0.00835    0.05115
2011  252  43055000       4.44      -0.87      -1.10       4.17   25.54357    0.00785    0.05107
2011  252  43153117       5.37      -0.77      -3.68       3.47   27.00541    0.01146    0.06844
2011  252  43257367       5.21      -0.38      -3.56       3.29   26.81996    0.01079    0.06813
2011  252  43352421       3.50      -1.68      -2.19       0.93   26.63295    0.00487    0.05813
2011  252  43447476       7.47      -2.42       4.12       2.54   26.01386    0.02222    0.07268
2011  252  43545593       7.26       0.24       2.74       4.57   28.65070    0.02098    0.05690
2011  252  43645246      10.04       2.56      -7.00       1.41   26.34146    0.04007    0.04653
2011  252  43741113      16.67       1.62     -14.78      -7.35   19.18371    0.11052    0.05335
2011  252  43841449      16.56      -0.40     -11.99     -10.84   20.01817    0.10916    0.04897
2011  252  43938882      21.14      -1.94      -4.03     -20.64   14.60874    0.17787    0.04481
2011  252  44035472      21.63      -0.91      -2.10     -21.45   12.59566    0.18623    0.03183
2011  252  44138906      20.32       1.38      -0.28     -19.92   12.15708    0.16426    0.05539
2011  252  44238558      21.28       3.42      -4.32     -20.49    9.59858    0.18010    0.04975
2011  252  44336851      18.12       0.32     -11.08      -7.60   16.12867    0.13061    0.05026
2011  252  44433265      22.32       0.79     -19.78       7.81    6.90027    0.19828    0.03067
2011  252  44534484      22.49       3.53     -21.59      -4.48    5.80342    0.20117    0.06967
2011  252  44629539      22.17       2.88     -19.72      -7.97    6.73888    0.19552    0.07752
2011  252  44727691      22.57       3.18     -17.65     -13.41    5.44199    0.20271    0.05744
2011  252  44825917      18.32       2.34     -17.41       0.38    7.19800    0.13349    0.11356
2011  252  44920828      20.01       3.71     -18.11      -7.56    6.18537    0.15924    0.10528
2011  252  45022156      20.34       4.68     -18.62      -6.52    6.68172    0.16458    0.10416
2011  252  45120273      19.65       2.56     -19.17       1.93    7.62686    0.15370    0.14710
2011  252  45224527      19.41       3.23     -18.68      -2.91    7.16339    0.14997    0.12395
2011  252  45319578      19.48       2.99     -18.09      -6.51    7.11430    0.15094    0.11508
2011  252  45414632      19.83       3.75     -17.76      -7.76    7.13752    0.15640    0.12109
2011  252  45512749      19.51       3.08     -18.44      -5.47    7.01233    0.15142    0.09536
2011  252  45610867      19.45       4.46     -18.77      -1.26    7.06944    0.15050    0.10010
2011  252  45708988      18.93       5.65     -17.29       4.14    7.22957    0.14263    0.10573
2011  252  45806968      20.22       1.83     -19.26      -5.72    7.48916    0.16265    0.13738
2011  252  45905085      19.18       2.44     -18.78      -1.13    7.04334    0.14638    0.09567
2011  252  46003207      17.07       3.10     -16.20       4.04    8.54253    0.11593    0.16574
2011  252  46101464      17.39       5.86      -8.51      13.25    7.60177    0.12031    0.11463
2011  252  46205578      13.38       4.56      -7.66       9.21    9.58746    0.07121    0.16755
2011  252  46300628      16.39       0.71     -12.67      -9.25    6.44088    0.10685    0.11540
2011  252  46395679      18.74       0.73     -11.47     -14.78    7.29550    0.13973    0.16440
2011  252  46493765      19.61      -0.53     -13.36     -14.29    6.99234    0.15294    0.10102
2011  252  46591917      19.21      -0.01     -13.13     -14.00    6.91755    0.14683    0.10051
2011  252  46690039      17.80       0.74      -9.54     -14.11    7.48164    0.12601    0.13542
2011  252  46778960      16.92       0.02      -5.33     -15.97    7.42055    0.11393    0.13449
2011  252  46886277      16.68       1.54      -9.17     -13.77    7.53258    0.11064    0.13763
2011  252  46984429      15.53       5.71      -9.35      -7.46    6.88749    0.09591    0.10597
2011  252  47082515      14.97       6.53     -12.46      -5.07    8.10535    0.08914    0.15555
2011  252  47186765      15.12       6.93     -12.06      -5.88    7.92577    0.09091    0.16730
2011  252  47281820      16.07       6.20     -12.15      -8.42    8.11420    0.10281    0.17078
2011  252  47376871      16.81       3.85     -12.53     -10.46    6.94359    0.11237    0.11403
2011  252  47474992      16.72       2.71     -10.08     -12.62    7.64847    0.11124    0.16606
2011  252  47573144      15.88      -3.86      -5.88     -14.13    6.26763    0.10039    0.10707
2011  252  47671265      15.38      -2.15      -5.90     -13.99    6.72120    0.09417    0.12454
2011  252  47769382      15.16      -1.64      -4.06     -14.47    7.37058    0.09145    0.17379
2011  252  47867503      13.52      -1.31      -3.74     -12.80    7.05584    0.07271    0.14697
2011  252  47965761       5.05      -0.57       0.96      -4.38    9.58253    0.01016    0.23681
2011  252  48063777       4.79       1.34       3.44      -2.55    9.53761    0.00912    0.23363
2011  252  48171058       5.05       2.20       1.39      -3.39    9.34355    0.01016    0.21263
2011  252  48250921       4.13       2.13       1.06       0.46    8.76265    0.00679    0.19246
2011  252  48362730       9.80       4.42       6.41       5.14    8.52400    0.03821    0.18609
2011  252  48647894      17.19       7.46      10.07      11.62    7.23022    0.11757    0.18190
2011  252  48746152      15.38       7.68       8.07      10.51    9.12097    0.09409    0.30263
2011  252  48846445      12.77       0.51       4.68      -0.17    8.21462    0.06491    0.15453
2011  252  48942250      16.25      -3.91     -11.56     -10.02    7.14899    0.10512    0.15920
2011  252  49046675      11.08       2.61      -1.02      -8.45    7.23935    0.04887    0.19587
2011  252  49152425       8.93       4.49       4.66       2.24    7.03155    0.03177    0.19010
2011  252  49250546       9.44       0.27       0.65      -6.70    8.18896    0.03548    0.21636
2011  252  49345421      17.59      -4.53      -7.90     -15.03    6.08051    0.12313    0.12006
2011  252  49426679      15.36      -4.12      -8.38     -11.99    6.03982    0.09384    0.15189
2011  252  49530253      16.05       4.22       5.16      14.57    5.92577    0.10245    0.13892
2011  252  49621558      19.10       3.95      11.57      14.27    3.86680    0.14514    0.08047
2011  252  49733542      15.53       0.02      14.90       2.57    6.02883    0.09600    0.13837
2011  252  49827031      15.31       4.23      13.24       5.53    4.80002    0.09325    0.11755
2011  252  49925042      16.80       5.65       9.17      12.12    3.79048    0.11231    0.07080
2011  252  50023234      18.03       5.90      10.77      13.18    3.73019    0.12939    0.06331
2011  252  50127484      17.64       7.48      11.61      10.75    4.48581    0.12383    0.05208
2011  252  50222539      17.37       6.48      12.68       9.74    5.15465    0.12005    0.05495
2011  252  50317589      17.74       6.34      12.89      10.29    4.80592    0.12522    0.06938
2011  252  50415710      18.62       6.69      12.72      11.78    3.76146    0.13798    0.05095
2011  252  50513863      18.88       4.74      12.28      13.16    3.70039    0.14180    0.03804
2011  252  50611949      19.00       5.00      11.66      14.10    4.07383    0.14363    0.04474
2011  252  50710066      18.74       7.15      12.06      12.10    3.68213    0.13973    0.03015
2011  252  50808046      18.00       8.47      14.22       6.56    4.52128    0.12896    0.05547
2011  252  50901566      18.49       6.97      16.44       4.21    4.80183    0.13603    0.06520
2011  252  51004425      19.58       6.74      17.14       6.33    4.14088    0.15251    0.05357
2011  252  51114773      17.30       5.67      15.44       4.95    4.92422    0.11909    0.08686
2011  252  51196746      17.85       6.75      15.63       5.19    4.28607    0.12676    0.06019
2011  252  51298781      18.30       7.31      15.31       6.72    3.96239    0.13324    0.06053
2011  252  51396898      18.23       4.04      17.04       4.76    4.74236    0.13228    0.09996
2011  252  51499617      19.28       5.99      17.79       4.27    4.30373    0.14797    0.03627
2011  252  51590074      17.95       4.23      15.92       6.60    4.23136    0.12816    0.06872
2011  252  51687339      17.54      11.10      12.09       1.25    4.32341    0.12239    0.07233
2011  252  51784640      18.44      14.70      11.09      -0.84    4.25558    0.13530    0.09251
2011  252  51887320      18.42      14.16      10.99       0.59    4.82021    0.13501    0.14806
2011  252  51996207      19.18      12.78      14.14       1.31    4.07809    0.14634    0.05289
2011  252  52095964      19.53      15.45      11.71       2.32    4.01015    0.15184    0.06684
2011  252  52177863      19.03      14.96      11.43       2.66    3.47609    0.14414    0.05051
2011  252  52275234      18.26      12.11      13.48       1.66    3.93462    0.13264    0.06935
2011  252  52373632      18.56      11.75      14.03       1.21    4.15960    0.13713    0.08489
2011  252  52471121      18.50      12.45      13.38       2.51    4.22295    0.13616    0.08174
2011  252  52584921      18.83      -3.61      17.61      -5.41    4.18905    0.14114    0.06874
2011  252  52666316      18.10      -2.24      16.62      -6.65    4.79948    0.13036    0.08511
2011  252  52767468      20.53      -2.68      18.02      -8.94    3.95150    0.16766    0.04559
2011  252  52870042      22.94      -4.04      19.17     -11.78    3.39718    0.20936    0.04994
2011  252  52972085      23.23      -5.74      18.44     -12.86    3.08142    0.21476    0.03022
2011  252  53075656      21.81      -5.46      16.22     -13.48    3.86710    0.18930    0.05454
2011  252  53165261      21.84      -3.44      14.63     -15.53    3.44461    0.18976    0.04988
2011  252  53251753      19.50      -5.31      11.11     -15.03    3.18035    0.15134    0.03592
2011  252  53359074      20.42       0.17       5.33     -19.56    3.31777    0.16599    0.05623
2011  252  53451910      19.81       0.91       3.92     -15.13    3.66404    0.15621    0.06468
2011  252  53550027      18.09      -0.27      11.90     -13.19    3.41771    0.13019    0.09964
2011  252  53658097      16.49      -0.20       4.67     -15.77    3.48814    0.10825    0.10783
2011  252  53747156      16.52      -0.12       7.70     -14.29    3.12214    0.10853    0.06667
2011  252  53845960      17.47      -0.12      11.08     -13.43    3.11427    0.12143    0.08219
2011  252  53950140      17.34      -0.07       9.54     -14.46    2.95987    0.11969    0.07353
2011  252  54060597      17.86       0.50      11.00     -13.97    2.71860    0.12688    0.05342
2011  252  54138105      18.36       0.21      12.38     -13.34    2.57495    0.13409    0.09556
2011  252  54242320      18.65      -2.66       9.52     -15.51    2.52178    0.13847    0.05500
2011  252  54332808      18.90       0.15      10.73     -15.53    2.55427    0.14213    0.05191
2011  252  54443875      19.17       1.16      14.22     -12.71    2.27154    0.14629    0.03518
2011  252  54536535      19.74       1.29      15.21     -12.44    2.48446    0.15507    0.07063
2011  252  54634796      19.87       1.09      15.33     -12.54    2.07146    0.15704    0.04928
2011  252  54728175      19.80       1.69      16.07     -11.39    2.30053    0.15599    0.06675
2011  252  54833855      19.78       3.72      17.14      -8.84    2.10897    0.15563    0.03608
2011  252  54943667      20.00       4.86      17.97      -7.28    2.25563    0.15914    0.04389
2011  252  55030339      19.79       5.24      16.36      -9.52    2.55224    0.15581    0.03478
2011  252  55121437      19.64       3.75      16.83      -9.03    2.72099    0.15343    0.04505
2011  252  55216562      19.21       1.46      14.45     -12.54    3.22005    0.14686    0.04174
2011  252  55327761      17.69       1.45       4.86     -13.11    3.71716    0.12446    0.06986
2011  252  55419679      14.16      -2.53      -8.17      -6.87    5.15335    0.07980    0.06382
2011  252  55519363      13.94       2.63       7.32     -11.41    5.18459    0.07732    0.09421
2011  252  55620445      16.39       2.38       7.39     -14.12    4.90432    0.10685    0.07565
2011  252  55715636      18.78       0.11       5.00     -17.84    2.64014    0.14028    0.04782
2011  252  55830660      21.31       5.20      12.88     -16.03    2.73647    0.18063    0.05031
2011  252  55924105      20.48       0.91       6.45     -18.40    3.08308    0.16685    0.06181
2011  252  56011460      19.32      -1.30       2.05     -19.16    4.14561    0.14848    0.10359
2011  252  56101914      20.22      -0.77       3.60     -19.85    3.74938    0.16269    0.09081
2011  252  56199996      19.15      -0.40       4.19     -18.65    3.75645    0.14586    0.07114
2011  252  56299683      20.08       0.53       5.22     -19.37    3.48584    0.16043    0.06610
2011  252  56397128      21.18       2.17       8.73     -18.98    2.89871    0.17848    0.05280
2011  252  56506652      21.75       2.39      11.09     -18.29    2.22177    0.18817    0.04086
2011  252  56606449      21.02       2.84      13.05     -16.18    2.72511    0.17582    0.04046
2011  252  56695367      21.54       2.22      12.46     -17.32    2.70647    0.18456    0.04015
2011  252  56793523      22.19       1.87      10.46     -19.47    2.13699    0.19586    0.03807
2011  252  56906972      22.31       0.76       8.45     -20.61    2.30198    0.19809    0.04610
2011  252  56991292      22.11       0.29       6.68     -20.99    2.10782    0.19446    0.03072
2011  252  57192097      19.49      -2.42       4.26     -18.65    4.54154    0.15116    0.05360
2011  252  57286289      18.58      -2.17       5.71     -17.34    4.59874    0.13739    0.10456
2011  252  57377605      18.04       4.84      11.91     -11.21    4.79220    0.12948    0.07757
2011  252  57587535      17.93       6.02      14.02      -9.31    5.18714    0.12792    0.10102
2011  252  57679519      17.58       5.18      14.19      -8.93    5.44110    0.12301    0.10197
2011  252  57774539      18.04       8.58      13.13      -8.38    4.47176    0.12946    0.05204
2011  252  57889519      17.73       8.94      13.75      -5.72    5.24632    0.12503    0.08419
2011  252  57976910      17.62       7.43      14.34      -6.44    6.20807    0.12358    0.10492
2011  252  58068894      18.40       8.68      13.93      -6.88    5.94213    0.13473    0.08020
2011  252  58173113      19.36       5.30      14.28     -11.64    5.22827    0.14914    0.04958
2011  252  58265921      19.40       5.26      16.76      -8.02    5.35167    0.14969    0.04779
2011  252  58357121      19.23       6.70      16.19      -7.75    4.45689    0.14712    0.05893
2011  252  58467644      18.98       8.63      16.27      -4.42    4.60176    0.14341    0.05436
2011  252  58568656      18.49       5.81      15.44      -7.75    5.30982    0.13611    0.05610
2011  252  58666949      17.87       5.99      13.35      -9.91    5.22142    0.12700    0.06712
2011  252  58765070      18.02       7.29      12.21     -10.96    4.58174    0.12914    0.04647
2011  252  58878554      18.16       4.30      16.67      -5.42    4.50322    0.13124    0.06981
2011  252  58962874      19.07       2.71      18.58      -2.30    3.87365    0.14476    0.09350
2011  252  59054792      18.53       2.05      17.86      -2.52    3.37726    0.13660    0.05517
2011  252  59154304      18.06       5.49      14.28      -9.30    4.06381    0.12984    0.05720
2011  252  59250890      17.88       5.37      12.24     -11.66    4.72271    0.12715    0.06879
2011  252  59350578      17.60       4.95      13.97      -9.45    4.77527    0.12328    0.06861
2011  252  59451042      16.56       5.63      14.05      -6.63    5.35262    0.10912    0.14547
2011  252  59549882      16.47       5.78      13.98      -6.49    4.59660    0.10800    0.07655
2011  252  59647964      16.65       5.21      14.29      -6.74    4.22977    0.11037    0.06856
2011  252  59746085      17.59       4.83      15.47      -6.80    4.30798    0.12307    0.06888
2011  252  59858035      18.50       6.34      16.02      -6.67    3.54859    0.13616    0.05721
2011  252  59942359      18.74       6.60      16.77      -4.91    4.11151    0.13977    0.06729
2011  252  60040441      18.01       8.54      15.53       2.04    4.21181    0.12902    0.04966
2011  252  60138562      19.66       6.27      18.27      -2.44    3.53175    0.15381    0.04619
2011  252  60229015      20.44       3.26      19.54      -4.90    3.10480    0.16616    0.03326
2011  252  60318757      20.77       6.48      19.29      -4.15    2.41808    0.17172    0.02705
2011  252  60432917      20.56       8.07      18.51      -3.61    2.80500    0.16816    0.02955
2011  252  60517277      18.66      10.02      15.61      -0.10    4.59898    0.13854    0.05933
2011  252  60636109      19.87      11.66      15.29      -4.79    3.63100    0.15712    0.04353
2011  252  60724386      19.85      10.44      15.60      -6.12    3.10006    0.15684    0.02247
2011  252  60828496      20.44       9.07      17.63      -4.69    3.31861    0.16623    0.03107
2011  252  60912785      21.14       8.75      18.69      -4.48    2.75711    0.17777    0.02514
2011  252  61017855      21.08       9.09      18.48      -4.37    3.16733    0.17673    0.03322
2011  252  61113761      21.28       8.77      18.56      -5.37    2.90224    0.18026    0.02378
2011  252  61219437      19.17       9.15      12.57     -10.98    3.36403    0.14616    0.03618
2011  252  61305296      17.61       8.00       8.72     -12.84    3.95119    0.12343    0.05791
2011  252  61408187      18.23       7.01       9.46     -13.81    3.59072    0.13223    0.05603
2011  252  61505386      17.91       7.31      11.76     -10.85    3.54154    0.12764    0.04336
2011  252  61616515      18.48       6.56      15.96      -6.49    3.58325    0.13588    0.06028
2011  252  61701695      18.53       6.12      15.70      -7.58    3.80136    0.13661    0.05757
2011  252  61800488      17.78       5.68      15.39      -6.47    4.17062    0.12579    0.05131
2011  252  61893976      17.26       7.28      15.61      -0.41    4.49059    0.11849    0.04912
2011  252  61989062      16.84       7.08      14.50      -1.01    3.96964    0.11278    0.05252
2011  252  62088855      19.26       7.39      16.90      -5.18    2.62327    0.14767    0.02339
2011  252  62189898      19.76       7.14      16.05      -9.04    1.86468    0.15538    0.01442
2011  252  62290339      19.69       5.26      17.06      -7.82    1.95062    0.15422    0.01855
2011  252  62385417      18.97       6.92      13.17     -11.50    2.19231    0.14320    0.02853
2011  252  62482726      18.22       7.93      12.84     -10.12    2.57482    0.13214    0.01801
2011  252  62593964      18.58       6.36      15.75      -7.44    2.35964    0.13736    0.02445
2011  252  62680636      18.38       5.38      16.13      -6.80    2.20118    0.13440    0.01433
2011  252  62793910      18.49      -1.82      15.17      -9.55    3.14799    0.13603    0.01114
2011  252  62888964      18.96      -0.93      15.98      -9.86    2.25331    0.14300    0.01041
2011  252  63076179      18.63      -4.23      17.71      -3.74    2.78991    0.13807    0.01649
2011  252  63166492      18.31      -1.74      17.14      -5.75    2.28130    0.13346    0.01231
2011  252  63266250      17.98       0.70      17.39      -4.22    2.62543    0.12867    0.02463
2011  252  63555972      17.81       5.35      14.04      -9.39    2.29686    0.12622    0.01956
2011  252  63669457      18.45       5.87      13.95     -10.51    2.24330    0.13551    0.01783
2011  252  63759910      18.38       5.42      15.08      -8.86    2.64898    0.13444    0.02606
2011  252  63864199      17.73       4.49      15.14      -7.80    3.16404    0.12510    0.03817
2011  252  63968484      17.77       3.26      16.87      -4.07    3.09844    0.12567    0.03861
2011  252  64060472      16.61       1.89      16.32      -2.09    3.58021    0.10978    0.03786
2011  252  64154699      16.73       3.68      14.49      -5.05    3.02926    0.11142    0.01814
2011  252  64250578      15.65       6.64       9.39     -10.34    4.33355    0.09748    0.04395
2011  252  64345628      15.71       7.37       8.63     -10.76    3.95791    0.09816    0.04133
2011  252  64452738      14.55       1.00       5.27     -12.51    4.28610    0.08419    0.04457
2011  252  64535664      14.74       1.93       7.71     -12.00    2.83012    0.08644    0.02354
2011  252  64639953      14.59       5.20       8.65     -10.47    2.92437    0.08466    0.05475
2011  252  64747988      14.25       5.71       8.52      -9.72    2.58928    0.08084    0.02367
2011  252  64836226      12.58       1.23      10.09      -2.08    5.44396    0.06295    0.03728
2011  252  64954273      11.08       0.65      10.95       1.19    6.05072    0.04887    0.05091
2011  252  65133648      10.52      -0.88      10.29       1.51    4.98623    0.04405    0.03379
2011  252  65233300       9.14      -0.32       8.96       1.58    4.53455    0.03325    0.02435
2011  252  65331417       8.69      -0.47       8.46       1.55    4.62887    0.03002    0.02617
2011  252  65428007       8.46      -1.44       8.05       2.08    4.64857    0.02848    0.02972
2011  252  65526125       8.22      -0.59       7.82       2.30    4.94601    0.02688    0.02966
2011  252  65625781       8.50      -1.11       7.69       2.78    4.86788    0.02877    0.02660
2011  252  65722359      10.35      -3.55       9.59       1.50    3.59152    0.04263    0.01836
2011  252  65820476       9.62      -3.00       8.83       2.21    4.01317    0.03684    0.02279
2011  252  65935468       8.67      -2.76       3.16       5.65    3.16344    0.02990    0.02185
2011  252  66013585       8.99      -3.14      -2.09       8.11    3.24495    0.03219    0.02385
2011  252  66114804       8.63      -2.68       1.21       7.93    3.68137    0.02961    0.02606
2011  252  66215843       8.38      -2.88       1.54       7.39    4.07113    0.02795    0.02899
2011  252  66311046       8.32      -3.00       3.64       6.75    3.84504    0.02757    0.02578
2011  252  66412265       8.24      -3.44       5.99       4.28    3.85175    0.02702    0.02716
2011  252  66504210       8.25      -3.65       3.68       6.28    4.08226    0.02710    0.02642
2011  252  66602328       8.65      -3.57       3.55       6.96    3.59029    0.02976    0.02324
2011  252  66700453       8.83      -3.34       2.72       7.67    3.52085    0.03101    0.02911
2011  252  66798570       9.10      -3.23       3.10       7.88    3.52716    0.03292    0.03178
2011  252  66914945       8.94      -3.92       2.44       7.64    3.37004    0.03180    0.02788
2011  252  67004039       8.96      -4.26       2.87       7.31    3.58270    0.03192    0.02697
2011  252  67092968       8.93      -4.08       1.71       7.60    3.49755    0.03176    0.03080
