Wind SWE Data, 1 minute resolution, GSE coordinates
Year  DOY  millisecs      Vth         Np    
                          km/s       cm^3   
2000  197  65686463      214.9       10.6
2000  197  65783232      199.1        7.5
2000  197  65876544      145.4        9.8
2000  197  65969856      226.9        6.7
2000  197  66064032      223.6       10.4
2000  197  66159935      163.7       10.1
2000  197  66253247      174.3        8.5
2000  197  66346559      196.2       10.9
2000  197  66440736      233.1       11.4
2000  197  66536640      194.6       12.1
2000  197  66629951      241.1       10.5
2000  197  66723263      182.8        9.4
2000  197  66817439      221.8       15.6
2000  197  66913344      209.0       12.8
2000  197  67006656      181.0       10.8
2000  197  67100832      174.5        6.0
2000  197  67194144      234.1       16.0
2000  197  67290047      205.3       17.6
2000  197  67570848      182.1        7.3
2000  197  67664160      211.2       10.5
2000  197  68040863      184.8        9.2
2000  197  68135040      160.1       13.8
2000  197  68418431      213.3       17.1
2000  197  68699232      176.6        7.8
2000  197  68792544      216.1       13.0
2000  197  68980032      181.1       10.6
2000  197  69073344      218.5       12.6
2000  197  69450048      212.0       11.6
2000  197  69826751      206.5       15.4
2000  197  69922656      174.2        8.2
2000  197  70110144      127.2        3.4
2000  197  70203456       69.7        8.5
2000  197  70580160      137.0        9.0
2000  197  70863551      162.9        4.7
2000  197  70957727      160.2        7.2
2000  197  71053632      139.5       11.3
2000  197  71240256      199.6        4.9
2000  197  71334431      198.8        6.1
2000  197  71900351       20.2        8.1
2000  197  72371231       25.2        6.3
2000  197  72846432       25.1       13.9
2000  197  73127232       39.4       17.1
2000  197  73316447       18.2       16.3
2000  197  73976544       26.8        8.2
2000  197  74069856       71.1       17.4
2000  197  74353247       64.5        8.2
2000  197  74729951       28.7        9.6
2000  197  74917439       46.4       18.6
2000  197  75104928       82.2        2.7
2000  197  75294144       88.2        3.5
2000  197  75574943       11.8        4.2
2000  197  75858336       99.2        2.8
2000  197  76047551       57.6        4.5
2000  197  76328352       62.0        6.9
2000  197  76425119       82.7        8.1
2000  197  76897727       26.6        7.3
2000  197  81044927       31.7        3.2
2000  197  84248639       33.8        6.3
2000  197  84438720       49.4       11.6
2000  197  84722112       23.2        7.0
2000  197  86322239       34.0       10.9
2000  198    299807       27.4        5.9
2000  198    769823       60.9        7.5
2000  198   1053216       23.4        6.6
2000  198   3028320       18.3        5.8
2000  198   3309119       28.6        3.8
2000  198   3779136       24.2        3.3
2000  198   4156704       19.7        2.5
2000  198   4629312       24.1        2.6
2000  198   4910111       36.4        3.0
2000  198   5099328       33.0        3.4
2000  198   5286816       24.5        1.8
2000  198   5756832       22.4        1.7
2000  198   7356095       21.9        2.3
2000  198   7452000       31.9        2.6
2000  198   8205407       26.0        2.7
2000  198   8486207       48.6        3.3
2000  198   9897120       14.9        1.0
2000  198  11214719       17.7        3.7
2000  198  11495519       23.9        3.4
2000  198  11591424       16.8        4.2
2000  198  11685600       15.9        2.3
2000  198  12722400       19.1        2.8
2000  198  12815711       12.0        2.4
2000  198  13003199       39.0        2.3
2000  198  13286592       20.5        4.7
2000  198  13569119       17.4        2.5
2000  198  13852511       24.2        1.8
2000  198  14138495       12.8        3.7
2000  198  14419295       18.1        4.9
2000  198  14891903       10.9        3.7
2000  198  15172704       16.3        3.2
2000  198  15268607       15.8        3.0
2000  198  15832799       12.9        3.6
2000  198  15926111       29.9        3.4
2000  198  16022015       22.2        3.5
2000  198  16209504       22.2        4.9
2000  198  17150399       17.6        3.2
2000  198  17813087       41.4        0.4
2000  198  17906399       17.1        1.6
2000  198  18379007       27.3        2.9
2000  198  19979999       19.6        2.1
2000  198  20263392       54.9        0.3
2000  198  20450880       15.0        1.7
2000  198  20827584       16.4        1.8
2000  198  20920896       20.0        2.5
2000  198  21204287       11.7        2.8
2000  198  21297599       26.4        3.8
2000  198  21487680       11.6        1.9
2000  198  21866112       11.3        1.4
2000  198  22620383       10.3        2.0
2000  198  23090399       25.3        2.0
2000  198  23467104       27.4        1.7
2000  198  24127199       37.7        2.0
2000  198  24784703       23.2        2.3
2000  198  26200799       13.3        2.1
2000  198  26296704       11.9        1.1
2000  198  26674271        8.9        3.4
2000  198  28461887       14.8        2.7
2000  198  28745279       23.7        0.8
2000  198  29028672       17.2        2.5
2000  198  29215296       47.8        0.5
2000  198  29872800       11.2        1.5
2000  198  30153599       17.0        1.2
2000  198  30531168       16.3        1.5
2000  198  30627071       11.5        0.8
2000  198  31003775       10.1        1.5
2000  198  31190399       11.4        0.2
2000  198  31380480        9.4        1.2
2000  198  31473792       43.5        0.6
2000  198  31754591       31.3        0.2
2000  198  31848767      103.2        0.3
2000  198  31944672      160.3        0.3
2000  198  32698079      182.5        0.3
2000  198  32885567       19.1        0.2
2000  198  33636383       16.2        0.1
2000  198  33823872       38.7        0.3
2000  198  34107263       54.0        0.4
2000  198  34200575       95.5        0.3
2000  198  34577280       13.9        0.2
2000  198  35047296       15.9        0.9
2000  198  35144063       23.3        0.6
2000  198  35990784       96.5        0.1
2000  198  36178272       17.0        1.0
2000  198  36931679       15.8        0.7
2000  198  37027584      138.4        0.2
2000  198  37121760      147.0        0.1
2000  198  37308384       30.0        0.5
2000  198  37877760      221.9        0.2
2000  198  37971072       70.4        0.2
2000  198  38066975       10.1        0.5
2000  198  38160287      182.1        0.4
2000  198  38254463      279.6        0.3
2000  198  38347775       40.3        0.4
2000  198  38443680       42.7        0.4
2000  198  38631168       80.7        0.3
2000  198  38724480       74.6        0.7
2000  198  38820383       37.8        0.6
2000  198  39007872       70.2        0.3
2000  198  39195360       38.1        0.4
2000  198  39288672       76.2        0.4
2000  198  39384575       85.0        0.4
2000  198  39665376       94.8        0.6
2000  198  39761279       68.9        0.3
2000  198  39948767       90.5        0.3
2000  198  40042079      117.6        0.7
2000  198  40137984       52.8        0.3
2000  198  40418783       92.9        0.7
2000  198  40514687       82.7        0.6
2000  198  40702176      139.9        0.3
2000  198  40795488       25.9        0.4
2000  198  41173055      179.3        0.3
2000  198  41458175       12.9        2.1
2000  198  41554080      210.3        0.4
2000  198  41930783       11.8        2.1
2000  198  42589152       12.6        1.1
2000  198  42685056       24.8        2.0
2000  198  42871679       20.3        1.5
2000  198  42965855       10.5        1.2
2000  198  43061760       24.4        1.6
2000  198  43342560       16.2        1.5
2000  198  43438463       14.4        1.3
2000  198  43625952       13.9        0.9
2000  198  43719264       24.7        1.1
2000  198  43815167       15.4        0.7
2000  198  44095967       17.7        1.0
2000  198  44379360       11.4        1.1
2000  198  44472671       15.6        1.0
2000  198  44662752       28.1        1.4
2000  198  44849376       17.5        1.0
2000  198  45512063       11.5        1.2
2000  198  45607968       43.6        1.5
2000  198  45888767       10.3        1.1
2000  198  47113055       11.0        2.0
2000  198  47302272       88.4        0.6
2000  198  47583071       80.8        1.2
2000  198  47678975      186.1        1.1
2000  198  47773152       35.5        1.3
2000  198  47959776      254.5        1.7
2000  198  48055679      156.0        0.7
2000  198  48337344      100.2        1.8
2000  198  48714047       73.9        2.0
2000  198  48809952       21.4        1.0
2000  198  48996576       54.6        1.4
2000  198  49186655       22.1        0.6
2000  198  49282560       49.2        1.4
2000  198  49375872       36.6        0.6
2000  198  49659263       60.1        1.4
2000  198  50035967       52.2        1.4
2000  198  50130143       21.9        0.5
2000  198  50319360      221.4        1.1
2000  198  50506848       79.2        0.9
2000  198  50602751      272.0        0.9
2000  198  50883552       23.6        0.7
2000  198  50979455       19.7        1.1
2000  198  51260255       23.8        1.1
2000  198  51356160        9.8        0.9
2000  198  51449472       34.0        2.1
2000  198  51543648       30.9        1.4
2000  198  51732863       13.5        1.2
2000  198  52107840       68.1        0.2
2000  198  52297055       61.2        0.2
2000  198  52484544       21.4        0.2
2000  198  52577856       29.3        1.3
2000  198  52861247       20.4        0.3
2000  198  53047871       24.4        0.4
2000  198  53235360       14.4        0.4
2000  198  53328672       51.8        0.2
2000  198  53799552       23.9        0.7
2000  198  53892864       18.0        0.7
2000  198  54365472       33.3        0.9
2000  198  54647135       22.8        0.9
2000  198  54743040       32.8        1.1
2000  198  55023840       30.4        0.8
2000  198  55119743       32.0        0.7
2000  198  55213055       37.3        0.5
2000  198  55306367       38.4        0.5
2000  198  55400544       22.7        0.3
2000  198  55496448       28.2        0.4
2000  198  55589760       34.6        0.4
2000  198  55777247       38.7        0.5
2000  198  55873152       30.2        0.4
2000  198  55966464       37.8        0.5
2000  198  56153952       47.1        0.5
2000  198  56249855       19.1        0.4
2000  198  56343167       29.5        0.7
2000  198  56437344       13.1        0.3
2000  198  56530656       31.8        0.3
2000  198  56626559       27.0        0.1
2000  198  56814047       34.4        0.1
2000  198  57001535       15.5        0.7
2000  198  57468960        9.3        0.4
2000  198  57564863       34.1        0.2
2000  198  58223231       36.9        0.8
2000  198  59072543       66.6        1.3
2000  198  59260031       11.8        0.1
2000  198  59353343       16.9        0.6
2000  198  59449248       30.5        0.9
2000  198  59542560       96.7        0.2
2000  198  59730047       15.1        0.5
2000  198  59825952       11.4        0.5
2000  198  59919264       27.8        0.5
2000  198  60200064        9.3        0.4
2000  198  60294239       15.2        0.6
2000  198  60390143       11.1        0.5
2000  198  60670944       17.4        0.4
2000  198  61140960       40.0        0.1
2000  198  61892640       34.7        0.3
2000  198  61985952       47.3        1.5
2000  198  62458560       12.8        0.8
2000  198  62739359       21.8        0.9
2000  198  62836128       16.4        0.8
2000  198  62929440       23.1        0.7
2000  198  63022752       46.5        1.4
2000  198  63212831       23.7        0.8
2000  198  63399455       12.1        0.1
2000  198  63493632       22.2        0.7
2000  198  63589535       19.8        0.7
2000  198  63966240       12.4        0.4
2000  198  64153728       13.8        0.4
2000  198  64342943       15.6        0.1
2000  198  64530432       12.4        0.4
2000  198  64815552       22.0        0.3
2000  198  64877113       30.2        0.6
2000  198  64977453       26.9        0.7
2000  198  65073203       30.9        0.7
2000  198  65168953       30.4        0.7
2000  198  65269195       29.2        0.8
2000  198  65364941       28.8        0.8
2000  198  65462187       30.4        0.7
2000  198  65554945       30.7        0.7
2000  198  65652195       28.7        0.7
2000  198  65749437       36.1        1.0
2000  198  65845179       30.9        0.7
2000  198  65942429       28.7        0.7
2000  198  66037492       32.3        0.5
2000  198  66132429       31.1        0.7
2000  198  66229679       30.2        0.7
2000  198  66323929       30.3        0.7
2000  198  66420679       29.2        0.7
2000  198  66513320       25.9        1.0
2000  198  66609687       33.2        0.7
2000  198  66703937       35.6        0.7
2000  198  66801179       31.9        0.6
2000  198  66896929       33.0        0.7
2000  198  66991179       23.7        0.7
2000  198  67087140       27.8        0.7
2000  198  67182070       26.0        0.6
2000  198  67279929       27.2        0.7
2000  198  67377171       27.4        0.7
2000  198  67475914       28.9        0.7
2000  198  67571664       27.3        0.7
2000  198  67665921       33.4        0.7
2000  198  67763164       34.4        0.9
2000  198  67858914       36.6        0.9
2000  198  67954656       33.6        0.6
2000  198  68051234       29.9        0.7
2000  198  68144664       32.6        0.7
2000  198  68240484       30.8        0.7
2000  198  68336195       37.1        0.9
2000  198  68434234       30.9        0.8
2000  198  68529156       31.1        0.9
2000  198  68624906       29.2        0.9
2000  198  68720656       29.5        0.8
2000  198  68816406       32.1        0.7
2000  198  68915890       34.3        0.9
2000  198  69009398       31.4        0.7
2000  198  69104476       32.7        0.9
2000  198  69199398       32.8        0.7
2000  198  69295976       29.6        0.7
2000  198  69392359       34.6        0.8
2000  198  69485226       31.6        0.8
2000  198  69579406       28.4        0.9
2000  198  69681140       29.7        0.7
2000  198  69777703       44.9        1.0
2000  198  69872632       38.6        1.0
2000  198  69968382       29.4        0.8
2000  198  70064132       33.4        0.8
2000  198  70159882       29.5        0.8
2000  198  70257304       29.3        0.7
2000  198  70353023       30.1        0.7
2000  198  70447945       25.4        0.7
2000  198  70541390       31.6        0.8
2000  198  70637140       28.3        0.7
2000  198  70734382       27.7        0.7
2000  198  70830132       32.3        0.6
2000  198  70925882       29.1        0.8
2000  198  71021632       29.5        0.7
2000  198  71118210       33.6        0.9
2000  198  71213125       26.8        0.6
2000  198  71308874       24.5        0.7
2000  198  71404625       28.5        0.7
2000  198  71498882       29.0        0.6
2000  198  71594632       28.5        0.8
2000  198  71691875       28.7        0.7
2000  198  71784632       27.0        0.7
2000  198  71880382       27.5        0.7
2000  198  71976945       32.4        0.8
2000  198  72071882       28.6        0.7
2000  198  72170624       27.4        0.7
2000  198  72266374       27.5        0.6
2000  198  72362125       31.5        0.7
2000  198  72456382       26.9        0.6
2000  198  72555125       26.6        0.6
2000  198  72652367       31.1        0.7
2000  198  72748117       26.9        0.6
2000  198  72843867       29.0        0.6
2000  198  72939617       28.9        0.7
2000  198  73035500       26.4        0.7
2000  198  73129617       30.6        0.8
2000  198  73226859       33.1        0.8
2000  198  73321117       25.1        0.7
2000  198  73418359       31.6        0.9
2000  198  73514249       26.0        0.6
2000  198  73609859       30.4        0.6
2000  198  73704117       27.8        0.6
2000  198  73799867       25.9        0.7
2000  198  73895617       29.7        0.7
2000  198  73993671       34.0        0.8
2000  198  74085617       24.4        0.6
2000  198  74181367       25.9        0.6
2000  198  74278617       23.7        0.6
2000  198  74377359       25.4        0.7
2000  198  74473109       28.6        0.7
2000  198  74571164       29.8        0.6
2000  198  74663921       24.3        0.6
2000  198  74758859       29.9        0.6
2000  198  74856109       23.9        0.5
2000  198  74951859       24.6        0.6
2000  198  75046109       25.4        0.6
2000  198  75143359       24.9        0.6
2000  198  75239109       26.4        0.7
2000  198  75336343       26.7        0.6
2000  198  75432093       32.5        1.0
2000  198  75527843       27.7        0.6
2000  198  75623593       33.1        0.7
2000  198  75719343       28.1        0.6
2000  198  75812914       25.3        0.5
2000  198  75913835       31.9        0.6
2000  198  76008234       29.5        0.8
2000  198  76103984       27.6        0.7
2000  198  76199734       30.0        0.7
2000  198  76295484       25.7        0.6
2000  198  76391234       23.7        0.5
2000  198  76486984       26.3        0.6
2000  198  76584914       28.8        0.6
2000  198  76677023       24.8        0.6
2000  198  76776398       31.1        0.7
2000  198  76871335       31.3        0.6
2000  198  76967085       33.9        0.7
2000  198  77060054       28.8        0.7
2000  198  77157234       29.8        0.7
2000  198  77255164       28.6        0.6
2000  198  77351726       29.5        0.7
2000  198  77447476       31.5        0.6
2000  198  77543226       30.2        0.7
2000  198  77638148       40.9        0.6
2000  198  77733085       34.3        0.7
2000  198  77832656       32.7        0.7
2000  198  77926218       26.6        0.7
2000  198  78020328       35.8        0.5
2000  198  78114757       25.9        0.6
2000  198  78211828       36.7        0.7
2000  198  78306226       28.5        0.6
2000  198  78401976       30.5        0.7
2000  198  78499148       37.1        0.8
2000  198  78592718       31.6        1.2
2000  198  78689226       27.1        0.7
2000  198  78784976       27.2        0.6
2000  198  78879085       30.3        0.6
2000  198  78978640       41.3        0.7
2000  198  79075078       26.0        0.6
2000  198  79172320       45.9        0.8
2000  198  79268210       29.6        0.7
2000  198  79363960       27.1        0.7
2000  198  79461242       51.5        0.6
2000  198  79558312       31.9        0.7
2000  198  79652742       31.1        0.6
2000  198  79749812       31.5        0.7
2000  198  79845562       31.5        0.7
2000  198  79941312       27.9        0.7
2000  198  80037062       34.5        0.8
2000  198  80132812       30.1        0.7
2000  198  80228703       28.7        0.7
2000  198  80324312       29.2        0.7
2000  198  80418570       26.6        0.7
2000  198  80517453       28.9        0.6
2000  198  80613203       30.8        0.6
2000  198  80708953       30.2        0.6
2000  198  80804703       32.4        0.6
2000  198  80903437       29.0        0.6
2000  198  80997546       32.0        0.6
2000  198  81093296       30.6        0.6
2000  198  81189046       34.2        0.6
2000  198  81286437       25.9        0.6
2000  198  81382187       25.8        0.5
2000  198  81477937       31.6        0.7
2000  198  81572875       28.0        0.6
2000  198  81669437       31.9        0.7
2000  198  81765218       27.9        0.6
2000  198  81860125       31.9        0.7
2000  198  81955046       29.7        0.6
2000  198  82050796       33.7        0.7
2000  198  82146546       32.1        0.6
2000  198  82242296       29.8        0.6
2000  198  82338046       30.9        0.7
2000  198  82435296       29.0        0.5
2000  198  82531046       27.1        0.6
2000  198  82625296       29.0        0.6
2000  198  82722687       27.8        0.6
2000  198  82816796       26.5        0.6
2000  198  82914187       27.7        0.6
2000  198  83008296       27.8        0.5
2000  198  83107039       30.5        0.6
2000  198  83202789       31.5        0.6
2000  198  83298578       37.7        0.7
2000  198  83394289       28.6        0.6
2000  198  83490039       33.4        0.6
2000  198  83585789       39.4        0.7
2000  198  83681539       31.0        0.6
2000  198  83778929       33.4        0.8
2000  198  83873039       33.1        0.6
2000  198  83969476       34.0        0.7
2000  198  84063882       32.1        0.6
2000  198  84161101       36.1        1.5
2000  198  84350289       54.9        1.3
2000  198  84446039       56.7        1.2
2000  198  84544093       58.7        1.3
2000  198  84639031       40.7        0.9
2000  198  84734781       36.7        0.9
2000  198  84830531       37.7        0.9
2000  198  84927109       36.0        0.9
2000  198  85022859       34.4        0.9
2000  198  85118679       35.6        0.8
2000  198  85213601       37.3        0.9
2000  198  85313085       62.1        1.3
2000  198  85408062       47.3        1.1
2000  198  85503843       39.8        0.9
2000  198  85599593       39.4        0.9
2000  198  85695273       38.9        0.9
2000  198  85788914       50.6        1.3
2000  198  85885281       59.1        1.3
2000  198  85981031       37.6        1.0
2000  198  86078273       43.8        1.1
2000  198  86174023       41.6        1.1
2000  198  86267523       32.8        2.2
2000  198  86364031       38.5        1.2
2000  199    253587       52.3        1.1
2000  199    346274       31.5        2.3
2000  199    442776       36.2        1.1
2000  199    538526       37.6        1.1
2000  199    634276       37.9        1.3
2000  199    730061       39.6        1.3
2000  199    825775       37.8        1.0
2000  199    921525       37.7        1.0
2000  199   1014283       36.9        1.0
2000  199   1110032       37.9        1.0
2000  199   1205782       35.3        1.0
2000  199   1300919       34.5        1.5
2000  199   1401770       54.7        1.1
2000  199   1498333       72.6        1.4
2000  199   1591161       31.1        2.1
2000  199   1686910       31.7        2.0
2000  199   1785653       31.3        2.1
2000  199   1881402       30.5        2.2
2000  199   1980075       66.1        1.3
2000  199   2073550       59.5        1.4
2000  199   2170760       63.2        1.2
2000  199   2264332       29.2        2.6
2000  199   2360151       31.8        1.9
2000  199   2455902       29.0        2.8
2000  199   2551651       50.5        1.2
2000  199   2649579       47.9        1.1
2000  199   2743727       40.0        1.3
2000  199   2841823       47.9        1.8
2000  199   2934580       29.3        2.7
2000  199   3030399       29.1        2.8
2000  199   3126762       50.2        1.4
2000  199   3222511       50.2        1.8
2000  199   3318297       46.9        1.8
2000  199   3414011       57.0        1.8
2000  199   3509760       54.4        1.8
2000  199   3608503       56.8        1.9
2000  199   3703570       31.4        2.5
2000  199   3800817       46.8        1.8
2000  199   3901054       51.5        1.3
2000  199   3995307       40.4        1.3
2000  199   4087252       56.6        1.9
2000  199   4185312       48.3        1.9
2000  199   4280388       49.3        1.6
2000  199   4377493       48.2        1.7
2000  199   4471888       51.5        1.9
2000  199   4568993       40.6        1.0
2000  199   4661138       49.2        1.0
2000  199   4757535       58.0        1.2
2000  199   4853249       67.8        1.4
2000  199   4947644       55.8        1.7
2000  199   5044138       29.5        3.1
2000  199   5141313       52.1        1.2
2000  199   5235637       57.3        1.3
2000  199   5330644       47.8        1.3
2000  199   5426393       37.5        1.2
2000  199   5522143       44.7        1.5
2000  199   5617857       51.2        1.4
2000  199   5714385       31.8        2.0
2000  199   5813740       39.7        1.1
2000  199   5908169       37.8        1.2
2000  199   6003883       38.4        1.3
2000  199   6098740       32.6        1.9
2000  199   6196739       39.7        0.9
2000  199   6291133       30.9        1.4
2000  199   6387556       36.1        1.7
2000  199   6486298       50.7        1.3
2000  199   6579055       35.5        1.7
2000  199   6675488       45.0        1.2
2000  199   6771236       39.0        1.0
2000  199   6863995       43.7        1.0
2000  199   6958354       43.9        1.2
2000  199   7055495       38.7        0.9
2000  199   7151243       38.7        0.8
2000  199   7246994       41.2        0.9
2000  199   7342743       42.1        0.9
2000  199   7438494       38.4        0.9
2000  199   7534243       45.2        1.0
2000  199   7631629       32.3        0.7
2000  199   7724422       42.6        1.0
2000  199   7820137       23.8        0.8
2000  199   7917242       37.7        0.7
2000  199   8011671       25.7        0.8
2000  199   8106563       23.7        0.6
2000  199   8202313       24.3        0.6
2000  199   8301737       32.9        0.7
2000  199   8397487       27.7        0.7
2000  199   8493237       32.2        0.8
2000  199   8588304       26.6        0.7
2000  199   8687940       31.3        0.7
2000  199   8783654       31.3        0.8
2000  199   8879403       47.1        0.7
2000  199   8975722       36.3        1.2
2000  199   9073720       37.9        0.8
2000  199   9167362       30.1        1.6
2000  199   9265219       33.7        0.7
2000  199   9360969       37.5        0.8
2000  199   9458391       29.9        0.8
2000  199   9556275       37.0        1.0
2000  199   9652025       40.8        0.9
2000  199   9747783       33.0        0.9
2000  199   9839718       42.2        0.8
2000  199   9935468       31.8        0.8
2000  199  10028225       30.7        0.7
2000  199  10125471       28.9        0.7
2000  199  10220539       29.6        2.0
2000  199  10316289       35.2        1.4
2000  199  10414216       37.5        0.7
2000  199  10512958       39.4        0.8
2000  199  10608707       40.9        0.8
2000  199  10704598       32.9        0.8
2000  199  10800207       36.5        0.8
2000  199  10896097       35.7        0.8
2000  199  10991707       36.1        0.8
2000  199  11087457       37.3        0.8
2000  199  11184702       33.8        0.6
2000  199  11278956       35.2        0.7
2000  199  11371713       30.2        0.7
2000  199  11467463       30.2        0.7
2000  199  11563212       31.3        0.8
2000  199  11658962       26.8        0.7
2000  199  11754712       30.0        0.7
2000  199  11849780       27.2        1.2
2000  199  11945529       29.6        1.2
2000  199  12040465       29.4        1.2
2000  199  12138526       35.1        1.5
2000  199  12234275       31.7        1.9
2000  199  12329210       31.9        0.8
2000  199  12425704       53.9        1.2
2000  199  12523842       36.5        0.9
2000  199  12616601       34.6        0.7
2000  199  12716016       35.9        1.6
2000  199  12904453       47.0        1.5
2000  199  13002452       48.2        1.2
2000  199  13098944       41.4        1.4
2000  199  13191703       44.8        1.6
2000  199  13288205       32.0        1.1
2000  199  13383990       32.3        1.2
2000  199  13478951       48.7        1.4
2000  199  13575454       32.6        1.3
2000  199  13671204       40.5        1.4
2000  199  13763996       32.2        1.3
2000  199  13859710       40.5        1.5
2000  199  13955460       31.4        1.3
2000  199  14051210       41.8        1.5
2000  199  14146959       43.7        1.4
2000  199  14242709       32.4        1.3
2000  199  14338459       34.3        1.2
2000  199  14435023       32.7        1.3
2000  199  14529958       34.3        1.2
2000  199  14625744       33.9        1.2
2000  199  14721423       36.2        1.1
2000  199  14815711       35.4        0.8
2000  199  14911461       37.0        0.8
2000  199  15008025       37.4        1.4
2000  199  15103775       39.1        1.4
2000  199  15202587       36.2        1.5
2000  199  15298267       35.9        1.6
2000  199  15394838       34.8        0.9
2000  199  15489766       47.2        1.3
2000  199  15588508       40.1        1.4
2000  199  15683621       39.3        0.9
2000  199  15780690       33.5        0.8
2000  199  15876440       32.8        0.8
2000  199  15971507       42.6        1.1
2000  199  16069435       42.5        1.0
2000  199  16163077       37.5        1.3
2000  199  16258756       34.2        1.7
2000  199  16355189       34.7        0.8
2000  199  16450253       42.1        1.2
2000  199  16546687       36.7        0.9
2000  199  16641755       41.7        1.3
2000  199  16737505       40.7        1.3
2000  199  16833937       36.6        0.9
2000  199  16929828       40.5        0.9
2000  199  17024082       38.2        0.8
2000  199  17119691       39.9        0.9
2000  199  17215439       39.7        0.9
2000  199  17311189       38.7        0.9
2000  199  17410072       42.9        1.1
2000  199  17507177       37.8        0.8
2000  199  17602927       38.4        0.9
2000  199  17698677       38.1        0.9
2000  199  17794427       37.5        0.8
2000  199  17889494       42.1        1.1
2000  199  17984570       39.0        0.8
2000  199  18084667       37.8        0.8
2000  199  18180417       38.0        0.9
2000  199  18274671       44.2        0.8
2000  199  18367429       40.8        1.0
2000  199  18466984       42.5        1.0
2000  199  18560425       36.4        0.9
2000  199  18656173       34.5        1.0
2000  199  18753419       40.8        1.0
2000  199  18849169       43.0        1.0
2000  199  18944919       33.8        0.9
2000  199  19039173       38.3        1.0
2000  199  19133427       40.9        0.9
2000  199  19229177       38.1        0.9
2000  199  19324927       39.0        1.0
2000  199  19420675       36.0        0.9
2000  199  19516425       36.5        0.9
2000  199  19615167       35.7        0.9
2000  199  19713910       39.0        1.0
2000  199  19809660       41.5        1.0
2000  199  19905410       41.5        1.0
2000  199  20001160       40.8        1.0
2000  199  20096910       36.9        0.9
2000  199  20191162       33.6        0.9
2000  199  20286912       40.0        1.0
2000  199  20382662       33.7        0.9
2000  199  20478412       35.9        0.9
2000  199  20574162       35.6        0.9
2000  199  20669912       32.9        0.9
2000  199  20765662       35.8        0.9
2000  199  20861412       35.5        0.9
2000  199  20957160       36.1        0.9
2000  199  21051414       37.5        1.0
2000  199  21148800       35.1        1.0
2000  199  21244410       36.9        0.9
2000  199  21340160       37.0        0.9
2000  199  21435910       41.2        0.9
2000  199  21531660       36.6        1.0
2000  199  21625912       37.0        1.0
2000  199  21718041       36.8        0.9
2000  199  21814560       39.5        1.0
2000  199  21911666       36.6        1.0
2000  199  22007416       42.0        1.0
2000  199  22106158       39.5        1.0
2000  199  22201908       38.7        1.1
2000  199  22297656       34.8        1.0
2000  199  22393406       35.8        1.0
2000  199  22490792       36.1        1.0
2000  199  22587898       40.0        1.0
2000  199  22683646       35.5        0.9
2000  199  22779396       34.7        0.9
2000  199  22875146       33.6        1.0
2000  199  22972392       38.7        1.0
2000  199  23066646       31.2        1.0
2000  199  23161041       32.5        1.1
2000  199  23256650       35.9        0.9
2000  199  23353894       32.8        0.8
2000  199  23448289       33.8        1.0
2000  199  23544039       33.0        0.9
2000  199  23639789       33.7        0.9
2000  199  23735398       35.2        1.0
2000  199  23831148       34.5        0.9
2000  199  23926898       34.3        0.9
2000  199  24022648       35.1        0.9
2000  199  24118396       33.0        0.9
2000  199  24214146       31.9        0.9
2000  199  24313029       30.4        0.9
2000  199  24408638       33.4        0.9
2000  199  24504388       34.1        0.9
2000  199  24600279       34.0        0.9
2000  199  24693708       28.3        2.2
2000  199  24789458       30.2        1.8
2000  199  24885890       37.0        1.0
2000  199  24983136       37.1        1.0
2000  199  25077390       35.2        0.9
2000  199  25174636       39.0        0.9
2000  199  25270386       30.9        0.9
2000  199  25366136       36.2        0.9
2000  199  25461884       38.4        0.9
2000  199  25557634       34.2        0.9
2000  199  25653384       34.8        0.9
2000  199  25749275       32.3        0.9
2000  199  25846380       30.5        0.9
2000  199  25942130       29.6        0.8
2000  199  26037880       29.2        0.8
2000  199  26132132       32.3        0.8
2000  199  26227882       30.4        0.8
2000  199  26325269       31.3        0.9
2000  199  26421019       31.9        0.9
2000  199  26519621       28.3        0.7
2000  199  26613874       32.1        0.8
2000  199  26709765       28.7        0.9
2000  199  26806871       29.9        0.8
2000  199  26902759       30.7        0.9
2000  199  26996873       29.5        0.8
2000  199  27092763       29.9        0.9
2000  199  27188513       28.1        0.7
2000  199  27284123       30.1        0.9
2000  199  27379873       33.4        0.7
2000  199  27475623       32.4        0.8
2000  199  27568378       33.0        0.7
2000  199  27759878       40.8        1.0
2000  199  27855628       36.2        1.0
2000  199  27949130       30.3        1.1
2000  199  28047128       41.6        0.8
2000  199  28142876       38.4        1.0
2000  199  28238626       38.6        0.9
2000  199  28335191       33.4        0.9
2000  199  28430126       38.0        0.9
2000  199  28525876       35.1        1.0
2000  199  28621626       31.7        0.8
2000  199  28715277       33.4        3.2
2000  199  28814017       39.7        1.8
2000  199  28907449       35.5        2.1
2000  199  29008509       37.3        1.3
2000  199  29103437       39.1        1.5
2000  199  29199939       43.7        2.0
2000  199  29296574       33.5        1.7
2000  199  29396775       35.5        1.6
2000  199  29490250       35.1        1.7
2000  199  29585999       35.6        1.4
2000  199  29682529       36.3        1.3
2000  199  29778279       35.8        1.5
2000  199  29874064       38.7        1.5
2000  199  29969812       36.7        1.6
2000  199  30064748       39.7        1.4
2000  199  30161242       37.6        1.4
2000  199  30257062       43.4        1.5
2000  199  30354273       48.5        1.5
