                       Wind MFI and SWE Data, 1 hour resolution, GSM coordinates
Year  DOY  millisecs       B          Bx         By         Bz         V          Np        Psw      Epsilon      VBs    
                           nT         nT         nT         nT        km/s       cm^3       nPa      10^11 W      mV/m   
2000   96  84613531       6.75       6.42      -0.49       1.78      366.8        4.0    1.05340      0.001    0.00000
2000   97   1783835       6.65       6.44      -1.01       0.75      369.2        4.3    1.14030      0.133    0.00000
2000   97   9021417       7.50      -3.90      -3.48      -5.24      413.0        5.6    1.85229      3.894    2.16345
2000   97  12580335       7.46      -2.04      -3.08      -6.20      393.9        4.7    1.42021      3.920    2.44307
2000   97  19817048       7.10       0.18      -5.58      -3.98      373.3        5.2    1.41912      2.345    1.48418
2000   97  23386671       7.00      -1.69      -4.93      -4.60      389.0        4.9    1.42457      2.690    1.79029
2000   97  30620457       5.78       1.52      -4.64      -2.07      353.5        5.0    1.20509      1.166    0.73294
2000   97  34182437       5.42       1.76      -4.74      -1.44      357.6        5.8    1.43609      0.872    0.51596
2000   97  41417734       5.42       2.28      -4.30      -1.44      376.3        8.1    2.23028      0.957    0.54126
2000   97  44985624       6.70       1.46      -4.71      -4.34      366.6        4.2    1.08802      2.307    1.59123
2000   97  48559894       7.51       1.52      -6.79      -1.73      376.8        5.3    1.45202      1.648    0.65373
2000   97  52224058       7.44      -0.94      -6.71       2.45      382.0        7.2    2.03145      0.456    0.00000
2000   97  59356414      15.56       4.21     -12.31      -7.17      384.8       17.5    5.01730     10.490    2.75894
2000   97  63019632      23.41       3.10      -9.38     -17.88      589.5       16.0   10.76251     57.213   10.54097
2000   97  66592421      24.39       1.14       0.70     -23.41      604.3       13.6    9.61741     71.603   14.14844
2000   97  70158218      26.02       5.55      -7.03     -24.03      596.0       12.6    8.71343     77.216   14.31928
2000   97  73826124      26.56       4.62      -2.94     -25.28      570.8       16.0   10.09968     79.740   14.43206
2000   97  77396609      27.99       5.32      -3.78     -26.80      608.0       17.9   12.86423     94.008   16.29186
2000   97  80965312      31.20       8.91     -15.07     -24.30      576.0       14.1    9.08215     95.616   13.99996
2000   98   1802957      25.68      12.07     -17.25      -9.89      572.0       33.5   21.28457     42.166    5.65962
2000   98   5363346      26.83      13.17     -21.21       7.13      581.2       21.0   13.79004      9.681    0.00000
2000   98  12611750      18.45       1.40     -17.37       1.67      543.5       55.5   31.81621      7.535    0.00000
2000   98  16178411      19.64       4.09     -14.97       9.23      554.2       17.6   10.49742      2.406    0.00000
2000   98  19840083      18.42      -3.09     -16.00      -5.52      545.4       15.3    8.84070     16.217    3.01156
2000   98  23407468      17.22      -1.49     -10.42       3.60      558.8       14.9    9.02436      3.746    0.00000
2000   98  26977837      16.39       1.16      -1.42      15.90      553.2        4.0    2.36354      0.000    0.00000
2000   98  34210648       6.40      -0.56       1.01       6.06      626.8        4.9    3.76968      0.000    0.00000
2000   98  37801988       5.17      -0.67      -0.28       5.07      616.5        3.4    2.48849      0.000    0.00000
2000   98  41444382       5.11      -0.72      -0.25       4.99      617.1        4.3    3.15227      0.000    0.00000
2000   98  45012484       5.18      -0.21      -1.07       4.99      610.5        2.5    1.77947      0.000    0.00000
2000   98  48580687       4.69       0.63      -2.66       2.60      598.6        2.5    1.76021      0.059    0.00000
2000   98  52154808       3.42       0.85      -3.28      -0.23      597.7        6.5    4.53506      0.398    0.13775
2000   98  55820476       3.27       0.85      -3.08      -0.22      595.8        5.5    3.76193      0.364    0.13328
2000   98  59385582       2.64       0.81      -1.86      -0.68      594.1        8.7    5.98451      0.373    0.40497
2000   98  62956566       3.71       1.69      -2.07      -2.39      580.8        1.3    0.86488      1.226    1.38982
2000   98  66628414       4.01       2.01      -3.30      -0.81      567.6        1.2    0.73746      0.700    0.46214
2000   98  70193539       3.96       2.63      -2.35      -1.59      556.8        1.8    1.07836      1.058    0.88807
2000   98  73765343       4.03       2.44      -2.05      -2.15      551.6        2.2    1.30547      1.329    1.18760
2000   98  80999960       4.30       2.78      -1.75      -2.43      550.4        1.8    1.04395      1.667    1.33961
2000   98  84571117       4.05       3.72       0.73       0.11      522.0        1.7    0.87392      0.306    0.00000
2000   99   1836784       4.18       3.86      -1.12       0.22      527.0        1.3    0.72106      0.301    0.00000
