                       Wind MFI and SWE Data, 1 hour resolution, GSM coordinates
Year  DOY  millisecs       B          Bx         By         Bz         V          Np        Psw      Epsilon      VBs    
                           nT         nT         nT         nT        km/s       cm^3       nPa      10^11 W      mV/m   
1997  309  84613093       7.27      -4.67       2.92       4.09      350.9       11.7    2.79990      0.032    0.00000
1997  310   1757006       7.56      -5.50       2.09       4.01      353.7       13.2    3.20469      0.013    0.00000
1997  310   5383317       8.21      -5.79       5.58       0.80      345.3       11.9    2.76030      0.856    0.00000
1997  310   9008946       7.43      -3.84       5.59      -2.75      336.4       12.1    2.65012      1.922    0.92390
1997  310  12640648       5.94       1.74       0.46      -4.66      351.9       11.2    2.68407      2.461    1.64106
1997  310  16159729       7.16       3.94       0.25      -5.74      366.2       10.6    2.75240      3.736    2.10151
1997  310  19793001       7.29       4.41       2.51      -4.77      371.8       11.0    2.94128      3.502    1.77323
1997  310  23423132       5.34       2.35       0.90      -0.61      368.6        7.3    1.91426      1.283    0.22571
1997  310  26963898       5.24      -0.14      -1.79       1.00      334.9        5.6    1.22188      0.120    0.00000
1997  310  34160312       4.06      -1.01      -0.53       1.38      349.0        5.5    1.30023      0.001    0.00000
1997  310  41378554       4.18      -0.34      -2.19      -1.17      349.3        9.8    2.32357      0.661    0.40975
1997  310  45016187       4.39       1.20       0.43      -2.77      345.8       10.1    2.35276      1.310    0.95812
1997  310  48643316       5.42       1.64      -0.09      -4.05      346.2        9.3    2.15901      2.028    1.40065
1997  310  52174539       6.01       2.28      -0.58      -5.31      341.2        6.9    1.55611      2.446    1.81103
1997  310  55806031       5.07       1.89       0.57      -4.27      349.7        8.5    2.01862      1.777    1.49439
1997  310  59430976       5.53      -0.50       0.92      -5.00      332.5        8.9    1.91686      1.996    1.66129
1997  310  70227507       3.56       0.16      -0.04      -2.70      344.7       10.6    2.44789      0.872    0.93154
1997  310  73763078       4.44      -2.10       3.05       1.30      337.7       11.0    2.43155      0.122    0.00000
1997  310  77388695       4.30      -0.90       2.06      -3.09      339.0       10.6    2.37392      1.047    1.04642
1997  310  81014320      11.48       1.98       8.30       3.26      466.2       28.3   11.94669      1.231    0.00000
