Wind MFI and SWE Data, 1 minute resolution, GSE coordinates
Year  DOY  millisecs      Psw         Pb        Pth    
                          nPa        nPa        nPa    
2011  252  58467644    4.60176    0.14341    0.05436
2011  252  58568656    5.30982    0.13611    0.05610
2011  252  58666949    5.22142    0.12700    0.06712
2011  252  58765070    4.58174    0.12914    0.04647
2011  252  58878554    4.50322    0.13124    0.06981
2011  252  58962874    3.87365    0.14476    0.09350
2011  252  59054792    3.37726    0.13660    0.05517
2011  252  59154304    4.06381    0.12984    0.05720
2011  252  59250890    4.72271    0.12715    0.06879
2011  252  59350578    4.77527    0.12328    0.06861
2011  252  59451042    5.35262    0.10912    0.14547
2011  252  59549882    4.59660    0.10800    0.07655
2011  252  59647964    4.22977    0.11037    0.06856
2011  252  59746085    4.30798    0.12307    0.06888
2011  252  59858035    3.54859    0.13616    0.05721
2011  252  59942359    4.11151    0.13977    0.06729
2011  252  60040441    4.21181    0.12902    0.04966
2011  252  60138562    3.53175    0.15381    0.04619
2011  252  60229015    3.10480    0.16616    0.03326
2011  252  60318757    2.41808    0.17172    0.02705
2011  252  60432917    2.80500    0.16816    0.02955
2011  252  60517277    4.59898    0.13854    0.05933
2011  252  60636109    3.63100    0.15712    0.04353
2011  252  60724386    3.10006    0.15684    0.02247
2011  252  60828496    3.31861    0.16623    0.03107
2011  252  60912785    2.75711    0.17777    0.02514
2011  252  61017855    3.16733    0.17673    0.03322
2011  252  61113761    2.90224    0.18026    0.02378
2011  252  61219437    3.36403    0.14616    0.03618
2011  252  61305296    3.95119    0.12343    0.05791
2011  252  61408187    3.59072    0.13223    0.05603
2011  252  61505386    3.54154    0.12764    0.04336
2011  252  61616515    3.58325    0.13588    0.06028
2011  252  61701695    3.80136    0.13661    0.05757
2011  252  61800488    4.17062    0.12579    0.05131
2011  252  61893976    4.49059    0.11849    0.04912
2011  252  61989062    3.96964    0.11278    0.05252
2011  252  62088855    2.62327    0.14767    0.02339
2011  252  62189898    1.86468    0.15538    0.01442
2011  252  62290339    1.95062    0.15422    0.01855
2011  252  62385417    2.19231    0.14320    0.02853
2011  252  62482726    2.57482    0.13214    0.01801
2011  252  62593964    2.35964    0.13736    0.02445
2011  252  62680636    2.20118    0.13440    0.01433
2011  252  62793910    3.14799    0.13603    0.01114
2011  252  62888964    2.25331    0.14300    0.01041
2011  252  63076179    2.78991    0.13807    0.01649
2011  252  63166492    2.28130    0.13346    0.01231
2011  252  63266250    2.62543    0.12867    0.02463
2011  252  63555972    2.29686    0.12622    0.01956
2011  252  63669457    2.24330    0.13551    0.01783
2011  252  63759910    2.64898    0.13444    0.02606
2011  252  63864199    3.16404    0.12510    0.03817
2011  252  63968484    3.09844    0.12567    0.03861
2011  252  64060472    3.58021    0.10978    0.03786
2011  252  64154699    3.02926    0.11142    0.01814
2011  252  64250578    4.33355    0.09748    0.04395
2011  252  64345628    3.95791    0.09816    0.04133
2011  252  64452738    4.28610    0.08419    0.04457
2011  252  64535664    2.83012    0.08644    0.02354
2011  252  64639953    2.92437    0.08466    0.05475
2011  252  64747988    2.58928    0.08084    0.02367
2011  252  64836226    5.44396    0.06295    0.03728
2011  252  64954273    6.05072    0.04887    0.05091
2011  252  65133648    4.98623    0.04405    0.03379
2011  252  65233300    4.53455    0.03325    0.02435
2011  252  65331417    4.62887    0.03002    0.02617
2011  252  65428007    4.64857    0.02848    0.02972
2011  252  65526125    4.94601    0.02688    0.02966
2011  252  65625781    4.86788    0.02877    0.02660
2011  252  65722359    3.59152    0.04263    0.01836
2011  252  65820476    4.01317    0.03684    0.02279
2011  252  65935468    3.16344    0.02990    0.02185
2011  252  66013585    3.24495    0.03219    0.02385
2011  252  66114804    3.68137    0.02961    0.02606
2011  252  66215843    4.07113    0.02795    0.02899
2011  252  66311046    3.84504    0.02757    0.02578
2011  252  66412265    3.85175    0.02702    0.02716
2011  252  66504210    4.08226    0.02710    0.02642
2011  252  66602328    3.59029    0.02976    0.02324
2011  252  66700453    3.52085    0.03101    0.02911
2011  252  66798570    3.52716    0.03292    0.03178
2011  252  66914945    3.37004    0.03180    0.02788
2011  252  67004039    3.58270    0.03192    0.02697
2011  252  67092968    3.49755    0.03176    0.03080
2011  252  67191046    3.40558    0.03078    0.02321
2011  252  67289164    3.91778    0.02389    0.03303
2011  252  67387281    3.83691    0.01222    0.03193
2011  252  67485406    3.77735    0.00711    0.04088
2011  252  67587984    3.84971    0.00932    0.03386
2011  252  67680789    5.47306    0.01113    0.12879
2011  252  67779624    3.11884    0.02285    0.01400
2011  252  67897851    3.26565    0.03534    0.01743
2011  252  67979101    2.98599    0.03686    0.01515
2011  252  68074156    2.65177    0.03707    0.01632
2011  252  68172273    2.45837    0.03903    0.01344
2011  252  68270398    2.53050    0.03938    0.01478
2011  252  68368515    2.82225    0.03866    0.01910
2011  252  68466632    2.74796    0.03587    0.01512
2011  252  68564750    3.05213    0.03191    0.01933
2011  252  68662875    2.91162    0.03350    0.01581
2011  252  68760992    3.25766    0.03388    0.02582
2011  252  68877507    3.38912    0.03264    0.02381
2011  252  68960289    3.20764    0.02526    0.03362
2011  252  69055351    4.03881    0.01959    0.02220
2011  252  69153468    3.95998    0.02909    0.02002
2011  252  69251585    3.62719    0.02987    0.01849
2011  252  69349703    3.32655    0.03278    0.01527
2011  252  69447828    3.61914    0.03596    0.01618
2011  252  69545945    4.58935    0.02827    0.02470
2011  252  69644062    3.43851    0.03222    0.01864
2011  252  69742179    3.55534    0.03267    0.02002
2011  252  69857171    3.68970    0.02449    0.02640
2011  252  69947617    3.69021    0.02322    0.02615
2011  252  70036539    4.08454    0.02381    0.02406
2011  252  70131515    4.66541    0.01263    0.05601
2011  252  70238875    4.02563    0.01584    0.02575
2011  252  70330828    3.94540    0.01684    0.02728
2011  252  70425914    4.15750    0.02222    0.02620
2011  252  70533226    3.86067    0.02641    0.01618
2011  252  70625257    4.29840    0.02521    0.02592
2011  252  70723374    4.13434    0.02101    0.02473
2011  252  70836789    3.94831    0.02043    0.02652
2011  252  70925601    3.97788    0.02034    0.02426
2011  252  71006968    2.79585    0.02767    0.03081
2011  252  71131148    2.94565    0.02959    0.02898
2011  252  71214648    3.35065    0.02455    0.03944
2011  252  71312046    3.03999    0.02688    0.02707
2011  252  71413960    3.85244    0.02206    0.03020
2011  252  71505945    3.87549    0.02164    0.02382
2011  252  71604062    4.27165    0.02082    0.03267
2011  252  71702187    3.93012    0.02120    0.02419
2011  252  71799445    3.45719    0.02635    0.02508
2011  252  71904554    3.86826    0.02734    0.03022
2011  252  71992750    3.17644    0.02603    0.02656
2011  252  72114515    3.19267    0.02813    0.01897
2011  252  72195093    3.25296    0.02542    0.02121
2011  252  72299343    3.56800    0.02500    0.03047
2011  252  72388257    2.62292    0.02736    0.03380
2011  252  72495585    2.61831    0.02436    0.03803
2011  252  72590632    2.50238    0.02578    0.02886
2011  252  72688750    2.52944    0.02565    0.03795
2011  252  72789937    2.93666    0.01126    0.04481
2011  252  72878859    2.95249    0.01187    0.04739
2011  252  72973914    3.07163    0.00705    0.05308
2011  252  73088898    2.75316    0.00960    0.05943
2011  252  73176281    2.96103    0.01070    0.07562
2011  252  73274406    2.74319    0.00834    0.05544
2011  252  73366390    2.83486    0.00659    0.06030
2011  252  73464507    2.83764    0.00773    0.05927
2011  252  73562624    2.84762    0.00552    0.05909
2011  252  73660750    2.87924    0.00655    0.06661
2011  252  73755804    2.86840    0.00767    0.06540
2011  252  73863117    2.71429    0.01057    0.06800
2011  252  73958132    2.74614    0.00919    0.06889
2011  252  74068382    2.80031    0.01465    0.08261
2011  252  74153421    2.38823    0.01140    0.04987
2011  252  74248468    2.76225    0.00820    0.07104
2011  252  74353710    2.51203    0.01106    0.03507
2011  252  74442640    2.40488    0.01356    0.03368
2011  252  74540750    2.66890    0.01425    0.05768
2011  252  74645000    2.53280    0.01668    0.03703
2011  252  74736984    2.44255    0.01824    0.03245
2011  252  74834937    2.56496    0.01890    0.03730
2011  252  74933054    2.90944    0.02568    0.03363
2011  252  75043578    2.61975    0.03092    0.03321
2011  252  75129429    3.19282    0.01735    0.03501
2011  252  75224484    2.37626    0.02122    0.02799
2011  252  75322601    2.86427    0.01004    0.04412
2011  252  75420718    3.36426    0.00354    0.05376
2011  252  75514312    3.30138    0.00784    0.06308
2011  252  75616960    3.36620    0.00127    0.05299
2011  252  75715117    3.13700    0.00799    0.05490
2011  252  75808632    3.12001    0.01229    0.05827
2011  252  75917445    3.24106    0.01137    0.05147
2011  252  76024804    3.00211    0.01451    0.06120
2011  252  76110656    3.03661    0.01175    0.04608
2011  252  76199445    2.68900    0.02110    0.03166
2011  252  76295992    3.09146    0.02720    0.03704
2011  252  76401773    4.01472    0.01975    0.02705
2011  252  76493765    4.88386    0.02284    0.03846
2011  252  76598007    4.71539    0.02097    0.03196
2011  252  76686929    5.12132    0.02190    0.04127
2011  252  76792046    5.03135    0.02429    0.02665
2011  252  76888585    4.76078    0.02470    0.02917
2011  252  77005820    4.29686    0.02722    0.01993
2011  252  77088617    4.81657    0.02863    0.02242
2011  252  77180601    4.87709    0.02947    0.02977
2011  252  77288703    4.60693    0.02761    0.02405
2011  252  77378328    4.38866    0.03012    0.02271
2011  252  77484148    4.07714    0.03650    0.01393
2011  252  77582273    4.34737    0.03729    0.01574
2011  252  77680390    4.44218    0.03772    0.01404
2011  252  77775445    4.62297    0.03797    0.02182
2011  252  77873562    4.58449    0.03776    0.01955
2011  252  77989406    4.87195    0.03355    0.03601
2011  252  78070585    5.15700    0.02951    0.02785
2011  252  78164851    4.56618    0.03542    0.01642
2011  252  78462414    3.85822    0.03618    0.01663
2011  252  78560359    4.13771    0.02647    0.02714
2011  252  78655453    4.52092    0.02362    0.02814
2011  252  78753539    4.60641    0.02321    0.02802
2011  252  78848625    4.10363    0.02656    0.02514
2011  252  78968164    4.21790    0.02865    0.02900
2011  252  79047929    4.64504    0.02552    0.03006
2011  252  79142945    4.44639    0.02356    0.03148
2011  252  79247234    4.34687    0.02607    0.02900
2011  252  79336117    4.12177    0.02329    0.02863
2011  252  79442046    4.73167    0.02323    0.02129
2011  252  79535492    4.68344    0.02438    0.02929
2011  252  79639742    4.01663    0.02724    0.01612
2011  252  79739468    3.68736    0.02858    0.00987
2011  252  79835914    3.90218    0.02728    0.02858
2011  252  79952421    3.86262    0.02335    0.03239
2011  252  80038281    3.76078    0.02770    0.02812
2011  252  80129585    3.38859    0.03342    0.02515
2011  252  80231453    3.33265    0.03924    0.02603
2011  252  80329570    3.46351    0.04218    0.02354
2011  252  80427695    3.42763    0.04347    0.01999
2011  252  80525812    3.53051    0.04536    0.02548
2011  252  80621007    3.17479    0.04905    0.01798
2011  252  80722187    5.13492    0.03396    0.03685
2011  252  80817929    4.94697    0.02443    0.04987
2011  252  80932976    4.12745    0.02347    0.02878
2011  252  81019648    5.21234    0.02439    0.04284
2011  252  81116953    5.26676    0.02482    0.03287
2011  252  81215781    6.05763    0.01370    0.04465
2011  252  81310937    5.04150    0.02082    0.02960
2011  252  81409054    5.24216    0.02517    0.03271
2011  252  81504007    3.97830    0.03370    0.02980
2011  252  81611429    4.08531    0.03486    0.02775
2011  252  81700312    3.05045    0.04456    0.02133
2011  252  81804421    3.90581    0.04005    0.02498
2011  252  81914945    3.24375    0.04206    0.01817
2011  252  81997601    3.41908    0.04055    0.02460
2011  252  82098921    3.53872    0.03943    0.02773
2011  252  82190914    3.52467    0.03986    0.02252
2011  252  82289031    3.32429    0.04232    0.02285
2011  252  82389367    3.50043    0.03815    0.02374
2011  252  82485273    3.78609    0.03750    0.02416
2011  252  82586312    3.58445    0.03635    0.02415
2011  252  82682210    4.22136    0.03426    0.03226
2011  252  82772671    3.91079    0.03571    0.02278
2011  252  82895999    3.78674    0.03914    0.01863
2011  252  82978789    4.19976    0.03903    0.02075
2011  252  83073156    3.90735    0.04019    0.01863
2011  252  83173640    4.21842    0.04078    0.02169
2011  252  83267015    4.54548    0.04128    0.02746
2011  252  83371265    3.94967    0.04467    0.02076
2011  252  83463250    3.89150    0.04385    0.01898
2011  252  83566820    4.63994    0.04218    0.02531
2011  252  83659492    4.46441    0.03994    0.02417
2011  252  83761523    4.51608    0.03921    0.02086
2011  252  83875796    4.88388    0.03671    0.02519
2011  252  83961648    4.44275    0.03921    0.01831
2011  252  84053632    4.45173    0.04072    0.01967
2011  252  84153289    4.60442    0.04086    0.02119
2011  252  84250585    4.63967    0.04195    0.02112
2011  252  84347992    4.80062    0.04161    0.02189
2011  252  84447500    4.26875    0.04311    0.01523
2011  252  84545617    5.13440    0.04326    0.02380
2011  252  84643875    5.11233    0.03706    0.02228
2011  252  84740328    4.77170    0.04152    0.02751
2011  252  84855312    4.35740    0.04751    0.02526
2011  252  84938874    4.31421    0.04455    0.02180
2011  252  85034679    4.12634    0.04174    0.01702
2011  252  85134468    4.36929    0.03728    0.02382
2011  252  85230234    4.31482    0.03855    0.02112
2011  252  85333640    4.14218    0.03829    0.01271
2011  252  85428828    4.65899    0.03777    0.02630
2011  252  85526804    3.87849    0.04099    0.01862
2011  252  85623390    3.29567    0.04478    0.01654
2011  252  85721507    3.40511    0.04585    0.01739
2011  252  85837343    3.93416    0.04159    0.02173
2011  252  85919281    4.47846    0.04018    0.02275
2011  252  86017398    4.23263    0.04001    0.02077
2011  252  86115515    4.34324    0.03679    0.02113
2011  252  86214484    4.58387    0.03331    0.02186
2011  252  86311750    4.03477    0.03692    0.02079
