                               Wind MFI and SWE Data, 1 minute resolution, GSE coordinates
Year  DOY  millisecs       B          Bx         By         Bz         V         Vth         Np        Beta        Va         Ma        Mms    
                           nT         nT         nT         nT        km/s       km/s       cm^3                  km/s                         
2009  202  81060117       7.10       4.51      -2.67      -4.78      297.2       19.5       16.1      0.255       38.5       7.71       6.56
2009  202  81158054       7.11       4.50      -2.72      -4.79      296.8       20.2       16.2      0.273       38.6       7.69       6.48
2009  202  81244601       7.04       4.42      -2.72      -4.75      296.0       22.0       17.2      0.352       37.0       7.99       6.46
2009  202  81356992       7.02       4.51      -2.69      -4.65      296.6       19.8       15.8      0.264       38.6       7.69       6.51
2009  202  81451867       6.97       4.69      -2.72      -4.38      296.5       19.8       16.0      0.272       38.0       7.80       6.57
2009  202  81549820       6.97       4.48      -2.78      -4.56      296.2       19.6       15.9      0.265       38.2       7.76       6.56
2009  202  81647749       6.93       4.47      -2.73      -4.54      295.9       19.5       15.4      0.256       38.5       7.68       6.53
2009  202  81745687       6.94       4.51      -2.62      -4.57      295.5       19.2       15.1      0.243       39.0       7.58       6.49
2009  202  81843632       6.86       4.50      -2.54      -4.52      295.5       19.2       15.1      0.248       38.5       7.67       6.55
2009  202  81941562       6.84       4.51      -2.48      -4.51      294.3       19.3       15.2      0.255       38.3       7.69       6.54
2009  202  82039499       6.62       4.49      -2.41      -4.23      293.6       19.4       15.6      0.282       36.6       8.03       6.73
2009  202  82137437       6.56       4.44      -2.47      -4.15      293.1       19.6       15.8      0.295       36.0       8.13       6.77
2009  202  82223984       6.42       4.25      -2.43      -4.14      292.8       21.2       16.9      0.388       34.0       8.60       6.84
2009  202  82336375       6.38       4.22      -2.43      -4.11      293.9       19.4       16.5      0.322       34.3       8.58       7.04
2009  202  82431257       6.37       4.30      -2.41      -4.04      293.0       19.5       16.4      0.323       34.3       8.54       7.01
2009  202  82528374       6.49       4.22      -2.44      -4.28      293.7       18.8       15.3      0.270       36.1       8.13       6.86
2009  202  82627132       6.53       4.33      -2.51      -4.19      293.2       19.9       16.0      0.311       35.6       8.23       6.79
2009  202  82725078       6.42       4.10      -2.56      -4.22      294.5       19.2       15.9      0.298       35.1       8.39       6.97
2009  202  82819945       6.43       3.96      -2.54      -4.38      294.4       19.9       16.2      0.325       34.9       8.45       6.92
2009  202  82917890       6.41       3.98      -2.50      -4.36      295.2       19.7       16.3      0.323       34.6       8.53       7.00
2009  202  83015007       6.46       4.23      -2.78      -3.98      293.8       20.1       16.2      0.329       35.1       8.38       6.86
2009  202  83112945       6.65       4.24      -2.89      -4.21      292.5       19.0       15.1      0.260       37.3       7.85       6.66
2009  202  83200312       6.60       4.11      -2.75      -4.37      292.6       20.0       15.2      0.293       36.9       7.93       6.61
2009  202  83311882       6.56       3.96      -3.00      -4.28      292.8       19.7       15.4      0.293       36.4       8.03       6.70
2009  202  83406757       6.58       4.26      -2.91      -4.08      291.6       19.4       14.7      0.267       37.5       7.78       6.58
2009  202  83504695       6.55       4.19      -2.91      -4.11      292.5       19.6       15.0      0.282       36.8       7.94       6.66
2009  202  83898124       6.51       4.36      -2.67      -4.03      296.1       19.5       15.3      0.288       36.3       8.16       6.82
2009  202  83996062       6.44       4.19      -2.88      -3.94      296.9       20.0       16.7      0.339       34.4       8.64       7.03
2009  202  84093999       6.38       4.34      -3.05      -3.54      297.3       19.2       16.3      0.311       34.5       8.62       7.12
2009  202  84179695       6.33       4.06      -2.88      -3.90      298.6       20.7       17.9      0.402       32.6       9.15       7.23
2009  202  84292937       6.27       3.87      -2.75      -4.09      299.1       19.6       17.7      0.363       32.5       9.20       7.40
2009  202  84387812       6.38       3.82      -2.66      -4.36      299.5       19.6       17.3      0.341       33.5       8.94       7.27
2009  202  84485749       6.51       3.86      -2.69      -4.46      300.6       19.6       17.2      0.327       34.2       8.79       7.20
2009  202  84585085       6.65       4.32      -3.01      -4.06      301.8       19.8       16.9      0.316       35.3       8.55       7.04
2009  202  84681632       6.60       4.35      -2.82      -4.08      300.7       20.2       17.4      0.344       34.5       8.71       7.08
2009  202  84779570       6.65       4.32      -2.66      -4.29      301.7       19.9       17.4      0.327       34.8       8.68       7.11
2009  202  84877507       6.65       4.19      -2.44      -4.54      301.7       21.0       18.1      0.380       34.1       8.85       7.06
2009  202  84976835       6.65       4.09      -2.76      -4.46      303.3       20.8       17.9      0.370       34.2       8.86       7.10
2009  202  85071710       6.71       3.89      -2.94      -4.59      303.2       19.7       17.0      0.307       35.5       8.54       7.07
2009  202  85159078       6.80       3.78      -2.45      -5.09      300.1       20.6       17.8      0.345       35.1       8.54       6.93
2009  202  85272320       6.85       3.81      -2.72      -4.99      300.6       19.2       17.2      0.283       36.0       8.34       6.99
2009  202  85368593       7.05       3.56      -3.24      -5.14      304.6       19.5       17.2      0.276       37.1       8.22       6.91
2009  202  85463468       7.15       3.55      -3.01      -5.43      302.7       19.4       16.4      0.256       38.5       7.87       6.69
2009  202  85563078       7.15       3.75      -3.14      -5.21      302.3       19.3       16.8      0.258       38.1       7.94       6.74
2009  202  85662406       7.15       3.78      -2.79      -5.39      302.7       19.6       17.0      0.268       37.8       8.01       6.76
2009  202  85760343       7.27       3.86      -2.27      -5.74      302.1       20.1       17.3      0.279       38.1       7.92       6.65
2009  202  85858281       7.34       3.41      -2.79      -5.86      303.9       19.7       17.1      0.259       38.7       7.84       6.66
2009  202  85950101       7.39       3.30      -2.94      -5.90      304.4       19.1       17.0      0.239       39.1       7.79       6.68
2009  202  86048039       7.66       3.39      -3.11      -6.12      304.3       19.0       16.4      0.212       41.3       7.37       6.41
2009  202  86136796       7.93       3.29      -2.97      -6.57      303.9       20.7       16.6      0.239       42.5       7.16       6.14
2009  202  86243914       7.91       3.16      -3.01      -6.59      305.2       18.5       15.9      0.183       43.2       7.06       6.25
2009  202  86341851       8.04       3.29      -2.85      -6.74      305.2       19.3       16.7      0.202       42.9       7.11       6.23
2009  203    235633       8.36       3.46      -2.70      -7.11      306.3       18.2       17.1      0.169       44.1       6.94       6.20
2009  203    333570       8.33       3.36      -2.42      -7.21      305.9       17.3       16.2      0.147       45.2       6.77       6.13
2009  203    434570       8.43       3.49      -2.85      -7.12      307.4       17.2       17.5      0.153       44.0       6.99       6.31
2009  203    530305       8.56       3.62      -2.78      -7.24      308.9       16.6       16.9      0.134       45.4       6.80       6.20
2009  203    628244       8.59       3.56      -2.68      -7.34      307.7       16.7       16.9      0.134       45.6       6.75       6.16
2009  203    726183       8.68       3.48      -2.70      -7.47      307.2       17.0       17.6      0.143       45.1       6.82       6.19
2009  203    824121       8.58       3.56      -2.59      -7.36      308.6       16.5       18.3      0.143       43.8       7.05       6.40
2009  203    922059       8.55       3.80      -2.70      -7.16      309.0       16.7       19.0      0.152       42.8       7.22       6.51
2009  203   1010817       8.55       3.75      -2.42      -7.30      307.4       18.1       19.2      0.181       42.6       7.21       6.40
2009  203   1117936       8.37       3.63      -2.14      -7.23      306.8       16.9       19.8      0.170       41.0       7.47       6.67
2009  203   1215876       8.14       3.42      -2.00      -7.12      308.8       17.0       20.6      0.188       39.2       7.89       6.97
2009  203   1313813       8.35       3.54      -2.26      -7.20      308.3       16.8       20.3      0.172       40.4       7.63       6.80
2009  203   1410928       8.70       3.66      -2.45      -7.48      305.8       16.2       18.4      0.134       44.3       6.90       6.30
2009  203   1511893       8.78       3.44      -2.93      -7.52      305.4       17.0       18.6      0.146       44.4       6.88       6.23
2009  203   1609831       8.69       3.94      -1.44      -7.53      305.8       16.7       20.0      0.155       42.4       7.21       6.50
2009  203   1704709       8.82       3.13      -2.97      -7.69      304.7       18.3       18.4      0.167       44.9       6.79       6.07
2009  203   1805708       8.78       2.33      -3.65      -7.61      304.1       18.5       19.1      0.179       43.8       6.94       6.17
2009  203   1902293       8.85       2.04      -3.49      -7.83      301.7       18.2       19.0      0.170       44.2       6.82       6.09
2009  203   1987988       8.85       2.08      -3.63      -7.78      296.9       21.8       20.6      0.263       42.5       6.98       5.91
2009  203   2101230       8.95       2.17      -3.59      -7.90      298.4       19.5       19.0      0.189       44.8       6.67       5.88
2009  203   2196107       8.99       2.12      -3.68      -7.92      300.1       19.1       19.1      0.181       44.8       6.69       5.94
2009  203   2294047       8.99       2.15      -3.66      -7.93      300.0       19.6       20.4      0.203       43.5       6.90       6.04
2009  203   2391949       9.02       2.29      -3.88      -7.81      300.3       18.7       20.1      0.180       43.9       6.83       6.06
2009  203   2489888       9.02       2.14      -3.84      -7.87      301.2       18.7       20.1      0.183       43.8       6.87       6.09
2009  203   2584765       8.99       2.36      -3.78      -7.80      300.9       18.1       20.0      0.171       43.9       6.86       6.12
2009  203   2682704       8.95       2.39      -3.69      -7.79      301.2       18.0       20.6      0.176       43.0       7.00       6.23
2009  203   2780642       9.00       2.62      -3.72      -7.77      300.1       18.2       20.1      0.172       43.8       6.85       6.11
2009  203   2878581       8.99       2.19      -3.50      -7.98      299.4       18.2       21.1      0.182       42.7       7.01       6.22
2009  203   2964277       9.17       1.73      -3.44      -8.31      301.2       20.0       21.3      0.213       43.4       6.95       6.05
2009  203   3079767       9.32       0.85      -3.71      -8.51      306.0       19.1       21.3      0.187       44.1       6.94       6.13
2009  203   3169336       9.29       2.24      -3.24      -8.37      300.5       18.5       21.2      0.177       44.0       6.82       6.07
2009  203   3270335       9.41       1.40      -3.01      -8.80      302.8       18.7       20.8      0.173       45.0       6.73       6.00
2009  203   3368273       9.27       1.37      -2.99      -8.66      303.0       21.3       22.9      0.254       42.2       7.17       6.10
2009  203   3466212       9.33       1.63      -2.93      -8.66      303.4       19.0       20.3      0.178       45.1       6.72       5.97
2009  203   3563337       9.25       2.23      -3.03      -8.44      296.4       18.9       20.4      0.179       44.7       6.63       5.88
2009  203   3662089       9.66       2.41      -3.44      -8.70      299.9       21.3       24.8      0.253       42.3       7.09       6.04
2009  203   3762275       9.85       3.92      -3.69      -8.18      310.8       17.8       25.9      0.179       42.2       7.37       6.54
2009  203   3857152      10.07       4.84      -4.05      -7.85      309.5       17.2       26.6      0.162       42.6       7.26       6.51
2009  203   3945910      10.09       4.62      -3.97      -8.03      309.7       18.8       28.2      0.206       41.5       7.47       6.53
2009  203   4053029      10.24       5.12      -3.71      -8.05      310.6       17.3       27.7      0.166       42.4       7.32       6.55
2009  203   4150969      10.39       4.86      -3.79      -8.36      309.4       18.0       27.3      0.171       43.4       7.13       6.36
2009  203   4249719      10.72       4.49      -3.87      -8.92      311.4       17.3       25.7      0.141       46.1       6.75       6.13
2009  203   4345315      10.61       4.24      -3.74      -8.98      314.0       17.9       28.8      0.172       43.1       7.28       6.49
2009  203   4444784      10.58       3.97      -3.64      -9.11      315.1       17.6       29.0      0.170       42.8       7.36       6.57
2009  203   4542723      10.74       4.00      -3.56      -9.30      315.8       18.1       30.3      0.181       42.6       7.42       6.58
2009  203   4640661      11.02       4.31      -3.99      -9.32      317.7       17.7       30.5      0.165       43.5       7.30       6.54
2009  203   4738600      11.11       3.97      -3.92      -9.60      317.3       18.1       31.4      0.175       43.3       7.34       6.53
2009  203   4836538      11.37       3.39      -4.27      -9.97      315.2       17.5       27.8      0.138       47.0       6.70       6.10
2009  203   4926107      11.27       3.12      -4.11      -9.99      316.2       21.4       31.7      0.240       43.6       7.25       6.21
2009  203   5035475      11.13       1.23      -3.72     -10.39      316.6       18.1       31.7      0.177       43.1       7.34       6.53
2009  203   5130354      10.99       1.45      -3.35     -10.36      319.1       17.3       32.2      0.168       42.3       7.55       6.75
2009  203   5228292      11.07       1.22      -3.64     -10.35      316.4       19.0       34.7      0.215       41.0       7.73       6.72
2009  203   5326230      11.37       0.20      -3.63     -10.73      316.7       18.5       34.1      0.190       42.5       7.46       6.58
2009  203   5424168      11.58      -0.20      -3.57     -11.01      316.0       18.7       31.2      0.171       45.2       6.99       6.23
2009  203   5522107      11.59      -0.34      -3.78     -10.95      316.0       18.9       32.0      0.179       44.7       7.07       6.28
2009  203   5620045      11.62      -0.30      -3.65     -11.03      316.2       18.8       32.1      0.177       44.7       7.07       6.28
2009  203   5714924      11.66      -0.03      -3.52     -11.11      317.2       19.3       31.9      0.185       45.0       7.05       6.23
2009  203   5812861      11.97       0.13      -3.61     -11.41      314.9       19.1       31.0      0.165       46.9       6.72       6.01
2009  203   5902431      12.05       0.33      -3.68     -11.47      314.1       20.0       31.9      0.185       46.5       6.75       5.97
2009  203   6010269      12.29       0.74      -3.91     -11.63      312.9       18.1       30.8      0.140       48.3       6.48       5.89
2009  203   6108208      12.35       0.44      -3.95     -11.69      312.3       18.8       30.5      0.149       48.8       6.40       5.79
2009  203   6204615      12.45       0.73      -4.09     -11.73      311.1       19.5       30.5      0.158       49.1       6.33       5.69
2009  203   6302555      12.53       0.76      -4.14     -11.80      311.6       18.5       30.4      0.140       49.5       6.29       5.72
2009  203   6403553      12.51       1.04      -4.05     -11.78      313.4       19.5       31.4      0.160       48.7       6.44       5.78
2009  203   6501492      12.42       1.13      -3.51     -11.85      314.7       18.6       31.4      0.148       48.3       6.52       5.89
2009  203   6596370      12.48       0.97      -3.93     -11.80      314.3       18.9       31.3      0.151       48.6       6.46       5.84
2009  203   6694309      12.45       0.94      -3.97     -11.76      315.0       19.2       30.9      0.154       48.9       6.44       5.81
2009  203   6792247      12.39       1.73      -4.11     -11.54      316.5       20.0       32.7      0.179       47.3       6.70       5.95
2009  203   6881815      11.96       2.71      -4.29     -10.81      320.6       20.0       32.8      0.193       45.5       7.04       6.20
2009  203   6991184      12.04       2.68      -3.82     -11.09      321.0       18.7       32.0      0.163       46.4       6.92       6.20
2009  203   7086062      11.88       0.98      -4.62     -10.89      315.1       19.6       32.5      0.185       45.4       6.93       6.13
2009  203   7184000      11.74       0.83      -4.14     -10.93      315.1       18.9       33.9      0.184       44.0       7.17       6.35
2009  203   7771631      11.92       1.87      -3.56     -11.22      320.1       19.0       36.1      0.192       43.3       7.40       6.52
2009  203   9431102      14.72       2.40       0.93     -14.48      330.8       19.5       28.8      0.106       59.9       5.53       5.13
2009  203  10025676      15.86       1.07      -3.68     -15.38      329.6       20.3       25.8      0.089       68.1       4.84       4.55
2009  203  10123615      16.17       1.43      -1.75     -15.98      331.9       19.0       24.5      0.071       71.3       4.66       4.43
2009  203  10221553      16.22       1.66      -1.17     -16.09      331.1       18.7       24.7      0.069       71.2       4.65       4.43
2009  203  10318668      16.00       0.90      -1.11     -15.93      330.0       20.1       28.1      0.093       65.9       5.01       4.69
2009  203  10417430      16.03       0.46      -1.27     -15.97      330.6       21.0       27.4      0.099       66.8       4.95       4.62
2009  203  10514545      16.12       0.61      -0.98     -16.07      330.3       20.3       28.5      0.096       65.8       5.02       4.69
2009  203  10613307      16.20       1.23      -0.99     -16.12      333.0       19.2       28.3      0.084       66.5       5.01       4.72
2009  203  10705124      16.33       1.40      -0.74     -16.25      333.2       18.9       27.3      0.077       68.2       4.89       4.63
2009  203  10798472      16.52       1.12      -0.65     -16.46      333.0       21.6       27.8      0.100       68.3       4.88       4.55
2009  203  10904062      16.77       0.75       0.32     -16.74      334.2       20.3       25.7      0.079       72.1       4.63       4.38
2009  203  10998940      16.48       1.19      -0.05     -16.43      334.8       21.6       31.7      0.114       63.9       5.24       4.84
2009  203  11096878      16.74       1.01       0.20     -16.69      336.7       21.2       28.2      0.096       68.7       4.90       4.58
2009  203  11194817      16.22       1.50      -1.75     -16.05      337.2       21.1       31.5      0.112       63.1       5.35       4.95
2009  203  11292755      15.95       1.50      -1.89     -15.76      338.5       21.3       33.6      0.126       60.1       5.64       5.17
2009  203  11390694      15.63       1.16      -0.83     -15.49      337.8       22.7       35.5      0.158       57.2       5.91       5.31
2009  203  11488633      16.16       0.89      -0.46     -16.11      337.9       22.2       33.0      0.130       61.4       5.50       5.03
2009  203  11586571      16.75       0.94      -0.66     -16.69      338.4       21.2       27.4      0.092       69.7       4.85       4.55
2009  203  11684510      16.76       2.31      -3.42     -16.17      337.6       20.3       26.0      0.080       71.8       4.71       4.45
2009  203  11778740      16.53       3.40      -5.86     -14.87      341.9       24.2       25.4      0.114       71.6       4.77       4.41
2009  203  11880457      16.60       3.77      -6.29     -14.83      340.8       20.6       26.3      0.085       70.6       4.83       4.54
2009  203  11974476      16.12       3.75      -6.84     -14.00      341.7       21.6       29.1      0.110       65.2       5.24       4.86
2009  203  12073203      16.57       3.02      -5.16     -15.35      335.2       24.1       24.4      0.109       73.2       4.58       4.25
2009  203  12269080      16.84       2.06      -3.84     -16.20      337.5       24.4       22.1      0.097       78.1       4.32       4.04
2009  203  12367018      17.61       2.27      -3.91     -17.00      339.1       19.9       19.8      0.053       86.4       3.93       3.78
2009  203  12464134      17.15       2.80      -5.02     -16.13      338.7       22.9       25.0      0.093       74.8       4.53       4.24
2009  203  12565132      16.86       2.20      -4.74     -16.02      341.6       23.3       24.2      0.097       74.7       4.57       4.27
2009  203  12663071      16.86       2.22      -4.38     -16.12      341.5       23.1       23.6      0.093       75.8       4.51       4.22
2009  203  12755029      16.54       2.03      -3.39     -16.05      342.3       26.6       25.7      0.139       71.2       4.81       4.38
2009  203  12862150      16.35       2.12      -1.99     -16.07      343.9       22.9       24.7      0.101       71.8       4.79       4.46
2009  203  12956886      16.20       2.28      -1.70     -15.91      342.6       23.0       25.2      0.107       70.3       4.87       4.52
2009  203  13054965      16.08       2.31      -2.07     -15.77      343.4       23.5       26.5      0.119       68.1       5.04       4.64
2009  203  13150526      15.58       2.57      -3.38     -14.97      342.1       25.2       29.5      0.162       62.5       5.47       4.91
2009  203  13250877      15.48       1.80      -4.01     -14.82      345.3       25.2       30.8      0.171       60.8       5.68       5.07
2009  203  13348816      15.38       2.25      -5.15     -14.29      344.1       25.9       34.0      0.203       57.5       5.98       5.24
2009  203  13443518      15.78       2.87      -5.46     -14.51      344.8       22.3       29.5      0.124       63.4       5.44       5.00
2009  203  13541458      15.90       3.20      -5.82     -14.44      344.4       20.9       29.1      0.106       64.3       5.35       4.97
2009  203  13639537      15.86       3.14      -5.67     -14.47      344.0       21.7       30.9      0.122       62.2       5.53       5.08
2009  203  13732779      15.91       3.26      -4.46     -14.88      343.6       23.5       31.4      0.144       61.9       5.55       5.03
2009  203  13838333      15.95       3.00      -4.51     -14.95      344.7       21.4       29.5      0.112       64.0       5.38       4.98
2009  203  13933212      15.94       2.81      -4.97     -14.86      345.4       22.0       28.9      0.116       64.7       5.34       4.93
2009  203  14031149      15.77       2.82      -5.20     -14.56      346.9       22.8       31.9      0.140       60.9       5.70       5.18
2009  203  14129088      15.91       3.02      -7.68     -13.58      346.2       22.2       28.7      0.118       64.7       5.35       4.93
2009  203  14227027      15.79       3.16      -6.51     -14.02      345.8       22.7       28.4      0.124       64.6       5.35       4.92
2009  203  14324966      15.61       3.07      -6.54     -13.81      345.3       22.9       30.6      0.138       61.5       5.61       5.11
2009  203  14422903      15.48       2.71      -6.01     -14.00      347.8       24.1       31.5      0.161       60.1       5.78       5.19
2009  203  14520877      15.36       3.48      -6.23     -13.57      343.1       24.0       33.8      0.173       57.6       5.95       5.30
2009  203  14618781      15.47       2.67      -6.55     -13.75      349.1       23.1       33.3      0.156       58.4       5.97       5.38
2009  203  14712128      15.32       2.66      -6.42     -13.64      346.5       25.8       33.8      0.201       57.5       6.03       5.28
2009  203  14820813      15.13       2.39      -6.52     -13.43      352.9       24.3       32.9      0.178       57.6       6.13       5.45
2009  203  14914163      14.96       3.06      -6.99     -12.76      351.5       24.0       35.7      0.192       54.6       6.43       5.67
2009  203  15013629      14.34       3.19      -7.04     -12.03      351.5       24.3       37.2      0.224       51.3       6.85       5.93
2009  203  15111570      14.42       3.04      -6.90     -12.23      352.5       24.7       37.7      0.233       51.2       6.88       5.92
2009  203  15209472      14.72       3.79      -7.73     -11.86      349.3       24.4       38.2      0.220       51.9       6.72       5.83
2009  203  15307411      14.60       3.76      -9.00     -10.81      350.5       26.5       43.7      0.303       48.2       7.27       6.03
2009  203  15405350      14.58       3.90      -9.47     -10.36      351.2       26.1       41.5      0.279       49.4       7.12       5.97
2009  203  15500227      14.64       4.46      -9.52     -10.19      348.9       26.0       40.6      0.270       50.1       6.96       5.87
2009  203  15601226      14.40       4.19      -9.53      -9.95      350.4       26.4       42.3      0.299       48.3       7.25       6.03
2009  203  15691513      14.32       4.04      -9.83      -9.59      350.8       28.2       41.6      0.339       48.4       7.25       5.90
2009  203  15794042      14.03       3.80      -9.91      -9.16      350.6       26.8       41.9      0.321       47.3       7.42       6.09
2009  203  15895041      14.00       3.87     -10.48      -8.43      351.2       26.4       43.8      0.327       46.2       7.61       6.23
2009  203  15992980      13.74       3.68     -10.93      -7.47      351.6       27.9       43.6      0.378       45.4       7.75       6.19
2009  203  16090918      13.46       3.77     -10.46      -7.55      350.5       29.2       43.4      0.429       44.6       7.87       6.13
2009  203  16188857      12.53       3.61     -10.07      -6.44      351.2       28.7       49.5      0.546       38.8       9.04       6.70
2009  203  16286794      13.05       3.80     -10.23      -6.88      350.4       29.3       45.1      0.477       42.4       8.27       6.31
2009  203  16384874      13.21       4.09     -12.39       0.53      352.9       28.7       42.7      0.424       44.1       8.00       6.25
2009  203  16478929      13.40       3.93     -12.09      -1.35      350.9       32.8       49.8      0.626       41.4       8.47       6.08
2009  203  16577691      13.27       4.58     -11.93      -3.57      349.2       27.9       41.9      0.390       44.7       7.81       6.20
2009  203  16671720      13.14       3.61     -11.52      -5.09      351.7       30.9       46.3      0.540       42.1       8.35       6.21
2009  203  16770507      13.36       3.72     -11.69      -5.08      351.1       28.4       42.0      0.399       45.0       7.80       6.17
2009  203  16871505      13.70       4.69     -10.75      -7.04      351.8       29.1       41.4      0.394       46.5       7.57       6.01
2009  203  16969445      13.96       4.39     -11.10      -7.17      347.5       27.9       37.9      0.317       49.5       7.02       5.78
2009  203  17067382      14.12       3.38     -11.94      -6.68      349.3       29.9       39.8      0.375       48.8       7.16       5.73
2009  203  17165322      13.89       3.66     -11.75      -6.24      351.3       29.7       41.8      0.400       46.9       7.50       5.93
2009  203  17263259      14.56       4.07     -13.01      -5.07      350.8       29.9       38.7      0.343       51.1       6.87       5.58
2009  203  17361199      14.31       3.70     -12.74      -5.30      352.3       29.5       39.0      0.349       50.0       7.05       5.71
2009  203  17459136      14.60       3.68     -13.59      -3.40      351.2       27.8       36.5      0.278       52.7       6.66       5.59
2009  203  17557076      15.47       4.22     -14.79      -1.60      351.7       26.5       32.9      0.203       58.8       5.98       5.24
2009  203  17650283      15.77       4.45     -14.92      -2.31      351.1       27.2       31.9      0.199       60.9       5.76       5.05
2009  203  17749892      16.21       4.38     -15.36      -2.65      351.5       25.2       27.6      0.141       67.3       5.22       4.75
2009  203  17850890      17.24       5.36     -16.19      -2.35      348.0       22.9       18.9      0.070       86.5       4.02       3.83
2009  203  17945769      17.28       4.70     -16.36      -2.49      351.4       22.3       19.2      0.067       86.0       4.08       3.89
2009  203  18043708      17.28       4.71     -16.24      -3.52      348.5       23.2       19.2      0.073       86.1       4.05       3.84
2009  203  18141646      17.00       5.66     -16.03      -0.06      347.6       22.9       24.1      0.092       75.5       4.60       4.31
2009  203  18239550      16.96       5.70     -15.98       0.10      347.8       22.3       24.2      0.088       75.2       4.63       4.35
2009  203  18337523      17.16       5.15     -16.37       0.12      351.0       22.1       21.7      0.075       80.4       4.37       4.14
2009  203  18435462      17.10       5.42     -16.19       0.71      349.1       22.8       22.6      0.085       78.4       4.45       4.19
2009  203  18533400      16.90       5.21     -15.98       1.55      349.8       22.5       23.3      0.087       76.3       4.58       4.31
2009  203  18625218      17.17       5.32     -16.18       1.95      350.4       25.1       21.2      0.095       81.3       4.31       4.03
2009  203  18732337      16.78       4.75     -15.97       1.13      347.3       27.0       24.8      0.135       73.5       4.73       4.31
2009  203  18827216      16.90       4.54     -16.13      -1.90      346.1       24.4       22.8      0.100       77.2       4.49       4.18
2009  203  18925154      16.02       4.57     -13.92       6.33      351.7       30.9       23.6      0.184       72.0       4.89       4.33
2009  203  19023093      15.72       4.52     -11.34       9.79      355.0       28.5       24.4      0.169       69.4       5.11       4.57
2009  203  19121031      15.67       4.65     -12.13       8.76      352.4       28.3       23.2      0.159       71.0       4.96       4.46
2009  203  19218970      15.48       4.34     -13.28       6.63      351.8       29.6       24.1      0.186       68.8       5.12       4.52
2009  203  19316908      15.84       4.82     -13.11       7.44      354.5       29.2       24.1      0.172       70.4       5.03       4.49
2009  203  19417908      16.03       4.45     -13.41       7.56      353.7       27.4       22.1      0.135       74.4       4.75       4.33
2009  203  19512785      15.93       4.70     -12.80       8.19      353.9       28.8       25.3      0.173       69.1       5.12       4.56
2009  203  19603755      15.59       4.73     -13.75       5.60      352.7       30.8       25.7      0.211       67.0       5.26       4.59
2009  203  19708662      15.54       5.00     -13.31       6.26      354.1       29.7       25.3      0.195       67.4       5.25       4.62
2009  203  19803541      15.62       4.86     -13.72       5.65      353.2       29.8       25.3      0.193       67.7       5.22       4.59
2009  203  19901478      15.73       4.86     -13.87       5.59      353.6       29.7       25.1      0.188       68.5       5.16       4.56
2009  203  19999417      16.40       5.17     -12.70       8.99      351.9       27.3       21.2      0.124       77.7       4.53       4.16
2009  203  20100416      17.04       5.46     -12.88       9.34      353.6       26.0       18.1      0.088       87.4       4.05       3.80
2009  203  20195294      17.46       6.53     -14.90       6.34      349.2       25.4       18.0      0.080       89.7       3.89       3.68
2009  203  20293232      17.37       5.92     -14.39       7.67      348.9       25.8       17.6      0.082       90.2       3.87       3.65
2009  203  20391171      17.58       5.68     -15.08       6.98      348.0       25.5       16.4      0.072       94.8       3.67       3.49
2009  203  20489109      17.51       5.33     -15.47       6.22      348.0       26.8       17.0      0.084       92.7       3.75       3.54
2009  203  20582458      16.97       5.90     -15.37       3.49      348.7       31.1       19.5      0.137       83.9       4.16       3.79
2009  203  20688046      16.72       6.11     -15.00       3.97      353.2       30.9       21.1      0.151       79.5       4.44       4.01
2009  203  20782925      16.76       5.92     -15.06       4.34      352.9       29.9       21.6      0.144       78.6       4.49       4.07
2009  203  20883923      16.77       5.62     -15.13       4.54      355.3       30.5       22.4      0.156       77.4       4.59       4.13
2009  203  20981863      16.74       5.58     -15.01       4.85      354.9       28.9       21.3      0.133       79.0       4.49       4.10
2009  203  21079802      16.96       4.56     -14.62       7.24      360.9       30.6       22.1      0.151       78.8       4.58       4.14
2009  203  21177740      17.13       4.49     -14.58       7.79      362.1       28.3       20.0      0.114       83.6       4.33       4.00
2009  203  21277210      16.31       2.78     -12.31      10.19      365.0       31.9       21.3      0.171       77.1       4.73       4.22
2009  203  21385894      18.57       6.77     -17.13       1.99      386.3       45.1        6.6      0.082      157.8       2.45       2.31
2009  203  21477607      18.01       6.11     -16.06       5.27      381.3       49.9        7.9      0.127      140.1       2.72       2.49
2009  203  21568035      17.63       6.11     -15.56       5.42      386.3       47.9        9.1      0.141      127.8       3.02       2.75
2009  203  21669035      17.44       4.49     -14.95       7.44      384.1       50.6       10.8      0.191      115.7       3.32       2.93
2009  203  21765441      17.06       3.36     -12.99      10.44      393.1       43.5       11.2      0.152      111.4       3.53       3.18
2009  203  21863380      17.16       1.99     -13.32      10.59      382.5       46.2       12.3      0.187      106.8       3.58       3.16
2009  203  21963601      16.57       2.23     -13.71       8.79      387.3       47.2       13.9      0.237       96.9       4.00       3.43
2009  203  22053136      16.82       1.10     -11.66      12.04      385.3       52.9       14.1      0.293       97.7       3.94       3.29
2009  203  22157230      14.91       2.61     -10.76       9.87      390.9       51.3       14.8      0.368       84.5       4.62       3.71
2009  203  22255816      15.12       3.89     -12.66       6.29      390.1       54.3       15.3      0.415       84.2       4.63       3.64
2009  203  22356132      13.08       4.71     -11.88      -1.61      394.3       62.8       19.3      0.933       65.0       6.06       3.91
2009  203  22444890      14.16       6.10     -12.11      -3.46      388.8       58.3       18.1      0.645       72.6       5.35       3.82
