                               Wind MFI and SWE Data, 1 minute resolution, GSE coordinates
Year  DOY  millisecs       B          Bx         By         Bz         V         Vth         Np        Beta        Va         Ma        Mms    
                           nT         nT         nT         nT        km/s       km/s       cm^3                  km/s                         
2009  200  63840601       2.37      -0.22       2.35      -0.08      285.4       14.9        7.0      0.584       19.5      14.64      10.69
2009  200  63938539       2.38      -0.23       2.37      -0.13      285.7       15.0        7.0      0.582       19.6      14.55      10.63
2009  200  64036476       2.39      -0.04       2.39       0.02      285.5       14.9        7.1      0.577       19.6      14.56      10.66
2009  200  64134417       2.35       0.28       2.28       0.35      285.1       15.2        7.1      0.626       19.2      14.86      10.67
2009  200  64235414       2.29       0.17       2.25       0.28      286.0       14.5        6.9      0.579       19.0      15.05      11.01
2009  200  64330292       2.39      -0.25       2.35      -0.02      285.2       14.9        7.1      0.582       19.5      14.60      10.67
2009  200  64431289       2.40      -0.86       2.17      -0.47      284.4       14.3        6.8      0.509       20.1      14.16      10.66
2009  200  64529230       2.36      -1.11       1.98      -0.64      285.2       14.3        7.2      0.559       19.2      14.89      10.98
2009  200  64614925       2.37      -1.04       2.05      -0.53      285.8       15.6        7.7      0.698       18.7      15.31      10.70
2009  200  64725105       2.40      -0.87       2.20      -0.37      283.9       14.4        7.2      0.548       19.4      14.61      10.82
2009  200  64823042       2.21      -0.89       1.98      -0.39      284.1       13.9        7.5      0.620       17.6      16.10      11.59
2009  200  64920984       2.29      -1.03       1.99      -0.49      284.5       14.4        7.2      0.598       18.7      15.25      11.08
2009  200  65018921       2.43      -1.09       2.12      -0.47      284.6       14.2        7.0      0.502       20.0      14.23      10.75
2009  200  65115472       2.26      -0.86       2.05      -0.41      283.4       14.5        7.5      0.648       18.0      15.77      11.23
2009  200  65214796       2.16      -0.89       1.91      -0.49      284.0       13.7        7.5      0.636       17.2      16.49      11.80
2009  200  65311351       2.06      -0.88       1.81      -0.45      282.9       13.7        7.6      0.715       16.2      17.42      12.10
2009  200  65410675       2.20      -0.96       1.92      -0.47      284.0       13.9        7.5      0.632       17.5      16.27      11.66
2009  200  65508613       2.20      -0.96       1.93      -0.43      284.5       13.6        7.3      0.587       17.8      16.01      11.67
2009  200  65594312       2.18      -0.95       1.90      -0.47      283.5       15.9        8.0      0.900       16.7      16.94      11.05
2009  200  65704492       2.41      -1.06       2.10      -0.51      284.5       13.4        7.5      0.488       19.2      14.79      11.24
2009  200  65802429       2.36      -1.07       2.06      -0.40      284.4       14.0        7.7      0.571       18.6      15.31      11.23
2009  200  65900367       2.36      -1.11       2.08      -0.23      284.6       13.9        7.4      0.541       18.9      15.04      11.18
2009  200  65998304       2.33      -1.10       2.04      -0.17      284.5       13.9        7.5      0.557       18.6      15.33      11.32
2009  200  66096242       2.23      -1.02       1.96      -0.25      283.7       13.7        7.4      0.587       17.8      15.91      11.60
2009  200  66194179       2.18      -0.95       1.95      -0.21      283.7       13.7        7.6      0.632       17.2      16.45      11.79
2009  200  66290734       2.20      -0.84       2.01      -0.26      283.0       13.8        7.7      0.636       17.3      16.33      11.68
2009  200  66390062       2.39      -0.83       2.20      -0.38      282.9       14.5        7.2      0.559       19.4      14.60      10.76
2009  200  66487999       2.41      -0.93       1.92      -0.77      283.1       14.7        6.9      0.539       20.1      14.11      10.49
2009  200  66573835       2.01      -0.54       1.60       0.19      289.0       17.5        7.6      1.208       15.9      18.15      10.82
2009  200  66683874       1.85      -0.36       1.71       0.58      282.7       15.4        7.1      1.028       15.1      18.67      11.71
2009  200  66781812       1.85      -0.48       1.67       0.58      283.4       16.0        7.3      1.153       14.9      19.04      11.52
2009  200  66878359       1.86      -0.40       1.51       1.00      283.1       16.2        7.3      1.152       15.1      18.77      11.36
2009  200  66977687       1.97      -0.37       1.64       1.00      284.3       15.8        7.7      1.036       15.5      18.32      11.46
2009  200  67075632       2.13      -0.40       1.72       1.19      283.2       15.6        7.0      0.795       17.5      16.17      10.92
2009  200  67173570       1.99      -0.54       1.42       1.27      283.9       15.7        7.2      0.944       16.2      17.53      11.28
2009  200  67270117       2.04      -0.44       1.50       1.29      282.6       15.9        7.1      0.913       16.6      16.99      11.04
2009  200  67368054       1.76      -0.31       1.37       1.07      282.4       15.7        7.2      1.211       14.3      19.75      11.77
2009  200  67467382       1.45      -0.21       1.21       0.72      282.1       16.4        7.4      1.997       11.6      24.26      12.14
2009  200  67553078       1.49      -0.20       1.21       0.80      282.5       18.0        7.8      2.383       11.6      24.27      11.34
2009  200  67658812       1.61      -0.17       1.34       0.86      281.8       16.1        7.3      1.518       13.0      21.61      11.94
2009  200  67758281       1.87      -0.33       0.63       1.72      281.7       15.9        7.1      1.067       15.4      18.34      11.37
2009  200  67857750       2.10      -0.61       1.01       1.71      283.4       15.5        6.9      0.795       17.3      16.34      11.03
2009  200  67952625       2.19      -0.67       0.67       1.75      283.3       15.5        7.2      0.751       17.8      15.88      10.89
2009  200  68050562       2.18      -0.49      -0.95       1.89      283.8       15.0        7.3      0.727       17.6      16.15      11.17
2009  200  68148500       2.17      -0.34      -0.90       1.94      283.3       15.0        7.3      0.729       17.6      16.13      11.15
2009  200  68246437       2.18      -0.27      -0.78       2.01      282.7       14.9        7.1      0.705       17.8      15.88      11.07
2009  200  68347437       2.21      -0.20      -0.57       2.13      282.6       15.4        7.3      0.742       17.9      15.75      10.84
2009  200  68445382       2.27      -0.13      -0.60       2.19      282.8       15.6        7.2      0.713       18.5      15.32      10.65
2009  200  68529406       2.39      -0.07      -0.53       2.32      282.7       17.6        7.5      0.861       19.0      14.88       9.83
2009  200  68644320       2.37      -0.08      -0.55       2.29      283.1       15.5        7.0      0.633       19.5      14.55      10.42
2009  200  68736132       2.27      -0.20      -0.30       2.24      283.2       15.5        7.3      0.716       18.3      15.47      10.74
2009  200  68832539       2.31      -0.18      -0.53       2.23      283.6       15.3        7.1      0.654       18.9      15.02      10.67
2009  200  68930476       2.42      -0.04      -0.24       2.41      282.5       15.3        7.2      0.607       19.7      14.35      10.38
2009  200  69031476       2.33      -0.18      -0.35       2.29      282.9       15.5        7.2      0.673       18.9      15.00      10.58
2009  200  69129414       2.45      -0.24      -0.33       2.41      283.3       15.4        7.2      0.598       19.9      14.24      10.34
2009  200  69227359       2.35      -0.27      -0.35       2.31      282.9       15.4        7.2      0.651       19.1      14.80      10.52
2009  200  69323765       2.26      -0.43      -0.25       2.20      283.7       15.4        7.5      0.732       18.0      15.73      10.86
2009  200  69417109       2.31      -0.28      -0.14       2.28      282.2       15.6        7.6      0.728       18.3      15.45      10.68
2009  200  69505726       2.38      -0.33      -0.20       2.35      281.8       17.5        7.9      0.892       18.5      15.22       9.95
2009  200  69619109       1.93      -0.45      -0.35       1.78      283.3       17.3        7.9      1.317       15.1      18.81      10.90
2009  200  69715515       1.69      -0.33       0.19       1.64      281.8       15.5        7.7      1.370       13.3      21.24      12.15
2009  200  69813460       1.69      -0.27      -0.04       1.66      282.6       15.2        8.1      1.389       12.9      21.88      12.46
2009  200  69908335       1.74      -0.26      -0.28       1.68      282.4       15.5        7.7      1.286       13.7      20.64      12.06
2009  200  70006273       1.86      -0.17       0.07       1.80      282.3       15.9        7.8      1.187       14.6      19.40      11.63
2009  200  70105742       2.00      -0.13      -0.53       1.92      282.4       15.3        7.6      0.934       15.8      17.82      11.50
2009  200  70205210       1.95      -0.14      -0.56       1.86      282.3       15.3        7.6      0.982       15.4      18.30      11.63
2009  200  70301617       2.40      -0.04      -0.13       2.39      283.0       14.9        7.6      0.616       18.9      14.96      10.78
2009  200  70401085       2.52      -0.06      -0.23       2.51      283.1       15.0        7.3      0.544       20.3      13.96      10.36
2009  200  70485109       2.51       0.05      -0.17       2.51      282.4       17.5        7.8      0.791       19.6      14.38       9.73
2009  200  70600031       2.59       0.09      -0.26       2.57      283.2       15.4        7.2      0.536       21.1      13.43       9.99
2009  200  70693374       2.59       0.11      -0.21       2.57      282.5       15.3        7.1      0.521       21.2      13.34      10.00
2009  200  70791312       2.56       0.08      -0.52       2.50      282.6       15.4        7.3      0.553       20.7      13.63      10.08
2009  200  70890781       2.59       0.02      -0.65       2.50      282.9       15.3        7.2      0.534       21.0      13.50      10.06
2009  200  70987187       2.61       0.06      -0.62       2.54      282.8       15.4        7.3      0.534       21.0      13.44      10.02
2009  200  71086656       2.65       0.04      -0.63       2.57      282.9       15.4        7.3      0.515       21.4      13.22       9.93
2009  200  71183062       2.68       0.01      -0.57       2.61      282.8       15.4        7.3      0.511       21.5      13.13       9.88
2009  200  71282531       2.77      -0.00      -0.42       2.74      282.8       15.6        7.0      0.470       22.8      12.43       9.52
2009  200  71380476       2.84       0.04      -0.44       2.81      282.7       15.7        7.1      0.451       23.4      12.10       9.35
2009  200  71464500       2.81      -0.01      -0.63       2.74      282.6       17.6        7.7      0.639       22.1      12.81       9.15
2009  200  71579414       2.81       0.05      -0.70       2.72      283.3       15.7        7.2      0.471       22.8      12.41       9.50
2009  200  71674289       2.84       0.19      -0.51       2.78      282.3       15.8        7.2      0.464       23.1      12.20       9.36
2009  200  71772226       2.83       0.07      -0.46       2.79      283.2       15.7        7.3      0.468       22.9      12.38       9.49
2009  200  71868632       2.82      -0.00      -0.26       2.81      282.9       15.6        7.2      0.463       23.0      12.30       9.45
2009  200  71968101       2.72      -0.09      -0.19       2.71      283.2       15.9        7.4      0.529       21.8      12.99       9.70
2009  200  72064367       2.79      -0.06       1.21       2.37      281.8       16.5        7.1      0.521       22.9      12.32       9.23
2009  200  72160921       2.97       0.06       1.96       2.23      283.4       16.5        7.1      0.456       24.4      11.62       8.96
2009  200  72258859       3.07       0.03       2.17       2.17      284.0       16.6        7.0      0.427       25.3      11.21       8.75
2009  200  72356796       3.03       0.01       2.18       2.05      283.3       17.0        7.2      0.475       24.6      11.51       8.80
2009  200  72443882       2.91       0.18       2.68       1.13      283.8       18.5        7.6      0.638       23.1      12.28       8.78
2009  200  72554062       2.72       0.08       2.63       0.50      284.2       16.7        7.5      0.596       21.7      13.11       9.52
2009  200  72649078       2.73       0.03       2.61       0.79      284.0       16.5        7.2      0.556       22.2      12.80       9.45
2009  200  72747015       2.75       0.10       2.58       0.93      283.5       16.6        7.3      0.560       22.2      12.75       9.40
2009  200  72848015       2.79       0.12       2.66       0.80      283.5       16.5        7.3      0.539       22.5      12.59       9.36
2009  200  72945960       2.89       0.43       2.79       0.59      282.5       16.3        6.7      0.443       24.4      11.56       8.96
2009  200  73042367       2.97       0.58       2.89       0.26      280.2       18.3        7.4      0.595       23.7      11.81       8.58
2009  200  73141835       3.08       0.87       2.93       0.39      280.3       17.4        6.7      0.450       26.0      10.78       8.33
2009  200  73238101       3.08       0.99       2.90       0.30      276.0       19.1        7.7      0.624       24.2      11.39       8.18
2009  200  73337710       2.74       0.51       2.69       0.17      282.7       16.9        7.4      0.586       22.0      12.83       9.36
2009  200  73423265       2.79       0.31       2.74       0.08      283.7       18.9        8.0      0.776       21.5      13.20       8.97
2009  200  73533445       2.93      -0.44       2.88      -0.33      285.1       16.7        7.4      0.504       23.5      12.14       9.16
2009  200  73631382       2.89      -0.36       2.83      -0.47      284.7       16.5        7.4      0.507       23.2      12.29       9.27
2009  200  73727937       2.84      -0.04       2.78      -0.51      283.7       16.3        7.3      0.509       22.9      12.41       9.35
2009  200  73822812       2.82       0.08       2.75      -0.62      282.5       16.4        7.4      0.521       22.7      12.45       9.33
2009  200  73920750       2.90       0.25       2.83      -0.39      281.7       15.9        7.0      0.444       23.8      11.82       9.15
2009  200  74021750       3.03       0.32       3.00      -0.24      282.9       16.6        7.1      0.447       24.8      11.41       8.83
2009  200  74119687       2.58      -0.01       2.40      -0.95      283.7       16.2        7.6      0.625       20.5      13.85       9.95
2009  200  74214562       2.53       0.00       2.36      -0.91      283.4       16.3        7.7      0.675       19.9      14.26      10.05
2009  200  74312507       2.56       0.05       2.44      -0.79      283.7       16.5        7.8      0.675       20.0      14.16       9.98
2009  200  74399593       2.61       0.23       2.50      -0.68      283.3       18.6        8.1      0.860       20.0      14.14       9.35
2009  200  74508382       2.67       0.40       2.58      -0.55      282.9       16.0        7.4      0.554       21.4      13.19       9.75
2009  200  74606320       2.79       0.23       2.73      -0.51      282.5       16.4        7.6      0.552       22.1      12.79       9.46
2009  200  74704257       2.87       0.28       2.80      -0.39      283.0       16.3        7.4      0.498       23.0      12.28       9.29
2009  200  74803585       2.95       0.18       2.73      -1.10      283.3       15.8        7.3      0.440       23.9      11.88       9.22
2009  200  74901523       2.90      -0.02       2.75      -0.89      283.1       16.0        7.3      0.468       23.4      12.08       9.25
2009  200  74998070       2.78       0.00       2.67      -0.76      283.6       16.0        7.3      0.503       22.5      12.61       9.52
2009  200  75096015       2.85       0.02       2.77      -0.66      283.4       16.3        7.1      0.491       23.3      12.19       9.25
2009  200  75193953       2.83      -0.03       2.78      -0.54      283.4       16.4        7.2      0.507       23.0      12.31       9.28
2009  200  75291890       2.87      -0.04       2.77      -0.70      283.4       16.4        7.5      0.513       22.9      12.40       9.32
2009  200  75378976       2.73      -0.12       2.72      -0.24      282.7       18.1        8.1      0.748       21.0      13.48       9.26
2009  200  75484703       2.78      -0.17       2.76      -0.27      283.0       16.1        7.3      0.515       22.4      12.64       9.49
2009  200  75584031       2.84      -0.15       2.82      -0.27      283.5       16.3        7.3      0.508       22.9      12.36       9.31
2009  200  75679054       2.68      -0.17       2.67      -0.08      283.0       16.2        7.5      0.569       21.4      13.21       9.70
2009  200  75778523       2.75      -0.16       2.75       0.06      283.2       16.3        7.3      0.539       22.3      12.73       9.46
2009  200  75876460       3.06      -0.13       2.97      -0.36      282.6       16.4        6.9      0.416       25.4      11.12       8.72
2009  200  75978851       2.96      -0.39       2.89      -0.45      284.4       16.0        7.4      0.450       23.8      11.95       9.23
2009  200  76073726       3.00      -0.28       2.97      -0.27      284.3       16.1        7.3      0.442       24.2      11.76       9.12
2009  200  76269601       2.90      -0.50       2.81      -0.42      284.3       16.0        7.4      0.472       23.3      12.21       9.34
2009  200  76355296       2.82      -0.78       2.42      -1.14      283.6       18.1        8.2      0.715       21.5      13.22       9.18
2009  200  76464093       2.85      -0.06       2.79      -0.39      282.7       16.0        7.4      0.491       22.9      12.36       9.38
2009  200  76566484       2.94       0.02       2.93      -0.31      283.6       15.9        7.4      0.458       23.5      12.05       9.27
2009  200  76659968       2.91       0.06       2.89      -0.41      283.1       15.9        7.5      0.468       23.2      12.19       9.34
2009  200  76757906       2.90      -0.15       2.78      -0.76      283.9       16.4        7.7      0.518       22.8      12.45       9.34
2009  200  76857234       2.92      -0.41       2.79      -0.71      282.8       16.1        7.6      0.486       23.1      12.24       9.31
2009  200  76953781       2.90      -0.61       2.67      -0.86      283.3       15.8        7.7      0.483       22.8      12.42       9.46
2009  200  77053109       2.91      -0.93       2.54      -1.05      283.5       15.7        7.6      0.468       22.9      12.36       9.47
2009  200  77149656       2.97      -1.22       2.42      -1.21      282.8       15.5        7.5      0.428       23.7      11.93       9.31
2009  200  77247601       3.02      -1.16       2.39      -1.41      282.7       15.7        7.6      0.433       23.8      11.86       9.23
2009  200  77334687       2.93      -1.03       2.21      -1.62      283.5       17.7        8.1      0.615       22.5      12.57       9.07
2009  200  77444867       3.07      -1.13       2.18      -1.85      284.7       16.0        7.0      0.401       25.3      11.24       8.88
2009  200  77542804       3.00      -1.14       2.24      -1.64      283.3       15.9        7.2      0.426       24.4      11.61       9.07
2009  200  77640742       3.05      -1.13       2.34      -1.60      283.6       15.6        7.2      0.395       24.8      11.41       9.04
2009  200  77738679       3.20      -1.16       2.46      -1.70      284.0       16.0        7.2      0.375       26.1      10.87       8.70
2009  200  77836617       3.06      -1.03       2.60      -1.23      284.0       16.0        7.6      0.435       24.2      11.73       9.12
2009  200  77934554       2.90      -0.81       2.67      -0.78      284.1       15.6        7.6      0.466       22.9      12.40       9.52
2009  200  78032500       2.94      -0.80       2.60      -1.08      284.2       16.3        7.5      0.484       23.4      12.16       9.25
2009  200  78130437       2.95      -0.89       2.52      -1.23      284.2       16.5        7.8      0.510       23.1      12.32       9.27
2009  200  78228375       2.88      -0.99       2.54      -0.93      283.9       15.9        7.7      0.495       22.6      12.54       9.50
2009  200  78314070       2.89      -0.89       2.65      -0.70      283.7       17.6        8.3      0.650       21.9      12.97       9.23
2009  200  78424249       2.89      -0.81       2.63      -0.82      284.3       15.8        7.7      0.481       22.8      12.48       9.51
2009  200  78522187       2.91      -0.88       2.69      -0.65      284.2       15.6        7.8      0.475       22.7      12.52       9.57
2009  200  78620124       2.88      -0.94       2.65      -0.66      284.6       15.7        7.8      0.488       22.5      12.66       9.62
2009  200  78718062       2.84      -0.93       2.61      -0.62      284.6       15.6        7.8      0.496       22.1      12.87       9.74
2009  200  78816007       2.83      -0.91       2.61      -0.62      284.7       15.9        7.9      0.520       22.0      12.95       9.70
2009  200  78913945       2.81      -0.83       2.64      -0.45      284.3       15.8        7.8      0.520       21.9      13.00       9.74
2009  200  79011882       2.76      -0.78       2.63      -0.29      284.3       15.9        7.8      0.543       21.6      13.16       9.77
2009  200  79109820       2.62      -0.85       2.40      -0.60      285.1       16.2        7.9      0.638       20.3      14.04      10.03
2009  200  79207757       2.62      -0.89       2.32      -0.82      284.9       16.3        8.0      0.653       20.2      14.11      10.03
2009  200  79293453       2.66      -0.96       2.26      -1.02      284.0       18.0        8.4      0.810       20.0      14.23       9.56
2009  200  79403632       2.63      -0.97       2.22      -1.03      284.8       16.2        7.9      0.628       20.4      13.95      10.01
2009  200  79501570       2.73      -1.02       2.28      -1.09      284.5       16.2        7.8      0.576       21.4      13.31       9.75
2009  200  79599507       2.71      -0.97       2.28      -1.09      284.3       16.5        7.8      0.612       21.1      13.44       9.71
2009  200  79697453       2.68      -0.94       2.27      -1.08      284.7       16.2        7.8      0.599       20.9      13.63       9.89
2009  200  79795390       2.63      -0.88       2.22      -1.10      285.0       16.3        8.0      0.643       20.3      14.05      10.02
2009  200  79890265       2.63      -0.99       2.14      -1.16      285.1       16.5        7.9      0.656       20.4      13.99       9.93
2009  200  79988203       2.59      -1.01       2.12      -1.08      284.8       16.4        8.0      0.669       20.0      14.24      10.06
2009  200  80087671       2.30      -0.77       1.94      -0.86      286.4       17.1        8.5      0.986       17.2      16.65      10.57
2009  200  80181023       1.19       0.24       1.15       0.10      283.8       18.7        8.1      4.183        9.1      31.12      11.53
2009  200  80269781       1.87       0.79       1.60       0.44      284.0       19.1        8.9      1.964       13.7      20.79      10.47
2009  200  80379960       1.46       0.73       1.06       0.67      285.0       16.7        8.6      2.352       10.9      26.16      12.29
2009  200  80477898       1.40       0.89       0.68       0.83      283.8       16.9        8.4      2.599       10.5      27.05      12.22
2009  200  80575835       1.39       0.97       0.50       0.85      285.1       17.7        8.7      2.929       10.3      27.64      11.90
2009  200  80673773       0.93       0.56       0.65       0.36      284.3       17.0        8.7      6.083        6.9      41.16      12.93
2009  200  80771710       0.86       0.36       0.76       0.14      284.3       17.4        8.8      7.665        6.3      45.15      12.77
2009  200  80868257       1.31       0.41       1.21       0.19      283.6       17.1        8.7      3.132        9.7      29.35      12.29
2009  200  80966203       1.24       0.24       1.21       0.05      283.2       17.2        8.7      3.543        9.1      31.04      12.35
2009  200  81064140       1.20       0.31       1.14       0.18      283.5       17.2        8.6      3.732        8.9      31.90      12.42
2009  200  81162078       1.23       0.38       1.15       0.19      283.1       17.0        8.7      3.513        9.1      31.19      12.45
2009  200  81249164       1.28       0.33       1.22       0.14      283.5       19.1        9.3      4.374        9.2      30.96      11.26
2009  200  81359343       1.21       0.27       1.17      -0.02      284.5       17.1        8.8      3.710        8.9      32.05      12.51
2009  200  81457281       1.22       0.30       1.17      -0.07      284.5       16.8        8.7      3.480        9.0      31.54      12.64
2009  200  81553828       1.17       0.51       1.04      -0.03      283.5       16.9        8.7      3.809        8.7      32.77      12.65
2009  200  81648710       1.13       0.54       0.98       0.05      283.9       17.3        8.9      4.363        8.3      34.36      12.51
2009  200  81748039       1.22       0.17       1.18      -0.20      286.5       16.6        9.0      3.517        8.9      32.27      12.88
2009  200  81842914       1.19       0.29       1.06      -0.28      285.9       16.7        8.9      3.740        8.7      33.02      12.84
2009  200  81940851       1.28       0.54       1.12      -0.28      286.7       16.2        8.9      2.989        9.4      30.63      13.08
2009  200  82429164       1.71       0.23       1.60      -0.11      285.9       16.5        8.5      1.668       12.8      22.40      11.97
2009  200  82531546       1.46       0.11       1.42      -0.26      286.5       16.8        8.7      2.449       10.7      26.69      12.34
2009  200  82623507       1.74       0.12       1.54       0.49      283.6       16.8        8.1      1.578       13.3      21.26      11.58
2009  200  82732015       2.08      -0.21       1.05       1.78      286.0       16.7        8.7      1.172       15.4      18.54      11.16
2009  200  82826890       2.17      -0.22       1.16       1.82      286.6       17.4        8.9      1.198       15.9      18.03      10.78
2009  200  82924828       2.16      -0.08       1.47       1.55      286.4       17.2        8.7      1.159       16.0      17.94      10.84
2009  200  83022765       2.04       0.07       1.71       1.09      285.8       17.7        8.7      1.364       15.1      18.89      10.82
2009  200  83120703       2.04       0.26       1.61       1.20      285.6       18.4        8.8      1.498       15.0      19.02      10.55
2009  200  83204867       2.19       0.21       1.95       0.05      286.1       19.3        9.2      1.496       15.7      18.17      10.09
2009  200  83315046       2.23       0.42       2.10      -0.16      286.2       17.5        8.8      1.129       16.4      17.42      10.61
2009  200  83411460       2.28       0.48       2.12       0.67      285.6       18.2        8.8      1.185       16.8      17.04      10.22
2009  200  83512460       2.45       0.54       2.25       0.77      285.9       17.8        8.7      0.975       18.1      15.82      10.08
2009  200  83610398       2.62       0.59       2.36       0.98      285.7       17.6        8.8      0.833       19.3      14.84       9.89
2009  200  83708335       2.69       0.53       2.50       0.82      286.2       18.3        8.7      0.848       19.9      14.39       9.55
2009  200  83806273       2.73       0.50       2.62       0.60      286.0       17.8        8.7      0.770       20.2      14.12       9.62
2009  200  83904210       2.75       0.45       2.68       0.43      286.4       18.2        8.8      0.813       20.2      14.18       9.52
2009  200  83999085       2.74       0.41       2.70       0.15      286.0       18.5        8.9      0.857       20.0      14.29       9.45
2009  200  84101085       2.71       0.45       2.67       0.02      286.0       18.0        8.8      0.818       19.9      14.35       9.62
2009  200  84184249       2.56       0.58       2.47       0.09      285.6       19.2        9.1      1.077       18.5      15.47       9.57
2009  200  84295960       2.53       0.36       2.46      -0.24      287.1       18.4        9.4      1.046       18.0      15.99       9.97
2009  200  84390835       2.54       0.10       2.44      -0.23      289.2       19.9       10.8      1.394       16.8      17.18       9.77
2009  200  84488773       2.48      -0.40       2.36      -0.60      290.4       18.0        9.6      1.069       17.4      16.67      10.33
2009  200  84586710       2.44      -0.36       2.37      -0.42      290.2       17.7        9.5      1.053       17.3      16.78      10.45
2009  200  84684789       2.48      -0.23       2.42      -0.46      291.0       17.1        9.1      0.910       17.9      16.25      10.56
2009  200  84782585       2.47      -0.00       2.44      -0.16      289.0       18.1        9.5      1.077       17.4      16.59      10.26
2009  200  84880523       2.30       0.34       2.26      -0.12      288.8       17.7        9.8      1.223       16.0      18.04      10.72
2009  200  84978460       2.46       0.30       2.39       0.10      289.2       16.4        9.3      0.874       17.6      16.47      10.83
2009  200  85074867       2.47       0.65       2.37       0.11      285.6       17.7        9.7      1.043       17.3      16.46      10.28
2009  200  85163624       2.59       0.66       2.51      -0.06      286.0       19.1       10.1      1.150       17.8      16.06       9.73
2009  200  85275335       2.54       0.40       2.49      -0.19      287.5       18.0        9.7      1.025       17.8      16.16      10.14
2009  200  85370210       2.44      -0.19       2.37      -0.54      289.0       18.1       10.0      1.143       16.9      17.10      10.38
2009  200  85468148       2.40      -0.14       2.36      -0.42      288.0       17.5        9.7      1.081       16.8      17.15      10.59
2009  200  85566085       2.66      -0.27       2.58      -0.58      286.8       17.7        9.6      0.892       18.7      15.33      10.03
2009  200  85664023       2.70      -0.30       2.50      -0.93      288.1       17.6        9.5      0.853       19.0      15.13      10.02
2009  200  85761960       2.65      -0.47       2.35      -1.14      287.8       17.3        9.7      0.866       18.6      15.50      10.22
2009  200  85859898       2.68      -0.41       2.39      -1.12      288.1       17.4        9.7      0.862       18.7      15.40      10.17
2009  200  85957835       2.71      -0.50       2.38      -1.20      288.2       17.7        9.8      0.882       18.8      15.30      10.03
2009  200  86055773       2.53      -0.33       2.32      -0.75      290.0       17.6       10.1      1.029       17.4      16.71      10.48
2009  200  86139945       2.79       0.28       2.76       0.28      287.7       19.6       10.0      1.037       19.2      14.98       9.37
2009  200  86251656       2.78       0.47       2.73       0.14      287.1       18.6        9.8      0.925       19.4      14.83       9.59
2009  201    145466       2.80      -0.25       2.75      -0.44      289.8       19.1       10.1      0.984       19.2      15.06       9.57
2009  201    240343       2.99      -0.60       2.79      -0.71      289.4       18.5        9.6      0.772       21.0      13.76       9.36
2009  201    338280       3.05       0.12       3.01      -0.34      286.9       18.8        9.5      0.757       21.6      13.27       9.08
2009  201    436218       3.08       0.10       3.05      -0.37      287.5       19.2        9.6      0.784       21.7      13.28       9.00
2009  201    534155       3.18      -0.16       3.12      -0.54      289.9       18.9        9.4      0.699       22.6      12.85       8.98
2009  201    632234       3.19      -0.49       3.08      -0.67      291.6       19.7        9.9      0.796       22.1      13.19       8.90
2009  201    730030       3.17      -0.22       3.08      -0.56      287.5       20.0        9.9      0.827       22.0      13.08       8.74
2009  201    827967       3.41       0.09       3.36      -0.56      288.1       19.5        9.2      0.628       24.6      11.73       8.41
2009  201    925905       3.48       0.01       3.41      -0.70      288.6       19.6        9.5      0.631       24.7      11.69       8.38
2009  201   1013130       3.26      -0.73       3.16      -0.29      288.5       19.8       10.3      0.800       22.2      13.02       8.78
2009  201   1124840       3.08      -0.85       2.95      -0.15      287.7       17.8        9.0      0.631       22.5      12.81       9.18
2009  201   1219717       3.06      -1.01       2.89      -0.10      287.7       18.7        9.8      0.766       21.4      13.47       9.19
2009  201   1317654       3.10      -1.07       2.90      -0.04      286.5       18.3        9.7      0.708       21.7      13.18       9.18
2009  201   1415592       3.07      -0.96       2.92      -0.05      287.2       18.6        9.8      0.756       21.4      13.42       9.19
2009  201  23727128       5.21      -0.17       2.80      -4.11      318.3       20.3       13.5      0.430       31.0      10.27       8.01
2009  201  23815882       5.30       0.37       2.43      -4.66      312.1       24.3       15.3      0.676       29.6      10.55       7.44
2009  201  23926064       5.26      -0.22       2.43      -4.64      316.0       24.8       16.1      0.751       28.6      11.06       7.59
2009  201  24020941       5.11      -0.52       2.32      -4.50      317.1       25.3       15.9      0.821       27.9      11.35       7.60
2009  201  24118878       5.11      -0.91       2.25      -4.48      320.8       24.3       15.3      0.727       28.5      11.24       7.78
2009  201  24210695       5.13      -0.74       1.91      -4.68      323.1       23.4       15.5      0.679       28.5      11.36       7.99
2009  201  24308632       5.10      -0.51       1.83      -4.52      319.4       24.1       14.8      0.691       28.9      11.04       7.73
2009  201  24406570       5.13       0.88       2.69      -4.22      314.7       25.5       16.6      0.862       27.5      11.46       7.57
2009  201  24510630       4.91       0.10       2.30      -4.33      313.0       23.2       16.0      0.747       26.8      11.69       8.02
2009  201  24607177       4.78       0.16       1.97      -4.35      312.1       24.2       16.5      0.888       25.7      12.16       7.96
2009  201  24706505       4.99       0.27       2.74      -3.56      311.4       22.4       14.3      0.605       28.8      10.83       7.84
2009  201  24795296       5.52       0.15       0.50      -5.48      309.8       23.6       15.9      0.608       30.2      10.24       7.41
2009  201  24900992       5.66       0.02       0.38      -5.64      309.1       21.7       14.8      0.454       32.1       9.62       7.42
2009  201  24997398       5.67      -0.02       0.28      -5.63      309.6       23.9       15.4      0.578       31.5       9.83       7.19
2009  201  25095335       5.55       0.03      -0.01      -5.52      311.3       21.0       16.1      0.488       30.1      10.33       7.85
2009  201  25193273       5.36      -0.12      -0.19      -5.34      311.6       20.4       16.2      0.492       29.1      10.73       8.14
