                       Wind MFI and SWE Data, 1 hour resolution, GSM coordinates
Year  DOY  millisecs       B          Bx         By         Bz         V          Np        Psw      Epsilon      VBs    
                           nT         nT         nT         nT        km/s       cm^3       nPa      10^11 W      mV/m   
1998  266  84620523       7.27      -2.23       0.10      -5.95      465.1        4.4    1.84892      4.900    2.76737
1998  267   1771593       5.19       1.27      -3.76      -1.84      450.1        5.4    2.12318      1.251    0.82691
1998  267   5354790       6.72       1.38      -3.50      -3.95      440.2        5.6    2.11534      3.024    1.73698
1998  267   9042699       7.59       1.57      -0.46      -5.96      451.6        6.0    2.36935      5.170    2.69300
1998  267  12616483       8.50      -2.91       2.53      -6.55      464.8        5.4    2.28026      6.249    3.04316
1998  267  16202879       8.89      -5.40       3.25      -6.13      498.8        4.4    2.11970      6.962    3.05807
1998  267  19788501       7.70      -5.91       1.99      -4.11      510.3        4.2    2.11018      5.444    2.09607
1998  267  23374826       7.33      -5.96       2.71      -2.95      504.2        4.4    2.19257      4.073    1.48559
1998  267  34211968       8.96      -8.23       3.00      -1.38      464.9        4.7    1.95157      3.733    0.63999
1998  267  37792851       8.99      -7.32       4.92      -1.06      478.8        5.7    2.52977      2.828    0.50862
1998  267  41379031      10.08      -8.12       5.71      -1.28      471.5        4.9    2.13385      3.541    0.60147
1998  267  44970222       9.89      -7.46       5.56      -1.32      471.4        5.3    2.26695      3.478    0.62144
1998  267  55826117      10.74      -8.17       6.51      -1.44      472.1        5.6    2.41619      4.013    0.68151
1998  267  62989390      12.22      -9.48       7.21      -1.58      454.9        5.1    2.06177      4.993    0.71998
1998  267  66569421      12.39      -8.62       7.61      -1.42      471.1        5.5    2.35426      5.051    0.66993
1998  267  70158937      11.16      -5.35       6.73      -3.95      547.0        7.6    4.41670      7.706    2.16313
1998  267  73756210       9.76      -4.50       5.94      -3.82      492.9        8.8    4.15392      5.547    1.88079
1998  267  77425351      10.66      -3.33       7.21      -4.71      456.0        9.8    3.94970      6.181    2.14985
1998  267  81005390      12.92      -5.27      10.90      -2.25      438.2        6.9    2.58533      5.265    0.98449
1998  267  84618218      28.41     -10.29      24.41       2.85      626.4       22.1   16.78814     19.688    0.00000
1998  268   1758419      25.16      -5.81      19.72       2.69      673.4       16.0   14.06182     15.877    0.00000
1998  268   9013794      19.45       2.86       3.24     -15.78      770.9        4.7    5.38724     56.961   12.16371
1998  268  12636993      18.10      -2.53      12.95     -11.95      790.1        4.9    5.91392     36.297    9.43952
1998  268  16180964      16.89      -1.73       9.79     -13.51      816.2        4.3    5.60465     38.016   11.02795
1998  268  19800187      16.30      -1.13      10.09     -12.55      818.3        5.6    7.23923     34.274   10.26559
1998  268  27041621      17.89      -5.27      13.24     -10.05      847.1        5.3    7.34105     34.793    8.51512
1998  268  30576351      19.52      -4.35      13.43     -13.27      809.2        2.5    3.15603     44.529   10.73629
1998  268  34193941      19.44      -2.28      13.17     -13.99      764.4        2.2    2.44841     43.000   10.69149
1998  268  37816363      18.92      -5.77      13.70     -11.20      738.3        1.9    2.05749     35.111    8.26767
1998  268  41438499      19.50      -4.68      14.52     -11.87      739.5        2.0    2.13175     37.362    8.78026
1998  268  44975640      19.42      -5.62      16.14      -9.10      715.9        1.4    1.41944     29.907    6.51795
1998  268  52176437      17.81      -7.15      15.46      -4.69      656.2        1.9    1.58270     17.274    3.07828
1998  268  55819027      17.28     -12.21      11.86       1.12      685.7        3.5    3.19840      8.370    0.00000
1998  268  59387445      17.16     -13.30      10.29       3.02      704.8        3.8    3.69718      5.334    0.00000
1998  268  62964386      16.73     -13.01      10.18       2.54      680.9        5.6    5.05646      5.454    0.00000
1998  268  66610203      16.21     -12.42       9.10       4.71      684.2        9.3    8.42637      2.616    0.00000
1998  268  70187710      15.52     -13.55       5.55       4.92      686.3       10.2    9.28524      0.933    0.00000
1998  268  73832789      15.07     -13.31       3.38       6.14      662.1        5.4    4.56216      0.115    0.00000
1998  268  81011679      11.45     -10.68       2.09       3.45      659.2        4.5    3.82391      0.090    0.00000
1998  269   5444793      11.05     -10.73      -1.34       2.00      637.3        5.1    4.03374      0.110    0.00000
1998  269  12639393      10.21      -9.85      -1.66       1.98      625.6        5.6    4.25120      0.178    0.00000
1998  269  16218538       9.75      -9.18      -1.86       2.66      613.3        4.6    3.38392      0.095    0.00000
1998  269  19803443       9.28      -8.47      -2.73       2.58      605.0        4.6    3.24766      0.255    0.00000
1998  269  23391978       9.03      -8.05      -3.57       1.90      603.8        3.1    2.20499      0.688    0.00000
1998  269  26976093       8.90      -7.75      -3.87       1.96      601.3        3.5    2.44228      0.711    0.00000
1998  269  30587433       8.83      -7.65      -3.65       2.39      586.2        3.9    2.61148      0.464    0.00000
1998  269  37830433       8.95      -7.07      -3.90       2.63      579.5        1.4    0.90416      0.448    0.00000
1998  269  45010042       8.64      -3.99      -6.82      -2.50      585.4        1.6    1.09095      3.941    1.46617
1998  269  48587843       8.77      -2.17      -6.45      -4.42      568.1        1.0    0.64314      5.339    2.51262
1998  269  52203730       8.54       0.53      -5.59      -6.36      538.3        0.6    0.32344      6.002    3.42566
1998  269  55808812       8.23      -0.41      -5.85      -5.40      529.2        0.8    0.43705      5.033    2.86006
1998  269  59390429       6.99      -3.01      -3.31      -1.27      515.4        1.3    0.67118      2.318    0.65558
1998  269  62999425       6.17      -3.81      -3.68       0.56      562.0        1.5    0.94234      0.772    0.00000
1998  269  70193171       6.00      -3.45      -3.67       1.96      532.5        2.2    1.18575      0.267    0.00000
1998  269  73823234       4.56      -0.56       0.02       0.24      585.6        2.8    1.86879      0.000    0.00000
1998  269  77381375       4.34       0.01       2.23      -0.55      594.6        2.5    1.70106      0.859    0.32924
1998  269  81036476       5.21       0.04       3.42       0.96      589.2        2.9    1.93065      0.424    0.00000
1998  269  84622992       6.09      -1.43      -1.78      -2.16      572.4        2.6    1.64029      3.321    1.23847
1998  270   1793674       5.33      -1.95      -3.65       1.05      571.7        2.2    1.40036      0.425    0.00000
