                           Wind MFI and SWE Data, 1 minute resolution, GSE coordinates
Year  DOY  millisecs       B          Bx         By         Bz       Theta       Phi         V          Vx         Vy         Vz    
                           nT         nT         nT         nT        deg        deg        km/s       km/s       km/s       km/s   
2011  253  38566070      11.30      -0.17      -5.84       9.49      58.36     268.32      486.6     -486.4        7.2        8.6
2011  253  38664332      11.70      -1.43      -8.10       8.25      45.07     260.01      494.2     -494.1       -6.9       -6.6
2011  253  38760917      11.08      -1.48      -6.59       8.76      52.35     257.33      495.0     -495.0       -3.2        2.0
2011  253  38858898      10.93      -1.16      -5.39       9.42      59.68     257.88      493.0     -492.9        3.3        7.2
2011  253  38955480      11.45      -0.75      -6.03       9.55      57.55     262.90      492.0     -491.9       -1.7        8.9
2011  253  39642320      12.27      -0.45      -6.98      10.00      55.01     266.32      484.8     -484.8        2.1        4.8
2011  253  39740441      12.24      -0.81      -6.46      10.36      57.87     262.84      485.9     -485.9        1.7        2.4
2011  253  39838558      12.10      -0.82      -6.45      10.19      57.45     262.78      488.5     -488.5        1.7        6.4
2011  253  39936679      12.13      -0.76      -6.72      10.04      56.03     263.51      489.7     -489.7       -0.7        3.4
2011  253  40034792      12.17      -0.79      -6.34      10.36      58.35     262.86      489.5     -489.5        0.1        4.8
2011  253  40132917      12.30      -0.58      -6.71      10.29      56.79     265.10      490.0     -489.9       -0.9        4.6
2011  253  40231035      12.41      -0.53      -7.15      10.12      54.68     265.77      490.6     -490.6       -2.2        1.4
2011  253  40342953      12.41      -0.74      -7.28      10.02      53.87     264.16      488.5     -488.5       -1.9        4.5
2011  253  40430335      12.56      -0.87      -7.36      10.15      53.87     263.28      488.8     -488.8       -2.6        2.1
2011  253  40525394      12.57      -0.73      -7.36      10.15      53.91     264.35      488.3     -488.3       -2.7        2.5
2011  253  40623511      12.55      -0.43      -7.51      10.03      53.13     266.69      486.3     -486.3       -1.4        3.7
2011  253  40721632      12.65      -0.48      -7.50      10.17      53.54     266.32      488.4     -488.3       -5.4       -0.5
2011  253  40819753      12.47      -0.41      -7.23      10.15      54.48     266.72      487.2     -487.2       -3.9        4.3
2011  253  40917867      12.32      -0.42      -7.60       9.68      51.81     266.81      487.1     -487.1       -7.1        0.3
2011  253  41014593      12.58       0.13      -8.34       9.37      48.33     270.86      485.3     -485.2       -5.9       -5.2
2011  253  41114109      12.74      -0.34      -7.87       9.99      51.75     267.54      486.6     -486.5       -6.5       -4.8
2011  253  41210835      12.84       0.73      -6.96      10.75      56.94     276.02      480.8     -480.8       -1.2       -3.0
2011  253  41322749      12.98       1.40      -6.41      11.20      59.63     282.32      479.6     -479.6       -2.6       -0.0
2011  253  41410140      13.00       0.95      -6.28      11.34      60.75     278.62      480.1     -480.1       -1.6        0.2
2011  253  41508257      13.06       0.90      -6.36      11.37      60.53     278.07      480.5     -480.5       -2.3       -0.0
2011  253  41606378      13.17       1.13      -6.54      11.37      59.75     279.80      478.7     -478.7       -2.6        1.0
2011  253  41704496      13.16       0.90      -6.57      11.37      59.77     277.78      478.4     -478.4       -3.2        1.5
2011  253  41801085      13.17       0.75      -6.59      11.37      59.73     276.51      477.5     -477.5       -4.6        1.5
2011  253  41900734      13.00       0.17      -6.45      11.23      60.11     271.47      480.5     -480.5       -3.1        2.8
2011  253  41997183      12.86       1.17      -5.68      11.44      63.13     281.68      471.4     -471.3        5.6        2.5
2011  253  42092375      13.16       1.80      -5.69      11.70      62.95     287.58      469.7     -469.6        6.0       -2.5
2011  253  42190355      13.30       2.47      -5.46      11.84      63.15     294.33      465.0     -465.0        3.9        3.8
2011  253  42303804      13.34       2.08      -6.16      11.63      60.79     288.63      468.0     -467.9        3.6        3.7
2011  253  42386730      13.45       2.49      -5.89      11.83      61.59     292.91      467.3     -467.3        4.3        3.4
2011  253  42484855      13.13       2.50      -5.37      11.70      63.16     294.93      463.5     -463.5       -0.1        4.7
2011  253  42582972      13.26       3.35      -5.64      11.50      60.31     300.73      465.3     -465.3        3.9        2.9
2011  253  42682484      13.29       3.55      -4.63      11.89      63.85     307.47      464.0     -463.9        3.1        8.5
2011  253  42782136      13.47       2.42      -4.71      12.35      66.78     297.18      471.3     -471.2        2.8        5.3
2011  253  42880257      13.32       1.49      -6.16      11.66      61.47     283.63      472.0     -471.9       -1.4        6.9
2011  253  42978371      13.23       1.42      -5.93      11.71      62.51     283.43      472.5     -472.3       -0.4       10.8
2011  253  43078167      13.50       1.03      -5.74      12.03      64.13     280.20      478.0     -477.8       -4.2       15.0
2011  253  43174261      13.38       2.44      -4.38      12.39      67.99     299.09      471.9     -471.1       20.0       18.4
2011  253  43284996      13.44       3.52      -3.86      12.37      67.11     312.39      469.6     -469.3       -2.4       17.5
2011  253  43376980      13.60       3.17      -3.69      12.68      69.00     310.65      471.7     -471.5       -2.4       15.0
2011  253  43468972      13.59       3.17      -3.13      12.83      70.84     315.30      473.0     -472.7       -0.9       16.6
2011  253  43567093      13.57       2.75      -3.75      12.73      69.94     306.19      471.6     -471.3       -0.0       15.3
2011  253  43665210      13.49       2.87      -5.55      11.92      62.34     297.34      468.5     -468.2       -4.1       14.5
2011  253  43763296      13.31       2.69      -5.91      11.62      60.78     294.44      469.5     -469.1      -10.4       13.9
2011  253  43862269      13.58       2.03      -4.93      12.43      66.79     292.38      473.7     -473.4        0.0       14.6
2011  253  63784402       9.28       4.42      -7.92       1.56       9.79     299.14      452.7     -452.2       17.7      -12.2
2011  253  63869359       8.34       2.28      -7.53       2.16      15.35     286.86      467.0     -466.1       27.0        6.3
2011  253  64169066       7.92       2.90      -7.19       0.28       2.04     291.97      478.7     -476.5       32.8      -31.8
2011  253  64264261       7.76       3.69      -6.30       0.40       3.10     300.36      481.0     -477.0       51.2      -34.3
2011  253  64350117       8.30       5.16      -6.11       1.40       9.95     310.22      466.2     -465.9       13.3      -10.7
2011  253  64464273       8.29       6.17      -0.87       5.09      39.22     352.01      447.4     -444.7       45.3      -20.8
2011  253  64560046       8.11       3.76      -2.36       6.44      55.41     327.85      467.0     -465.0       43.1        2.8
2011  253  64657445       8.11       4.99      -1.19       5.69      47.95     346.56      459.3     -457.7       32.4      -20.7
2011  253  64768550       9.06       6.17      -4.76       4.23      28.46     322.36      452.3     -451.6       -5.6       24.2
2011  253  64854578       8.90       2.68      -3.06       6.00      55.86     311.27      479.0     -476.3       49.9       -7.3
2011  253  64949417      10.27       0.29     -10.13       0.72       4.07     271.63      483.0     -482.1       15.0      -26.0
2011  253  65047535      10.89      -0.89     -10.67      -1.31      -6.97     265.21      482.8     -481.2       20.0      -33.8
2011  253  65146507      11.16      -1.88     -10.72      -2.16     -11.22     260.07      490.9     -489.1       13.0      -40.4
2011  253  65239316      12.11      -1.27     -11.86      -2.06      -9.78     263.90      492.4     -490.3       -6.2      -44.8
2011  253  65341210      11.81      -0.34     -11.69      -1.33      -6.49     268.36      488.0     -485.6        3.7      -48.3
2011  253  65434730      12.10       0.75     -12.05      -0.21      -1.01     273.58      489.4     -487.3       -5.6      -44.8
2011  253  67982742      10.55       8.18       3.86      -4.47     -26.32      25.25      500.3     -487.1       64.4      -94.0
2011  253  68094664      10.07       7.28       6.70      -0.98      -5.65      42.61      512.7     -502.4       74.1      -70.8
2011  253  68184335      10.33       7.11       6.65       3.23      18.35      43.08      506.0     -497.7       72.6      -54.7
2011  253  68293968       8.93       4.92       6.30       2.85      19.64      52.01      499.5     -490.5       69.4      -64.1
2011  253  68380570       9.95       4.07       8.97       1.02       5.94      65.58      510.2     -501.3       68.5      -65.4
2011  253  68478687      10.76       1.18      10.31      -2.16     -11.78      83.47      516.8     -507.2       64.8      -75.0
2011  253  68576812      10.81       3.64       9.77       0.23       1.27      69.57      511.5     -500.1       78.4      -73.9
2011  253  68695640       9.91       5.40       6.35       3.66      23.71      49.66      475.5     -466.6       78.4      -47.3
2011  253  68779148       9.70       4.10       7.58       3.49      22.03      61.59      507.0     -500.8       58.8      -52.4
2011  253  68880468       9.35      -0.20       7.59      -1.99     -14.67      91.52      531.1     -520.5       54.3      -90.7
2011  253  68972421       8.21      -2.82       3.70      -6.14     -52.86     127.27      538.6     -529.0       41.0      -92.5
2011  253  69069718       7.91       2.06       5.89      -2.94     -25.26      70.67      519.7     -510.7       61.2      -74.7
2011  253  69159359       8.56       6.03       3.11       2.68      21.55      27.30      500.5     -497.3       34.7      -44.6
2011  253  69262039      10.58       8.37       2.63       5.90      33.91      17.42      489.7     -487.4       37.7      -28.8
2011  253  69357124      10.43       9.22       2.70       3.85      21.84      16.34      486.4     -481.9       49.6      -43.5
2011  253  69465265      10.38       9.15       2.41       3.78      21.80      14.78      475.0     -470.7       41.1      -48.3
2011  253  69553507      10.24       9.84       0.77       2.46      14.01       4.47      465.5     -463.1       34.0      -32.5
2011  253  69666921      10.59      10.56       0.63       0.16       0.88       3.42      475.6     -471.6       19.3      -58.6
2011  253  69749703      10.80      10.63       1.78      -0.50      -2.65       9.50      477.6     -469.6       21.9      -84.3
2011  253  69851609      10.95      10.70       1.45      -1.46      -7.67       7.74      483.8     -479.5       23.9      -59.5
2011  253  69949046      10.69      10.17       2.60      -0.44      -2.42      14.31      479.3     -474.3       29.3      -62.6
2011  253  70046304      10.59       9.54       4.56      -0.10      -0.54      25.56      493.3     -489.4       32.5      -52.7
2011  253  70137476      10.84       9.68       3.62      -2.65     -14.38      20.49      492.7     -488.1       30.5      -60.0
2011  253  70239476      10.57       9.16       3.26      -3.65     -20.56      19.58      492.5     -483.8       47.7      -78.6
2011  253  70333687      11.13      11.07      -0.31      -0.48      -2.49     358.38      483.8     -481.0       24.3      -46.2
2011  253  70442710      10.12       6.60       1.93      -5.21     -37.14      16.25      510.0     -499.6       43.2      -93.3
2011  253  70533156       9.23       7.99       1.72      -4.01     -26.12      12.13      488.2     -480.4       26.0      -82.9
2011  253  70649531       9.25       8.43       2.96      -1.80     -11.39      19.36      484.2     -479.8       44.2      -48.1
2011  253  70727867       9.25       8.62       1.45      -2.79     -17.71       9.57      481.0     -476.5       36.6      -54.4
2011  253  70827523       8.90       6.66      -0.55      -5.75     -40.67     355.29      479.3     -472.2       19.5      -79.5
2011  253  70917937       8.70       7.71       1.41      -3.41     -23.48      10.33      476.6     -470.3       32.8      -70.4
2011  253  71018296       9.43       8.40       2.11      -3.59     -22.49      14.07      484.3     -480.2       32.0      -53.6
2011  253  71115609       9.41       8.89       1.88      -2.25     -13.93      11.95      476.5     -471.8       31.3      -59.3
2011  253  71212328       9.42       9.06       0.49      -2.29     -14.19       3.11      473.7     -467.9       25.8      -69.5
2011  253  71315718       8.94       7.97       0.86      -1.44     -10.17       6.17      465.1     -460.9       44.7      -42.9
2011  253  71418437       8.55       4.86       5.68      -3.91     -27.61      49.45      505.4     -500.9       43.0      -52.1
2011  253  71511281       8.51       5.51       3.90      -2.81     -22.58      35.25      504.4     -499.6       45.5      -52.6
2011  253  71620812       8.72       8.18      -2.24      -0.01      -0.03     344.67      467.2     -466.3      -19.9      -21.2
2011  253  71710414       8.94       7.39       1.15       2.60      19.18       8.88      473.2     -471.1       28.0       35.3
2011  253  71817765       8.95       6.99       5.24      -0.59      -3.86      36.87      475.4     -472.1       46.1      -30.3
2011  253  71904507       7.88       3.96       6.12      -2.02     -15.50      57.09      493.5     -492.3       14.6      -30.6
2011  253  72008687       7.77       0.92       6.01      -4.33     -35.44      81.30      503.4     -501.8        7.4      -39.9
2011  253  72096757      10.00       3.24       9.14      -1.26      -7.39      70.49      491.4     -490.3       17.8      -27.4
2011  253  72191812       9.72       4.09       8.44       1.23       7.45      64.14      486.0     -484.9       16.1      -27.7
2011  253  72299125       8.96      -0.25       8.37      -2.18     -14.62      91.69      491.0     -489.4       21.5      -34.5
2011  253  72389726       9.56       2.78       8.71      -1.56      -9.68      72.27      482.8     -481.4        8.9      -35.0
2011  253  72490765      10.69       4.45       9.59       1.02       5.52      65.13      488.3     -487.6        2.3      -25.7
2011  253  72605749      10.73       6.20       7.02       4.28      24.58      48.56      474.6     -474.5        1.1      -12.0
2011  253  72692453      10.64       5.37       8.70       0.76       4.26      58.34      493.2     -492.0       -5.3      -33.8
2011  253  72773710      10.35       6.77       5.61       4.71      28.16      39.62      474.4     -474.4       -6.2        0.5
2011  253  72867875      10.78       7.02       4.73       6.38      36.97      33.96      477.8     -477.0      -27.2       -4.9
2011  253  72977609      10.08       7.29       5.23       4.55      26.89      35.66      475.8     -475.1      -16.8      -20.0
2011  253  73076375       9.53       6.36       5.74       4.02      25.15      42.04      482.2     -481.8       -9.9      -18.0
2011  253  73174499       9.32       6.40       5.56       3.57      22.84      40.96      478.2     -477.3      -12.4      -26.4
2011  253  73268906       9.12       5.68       6.22       3.37      21.82      47.62      476.2     -475.3      -10.0      -26.9
2011  253  73369242       9.13       5.96       5.61       3.68      24.21      43.27      471.9     -471.7       -5.4      -12.1
2011  253  73471273       8.97       5.20       6.64       2.85      18.66      51.94      476.0     -475.2       -7.7      -26.5
2011  253  73580773       9.08       5.61       5.61       4.25      28.16      45.01      469.8     -469.4       17.2      -10.8
2011  253  73667515       9.00       6.02       4.39       4.72      32.35      36.08      471.7     -471.1      -12.3      -19.5
2011  253  73764781       9.04       6.64       5.20       3.20      20.78      38.05      468.7     -468.2        0.0      -21.2
2011  253  73863679       9.04       6.72       4.28       4.15      27.49      32.50      476.8     -474.4      -41.5      -23.1
2011  253  73957273       9.05       7.30       3.13       4.30      28.46      23.21      469.7     -469.5      -11.6       -8.1
2011  253  74060781       9.22       7.85       3.53       3.21      20.44      24.19      477.5     -473.4      -41.7      -47.4
2011  253  74152624       9.41       8.68       2.68       1.58       9.85      17.17      479.2     -477.6      -27.0      -27.9
2011  253  74253085       9.37       9.07       1.89       1.35       8.28      11.77      468.1     -465.9      -24.5      -38.2
2011  253  74345078       9.41       8.99       0.26       2.45      15.23       1.67      474.1     -470.9      -27.4      -47.9
2011  253  74444054       9.30       7.93       1.44       4.06      26.73      10.30      484.1     -478.8      -53.5      -47.1
2011  253  74558898       9.37       7.48       2.89       4.39      28.71      21.09      481.6     -478.8      -42.7      -30.3
2011  253  74648703       9.51       6.92       4.83       4.31      27.02      34.92      483.1     -481.4      -19.9      -35.6
2011  253  74744406       9.41       7.40       2.99       4.80      31.02      21.97      482.2     -481.0      -17.5      -28.6
2011  253  74840992       9.64       7.26       3.74       5.10      31.99      27.23      486.6     -483.4      -46.2      -31.7
2011  253  74937718      10.40       8.66       1.58       5.42      31.62      10.37      489.6     -485.2      -45.9      -47.1
2011  253  75031976      10.82       9.13      -1.78       5.45      30.34     348.97      482.5     -480.2        2.5      -46.3
2011  253  75135390      10.84       8.13      -4.15       5.23      29.78     332.93      489.8     -486.9        5.1      -53.0
2011  253  75231289      10.91       5.16      -8.31       4.60      25.16     301.84      494.8     -492.5      -25.1      -39.7
2011  253  75327804      10.76       4.05      -8.53       4.94      27.63     295.37      494.3     -491.9      -28.7      -38.8
2011  253  75427523      11.72       5.70      -7.71       6.69      34.90     306.46      499.2     -496.7      -16.3      -47.1
2011  253  75543156      11.17       5.06      -8.65       4.57      24.52     300.33      494.7     -492.3      -31.7      -37.2
2011  253  75632890      10.78       4.63      -9.29       2.68      14.50     296.49      497.6     -494.1      -25.9      -53.6
2011  253  75720351      10.74       5.49      -8.70       2.90      15.74     302.24      484.6     -482.5      -20.0      -41.4
2011  253  75820828      11.46       6.31      -8.65       3.95      20.23     306.11      492.8     -490.8       -3.0      -44.5
2011  253  75911914      11.45       5.58      -9.68       1.67       8.50     299.95      487.4     -485.4      -22.5      -38.2
2011  253  76016242      11.61       4.25      -9.94       3.95      20.08     293.16      487.9     -486.4       -2.0      -38.5
2011  253  76112828      11.85       3.90     -10.73       3.13      15.32     289.98      486.0     -484.2       -3.3      -42.2
2011  253  76209414      11.52       1.21     -11.26       0.64       3.21     276.11      483.6     -482.6       -6.8      -30.8
2011  253  76310601      11.51       2.35     -11.09       1.67       8.40     281.97      484.3     -483.0       -5.1      -34.4
2011  253  76408718      11.77       4.52     -10.20       3.69      18.30     293.88      486.0     -484.7       -4.7      -35.5
2011  253  76524382      11.78       5.12      -8.39       6.44      33.22     301.41      484.6     -483.7       -4.8      -28.6
2011  253  76604960      11.48       5.20      -9.43       2.37      12.39     298.88      488.9     -487.9       -2.4      -31.4
2011  253  76700835      12.05       4.39      -7.57       7.63      41.08     300.12      499.8     -499.4       -7.7      -18.7
2011  253  76806617      11.76       4.26      -6.28       8.81      49.24     304.14      488.5     -487.9      -21.9      -11.9
2011  253  76896242      11.73       4.25      -5.90       8.67      50.02     305.73      489.9     -489.2       -8.4      -24.8
2011  253  77002718      10.58      -1.10     -10.13       2.08      11.53     263.79      508.8     -506.7        4.5      -46.6
2011  253  77095554      11.71       2.35      -7.67       7.71      43.84     287.02      505.2     -504.7      -10.0      -19.1
2011  253  77191250      11.49       5.36      -4.41       8.10      49.43     320.56      489.8     -488.7       29.0      -14.8
2011  253  77295499      11.61       1.11      -7.79       7.56      43.85     278.11      488.3     -488.2        4.3       -9.6
2011  253  77387671      11.29       1.90      -6.78       8.73      51.13     285.61      490.6     -490.5        0.5      -10.1
2011  253  77504039      10.59       1.91      -6.97       7.66      46.67     285.35      491.3     -491.1       -8.8      -10.6
2011  253  77586828      11.35       4.81      -6.70       7.66      42.89     305.67      482.5     -482.4        3.9       -9.8
2011  253  77687335       8.88       5.65      -4.87       2.93      21.47     319.23      483.0     -481.5        3.8      -37.2
2011  253  77787671       8.31       5.55      -4.25       3.96      29.52     322.56      488.7     -487.0       18.2      -36.3
2011  253  77882718       7.89       6.47      -3.88       1.91      14.17     329.07      492.5     -490.4       20.4      -39.9
2011  253  77977781       7.62       5.42      -4.93       1.83      14.04     317.72      482.1     -480.6       13.3      -35.2
2011  253  78078960       7.51       4.98      -5.39      -0.48      -3.78     312.71      487.3     -485.8        1.5      -37.7
2011  253  78178609       7.26       6.10      -3.06      -0.85      -7.12     333.36      489.0     -487.7       -0.4      -36.8
2011  253  78277585       6.98       6.41      -1.49      -1.77     -15.04     346.94      497.9     -496.2      -17.3      -37.6
2011  253  78371101       8.05       5.36      -4.87       2.51      19.08     317.74      484.2     -482.4        2.1      -41.5
2011  253  78489796       8.09       2.90      -6.37       3.58      27.10     294.48      482.8     -482.6       -9.0      -12.2
2011  253  78580429       9.03       4.49      -5.39       5.51      38.15     309.82      499.3     -499.0      -15.7       -7.3
2011  253  78667820       9.35       4.84      -4.69       6.08      42.08     315.90      492.6     -492.6       -3.2       -3.6
2011  253  78767468      11.03       4.58      -7.16       6.40      36.95     302.62      493.4     -493.2       -9.7       -7.1
2011  253  78868656      10.53       5.16      -7.31       4.33      25.84     305.24      492.7     -492.1      -10.9      -21.4
2011  253  78966773      10.02       6.84      -4.15       5.58      34.90     328.75      491.5     -490.4        4.2      -32.5
2011  253  79066289       9.09       6.52      -2.46       5.12      36.31     339.36      487.8     -485.8       19.6      -39.9
2011  253  79159773       8.66       4.43      -1.27       7.15      57.16     343.99      491.2     -490.8      -12.6      -17.1
2011  253  79270156       7.36       5.08      -2.90       3.11      27.99     330.30      519.8     -518.9      -20.1       22.3
2011  253  79360781       5.17       3.67      -2.22       2.70      32.17     328.79      565.0     -564.0      -20.6       25.8
2011  253  79477265       5.43       4.10      -2.34       2.31      26.03     330.23      560.8     -559.8      -22.7       23.7
2011  253  79560054       5.52       4.40      -2.01       2.43      26.62     335.43      562.3     -561.5      -18.0       23.4
2011  253  79655109       5.68       4.06      -3.43       1.90      19.66     319.81      566.1     -564.0      -38.5       30.9
2011  253  79756289       5.81       1.39      -5.44       1.25      12.55     284.30      583.0     -581.2      -44.0       13.8
2011  253  79845078       5.67       2.46      -4.87      -0.07      -0.75     296.84      574.7     -574.1      -23.6       13.5
2011  253  79949320       5.88       4.14      -3.40      -1.50     -15.67     320.62      569.5     -569.2      -16.3       -9.5
2011  253  80045234       5.93       4.24      -3.67      -0.04      -0.42     319.14      567.5     -566.9      -22.7       11.3
2011  253  80143351       5.73       4.30      -3.39       1.65      16.79     321.74      570.3     -569.2      -31.1       15.5
2011  253  80243828       5.40       3.86      -1.40       3.44      39.99     340.03      572.5     -570.8      -27.8       34.7
2011  253  80341945       5.47       3.65      -0.78       3.49      43.06     347.92      581.7     -581.5      -13.9       10.5
2011  253  80458453       5.55       4.03      -1.33       3.25      37.46     341.74      567.6     -566.4      -23.2       29.2
2011  253  80541250       5.37       3.23      -2.14       3.51      42.17     326.42      570.3     -568.8      -30.3       28.4
2011  253  80636304       5.59       3.04      -1.26       4.37      53.03     337.49      575.0     -574.2       -9.4       28.6
2011  253  80737343       5.56       1.38      -4.53       2.70      29.68     286.91      588.0     -586.5      -38.0       18.9
2011  253  80835601       5.69       1.09      -4.93       2.38      25.27     282.44      591.1     -589.9      -34.2       17.2
2011  253  80930695       5.79       1.87      -4.40       3.11      33.07     293.02      583.5     -582.3      -34.6       14.8
2011  253  81028812       5.79       2.78      -4.36       2.10      22.10     302.54      579.4     -578.5      -30.8        9.6
2011  253  81129820       5.86       2.35      -3.81       3.69      39.51     301.71      582.4     -581.1      -21.3       32.7
2011  253  81225015       5.66       2.18      -2.45       4.46      53.65     311.68      583.0     -581.4      -16.5       40.4
2011  253  81323140       5.70       2.63      -2.66       4.20      48.31     314.67      577.2     -575.9      -20.2       33.7
2011  253  81441898       5.62       1.65      -1.83       5.03      63.96     312.05      584.2     -582.4      -21.7       40.4
2011  253  81522437       5.68       1.96      -1.45       5.11      64.49     323.59      584.6     -582.8      -15.8       42.2
2011  253  81617492       5.56       2.27      -1.89       4.69      57.85     320.24      583.0     -581.3      -22.1       38.2
2011  253  81715617       5.54       2.87      -1.83       4.30      51.65     327.53      578.7     -577.4      -21.9       30.7
2011  253  81813734       5.54       3.01      -2.62       3.79      43.51     318.91      576.1     -574.4      -32.0       30.6
2011  253  81911843       5.47       3.26      -2.59       3.24      37.91     321.55      574.8     -573.8      -26.1       19.3
2011  253  82009976       5.59       4.76      -0.81       2.76      29.80     350.36      559.6     -558.8      -24.0       15.3
2011  253  82107234       5.49       4.69      -1.21       2.33      25.67     345.56      561.3     -560.5       -9.6       29.5
2011  253  82203859       5.47       5.00      -0.37       1.99      21.64     355.77      560.4     -560.2       -7.6       14.2
2011  253  82307250       5.47       4.95      -1.81       1.28      13.67     339.98      557.8     -557.4      -13.7       14.4
2011  253  82420031       5.48       4.85      -2.01       1.56      16.52     337.42      558.6     -558.1      -20.8        9.2
2011  253  82501281       5.50       4.60      -2.74       1.11      11.74     329.23      563.3     -563.1      -13.7        2.0
2011  253  82798710       5.47       4.50      -2.00       1.84      20.48     336.06      555.5     -554.8      -21.9       19.4
2011  253  82889835       5.43       4.99      -0.98       1.47      16.15     348.88      560.6     -560.0      -15.9       17.7
2011  253  82992585       5.45       5.16      -0.04       1.44      15.60     359.56      557.9     -557.7        2.5       13.2
2011  253  83093070       5.41       5.14      -0.69       1.22      13.21     352.40      550.4     -549.6       -6.4       28.2
2011  253  83184234       5.47       5.25       0.94       1.00      10.63      10.11      550.7     -550.1        5.7       25.7
2011  253  83282351       5.45       5.33       0.62       0.70       7.47       6.63      547.5     -547.4       -8.6        0.1
2011  253  83400539       5.41       5.31       0.77       0.02       0.21       8.20      555.6     -555.3      -16.3       -4.0
2011  253  83481656       5.50       5.29       1.26       0.17       1.82      13.40      547.4     -547.4       -3.0       -0.6
2011  253  83576710       5.48       5.19       1.42       0.35       3.74      15.27      548.2     -548.1       -8.2        0.9
2011  253  83675648       5.49       5.01       1.66       1.48      15.67      18.33      551.6     -550.9        9.7       24.6
2011  253  83776148       5.50       4.09       2.81       2.29      24.78      34.44      562.3     -561.4       26.2       17.8
2011  253  83874273       5.45       3.68       2.11       3.22      37.25      29.83      568.6     -567.1       22.1       34.9
2011  253  83972359       5.43       4.23       1.72       2.81      31.62      22.09      562.3     -561.0       20.5       32.9
2011  253  84070507       5.40       4.53       0.89       2.64      29.73      11.05      557.9     -556.2        4.4       43.8
2011  253  84168632       5.39       4.21       1.24       2.92      33.62      16.45      565.0     -564.1        3.5       32.4
2011  253  84266749       5.36       3.20       0.77       4.07      51.07      13.51      577.0     -574.9       -4.7       48.8
2011  253  84383265       5.30       4.59       0.83       2.39      27.13      10.20      564.5     -563.7        2.9       29.8
2011  253  84462882       5.37       4.93       0.17       1.93      21.36       1.94      558.8     -558.1       -2.1       28.2
2011  253  84566421       5.36       3.66       0.61       3.34      42.00       9.46      563.4     -563.0       10.0       20.3
2011  253  84667601       5.54      -0.19       1.75       4.98      70.54      96.09      595.9     -594.7       19.0       33.6
2011  253  84755812       5.75      -0.08       1.81       5.43      71.51      92.53      603.4     -601.3       22.2       44.4
2011  253  84855460       5.56       0.99       1.25       5.27      73.16      51.82      593.4     -590.6        7.2       56.3
2011  253  84950382       5.37       4.34       0.62       1.31      16.70       8.12      554.3     -554.1        1.4       14.0
2011  253  85047812       5.37       5.19       0.64      -1.12     -12.05       7.02      553.6     -553.5        3.8        5.4
2011  253  85146617       5.23       5.16       0.47       0.03       0.28       5.18      553.3     -553.2       -1.2       12.2
2011  253  85247765       4.97       4.78       0.98      -0.42      -4.93      11.54      551.5     -551.4      -11.5       -2.8
2011  253  85362789       4.91       4.87       0.26      -0.03      -0.39       3.10      551.6     -551.4       -4.1       11.6
2011  253  85442468       4.82       4.80       0.23      -0.00      -0.03       2.69      554.1     -553.7      -16.7       14.2
2011  253  85542156       4.38       4.34       0.10      -0.48      -6.31       1.26      549.3     -548.6       -7.6       26.2
2011  253  85629515       4.76       4.52       0.46      -1.30     -15.92       5.82      554.3     -554.2       -5.7        9.8
2011  253  85728515       4.80       4.35      -0.19      -1.89     -23.47     357.49      555.5     -555.5        2.4       -5.3
2011  253  85827281       5.49       4.62      -1.14      -2.69     -29.44     346.15      553.9     -553.2      -19.1      -22.2
2011  253  85928460       5.55       4.19      -0.77      -3.51     -39.49     349.54      563.3     -562.0      -16.6      -33.8
2011  253  86025234       5.70       4.82      -0.48      -2.91     -30.97     354.28      561.0     -560.7      -16.7      -10.4
2011  253  86124742       5.61       4.20      -0.44      -3.47     -39.41     353.98      558.3     -557.6      -12.1      -25.2
2011  253  86220640       5.72       3.79      -0.55      -4.14     -47.23     351.72      576.1     -575.4      -22.4      -20.3
2011  253  86339335       5.92       4.06      -1.16      -4.02     -43.63     344.09      564.6     -564.1      -10.3      -20.9
