                                        Wind MFI and SWE Data, 1 minute resolution, GSE coordinates
Year  DOY  millisecs       B          Bx         By         Bz       Theta       Phi         V         Vth         Np        Psw         Pb        Pth        Beta   
                           nT         nT         nT         nT        deg        deg        km/s       km/s       cm^3       nPa        nPa        nPa               
2011  252  49046675      11.08       2.61      -1.02      -8.45     -71.66     338.68      434.2      108.8       19.8    7.23935    0.04887    0.19587      4.008
2011  252  49152425       8.93       4.49       4.66       2.24      19.09      46.03      435.9      109.2       19.1    7.03155    0.03177    0.19010      5.984
2011  252  49250546       9.44       0.27       0.65      -6.70     -84.01      67.12      452.1      111.9       20.6    8.18896    0.03548    0.21636      6.098
2011  252  49345421      17.59      -4.53      -7.90     -15.03     -58.78     240.20      460.1       98.5       14.8    6.08051    0.12313    0.12006      0.975
2011  252  49426679      15.36      -4.12      -8.38     -11.99     -52.10     243.83      447.1      108.0       15.6    6.03982    0.09384    0.15189      1.619
2011  252  49530253      16.05       4.22       5.16      14.57      65.42      50.74      449.3      104.8       15.1    5.92577    0.10245    0.13892      1.356
2011  252  49621558      19.10       3.95      11.57      14.27      49.41      71.15      434.7       95.5       10.5    3.86680    0.14514    0.08047      0.554
2011  252  49733542      15.53       0.02      14.90       2.57       9.78      89.93      436.0      100.6       16.3    6.02883    0.09600    0.13837      1.441
2011  252  49827031      15.31       4.23      13.24       5.53      21.71      72.26      422.8      100.8       13.8    4.80002    0.09325    0.11755      1.261
2011  252  49925042      16.80       5.65       9.17      12.12      48.38      58.34      430.2       89.6       10.6    3.79048    0.11231    0.07080      0.630
2011  252  50023234      18.03       5.90      10.77      13.18      47.03      61.30      431.7       85.7       10.3    3.73019    0.12939    0.06331      0.489
2011  252  50127484      17.64       7.48      11.61      10.75      37.90      57.22      422.7       69.4       12.9    4.48581    0.12383    0.05208      0.421
2011  252  50222539      17.37       6.48      12.68       9.74      34.37      62.92      434.3       68.3       14.1    5.15465    0.12005    0.05495      0.458
2011  252  50317589      17.74       6.34      12.89      10.29      35.60      63.79      431.4       78.9       13.3    4.80592    0.12522    0.06938      0.554
2011  252  50415710      18.62       6.69      12.72      11.78      39.33      62.26      426.6       75.6       10.7    3.76146    0.13798    0.05095      0.369
2011  252  50513863      18.88       4.74      12.28      13.16      44.98      68.88      421.3       65.1       10.7    3.70039    0.14180    0.03804      0.268
2011  252  50611949      19.00       5.00      11.66      14.10      48.00      66.81      433.6       69.2       11.2    4.07383    0.14363    0.04474      0.311
2011  252  50710066      18.74       7.15      12.06      12.10      40.79      59.35      431.0       59.4       10.2    3.68213    0.13973    0.03015      0.216
2011  252  50808046      18.00       8.47      14.22       6.56      21.63      59.22      433.6       73.2       12.4    4.52128    0.12896    0.05547      0.430
2011  252  50901566      18.49       6.97      16.44       4.21      13.27      67.02      441.8       78.4       12.7    4.80183    0.13603    0.06520      0.479
2011  252  51004425      19.58       6.74      17.14       6.33      18.98      68.53      443.1       76.8       10.9    4.14088    0.15251    0.05357      0.351
2011  252  51114773      17.30       5.67      15.44       4.95      16.75      69.83      453.2       91.7       12.4    4.92422    0.11909    0.08686      0.729
2011  252  51196746      17.85       6.75      15.63       5.19      16.94      66.64      453.4       81.8       10.7    4.28607    0.12676    0.06019      0.475
2011  252  51298781      18.30       7.31      15.31       6.72      21.60      64.48      460.3       86.7        9.6    3.96239    0.13324    0.06053      0.454
2011  252  51396898      18.23       4.04      17.04       4.76      15.21      76.65      464.4      102.7       11.3    4.74236    0.13228    0.09996      0.756
2011  252  51499617      19.28       5.99      17.79       4.27      12.80      71.39      485.5       67.9        9.4    4.30373    0.14797    0.03627      0.245
2011  252  51590074      17.95       4.23      15.92       6.60      21.85      75.13      466.0       90.4       10.0    4.23136    0.12816    0.06872      0.536
2011  252  51687339      17.54      11.10      12.09       1.25       4.34      47.46      457.7       90.2       10.6    4.32341    0.12239    0.07233      0.591
2011  252  51784640      18.44      14.70      11.09      -0.84      -2.61      37.03      445.4      100.0       11.1    4.25558    0.13530    0.09251      0.684
2011  252  51887320      18.42      14.16      10.99       0.59       1.88      37.83      428.2      114.3       13.6    4.82021    0.13501    0.14806      1.097
2011  252  51996207      19.18      12.78      14.14       1.31       3.94      47.90      464.5       80.6        9.7    4.07809    0.14634    0.05289      0.361
2011  252  52095964      19.53      15.45      11.71       2.32       6.83      37.17      452.1       88.9       10.1    4.01015    0.15184    0.06684      0.440
2011  252  52177863      19.03      14.96      11.43       2.66       8.05      37.39      447.2       82.1        9.0    3.47609    0.14414    0.05051      0.350
2011  252  52275234      18.26      12.11      13.48       1.66       5.22      48.06      441.9       89.4       10.4    3.93462    0.13264    0.06935      0.523
2011  252  52373632      18.56      11.75      14.03       1.21       3.77      50.05      449.6       97.8       10.6    4.15960    0.13713    0.08489      0.619
2011  252  52471121      18.50      12.45      13.38       2.51       7.82      47.06      448.8       95.1       10.8    4.22295    0.13616    0.08174      0.600
2011  252  52584921      18.83      -3.61      17.61      -5.41     -16.73     101.59      470.6       91.8        9.7    4.18905    0.14114    0.06874      0.487
2011  252  52666316      18.10      -2.24      16.62      -6.65     -21.62      97.69      470.4       95.4       11.2    4.79948    0.13036    0.08511      0.653
2011  252  52767468      20.53      -2.68      18.02      -8.94     -26.15      98.45      456.1       74.6        9.8    3.95150    0.16766    0.04559      0.272
2011  252  52870042      22.94      -4.04      19.17     -11.78     -31.02     101.89      471.3       87.0        7.9    3.39718    0.20936    0.04994      0.239
2011  252  52972085      23.23      -5.74      18.44     -12.86     -33.66     107.30      481.2       72.6        6.9    3.08142    0.21476    0.03022      0.141
2011  252  53075656      21.81      -5.46      16.22     -13.48     -38.22     108.59      457.4       82.7        9.5    3.86710    0.18930    0.05454      0.288
2011  252  53165261      21.84      -3.44      14.63     -15.53     -45.93     103.23      459.0       84.1        8.4    3.44461    0.18976    0.04988      0.263
2011  252  53251753      19.50      -5.31      11.11     -15.03     -50.68     115.52      442.1       71.6        8.4    3.18035    0.15134    0.03592      0.237
2011  252  53359074      20.42       0.17       5.33     -19.56     -74.75      88.21      446.1       88.4        8.6    3.31777    0.16599    0.05623      0.339
2011  252  53451910      19.81       0.91       3.92     -15.13     -75.11      76.89      441.9       89.4        9.7    3.66404    0.15621    0.06468      0.414
2011  252  53550027      18.09      -0.27      11.90     -13.19     -47.92      91.32      449.9      117.0        8.7    3.41771    0.13019    0.09964      0.765
2011  252  53658097      16.49      -0.20       4.67     -15.77     -73.48      92.47      464.1      124.3        8.3    3.48814    0.10825    0.10783      0.996
2011  252  53747156      16.52      -0.12       7.70     -14.29     -61.66      90.92      469.6      104.5        7.3    3.12214    0.10853    0.06667      0.614
2011  252  53845960      17.47      -0.12      11.08     -13.43     -50.49      90.61      467.1      115.6        7.4    3.11427    0.12143    0.08219      0.677
2011  252  53950140      17.34      -0.07       9.54     -14.46     -56.57      90.44      470.0      112.8        6.9    2.95987    0.11969    0.07353      0.614
2011  252  54060597      17.86       0.50      11.00     -13.97     -51.76      87.37      479.4      102.4        6.1    2.71860    0.12688    0.05342      0.421
2011  252  54138105      18.36       0.21      12.38     -13.34     -47.14      89.02      448.1      131.5        6.6    2.57495    0.13409    0.09556      0.713
2011  252  54242320      18.65      -2.66       9.52     -15.51     -57.47     105.63      483.4      108.7        5.6    2.52178    0.13847    0.05500      0.397
2011  252  54332808      18.90       0.15      10.73     -15.53     -55.36      89.18      468.6      101.7        6.0    2.55427    0.14213    0.05191      0.365
2011  252  54443875      19.17       1.16      14.22     -12.71     -41.70      85.32      485.0       91.9        5.0    2.27154    0.14629    0.03518      0.240
2011  252  54536535      19.74       1.29      15.21     -12.44     -39.18      85.15      487.7      125.2        5.4    2.48446    0.15507    0.07063      0.455
2011  252  54634796      19.87       1.09      15.33     -12.54     -39.21      85.94      478.0      112.3        4.7    2.07146    0.15704    0.04928      0.314
2011  252  54728175      19.80       1.69      16.07     -11.39     -35.20      83.99      467.2      121.2        5.4    2.30053    0.15599    0.06675      0.428
2011  252  54833855      19.78       3.72      17.14      -8.84     -26.75      77.76      498.0       99.2        4.4    2.10897    0.15563    0.03608      0.232
2011  252  54943667      20.00       4.86      17.97      -7.28     -21.37      74.87      478.6      101.7        5.1    2.25563    0.15914    0.04389      0.276
2011  252  55030339      19.79       5.24      16.36      -9.52     -29.00      72.26      499.6       88.8        5.3    2.55224    0.15581    0.03478      0.223
2011  252  55121437      19.64       3.75      16.83      -9.03     -27.64      77.44      488.1       95.7        5.9    2.72099    0.15343    0.04505      0.294
2011  252  55216562      19.21       1.46      14.45     -12.54     -40.80      84.25      479.7       83.2        7.2    3.22005    0.14686    0.04174      0.284
2011  252  55327761      17.69       1.45       4.86     -13.11     -68.86      73.39      488.0      101.9        8.0    3.71716    0.12446    0.06986      0.561
2011  252  55419679      14.16      -2.53      -8.17      -6.87     -38.76     252.78      515.7       87.4       10.0    5.15335    0.07980    0.06382      0.800
2011  252  55519363      13.94       2.63       7.32     -11.41     -55.72      70.21      485.5       99.7       11.3    5.18459    0.07732    0.09421      1.218
2011  252  55620445      16.39       2.38       7.39     -14.12     -61.19      72.14      495.1       93.7       10.3    4.90432    0.10685    0.07565      0.708
2011  252  55715636      18.78       0.11       5.00     -17.84     -74.34      88.70      480.5       98.5        5.9    2.64014    0.14028    0.04782      0.341
2011  252  55830660      21.31       5.20      12.88     -16.03     -49.09      68.02      508.6      105.0        5.5    2.73647    0.18063    0.05031      0.279
2011  252  55924105      20.48       0.91       6.45     -18.40     -70.51      81.95      485.4      104.7        6.7    3.08308    0.16685    0.06181      0.370
2011  252  56011460      19.32      -1.30       2.05     -19.16     -82.79     122.46      488.5      117.6        9.0    4.14561    0.14848    0.10359      0.698
2011  252  56101914      20.22      -0.77       3.60     -19.85     -79.50     102.07      482.2      114.3        8.3    3.74938    0.16269    0.09081      0.558
2011  252  56199996      19.15      -0.40       4.19     -18.65     -77.28      95.45      482.1      101.1        8.3    3.75645    0.14586    0.07114      0.488
2011  252  56299683      20.08       0.53       5.22     -19.37     -74.84      84.24      478.8      100.4        7.8    3.48584    0.16043    0.06610      0.412
2011  252  56397128      21.18       2.17       8.73     -18.98     -64.66      76.06      477.0       98.1        6.6    2.89871    0.17848    0.05280      0.296
2011  252  56506652      21.75       2.39      11.09     -18.29     -58.20      77.83      488.9      101.0        4.8    2.22177    0.18817    0.04086      0.217
2011  252  56606449      21.02       2.84      13.05     -16.18     -50.45      77.74      500.2       92.8        5.6    2.72511    0.17582    0.04046      0.230
2011  252  56695367      21.54       2.22      12.46     -17.32     -53.84      79.88      493.4       91.5        5.7    2.70647    0.18456    0.04015      0.218
2011  252  56793523      22.19       1.87      10.46     -19.47     -61.36      79.87      484.3       98.5        4.7    2.13699    0.19586    0.03807      0.194
2011  252  56906972      22.31       0.76       8.45     -20.61     -67.63      84.84      492.6      106.2        4.9    2.30198    0.19809    0.04610      0.233
2011  252  56991292      22.11       0.29       6.68     -20.99     -72.32      87.49      505.0       92.9        4.3    2.10782    0.19446    0.03072      0.158
2011  252  57192097      19.49      -2.42       4.26     -18.65     -75.29     119.62      531.9       88.0        8.3    4.54154    0.15116    0.05360      0.355
2011  252  57286289      18.58      -2.17       5.71     -17.34     -70.59     110.84      509.7      117.1        9.1    4.59874    0.13739    0.10456      0.761
2011  252  57377605      18.04       4.84      11.91     -11.21     -41.09      67.90      495.7       96.1       10.1    4.79220    0.12948    0.07757      0.599
2011  252  57587535      17.93       6.02      14.02      -9.31     -31.38      66.75      472.0      100.3       12.0    5.18714    0.12792    0.10102      0.790
2011  252  57679519      17.58       5.18      14.19      -8.93     -30.59      69.94      489.2      102.0       11.7    5.44110    0.12301    0.10197      0.829
2011  252  57774539      18.04       8.58      13.13      -8.38     -28.12      56.83      479.9       78.8       10.0    4.47176    0.12946    0.05204      0.402
2011  252  57889519      17.73       8.94      13.75      -5.72     -19.21      56.97      479.8       92.6       11.7    5.24632    0.12503    0.08419      0.673
2011  252  57976910      17.62       7.43      14.34      -6.44     -21.73      62.60      502.7       99.5       12.7    6.20807    0.12358    0.10492      0.849
2011  252  58068894      18.40       8.68      13.93      -6.88     -22.75      58.07      482.0       85.3       13.2    5.94213    0.13473    0.08020      0.595
2011  252  58173113      19.36       5.30      14.28     -11.64     -37.40      69.62      514.1       76.3       10.2    5.22827    0.14914    0.04958      0.332
2011  252  58265921      19.40       5.26      16.76      -8.02     -24.53      72.57      530.7       76.4        9.8    5.35167    0.14969    0.04779      0.319
2011  252  58357121      19.23       6.70      16.19      -7.75     -23.87      67.52      503.4       88.2        9.1    4.45689    0.14712    0.05893      0.401
2011  252  58467644      18.98       8.63      16.27      -4.42     -13.51      62.07      504.0       83.4        9.3    4.60176    0.14341    0.05436      0.379
2011  252  58568656      18.49       5.81      15.44      -7.75     -25.17      69.36      504.5       79.0       10.8    5.30982    0.13611    0.05610      0.412
2011  252  58666949      17.87       5.99      13.35      -9.91     -34.10      65.83      497.4       85.9       10.9    5.22142    0.12700    0.06712      0.529
2011  252  58765070      18.02       7.29      12.21     -10.96     -37.64      59.15      503.0       77.2        9.3    4.58174    0.12914    0.04647      0.360
2011  252  58878554      18.16       4.30      16.67      -5.42     -17.48      75.54      510.2       96.7        8.9    4.50322    0.13124    0.06981      0.532
2011  252  58962874      19.07       2.71      18.58      -2.30      -6.98      81.69      480.2      113.6        8.7    3.87365    0.14476    0.09350      0.646
2011  252  59054792      18.53       2.05      17.86      -2.52      -7.98      83.45      486.6       94.7        7.4    3.37726    0.13660    0.05517      0.404
2011  252  59154304      18.06       5.49      14.28      -9.30     -31.28      68.97      483.2       87.3        9.0    4.06381    0.12984    0.05720      0.441
2011  252  59250890      17.88       5.37      12.24     -11.66     -41.12      66.32      483.2       88.8       10.4    4.72271    0.12715    0.06879      0.541
2011  252  59350578      17.60       4.95      13.97      -9.45     -32.53      70.51      487.4       89.0       10.4    4.77527    0.12328    0.06861      0.556
2011  252  59451042      16.56       5.63      14.05      -6.63     -23.66      68.18      471.3      118.3       12.4    5.35262    0.10912    0.14547      1.333
2011  252  59549882      16.47       5.78      13.98      -6.49     -23.21      67.55      490.9       96.5        9.8    4.59660    0.10800    0.07655      0.709
2011  252  59647964      16.65       5.21      14.29      -6.74     -23.91      69.97      489.3       94.9        9.1    4.22977    0.11037    0.06856      0.621
2011  252  59746085      17.59       4.83      15.47      -6.80     -22.74      72.65      485.8       93.6        9.4    4.30798    0.12307    0.06888      0.560
2011  252  59858035      18.50       6.34      16.02      -6.67     -21.16      68.41      479.8       92.8        7.9    3.54859    0.13616    0.05721      0.420
2011  252  59942359      18.74       6.60      16.77      -4.91     -15.23      68.53      490.1       95.5        8.8    4.11151    0.13977    0.06729      0.481
2011  252  60040441      18.01       8.54      15.53       2.04       6.58      61.18      498.8       82.5        8.7    4.21181    0.12902    0.04966      0.385
2011  252  60138562      19.66       6.27      18.27      -2.44      -7.20      71.06      492.4       85.8        7.5    3.53175    0.15381    0.04619      0.300
2011  252  60229015      20.44       3.26      19.54      -4.90     -13.89      80.52      478.6       75.4        7.0    3.10480    0.16616    0.03326      0.200
2011  252  60318757      20.77       6.48      19.29      -4.15     -11.53      71.44      457.4       73.7        6.0    2.41808    0.17172    0.02705      0.158
2011  252  60432917      20.56       8.07      18.51      -3.61     -10.13      66.43      476.5       74.5        6.4    2.80500    0.16816    0.02955      0.176
2011  252  60517277      18.66      10.02      15.61      -0.10      -0.31      57.31      448.3       77.6       11.8    4.59898    0.13854    0.05933      0.428
2011  252  60636109      19.87      11.66      15.29      -4.79     -13.98      52.66      454.8       75.9        9.0    3.63100    0.15712    0.04353      0.277
2011  252  60724386      19.85      10.44      15.60      -6.12     -18.06      56.21      469.3       60.9        7.3    3.10006    0.15684    0.02247      0.143
2011  252  60828496      20.44       9.07      17.63      -4.69     -13.31      62.77      481.6       71.0        7.4    3.31861    0.16623    0.03107      0.187
2011  252  60912785      21.14       8.75      18.69      -4.48     -12.26      64.92      476.6       69.3        6.3    2.75711    0.17777    0.02514      0.141
2011  252  61017855      21.08       9.09      18.48      -4.37     -11.97      63.80      485.5       75.7        6.9    3.16733    0.17673    0.03322      0.188
2011  252  61113761      21.28       8.77      18.56      -5.37     -14.67      64.72      480.2       66.2        6.5    2.90224    0.18026    0.02378      0.132
2011  252  61219437      19.17       9.15      12.57     -10.98     -35.23      53.96      474.5       74.9        7.7    3.36403    0.14616    0.03618      0.248
2011  252  61305296      17.61       8.00       8.72     -12.84     -47.33      47.46      457.4       84.3        9.7    3.95119    0.12343    0.05791      0.469
2011  252  61408187      18.23       7.01       9.46     -13.81     -49.56      53.47      463.7       88.2        8.6    3.59072    0.13223    0.05603      0.424
2011  252  61505386      17.91       7.31      11.76     -10.85     -38.09      58.14      456.9       77.0        8.7    3.54154    0.12764    0.04336      0.340
2011  252  61616515      18.48       6.56      15.96      -6.49     -20.62      67.65      449.1       88.7        9.2    3.58325    0.13588    0.06028      0.444
2011  252  61701695      18.53       6.12      15.70      -7.58     -24.21      68.71      453.7       85.0        9.5    3.80136    0.13661    0.05757      0.421
2011  252  61800488      17.78       5.68      15.39      -6.47     -21.53      69.72      472.4       79.8        9.6    4.17062    0.12579    0.05131      0.408
2011  252  61893976      17.26       7.28      15.61      -0.41      -1.38      64.99      472.4       75.2       10.4    4.49059    0.11849    0.04912      0.415
2011  252  61989062      16.84       7.08      14.50      -1.01      -3.59      63.99      478.4       83.8        8.9    3.96964    0.11278    0.05252      0.466
2011  252  62088855      19.26       7.39      16.90      -5.18     -15.68      66.37      469.0       67.5        6.1    2.62327    0.14767    0.02339      0.158
2011  252  62189898      19.76       7.14      16.05      -9.04     -27.22      66.02      464.6       62.2        4.5    1.86468    0.15538    0.01442      0.093
2011  252  62290339      19.69       5.26      17.06      -7.82     -23.65      72.88      476.6       70.8        4.4    1.95062    0.15422    0.01855      0.120
2011  252  62385417      18.97       6.92      13.17     -11.50     -37.70      62.29      449.7       78.1        5.6    2.19231    0.14320    0.02853      0.199
2011  252  62482726      18.22       7.93      12.84     -10.12     -33.85      58.29      461.9       58.8        6.2    2.57482    0.13214    0.01801      0.136
2011  252  62593964      18.58       6.36      15.75      -7.44     -23.64      68.02      459.4       71.2        5.8    2.35964    0.13736    0.02445      0.178
2011  252  62680636      18.38       5.38      16.13      -6.80     -21.79      71.56      463.3       56.9        5.3    2.20118    0.13440    0.01433      0.107
2011  252  62793910      18.49      -1.82      15.17      -9.55     -32.01      96.83      529.3       48.0        5.8    3.14799    0.13603    0.01114      0.082
2011  252  62888964      18.96      -0.93      15.98      -9.86     -31.64      93.34      487.7       50.5        4.9    2.25331    0.14300    0.01041      0.073
2011  252  63076179      18.63      -4.23      17.71      -3.74     -11.61     103.42      519.5       60.8        5.3    2.78991    0.13807    0.01649      0.119
2011  252  63166492      18.31      -1.74      17.14      -5.75     -18.46      95.78      509.1       57.0        4.5    2.28130    0.13346    0.01231      0.092
2011  252  63266250      17.98       0.70      17.39      -4.22     -13.62      87.69      480.0       70.8        5.9    2.62543    0.12867    0.02463      0.191
2011  252  63555972      17.81       5.35      14.04      -9.39     -32.02      69.14      470.4       66.1        5.4    2.29686    0.12622    0.01956      0.155
2011  252  63669457      18.45       5.87      13.95     -10.51     -34.79      67.17      483.7       65.7        4.9    2.24330    0.13551    0.01783      0.132
2011  252  63759910      18.38       5.42      15.08      -8.86     -28.93      70.25      479.7       72.5        5.9    2.64898    0.13444    0.02606      0.194
2011  252  63864199      17.73       4.49      15.14      -7.80     -26.28      73.49      486.2       81.3        6.9    3.16404    0.12510    0.03817      0.305
2011  252  63968484      17.77       3.26      16.87      -4.07     -13.33      79.05      500.6       85.1        6.4    3.09844    0.12567    0.03861      0.307
2011  252  64060472      16.61       1.89      16.32      -2.09      -7.27      83.40      512.5       80.3        7.0    3.58021    0.10978    0.03786      0.345
2011  252  64154699      16.73       3.68      14.49      -5.05     -18.66      75.75      504.4       59.4        6.1    3.02926    0.11142    0.01814      0.163
2011  252  64250578      15.65       6.64       9.39     -10.34     -41.96      54.71      506.8       77.7        8.7    4.33355    0.09748    0.04395      0.451
2011  252  64345628      15.71       7.37       8.63     -10.76     -43.48      49.52      492.9       76.7        8.4    3.95791    0.09816    0.04133      0.421
2011  252  64452738      14.55       1.00       5.27     -12.51     -66.80      79.25      533.2       82.8        7.8    4.28610    0.08419    0.04457      0.529
2011  252  64535664      14.74       1.93       7.71     -12.00     -56.47      75.95      533.3       74.1        5.1    2.83012    0.08644    0.02354      0.272
2011  252  64639953      14.59       5.20       8.65     -10.47     -46.05      58.99      482.8      100.6        6.5    2.92437    0.08466    0.05475      0.647
2011  252  64747988      14.25       5.71       8.52      -9.72     -43.44      56.17      514.2       74.9        5.0    2.58928    0.08084    0.02367      0.293
2011  252  64836226      12.58       1.23      10.09      -2.08     -11.56      83.04      559.5       70.5        9.0    5.44396    0.06295    0.03728      0.592
2011  252  64954273      11.08       0.65      10.95       1.19       6.18      86.58      556.9       77.8       10.1    6.05072    0.04887    0.05091      1.042
2011  252  65133648      10.52      -0.88      10.29       1.51       8.35      94.88      565.3       70.9        8.0    4.98623    0.04405    0.03379      0.767
2011  252  65233300       9.14      -0.32       8.96       1.58      10.01      92.02      577.6       64.5        7.0    4.53455    0.03325    0.02435      0.732
2011  252  65331417       8.69      -0.47       8.46       1.55      10.34      93.19      576.2       66.0        7.2    4.62887    0.03002    0.02617      0.872
2011  252  65428007       8.46      -1.44       8.05       2.08      14.25     100.14      571.3       69.6        7.3    4.64857    0.02848    0.02972      1.043
2011  252  65526125       8.22      -0.59       7.82       2.30      16.37      94.32      570.4       67.3        7.8    4.94601    0.02688    0.02966      1.104
2011  252  65625781       8.50      -1.11       7.69       2.78      19.68      98.18      589.4       66.4        7.2    4.86788    0.02877    0.02660      0.925
2011  252  65722359      10.35      -3.55       9.59       1.50       8.32     110.29      577.1       62.9        5.6    3.59152    0.04263    0.01836      0.431
2011  252  65820476       9.62      -3.00       8.83       2.21      13.33     108.74      582.4       66.9        6.1    4.01317    0.03684    0.02279      0.619
2011  252  65935468       8.67      -2.76       3.16       5.65      53.41     131.19      561.3       71.1        5.2    3.16344    0.02990    0.02185      0.731
2011  252  66013585       8.99      -3.14      -2.09       8.11      65.07     213.63      546.5       71.4        5.6    3.24495    0.03219    0.02385      0.741
2011  252  66114804       8.63      -2.68       1.21       7.93      69.63     155.79      554.0       71.0        6.2    3.68137    0.02961    0.02606      0.880
2011  252  66215843       8.38      -2.88       1.54       7.39      66.18     151.89      559.8       72.0        6.7    4.07113    0.02795    0.02899      1.037
2011  252  66311046       8.32      -3.00       3.64       6.75      55.03     129.56      557.5       69.5        6.4    3.84504    0.02757    0.02578      0.935
2011  252  66412265       8.24      -3.44       5.99       4.28      31.77     119.87      558.0       71.4        6.4    3.85175    0.02702    0.02716      1.006
2011  252  66504210       8.25      -3.65       3.68       6.28      50.47     134.78      567.4       69.5        6.5    4.08226    0.02710    0.02642      0.975
2011  252  66602328       8.65      -3.57       3.55       6.96      54.11     135.16      569.0       69.7        5.7    3.59029    0.02976    0.02324      0.781
2011  252  66700453       8.83      -3.34       2.72       7.67      60.72     140.84      567.7       78.6        5.6    3.52085    0.03101    0.02911      0.939
2011  252  66798570       9.10      -3.23       3.10       7.88      60.39     136.12      559.4       80.9        5.8    3.52716    0.03292    0.03178      0.965
2011  252  66914945       8.94      -3.92       2.44       7.64      58.84     148.06      558.7       77.4        5.6    3.37004    0.03180    0.02788      0.877
2011  252  67004039       8.96      -4.26       2.87       7.31      54.89     146.08      569.6       75.3        5.7    3.58270    0.03192    0.02697      0.845
2011  252  67092968       8.93      -4.08       1.71       7.60      59.77     157.24      559.2       79.9        5.8    3.49755    0.03176    0.03080      0.970
2011  252  67191046       8.79      -4.20       1.20       7.44      59.63     164.06      567.7       71.4        5.4    3.40558    0.03078    0.02321      0.754
2011  252  67289164       7.75      -3.51       4.01       5.38      45.29     131.23      568.0       79.4        6.3    3.91778    0.02389    0.03303      1.382
2011  252  67387281       5.54      -2.79       3.99       0.68       7.97     124.95      566.0       78.6        6.2    3.83691    0.01222    0.03193      2.612
2011  252  67485406       4.23      -0.99       2.18      -0.01      -0.29     114.51      541.6       85.8        6.6    3.77735    0.00711    0.04088      5.747
2011  252  67587984       4.84      -4.00       2.25       0.83      10.31     150.61      567.8       81.1        6.2    3.84971    0.00932    0.03386      3.633
2011  252  67680789       5.29      -4.39       1.04      -2.47     -28.71     166.71      558.0      130.4        9.1    5.47306    0.01113    0.12879     11.576
2011  252  67779624       7.58      -4.69       2.95      -4.36     -38.18     147.82      560.1       57.2        5.1    3.11884    0.02285    0.01400      0.613
2011  252  67897851       9.42      -2.93       8.27      -2.40     -15.27     109.47      565.0       62.9        5.3    3.26565    0.03534    0.01743      0.493
2011  252  67979101       9.62      -3.29       8.75      -1.90     -11.48     110.59      562.8       61.1        4.9    2.98599    0.03686    0.01515      0.411
2011  252  68074156       9.65      -3.72       8.72      -1.79     -10.72     113.08      548.9       65.6        4.5    2.65177    0.03707    0.01632      0.440
2011  252  68172273       9.90      -3.52       8.98      -2.20     -12.84     111.41      539.6       60.8        4.4    2.45837    0.03903    0.01344      0.344
2011  252  68270398       9.95      -3.31       9.04      -2.38     -13.88     110.14      541.3       63.0        4.5    2.53050    0.03938    0.01478      0.375
2011  252  68368515       9.86      -3.34       9.01      -2.15     -12.64     110.35      547.3       68.6        4.9    2.82225    0.03866    0.01910      0.494
2011  252  68466632       9.50      -3.17       8.74      -1.65     -10.09     109.90      548.7       62.0        4.7    2.74796    0.03587    0.01512      0.421
2011  252  68564750       8.96      -3.26       8.23      -1.25      -8.05     111.58      553.5       67.1        5.1    3.05213    0.03191    0.01933      0.606
2011  252  68662875       9.18      -2.80       8.40      -2.34     -14.79     108.45      553.8       62.2        4.9    2.91162    0.03350    0.01581      0.472
2011  252  68760992       9.23      -2.42       8.59      -2.11     -13.30     105.73      551.2       74.7        5.5    3.25766    0.03388    0.02582      0.762
2011  252  68877507       9.06      -1.39       8.73      -0.01      -0.10      99.02      560.2       71.5        5.6    3.38912    0.03264    0.02381      0.729
2011  252  68960289       7.97      -4.22       1.42      -4.66     -46.30     161.39      549.2       85.6        5.5    3.20764    0.02526    0.03362      1.331
2011  252  69055351       7.02      -1.44       6.52       0.03       0.22     102.45      550.3       62.1        6.9    4.03881    0.01959    0.02220      1.133
2011  252  69153468       8.55      -2.38       8.19      -0.08      -0.54     106.19      554.9       60.1        6.6    3.95998    0.02909    0.02002      0.688
2011  252  69251585       8.66      -2.25       8.30      -0.62      -4.14     105.19      553.7       60.2        6.1    3.62719    0.02987    0.01849      0.619
2011  252  69349703       9.08      -2.64       8.51      -1.54      -9.78     107.24      547.2       56.5        5.7    3.32655    0.03278    0.01527      0.466
2011  252  69447828       9.51      -3.06       8.94      -0.80      -4.84     108.88      551.4       56.2        6.1    3.61914    0.03596    0.01618      0.450
2011  252  69545945       8.43      -2.63       7.98       0.23       1.58     108.28      555.0       62.0        7.7    4.58935    0.02827    0.02470      0.874
2011  252  69644062       9.00      -2.79       8.47       1.03       6.59     108.24      547.4       61.4        5.9    3.43851    0.03222    0.01864      0.579
2011  252  69742179       9.06      -2.73       8.55       0.94       5.97     107.69      552.0       63.1        6.0    3.55534    0.03267    0.02002      0.613
2011  252  69857171       7.85      -2.41       6.25       3.92      30.32     111.08      542.4       69.9        6.5    3.68970    0.02449    0.02640      1.078
2011  252  69947617       7.64      -1.92       7.04       1.95      14.98     105.27      544.2       69.8        6.4    3.69021    0.02322    0.02615      1.126
2011  252  70036539       7.74      -2.22       7.21       1.71      12.78     107.10      547.2       64.0        7.0    4.08454    0.02381    0.02406      1.010
2011  252  70131515       5.63      -2.43       3.82       2.79      31.67     122.43      524.3       87.5        8.7    4.66541    0.01263    0.05601      4.435
