                       Wind MFI and SWE Data, 1 hour resolution, GSM coordinates
Year  DOY  millisecs       B          Bx         By         Bz         V          Np        Psw      Epsilon      VBs    
                           nT         nT         nT         nT        km/s       cm^3       nPa      10^11 W      mV/m   
1998  217  84589414       7.79       3.58       6.47       1.72      366.6       12.6    3.28168      0.613    0.00000
1998  218   1841086       9.02       4.66       7.08      -0.11      368.4        8.1    2.14591      1.538    0.04006
1998  218   5380423       8.59       2.17       6.88      -1.57      359.8        7.8    1.96993      1.979    0.56457
1998  218   9026515       8.88      -0.98       6.20      -6.18      376.4       11.8    3.23613      4.306    2.32550
1998  218  12592212       9.01      -2.21       4.81      -7.03      367.9       10.8    2.83891      4.963    2.58534
1998  218  16222868       9.37      -0.60       6.56      -6.62      371.4       13.0    3.47792      4.750    2.45935
1998  218  19769121       9.08      -1.66       6.50      -5.98      356.2       12.6    3.09048      4.117    2.12867
1998  218  23416943      10.08      -0.78       6.01      -7.97      360.1       10.4    2.62430      5.894    2.87115
1998  218  26966267      16.82      -1.15       8.58     -14.25      428.6       23.8    8.49183     20.828    6.10894
1998  218  30605535      22.14       1.88      -0.82     -20.63      429.4       24.4    8.71952     41.932    8.85813
1998  218  34157964      19.49       3.83       0.17     -18.55      412.2       26.9    8.86121     31.199    7.64687
1998  218  37808089      16.53       3.88      -2.30     -15.64      393.1       38.0   11.40573     21.175    6.14871
1998  218  44997421      10.77      -1.65      -3.40      -5.36      380.8       37.7   10.60359      7.486    2.03947
1998  218  48644472       8.48      -5.42      -0.34       2.90      386.1       41.1   11.88828      0.000    0.00000
1998  218  52186058      10.95      -3.28       7.24       6.68      379.5       30.9    8.63009      0.235    0.00000
1998  218  59380789      12.39      -8.25       8.95      -0.37      346.4       21.1    4.90344      2.876    0.12917
1998  218  63021640      12.49      -7.12       9.33       0.56      343.5       16.5    3.77220      2.357    0.00000
1998  218  66566499      12.37      -4.33      11.22       0.04      357.1       12.0    2.97908      2.703    0.00000
1998  218  70197867      11.32      -1.00       8.55       4.09      395.2       16.5    4.99015      0.814    0.00000
1998  218  77403515      15.01       3.19      10.04      -8.77      385.6        8.9    2.56687     11.894    3.38077
1998  218  81042890      14.64       0.85      -3.60     -12.33      383.9       14.3    4.09419     15.742    4.73550
1998  218  84601343      10.58      -1.56       2.82       1.63      404.9       17.4    5.52122      0.566    0.00000
1998  219   1834447      10.85      -2.73       7.72       6.95      400.2        9.6    2.97487      0.257    0.00000
1998  219   5387052      11.75      -2.27      10.44       4.48      409.5       10.3    3.34240      1.033    0.00000
1998  219   9026106      13.14       1.87       8.50      -8.34      401.3        8.3    2.59561      9.977    3.34697
1998  219  12576269      12.90       2.33       5.03      -8.62      427.4        9.5    3.37448     12.317    3.68375
1998  219  16206249      11.91      -0.90       3.75      -9.01      425.7        8.5    2.97356     11.137    3.83568
1998  219  19843158      12.27      -4.16       9.26       5.26      420.2        7.3    2.49722      0.808    0.00000
1998  219  23391023      11.98      -5.67       8.58       4.99      435.0        4.3    1.59076      0.770    0.00000
1998  219  27031832      11.41      -5.97       8.82       2.19      433.3        6.4    2.33098      1.619    0.00000
1998  219  30585812      10.46      -5.40       8.08       0.46      465.5        4.9    2.07931      2.256    0.00000
1998  219  34216523       9.32      -3.60       4.68      -3.49      459.4        5.3    2.17162      5.080    1.60337
1998  219  37765101       8.58      -3.50       6.96      -2.12      464.0        6.0    2.50135      2.842    0.98506
1998  219  41430761       8.93      -0.55       3.31      -2.57      477.1        6.8    3.00978      4.934    1.22439
1998  219  44958175       8.17      -0.10       3.16      -1.11      486.5        6.4    2.91930      2.870    0.54040
1998  219  52227578       7.99      -1.23       7.07       1.43      464.4        4.2    1.77345      0.948    0.00000
1998  219  59372574       7.01      -0.20       6.08       0.19      492.2        3.6    1.70940      1.128    0.00000
1998  219  62988582       7.99       0.09       6.88       3.26      508.9        2.6    1.30846      0.530    0.00000
1998  219  66592179       7.55      -1.88       6.44       2.40      470.9        3.1    1.35239      0.567    0.00000
1998  219  70169562       7.48      -0.50       5.88       2.36      477.7        2.4    1.07581      0.525    0.00000
1998  219  73779390       7.94      -0.39       7.22       1.59      487.6        2.7    1.23478      0.945    0.00000
1998  219  77376757       7.32       1.54       6.12      -0.54      519.2        3.7    1.92149      1.640    0.27967
1998  219  81037585       7.15       4.01       4.67       2.18      514.8        2.9    1.50677      0.437    0.00000
1998  219  84559000       6.94       3.53       4.82       2.72      540.4        2.8    1.61371      0.336    0.00000
1998  220   1815458       6.71       0.92       6.42       1.10      501.7        2.9    1.43745      0.777    0.00000
1998  220   9004117       5.43      -4.67      -1.00      -2.28      513.2        4.3    2.19366      2.772    1.16883
1998  220  16192702       5.33      -4.97      -0.16      -1.82      496.3        4.5    2.15154      2.796    0.90275
1998  220  19760480       5.35      -5.06       0.03      -1.73      497.3        4.5    2.15321      2.841    0.85881
1998  220  23393519       5.77      -5.30       0.10      -2.23      493.8        4.3    2.04418      3.271    1.10312
1998  220  27038972       5.53      -5.00      -0.00      -2.26      484.3        4.7    2.14639      2.953    1.09695
1998  220  30603802       5.64      -5.30      -0.12      -1.76      485.6        4.4    1.99940      3.077    0.85640
1998  220  37778542       5.65      -4.03       2.53      -2.84      474.5        5.2    2.28684      2.302    1.34949
1998  220  41437820       5.99      -4.65       2.36      -2.71      468.1        5.7    2.41843      2.579    1.27082
1998  220  44970234       6.42      -5.39       2.04      -2.61      459.7        4.7    1.91754      3.015    1.20175
1998  220  48611046       6.44      -4.29       4.01      -2.28      464.4        5.2    2.17135      2.141    1.05913
1998  220  52160371       6.52      -5.15       2.88      -2.10      455.0        4.4    1.78530      2.437    0.95617
1998  220  55801183       6.60      -6.00       1.48      -2.13      451.5        4.9    1.91964      3.248    0.96197
1998  220  59443402       6.47      -5.57       3.05      -0.93      444.0        5.2    1.97276      1.548    0.41382
1998  220  62991175       6.35      -5.21       3.55       0.13      441.3        5.2    1.96633      0.822    0.00000
1998  220  66639914       6.27      -4.93       3.78       0.75      438.7        4.5    1.68259      0.556    0.00000
1998  220  70179765       6.27      -4.96       3.64       1.13      429.8        3.9    1.39935      0.417    0.00000
1998  220  73831562       6.19      -4.60       3.67       1.83      428.4        3.7    1.32877      0.252    0.00000
1998  220  77373132       6.14      -2.85       4.69       2.63      426.5        3.9    1.38180      0.209    0.00000
1998  220  81023242       6.04      -3.34       4.33       2.54      415.8        4.2    1.40321      0.185    0.00000
1998  220  84567773       6.06      -2.50       4.81       2.70      423.8        3.4    1.18165      0.203    0.00000
1998  221   1816338       6.08      -2.83       4.51       2.90      418.2        3.4    1.13836      0.162    0.00000
