Wind MFI and SWE Data, 1 minute resolution, GSE coordinates
Year  DOY  millisecs       B          V         Vth         Np    
                           nT        km/s       km/s       cm^3   
2014    3  74541531       4.21      504.9       51.4        3.6
2014    3  74633835       4.58      495.7       24.5        4.7
2014    3  74744703       4.87      499.3       86.4        3.2
2014    3  74830015       4.79      505.2       45.7        3.1
2014    3  74945570       4.72      492.3       49.0        2.7
2014    3  75031601       4.98      502.3       30.8        2.9
2014    3  75133210       4.99      508.8       72.1        2.6
2014    3  75222601       4.95      508.9       67.9        2.3
2014    3  75323343       4.65      501.1       58.9        2.7
2014    3  75424007       4.32      503.5       47.1        2.9
2014    3  75522492       4.01      503.9       43.0        3.4
2014    3  75622664       4.06      505.1       43.2        3.4
2014    3  75723375       4.24      496.9       39.8        3.6
2014    3  75822710       4.29      500.0       50.4        3.3
2014    3  75931968       4.20      492.8       42.0        3.2
2014    3  76018859       4.14      505.3       29.3        4.2
2014    3  76114273       4.18      503.5       30.5        4.0
2014    3  76213578       4.20      501.3       38.6        3.6
2014    3  76313601       4.03      502.8       55.2        3.6
2014    3  76409726       4.09      508.6       30.7        4.3
2014    3  76515187       4.10      512.2       49.3        3.2
2014    3  76604445       4.20      504.4       49.3        3.3
2014    3  76706007       4.38      501.8       54.3        3.4
2014    3  76802953       4.24      499.8       38.7        3.4
2014    3  76915148       4.45      499.2       42.5        3.1
2014    3  77001468       4.38      508.3       41.7        3.2
2014    3  77098414       4.49      504.8       42.2        3.2
2014    3  77196007       4.53      496.0       40.1        3.1
2014    3  77295210       4.40      505.5       45.8        3.2
2014    3  77395406       4.12      504.2       50.6        3.3
2014    3  77492179       4.16      501.0       40.8        3.5
2014    3  77590843       4.14      504.3       49.3        3.4
2014    3  77690867       4.26      504.0       47.7        3.1
2014    3  77790749       4.15      503.4       45.5        3.2
2014    3  77900007       4.15      499.5       43.3        3.1
2014    3  77986179       4.31      503.9       36.8        3.4
2014    3  78081734       4.19      504.6       44.7        3.2
2014    3  78180078       4.41      496.9       39.1        3.2
2014    3  78279421       4.37      499.3       37.4        3.3
2014    3  78377046       4.29      499.6       42.3        3.4
2014    3  78473968       4.69      493.5       32.0        3.2
2014    3  78575703       4.59      494.0       31.7        3.5
2014    3  78674187       4.48      493.6       33.0        3.0
2014    3  78774070       4.75      495.7       36.9        3.2
2014    3  78883468       4.78      494.2       40.9        3.1
2014    3  78971046       4.78      497.3       35.9        3.1
2014    3  79066453       4.89      494.7       37.7        3.2
2014    3  79163539       4.79      495.4       38.7        3.2
2014    3  79262023       4.79      493.6       38.4        3.1
2014    3  79363585       4.61      496.6       39.2        3.3
2014    3  79459000       4.64      497.8       39.3        3.3
2014    3  79561960       4.69      493.0       32.3        3.4
2014    3  79659046       4.69      494.8       30.9        3.5
2014    3  79759070       5.05      499.2       43.2        2.9
2014    3  79872835       5.28      495.8       36.6        2.7
2014    3  79960515       5.36      494.5       38.1        2.7
2014    3  80055929       5.36      496.5       40.1        2.7
2014    3  80153015       5.37      492.8       40.5        2.8
2014    3  80254578       5.26      492.7       40.4        2.9
2014    3  80349812       5.25      491.5       42.5        2.7
2014    3  80452953       5.29      493.1       40.3        2.8
2014    3  80549218       5.24      499.1       43.8        2.9
2014    3  80647703       5.21      487.0       31.3        2.9
2014    3  80748406       5.17      498.5       37.8        2.7
2014    3  80853187       4.56      500.4       41.8        2.9
2014    3  80939367       4.66      498.7       37.8        3.1
2014    3  81036171       4.75      494.7       39.1        3.1
2014    3  81137734       4.76      497.3       36.9        3.2
2014    3  81233140       4.79      493.7       37.1        3.1
2014    3  81528601       5.06      495.2       36.4        3.2
2014    3  81625687       5.15      496.2       37.1        3.1
2014    3  81725570       5.07      496.0       36.8        3.2
2014    3  81838046       5.12      494.0       38.1        2.8
2014    3  81925734       5.27      486.1       31.8        2.4
2014    3  82025617       5.28      488.4       43.6        2.8
2014    3  82121195       5.35      480.7       25.2        2.0
2014    3  82219679       5.37      480.6       25.0        2.0
2014    3  82318171       5.36      480.6       27.5        2.0
2014    3  82416656       5.33      480.5       25.4        2.0
2014    3  82518218       5.35      480.2       26.7        1.9
2014    3  82618242       5.33      482.4       27.1        2.0
2014    3  83051304       5.29     1110.4       14.6       91.9
2014    3  83109851       5.30      487.3       42.8        2.8
2014    3  83211414       5.28      485.6       42.1        2.9
2014    3  83306820       5.31      489.6       42.6        2.8
2014    3  83599882       5.38      479.5       28.0        2.0
2014    3  83700046       5.37      477.7       28.6        2.1
2014    3  83810843       5.36      485.9       30.2        2.0
2014    3  83897023       5.36      478.6       25.1        1.9
2014    3  83995507       5.33      480.2       24.8        1.9
2014    3  84093890       5.20      482.6       30.2        2.1
2014    3  84196273       5.25      479.1       45.1        2.8
2014    3  84290968       5.39      476.2       25.4        1.9
2014    3  84389453       5.37      478.5       27.9        2.0
2014    3  84491734       5.35      491.2       37.0        2.7
2014    3  84583343       5.37      478.4       25.0        1.9
2014    3  84684906       5.34      477.9       29.2        2.2
2014    3  84795570       5.34      480.6       31.0        2.1
2014    3  84883281       5.33      477.6       28.3        2.0
2014    3  84980226       5.32      481.1       25.0        1.9
2014    3  85078710       5.29      480.3       26.0        2.0
2014    3  85177195       5.31      476.4       25.1        2.0
2014    3  85275687       5.31      475.3       25.6        2.0
2014    3  85374171       5.16      477.8       25.3        1.9
2014    3  85471945       5.05      476.3       26.5        2.0
2014    3  85570429       4.96      476.3       26.6        2.0
2014    3  85669625       4.89      476.6       28.2        1.9
2014    3  86057453       4.99      499.2       40.8        2.7
2014    3  86163632       4.98      491.1       38.2        2.8
2014    3  86262156       4.97      483.9       45.3        2.8
2014    3  86361429       5.00      491.5       38.2        2.4
2014    4    156108       5.01      489.8       37.4        3.0
2014    4    251516       5.19      482.6       37.2        3.0
2014    4    553881       5.18      485.7       32.5        2.7
2014    4    651616       5.15      483.2       37.6        2.9
2014    4    944031       5.22      477.9       28.9        2.1
2014    4   1054827       5.23      483.7       37.5        2.5
2014    4   1141003       5.22      478.5       26.0        1.9
2014    4   1240922       5.20      479.6       37.9        2.6
2014    4   1341768       5.19      488.8       48.1        3.1
2014    4   1437177       5.19      482.6       46.8        2.8
2014    4   1536380       4.89      476.9       35.8        2.3
2014    4   1633433       4.92      484.3       36.3        3.0
2014    4   1732564       5.12      483.6       35.9        2.6
2014    4   1834198       5.14      482.5       43.5        2.6
2014    4   1929606       5.04      484.8       44.6        2.8
2014    4   2037938       5.16      476.8       41.7        2.3
2014    4   2127261       5.21      477.3       31.1        2.1
2014    4   2221271       5.22      480.1       29.3        2.0
2014    4   2322835       5.25      476.7       28.3        2.0
2014    4   2421180       5.25      474.7       28.4        2.0
2014    4   2519666       5.22      474.8       28.6        2.0
2014    4   2815123       5.14      478.1       29.0        1.9
2014    4   2913751       5.14      473.4       29.1        2.0
2014    4   3023831       5.13      473.2       43.1        2.3
2014    4   3110581       5.11      478.1       28.4        2.0
2014    4   3209067       5.12      479.3       29.0        2.0
2014    4   3307553       5.12      474.6       29.6        2.0
2014    4   3406039       5.11      477.4       28.9        2.0
2014    4   3505381       5.09      487.1       36.3        2.7
2014    4   3603011       5.14      479.0       28.3        2.0
2014    4   3701497       5.12      483.9       36.9        2.9
2014    4   3800876       5.14      477.9       40.8        2.5
2014    4   3899362       5.13      476.6       28.9        1.9
2014    4   4009336       5.16      487.0       44.9        2.6
2014    4   4097015       5.12      480.2       35.8        2.4
2014    4   4194033       5.11      486.5       38.0        2.8
2014    4   4293270       5.12      484.1       40.9        2.8
2014    4   4387822       5.11      476.4       28.2        1.8
2014    4   4490959       5.04      477.4       34.7        2.3
2014    4   4590949       5.13      479.4       27.5        2.0
2014    4   4692513       5.15      482.7       31.6        2.2
2014    4   4787921       5.16      484.3       30.7        2.1
2014    4   4886407       5.18      487.8       29.0        2.1
2014    4   4998743       5.18      487.7       34.7        2.3
2014    4   5086457       5.19      483.8       30.0        2.1
2014    4   5181864       5.17      485.2       29.9        2.2
2014    4   5280350       5.21      490.6       28.4        2.1
2014    4   5378836       5.13      490.5       29.6        2.2
2014    4   5477322       5.26      485.7       29.3        2.1
2014    4   5572731       5.25      483.4       30.0        2.1
2014    4   5671217       5.24      484.7       29.0        2.2
2014    4   5769703       5.17      486.9       29.5        2.1
2014    4   5868189       5.18      487.5       30.7        2.3
2014    4   5979126       5.17      481.4       33.6        2.2
2014    4   6065302       5.18      480.1       27.8        2.1
2014    4   6164469       5.19      479.3       31.3        2.1
2014    4   6263812       5.16      480.0       31.2        2.2
2014    4   6362297       5.21      481.3       30.2        2.2
2014    4   6460783       5.20      481.2       32.7        2.2
2014    4   6753164       5.00      475.7       29.0        1.9
2014    4   6849358       4.91      472.4       34.7        2.6
2014    4   6962341       4.93      474.9       34.3        2.5
2014    4   7047118       4.98      478.4       29.9        2.4
2014    4   7144816       4.98      477.0       33.4        2.8
2014    4   7248496       4.99      477.6       32.5        2.3
2014    4   7543377       5.04      471.0       33.0        3.0
2014    4   8038099       5.09      475.9       28.3        2.1
2014    4   8136583       5.06      475.9       29.1        2.1
2014    4   8235070       5.07      476.0       29.5        2.2
2014    4   8333555       5.06      476.3       29.3        2.1
2014    4   8432041       5.06      478.1       30.4        2.1
2014    4   8625935       4.99      479.4       28.9        2.1
2014    4   8728898       4.53      480.2       32.7        2.2
2014    4   8822909       4.53      478.1       29.5        2.2
2014    4   8936782       4.53      479.2       36.9        2.3
2014    4   9022957       4.50      480.4       32.8        2.4
2014    4   9118366       4.58      478.9       33.3        2.4
2014    4   9219929       4.60      478.2       31.0        2.2
2014    4   9319098       4.80      477.2       30.4        2.2
2014    4   9416902       4.85      477.7       30.4        2.4
2014    4   9516786       4.75      477.5       32.7        2.4
2014    4   9612230       5.03      477.1       34.1        2.3
2014    4   9713042       5.14      479.7       35.7        2.5
2014    4   9811561       5.13      482.3       39.2        3.2
2014    4   9923076       5.31      489.8       45.1        2.9
2014    4  10011612       5.27      484.1       43.3        2.9
2014    4  10107019       5.30      491.1       42.7        2.9
2014    4  10205505       5.30      487.6       42.0        2.8
2014    4  10303992       5.21      490.9       43.7        2.9
2014    4  10401761       5.29      492.1       32.4        2.2
2014    4  10494738       5.30      489.9       36.5        2.4
2014    4  10595551       5.25      496.3       46.5        2.8
2014    4  10692497       5.20      499.1       40.9        2.7
2014    4  10793273       5.19      496.5       41.9        2.7
2014    4  11188826       5.06      501.4       41.3        2.6
2014    4  11385798       5.18      476.1       33.4        2.6
2014    4  11487362       5.14      475.7       34.7        2.6
2014    4  11586670       5.08      472.9       30.7        2.3
2014    4  11685122       5.01      481.5       39.8        3.0
2014    4  11779742       5.07      476.4       37.9        2.9
2014    4  11895837       4.94      482.3       49.3        3.2
2014    4  11981331       5.00      473.5       49.8        3.4
2014    4  12072805       5.05      469.8       30.0        2.2
2014    4  12172970       4.90      471.9       30.9        2.2
2014    4  12272172       4.71      477.0       30.0        2.5
2014    4  12370658       4.86      475.4       33.5        2.5
2014    4  12469144       4.81      475.8       33.0        2.5
2014    4  12567629       4.40      477.8       33.8        2.3
2014    4  12665225       4.54      479.4       34.3        2.4
2014    4  12764602       4.79      477.9       34.1        2.6
2014    4  12876221       4.82      473.8       35.9        2.5
2014    4  12962397       4.88      472.7       29.6        2.3
2014    4  13060882       4.91      474.1       29.8        2.2
2014    4  13356340       4.80      473.0       30.4        2.3
2014    4  13454826       4.82      472.1       30.2        2.2
2014    4  13552489       4.77      480.3       33.1        2.6
2014    4  13651797       4.71      475.0       30.6        2.2
2014    4  13751717       4.77      474.1       30.0        2.2
2014    4  13861080       4.80      473.4       34.6        2.4
2014    4  13944002       4.83      474.3       33.8        2.3
2014    4  14051075       4.78      503.3       39.5        2.4
2014    4  14141150       4.78      493.3       41.1        3.3
2014    4  14234878       4.75      478.1       32.6        2.2
2014    4  14339521       4.73      475.6       34.3        2.4
2014    4  14437394       4.83      476.5       33.5        2.3
2014    4  14538887       4.79      482.4       45.4        2.8
2014    4  14634979       4.78      475.0       34.2        2.3
2014    4  14728812       4.73      477.2       34.8        2.4
2014    4  14847338       4.73      479.4       40.4        2.5
2014    4  14935910       4.76      480.3       47.6        2.8
2014    4  15030601       4.74      473.8       33.2        2.3
2014    4  15130486       4.73      475.2       32.0        2.3
2014    4  15227574       4.72      475.2       32.6        2.3
2014    4  15322876       4.76      471.9       31.8        2.1
2014    4  15423006       4.77      470.8       31.5        2.3
2014    4  15521493       4.68      475.6       45.3        3.2
2014    4  15617654       4.69      477.8       36.4        3.0
2014    4  15720004       4.74      472.2       43.8        3.2
2014    4  15830835       4.75      471.8       41.1        2.9
2014    4  15919912       4.70      472.6       29.4        2.2
2014    4  16022262       4.65      480.2       48.8        3.4
2014    4  16112409       4.66      474.1       30.5        2.4
2014    4  16215510       4.67      476.9       30.0        2.1
2014    4  16313856       4.66      472.9       27.7        2.0
2014    4  16410121       4.74      475.8       38.2        2.9
2014    4  16510865       4.69      472.5       31.3        2.3
2014    4  16613248       4.70      482.6       47.2        3.0
2014    4  16703218       4.76      473.4       33.0        2.3
2014    4  16815554       4.78      476.2       36.7        2.4
2014    4  16903234       4.84      480.4       31.5        2.1
2014    4  17001037       4.81      482.5       40.2        2.7
2014    4  17095730       4.84      478.1       31.0        2.3
2014    4  17194076       4.95      465.7       29.6        2.3
2014    4  17295638       4.91      466.1       30.4        2.3
2014    4  17391187       4.90      468.2       32.0        2.4
2014    4  17493466       4.80      479.5       40.2        3.0
2014    4  17591953       4.68      479.5       38.2        2.9
2014    4  17691158       4.42      491.9       45.1        3.1
2014    4  17801917       4.42      487.0       61.1        3.3
2014    4  17888091       4.09      495.6       48.0        3.4
2014    4  17984357       4.19      497.7       51.6        3.5
2014    4  18080589       4.17      496.2       49.2        3.4
2014    4  18180474       4.15      494.2       48.5        3.4
2014    4  18277597       4.11      510.5       43.7        2.8
2014    4  18381378       4.21      509.3       47.1        3.3
2014    4  18480583       4.20      512.9       43.9        2.7
2014    4  18573019       4.15      499.1       46.0        3.1
2014    4  18674478       4.12      498.6       59.1        4.0
2014    4  18792966       4.14      519.2       40.9        2.8
2014    4  18879142       4.10      521.2       36.0        2.6
2014    4  18974552       4.11      520.5       42.5        3.2
2014    4  19066847       4.18      503.5       44.5        3.2
2014    4  19165333       4.18      506.6       41.8        3.5
2014    4  19263818       4.16      499.9       42.6        3.5
2014    4  19363808       4.02      503.4       43.9        3.5
2014    4  19462470       4.22      496.6       34.2        3.0
2014    4  19560957       4.16      506.1       43.3        4.1
2014    4  19660158       4.25      503.0       38.1        3.1
2014    4  19777792       4.10      510.2       41.9        3.0
2014    4  19857812       4.30      509.6       38.3        3.1
2014    4  19953220       4.05      504.8       39.8        3.5
2014    4  20054820       4.05      503.3       41.3        2.9
2014    4  20156349       4.00      512.1       41.4        2.8
2014    4  20250253       3.95      509.8       45.6        3.1
2014    4  20347166       4.07      500.3       37.6        2.4
2014    4  20446437       4.08      504.2       44.7        3.1
2014    4  20544136       4.10      504.5       46.3        2.9
2014    4  20647416       4.07      508.6       51.9        3.2
2014    4  20759576       4.15      498.5       43.3        2.8
2014    4  20842814       3.84      495.1       44.6        3.3
2014    4  20935861       3.76      497.2       39.7        2.9
2014    4  21035814       4.02      492.9       42.1        3.1
2014    4  21141208       4.05      493.9       42.0        3.1
2014    4  21242089       4.06      489.8       43.9        3.1
2014    4  21333564       3.92      482.7       45.4        3.3
2014    4  21436667       3.80      484.4       51.8        3.4
2014    4  21541308       3.67      510.9       36.9        2.6
2014    4  21630595       3.80      509.6       42.4        3.0
2014    4  21743001       3.72      490.6       39.8        2.7
2014    4  21829072       3.71      483.4       47.2        3.1
2014    4  21922941       3.68      481.8       40.5        3.7
2014    4  22026080       3.64      484.1       46.5        3.2
2014    4  22134619       3.84      490.7       54.8        4.2
2014    4  22218574       4.22      495.8       36.9        2.6
2014    4  22320818       3.94      496.4       43.6        2.8
2014    4  22416228       4.06      490.3       36.3        2.6
2014    4  22512351       4.02      473.5       43.7        3.0
2014    4  22618533       4.14      475.0       38.3        2.7
2014    4  22729330       4.11      474.1       42.6        3.2
2014    4  22814718       4.22      477.8       37.3        2.8
2014    4  22917070       4.16      489.3       35.1        2.8
2014    4  23010220       4.00      479.5       36.5        3.5
2014    4  23107849       4.03      481.0       37.0        3.6
2014    4  23207191       4.01      478.7       37.2        3.3
2014    4  23306499       4.03      479.3       36.6        3.3
2014    4  23407242       4.10      485.0       40.3        2.6
2014    4  23493347       4.22      475.0       38.6        3.4
2014    4  23598880       4.22      476.6       39.9        3.5
2014    4  23712650       4.37      477.4       52.7        3.1
2014    4  23797322       4.44      476.9       31.6        2.4
2014    4  23896593       4.51      475.8       33.8        2.6
2014    4  23994294       4.56      477.9       32.4        2.5
2014    4  24094285       4.58      467.6       27.7        2.1
2014    4  24192734       4.60      464.5       27.6        2.2
2014    4  24289681       4.61      466.3       27.7        2.3
2014    4  24388203       4.54      476.7       31.9        2.5
2014    4  24488193       4.48      471.1       29.6        2.2
2014    4  24590613       4.43      477.4       47.2        2.8
2014    4  24698332       4.42      474.4       60.7        3.2
2014    4  24790662       4.38      480.0       38.2        2.7
2014    4  24882992       4.37      479.4       37.8        2.9
2014    4  24981478       4.24      479.6       39.6        2.7
2014    4  25080681       4.16      482.5       45.2        2.9
2014    4  25179134       4.03      479.8       43.5        3.0
2014    4  25277619       3.95      489.5       44.7        2.9
2014    4  25373027       3.80      485.6       49.4        3.2
2014    4  25477703       3.17      497.5       53.7        3.3
2014    4  25571574       3.34      481.5       55.3        3.5
2014    4  25682335       3.38      486.2       58.0        3.6
2014    4  25771587       3.67      499.4       45.3        3.4
2014    4  25866998       3.80      503.1       39.8        3.7
2014    4  25965482       3.79      503.2       40.5        3.7
2014    4  26063968       3.79      504.2       39.6        3.9
2014    4  26359425       3.86      503.5       39.7        3.7
2014    4  26457912       3.85      502.4       40.9        3.6
2014    4  26556398       3.85      503.6       41.2        3.8
2014    4  26668734       3.79      498.5       37.7        3.5
2014    4  26756447       3.77      503.6       40.1        3.8
2014    4  26854933       3.77      505.0       40.8        3.7
2014    4  26953419       3.75      501.2       43.1        3.7
2014    4  27051906       3.79      501.5       43.5        3.6
2014    4  27150392       3.86      501.2       40.7        3.8
2014    4  27248878       3.89      502.3       39.8        3.8
2014    4  27347365       3.87      503.9       39.0        3.6
2014    4  27450464       3.84      504.6       42.0        3.9
2014    4  27541257       3.95      504.8       36.8        4.0
2014    4  27656671       3.91      504.6       46.0        3.8
2014    4  27738230       3.93      507.3       42.6        4.0
2014    4  27833638       3.88      505.4       43.0        3.9
2014    4  27935203       3.75      505.9       37.9        3.7
2014    4  28033685       3.81      505.2       38.8        3.9
2014    4  28132173       3.93      504.1       38.1        3.8
2014    4  28230660       3.89      503.8       43.9        3.8
2014    4  28329146       3.88      503.5       38.1        3.8
2014    4  28427632       3.76      504.3       38.7        3.7
2014    4  28526119       3.56      502.6       41.6        3.5
2014    4  28638453       3.85      495.9       41.5        3.2
2014    4  28726167       3.86      504.3       39.0        3.8
2014    4  28820001       3.79      502.8       41.2        3.6
2014    4  28920062       3.73      503.6       40.6        3.6
2014    4  29018548       3.63      503.4       40.0        3.7
2014    4  29117035       3.39      504.0       46.3        3.4
2014    4  29220275       3.12      508.5       49.8        3.4
2014    4  29320984       3.04      511.8       55.4        3.3
2014    4  29409414       3.13      507.4       51.4        3.2
2014    4  29515556       3.39      513.0       46.7        3.0
2014    4  29629607       3.04      516.4       52.0        3.0
2014    4  29712566       3.32      512.5       49.5        3.1
2014    4  29811191       3.13      517.7       53.2        3.0
2014    4  29906636       2.71      516.1       54.1        3.1
2014    4  30003406       2.91      511.0       49.5        3.5
2014    4  30103572       3.27      504.6       42.7        3.8
2014    4  30202058       3.73      500.3       41.9        3.9
2014    4  30300544       3.76      500.4       42.0        3.9
2014    4  30402109       3.67      501.5       43.2        4.0
2014    4  30498916       3.58      502.7       43.2        4.0
2014    4  30611248       3.64      497.9       37.6        4.0
2014    4  30698962       3.71      499.5       44.0        3.8
2014    4  30794373       3.76      497.9       42.0        3.8
2014    4  30892859       3.73      497.1       43.3        3.8
2014    4  30991345       3.68      498.6       42.5        3.9
2014    4  31089832       3.67      501.4       41.7        3.9
2014    4  31188316       3.74      498.1       41.5        4.0
2014    4  31286802       3.77      498.8       41.0        3.9
2014    4  31383890       3.63      502.3       48.6        3.8
2014    4  31489964       3.53      514.2       46.5        2.9
2014    4  31597681       3.51      506.6       50.0        2.8
2014    4  31679207       3.48      505.4       49.7        3.3
2014    4  31776154       3.63      506.4       44.0        3.2
2014    4  31880830       3.49      504.4       44.1        3.4
2014    4  31971761       3.44      502.3       45.6        3.3
2014    4  32077765       3.50      505.0       47.9        3.3
2014    4  32179541       3.51      507.3       47.6        2.8
2014    4  32268619       3.56      512.5       52.0        3.4
2014    4  32365529       3.59      508.7       44.9        3.3
2014    4  32467128       3.37      510.8       50.3        3.2
2014    4  32584080       3.34      515.4       51.2        3.3
2014    4  32667177       3.34      515.2       47.2        2.9
2014    4  32762585       3.36      513.4       46.3        2.8
2014    4  32860355       3.45      517.9       49.3        3.2
2014    4  32958839       3.28      516.3       48.6        3.4
2014    4  33056464       3.24      511.0       46.9        3.6
2014    4  33158820       3.35      509.1       40.5        3.3
2014    4  33251148       3.47      508.4       46.3        3.4
2014    4  33348847       3.44      510.1       46.8        3.7
2014    4  33453484       3.45      508.4       45.3        3.6
2014    4  33565070       3.44      505.1       38.6        3.5
2014    4  33647378       3.43      510.6       38.6        3.7
2014    4  33752160       3.58      504.1       46.0        3.4
2014    4  33850503       3.55      503.5       38.4        3.4
2014    4  33948992       3.64      501.3       39.5        3.6
2014    4  34047476       3.61      501.0       38.7        3.5
2014    4  34145960       3.56      501.9       41.8        3.4
2014    4  34244445       3.57      504.4       38.3        3.5
2014    4  34342933       3.54      503.8       40.2        3.7
2014    4  34441417       3.68      503.2       39.3        3.7
2014    4  34553753       3.72      497.7       38.0        3.4
2014    4  34641464       3.72      502.3       39.2        3.6
2014    4  34733796       3.46      506.6       48.1        3.6
2014    4  34834675       3.50      511.8       43.8        3.7
2014    4  34927007       3.61      511.5       48.8        3.9
2014    4  35024667       3.66      511.6       45.3        3.7
2014    4  35123980       3.54      509.6       46.2        3.4
2014    4  35222464       3.56      509.4       49.9        3.7
2014    4  35320949       3.60      510.2       42.0        3.1
2014    4  35416285       3.51      505.4       40.8        3.4
2014    4  35534773       3.55      499.6       38.9        3.5
2014    4  35617121       3.47      506.4       42.0        3.8
2014    4  35719046       3.34      503.6       45.2        3.7
2014    4  35816785       3.50      503.6       42.2        3.7
2014    4  35915617       3.60      504.0       41.2        3.8
2014    4  36014136       3.69      501.7       40.5        3.9
2014    4  36112625       3.33      503.8       43.0        3.8
2014    4  36209675       3.47      504.6       42.2        3.7
2014    4  36312812       3.07      505.5       48.1        3.5
2014    4  36408183       3.57      505.4       42.4        3.7
2014    4  36520347       3.66      503.9       47.9        3.2
2014    4  36611171       3.59      503.5       55.2        3.5
2014    4  36705179       3.63      511.0       52.7        3.6
2014    4  36799046       3.54      501.7       45.3        3.6
2014    4  36900609       3.56      504.1       43.8        3.5
2014    4  36998992       3.59      504.6       44.3        3.7
2014    4  37097441       3.58      503.0       45.2        3.6
2014    4  37195925       3.58      503.6       44.1        3.8
2014    4  37295269       3.70      509.5       41.4        4.1
2014    4  37392214       3.51      502.8       45.8        4.2
2014    4  37505265       3.68      494.2       42.1        3.8
2014    4  37592980       3.71      500.3       46.6        3.9
2014    4  37688386       3.72      499.4       47.3        3.9
2014    4  37786871       3.76      497.4       48.0        3.7
2014    4  37885355       3.82      497.2       48.8        3.8
2014    4  37985378       3.81      499.3       47.8        3.8
2014    4  38088480       3.81      496.3       47.4        3.8
2014    4  38183886       3.76      496.0       46.2        3.9
2014    4  38282374       3.67      497.4       47.9        3.9
2014    4  38380859       3.65      495.9       48.3        3.8
2014    4  38493195       3.70      500.1       42.9        3.7
2014    4  38579367       3.60      495.6       41.2        3.8
2014    4  38674777       3.64      496.2       39.9        3.9
2014    4  38774796       3.72      493.2       47.7        3.7
2014    4  38871746       3.58      496.2       40.1        3.6
2014    4  38971769       3.34      498.4       48.0        3.5
2014    4  39081132       3.42      526.0       46.8        3.6
2014    4  39168843       3.30      526.3       40.8        2.8
2014    4  39265789       3.28      510.9       48.9        3.2
2014    4  39362738       3.19      508.0       51.8        3.4
2014    4  39479550       3.15      505.5       60.2        3.3
2014    4  39565757       3.28      498.6       52.3        3.6
2014    4  39661164       3.30      498.4       50.6        3.7
2014    4  39759648       3.44      499.5       48.1        3.8
2014    4  39858132       3.66      502.4       48.6        3.8
2014    4  39956621       3.47      504.7       45.5        3.8
2014    4  40055105       3.32      498.9       49.8        3.7
2014    4  40159886       3.29      511.9       51.2        3.4
2014    4  40247421       3.42      509.5       53.9        3.6
2014    4  40354425       3.41      521.6       49.6        3.7
2014    4  40465218       3.34      512.0       53.8        3.4
2014    4  40649882       3.25      513.4       50.3        3.6
2014    4  40749222       3.17      524.5       51.8        3.4
2014    4  40846851       3.06      524.5       52.6        3.6
2014    4  40945335       3.16      519.6       50.2        3.5
2014    4  41040781       2.83      513.7       62.7        4.1
2014    4  41141660       3.48      511.9       55.1        3.3
2014    4  41236925       2.69      498.0       66.9        3.6
2014    4  41344644       2.04      508.0       61.4        3.7
2014    4  41452363       2.23      509.9       54.9        3.4
2014    4  41535460       3.05      507.6       48.2        3.1
2014    4  41627789       2.78      504.4       56.6        3.5
2014    4  41726273       2.28      504.4       63.4        3.7
2014    4  41828695       2.14      515.1       55.3        3.6
2014    4  41925644       2.64      517.0       52.1        3.8
2014    4  42021730       2.81      509.5       51.4        3.3
2014    4  42118816       4.05      502.8       47.2        3.4
2014    4  42221882       4.21      499.2       44.3        3.4
2014    4  42320406       4.30      504.1       45.5        3.4
2014    4  42434105       4.59      506.9       42.7        3.0
2014    4  42514945       4.05      500.7       49.1        3.7
2014    4  42617257       3.42      497.1       52.1        3.9
2014    4  42717285       3.55      505.8       54.1        3.6
2014    4  42809613       3.33      503.6       51.0        3.9
2014    4  42912035       3.20      503.0       47.0        3.7
2014    4  43012062       3.32      513.7       49.4        3.8
2014    4  43108148       3.50      515.9       54.3        4.2
2014    4  43208312       3.23      528.6       45.3        3.6
2014    4  43305117       3.37      515.0       44.4        3.5
2014    4  43417457       4.07      500.1       40.2        4.1
2014    4  43505167       4.17      498.1       44.7        4.3
2014    4  43600574       4.22      498.5       43.5        4.2
2014    4  43699062       4.06      500.7       43.3        3.8
2014    4  43794574       3.89      502.7       45.1        3.7
2014    4  43889874       3.29      498.8       46.5        4.2
2014    4  43996054       3.27      500.0       52.1        3.7
2014    4  44086847       3.80      499.6       50.6        4.0
2014    4  44189949       3.48      504.5       47.2        4.0
2014    4  44290078       3.78      501.8       49.4        3.8
2014    4  44402312       3.85      499.3       42.1        4.0
2014    4  44491667       3.79      504.5       50.4        4.0
2014    4  44587074       3.27      506.9       55.4        3.9
2014    4  44678550       3.30      507.2       47.1        3.6
2014    4  44782402       3.80      501.7       42.5        4.2
2014    4  44884753       3.92      505.9       49.6        4.0
2014    4  44982417       3.98      501.3       46.9        4.0
2014    4  45085660       4.04      505.0       47.7        3.9
2014    4  45182640       4.04      510.2       49.9        3.4
2014    4  45274937       3.86      511.3       49.5        3.5
2014    4  45391749       3.98      501.4       50.5        3.4
2014    4  45472589       3.64      503.8       43.5        3.9
2014    4  45573332       3.45      498.1       46.2        4.1
2014    4  45672640       3.71      501.2       49.8        4.1
2014    4  45771195       3.72      511.3       38.8        3.9
2014    4  45868789       3.57      504.2       41.9        4.2
2014    4  45967273       3.56      501.7       44.0        4.3
2014    4  46066582       3.82      500.9       48.4        3.7
2014    4  46169003       4.05      507.4       47.5        3.6
2014    4  46265808       3.74      501.5       44.8        4.1
2014    4  46375066       3.83      499.3       44.3        3.4
