                                                                                 Wind MFI and SWE Data, 1 minute resolution, GSE coordinates
Year  DOY  millisecs       B          Bx         By         Bz       Theta       Phi         V          Vx         Vy         Vz       Vtheta      Vphi       Vth         Np        Psw         Pb        Pth        Beta        Va         Ma        Mms      Epsilon  
                           nT         nT         nT         nT        deg        deg        km/s       km/s       km/s       km/s       deg        deg        km/s       cm^3       nPa        nPa        nPa                   km/s                           10^11 W  
2014    1  33740593       9.34      -3.43       8.58       1.10       6.80     111.76      384.3     -377.6      -34.3      -62.2       -9.3     -174.8       33.7       14.7    4.21093    0.03470    0.01393      0.402       53.1       7.23       5.71      1.272
2014    1  33841296       9.30      -2.08       8.75      -0.21      -1.33     103.38      391.3     -384.6      -41.0      -59.0       -8.7     -173.9       42.2       17.2    5.09772    0.03442    0.02553      0.742       49.0       7.99       5.50      1.768
2014    1  33938929      10.29      -2.51       8.35      -5.39     -31.72     106.74      379.2     -375.2      -40.4      -36.9       -5.6     -173.9       40.3       12.1    3.37653    0.04217    0.01647      0.391       64.5       5.87       4.66      4.764
2014    1  34040523      10.18      -2.19       8.00      -5.74     -34.68     105.34      381.6     -377.9      -38.0      -37.5       -5.6     -174.3       40.0       12.1    3.42841    0.04124    0.01623      0.394       63.8       5.99       4.75      4.939
2014    1  34139906       9.77      -2.19       7.09      -6.02     -39.08     107.16      387.3     -383.4      -46.3      -28.2       -4.2     -173.1       32.0       12.1    3.52277    0.03799    0.01035      0.272       61.3       6.32       5.33      5.002
2014    1  34237460       9.43      -2.43       7.11      -5.27     -35.03     108.87      384.2     -381.4      -40.1      -23.1       -3.4     -174.0       38.3       12.8    3.67141    0.03538    0.01576      0.445       57.4       6.69       5.18      4.332
2014    1  34342242       9.66      -1.53       7.14      -6.02     -39.53     102.13      402.0     -396.5      -57.9      -33.3       -4.8     -171.7       44.4       14.5    4.54615    0.03712    0.02393      0.645       55.3       7.27       5.18      5.058
2014    1  34430675       9.44      -3.55       6.03      -6.02     -40.71     120.48      382.0     -377.1      -54.2      -28.5       -4.3     -171.8       42.4       14.2    4.02716    0.03543    0.02134      0.602       54.6       7.00       5.07      4.936
2014    1  34536855       9.62      -5.36       7.03      -3.72     -22.81     127.32      370.2     -363.6      -57.8      -39.3       -6.1     -171.0       41.5       13.4    3.56854    0.03686    0.01931      0.524       57.3       6.46       4.83      3.681
2014    1  34634480       9.72      -5.57       6.62      -4.37     -26.80     130.05      368.3     -363.1      -46.3      -41.3       -6.4     -172.7       41.1       12.5    3.29113    0.03758    0.01768      0.471       59.9       6.14       4.70      4.169
2014    1  34733109       9.77      -3.08       6.59      -6.16     -40.27     115.07      374.1     -369.6      -46.9      -34.2       -5.2     -172.8       43.9       14.4    3.90489    0.03801    0.02319      0.610       56.2       6.65       4.81      5.045
2014    1  34831488      10.18      -1.18       6.16      -7.95     -51.76     100.84      383.9     -380.8      -35.4      -32.7       -4.9     -174.7       37.2       11.8    3.36550    0.04121    0.01359      0.330       64.7       5.93       4.85      6.353
2014    1  34926894       9.72      -1.51       6.90      -6.60     -43.05     102.34      388.6     -385.7      -36.7      -29.9       -4.4     -174.6       37.8       14.2    4.16177    0.03760    0.01701      0.453       56.3       6.91       5.33      5.233
2014    1  35019195      10.25      -2.47       7.49      -6.32     -38.73     108.25      368.8     -364.6      -42.7      -35.7       -5.6     -173.3       41.9       12.6    3.31881    0.04181    0.01842      0.441       63.1       5.85       4.54      5.228
2014    1  35129988      10.34      -2.71       8.24      -5.01     -30.02     108.18      380.7     -376.4      -48.4      -30.7       -4.6     -172.7       36.5       12.9    3.62042    0.04254    0.01434      0.337       62.9       6.06       4.94      4.683
2014    1  35225394      10.17      -1.61       8.04      -5.99     -36.14     101.35      385.0     -380.6      -45.0      -36.5       -5.4     -173.3       37.3       13.0    3.72770    0.04119    0.01512      0.367       61.6       6.25       5.02      5.067
2014    1  35323882      10.10      -1.06       8.35      -5.57     -33.51      97.21      384.2     -380.4      -42.3      -32.9       -4.9     -173.7       38.5       13.4    3.82361    0.04062    0.01655      0.407       60.3       6.37       5.02      4.727
2014    1  35416214      10.14      -3.05       7.50      -5.78     -35.55     112.15      383.4     -378.9      -43.1      -39.0       -5.8     -173.5       34.2       12.7    3.62459    0.04094    0.01242      0.303       62.1       6.18       5.12      5.100
2014    1  35520890      10.16      -4.03       6.70      -6.43     -39.42     121.05      380.0     -376.5      -40.0      -31.7       -4.8     -173.9       41.7       12.5    3.48956    0.04108    0.01809      0.440       62.8       6.05       4.70      5.599
2014    1  35622417      10.32      -2.94       7.92      -5.92     -35.00     110.36      385.0     -380.5      -45.9      -36.8       -5.5     -173.1       38.5       12.5    3.58484    0.04239    0.01544      0.364       63.8       6.04       4.86      5.221
2014    1  35714746      10.00      -2.68       7.99      -5.32     -32.29     108.57      387.1     -382.8      -44.8      -36.2       -5.4     -173.3       36.9       12.4    3.60375    0.03981    0.01410      0.354       62.0       6.25       5.05      4.665
2014    1  35816312       9.96      -2.13       7.96      -5.33     -32.90     104.96      385.6     -381.2      -44.1      -37.6       -5.6     -173.4       40.9       13.6    3.92367    0.03943    0.01900      0.482       58.9       6.55       4.99      4.613
2014    1  35911718       9.95      -1.25       8.05      -5.68     -34.87      98.80      388.3     -384.4      -44.1      -33.0       -4.9     -173.5       41.0       12.8    3.75589    0.03942    0.01802      0.457       60.6       6.41       4.94      4.763
2014    1  36008808       9.88      -2.22       7.30      -6.20     -39.11     106.91      379.6     -375.9      -50.1      -17.7       -2.7     -172.4       40.6       13.0    3.62398    0.03887    0.01790      0.461       59.9       6.34       4.87      5.016
2014    1  36114847       9.67      -2.23       7.15      -6.10     -39.18     107.36      387.2     -383.6      -43.2      -30.0       -4.4     -173.6       39.4       13.0    3.77505    0.03720    0.01682      0.452       58.5       6.61       5.10      4.907
2014    1  36207179       9.48      -2.24       6.84      -6.14     -40.44     108.12      384.4     -380.4      -43.9      -34.2       -5.1     -173.4       37.1       12.9    3.68911    0.03578    0.01483      0.414       57.7       6.67       5.23      4.791
2014    1  36308773       9.51      -0.72       7.46      -5.68     -37.16      95.52      389.3     -385.3      -43.1      -35.5       -5.2     -173.6       38.9       13.1    3.83915    0.03600    0.01655      0.460       57.4       6.78       5.22      4.526
2014    1  36404152       9.51      -0.18       7.71      -5.54     -35.69      91.30      389.6     -385.5      -43.9      -35.8       -5.3     -173.5       38.2       13.4    3.93215    0.03601    0.01634      0.454       56.8       6.86       5.29      4.405
2014    1  36509644       9.46       0.32       7.81      -5.30     -34.13      87.64      389.1     -385.1      -43.1      -35.1       -5.2     -173.6       38.5       14.8    4.34920    0.03558    0.01831      0.515       53.6       7.26       5.45      4.226
2014    1  36605054       9.38       0.74       7.79      -5.15     -33.34      84.55      396.1     -391.7      -48.0      -34.1       -4.9     -173.0       37.2       15.1    4.58688    0.03499    0.01741      0.498       52.7       7.52       5.69      4.177
2014    1  36701320       9.50       1.00       7.99      -4.98     -31.72      82.89      394.7     -391.4      -41.2      -30.3       -4.4     -174.0       35.7       14.5    4.39243    0.03594    0.01553      0.432       54.4       7.26       5.65      4.151
2014    1  36796691       9.86       1.20       8.29      -5.18     -31.72      81.74      394.3     -389.8      -43.8      -39.7       -5.8     -173.6       37.4       14.9    4.50785    0.03869    0.01750      0.452       55.6       7.09       5.47      4.471
2014    1  36893503       9.98       0.79       8.75      -4.69     -28.08      84.84      394.4     -389.3      -47.5      -41.9       -6.1     -173.0       38.9       15.4    4.63772    0.03960    0.01946      0.491       55.5       7.10       5.39      4.240
2014    1  36993699      10.23       1.11       8.99      -4.73     -27.55      82.94      399.1     -393.7      -46.9      -46.0       -6.6     -173.2       36.0       14.9    4.61464    0.04168    0.01619      0.388       57.8       6.91       5.49      4.473
2014    1  37093687      10.20       0.37       9.57      -3.12     -18.01      87.79      396.0     -390.4      -47.6      -46.4       -6.7     -173.0       37.7       16.7    5.09276    0.04142    0.01994      0.481       54.4       7.28       5.55      3.523
2014    1  37192035      10.35      -0.47       9.51      -3.64     -20.93      92.85      396.0     -389.8      -50.0      -48.9       -7.1     -172.7       38.6       17.4    5.29462    0.04260    0.02163      0.508       54.1       7.32       5.51      3.895
2014    1  37290695      10.27      -0.20       9.69      -3.25     -18.51      91.17      396.3     -390.5      -46.6      -49.2       -7.1     -173.2       37.3       16.8    5.12813    0.04198    0.01961      0.467       54.6       7.26       5.56      3.617
2014    1  37387605      10.37      -0.81      10.14      -1.79      -9.96      94.56      395.3     -389.1      -46.8      -51.5       -7.5     -173.1       38.5       18.1    5.47759    0.04280    0.02241      0.524       53.2       7.43       5.56      2.918
2014    1  37492250      10.71      -0.35       9.66      -2.80     -16.13      92.10      395.5     -389.5      -47.1      -49.6       -7.2     -173.1       39.0       17.4    5.29121    0.04565    0.02219      0.486       56.0       7.07       5.37      3.694
2014    1  37592167      11.19       5.05       6.55      -7.37     -41.71      52.34      412.2     -408.3      -41.4      -38.4       -5.3     -174.2       41.9       18.3    6.04025    0.04980    0.02686      0.539       57.0       7.23       5.38      7.852
2014    1  37678488      11.26       0.79       9.94      -4.69     -25.22      85.47      399.1     -393.0      -44.8      -52.9       -7.6     -173.5       41.9       17.7    5.46221    0.05045    0.02598      0.515       58.4       6.83       5.13      5.136
2014    1  37786062      11.08       1.27      10.25      -3.44     -18.43      82.94      403.7     -399.1      -43.3      -43.0       -6.1     -173.8       35.8       16.0    5.04748    0.04887    0.01708      0.349       60.5       6.67       5.40      4.295
2014    1  37883113      10.74       1.76      10.51      -0.13      -0.72      80.50      406.4     -400.3      -43.3      -55.4       -7.8     -173.8       39.3       17.8    5.71058    0.04592    0.02302      0.501       55.5       7.32       5.53      2.398
2014    1  37973945      10.81       0.62      10.73       0.34       1.82      86.72      404.8     -398.2      -43.6      -58.1       -8.3     -173.8       38.8       17.5    5.55547    0.04650    0.02195      0.472       56.4       7.18       5.49      2.209
2014    1  38373113      11.15      -0.28       9.57      -5.69     -30.71      91.67      400.0     -395.8      -42.8      -38.5       -5.5     -173.8       41.5       18.1    5.60973    0.04942    0.02608      0.528       57.2       6.99       5.23      5.652
2014    1  38672539      11.61      -1.27      10.53      -4.70     -23.89      96.88      400.7     -394.9      -52.4      -43.3       -6.2     -172.4       41.0       17.3    5.37795    0.05362    0.02423      0.452       61.0       6.57       5.08      5.332
2014    1  38773960      11.62      -0.90      10.36      -5.14     -26.29      94.94      402.1     -396.1      -54.3      -42.9       -6.1     -172.2       41.5       17.9    5.63062    0.05370    0.02583      0.481       59.8       6.72       5.12      5.641
2014    1  38872449      11.69      -0.97      10.03      -5.61     -29.09      95.54      401.6     -397.4      -45.5      -35.9       -5.1     -173.5       43.0       19.1    5.97867    0.05440    0.02955      0.543       58.3       6.88       5.11      6.057
2014    1  38970933      11.77      -0.07       9.93      -6.23     -32.10      90.43      402.9     -397.9      -51.1      -37.5       -5.3     -172.7       42.6       17.5    5.50860    0.05516    0.02658      0.482       61.4       6.56       5.00      6.528
2014    1  39069417      11.83       0.54       9.75      -6.62     -34.14      86.84      408.2     -403.5      -49.8      -36.1       -5.1     -173.0       41.4       17.8    5.73808    0.05564    0.02549      0.458       61.2       6.67       5.13      6.937
2014    1  39161750      11.99       1.60       9.40      -7.26     -37.30      80.31      407.6     -403.6      -41.5      -39.0       -5.5     -174.1       40.2       16.6    5.35291    0.05718    0.02249      0.393       64.2       6.35       5.04      7.580
2014    1  39260273      12.75       2.38       9.31      -8.37     -41.05      75.68      407.4     -404.3      -38.7      -32.9       -4.6     -174.5       38.7       17.1    5.51161    0.06471    0.02148      0.332       67.2       6.06       4.95      9.193
2014    1  39358757      13.35       0.28      10.79      -7.56     -35.02      88.50      409.5     -405.7      -42.7      -35.5       -5.0     -174.0       37.8       13.6    4.41620    0.07091    0.01626      0.229       79.0       5.18       4.47      9.009
2014    1  39466476      13.55      -1.34      11.64      -6.67     -29.65      96.57      402.6     -399.0      -39.6      -37.0       -5.3     -174.3       35.6       14.0    4.39012    0.07304    0.01478      0.202       79.1       5.09       4.46      8.255
2014    1  39564960      13.20      -0.33      10.52      -7.83     -36.63      91.82      409.5     -406.1      -40.4      -34.0       -4.8     -174.3       36.0       14.8    4.80311    0.06936    0.01600      0.231       75.0       5.46       4.71      9.071
2014    1  39652785      12.52      -0.72      10.77      -6.17     -29.75      93.82      407.6     -402.9      -42.7      -44.4       -6.3     -174.0       35.9       15.9    5.13202    0.06239    0.01712      0.274       68.5       5.95       5.01      7.139
2014    1  39757246      12.23       0.49      10.61      -5.94     -29.21      87.37      412.8     -408.9      -31.5      -47.5       -6.6     -175.6       38.5       16.8    5.55994    0.05951    0.02079      0.349       65.0       6.35       5.14      6.816
2014    1  39851148      12.40      -0.05      11.08      -5.52     -26.50      90.27      408.5     -403.1      -53.7      -39.2       -5.5     -172.4       43.4       18.5    5.98977    0.06120    0.02908      0.475       62.9       6.50       4.96      6.549
2014    1  39949636      13.14      -0.85      10.95      -6.93     -32.24      94.43      402.2     -397.3      -53.4      -32.0       -4.6     -172.3       43.5       19.8    6.21725    0.06873    0.03140      0.457       64.4       6.24       4.81      8.153
2014    1  40054312      14.24       0.54      11.96      -7.69     -32.70      87.43      410.3     -406.1      -44.4      -37.5       -5.2     -173.8       36.6       13.7    4.48110    0.08063    0.01541      0.191       83.8       4.89       4.31      9.834
2014    1  40146640      13.89       1.87       8.97     -10.28     -48.30      78.25      416.4     -413.5      -39.7      -28.7       -4.0     -174.5       39.4       14.6    4.91258    0.07681    0.01897      0.247       79.3       5.25       4.48     12.315
2014    1  40245132      13.60       1.34       8.56      -9.74     -48.37      81.07      417.4     -415.3      -35.5      -22.9       -3.1     -175.1       43.1       17.4    5.89481    0.07364    0.02704      0.367       71.1       5.87       4.72     11.808
2014    1  40343578      12.28      -1.15      11.91      -2.66     -12.54      95.50      410.4     -403.4      -55.3      -50.9       -7.1     -172.2       40.8       18.4    6.02681    0.06004    0.02569      0.428       62.4       6.58       5.13      4.579
2014    1  40451296      11.91      -2.60      11.47      -1.30      -6.30     102.75      406.6     -399.3      -56.6      -52.1       -7.4     -171.9       44.4       20.5    6.56301    0.05645    0.03366      0.596       57.4       7.08       5.14      3.558
2014    1  40542230      11.47      -2.39      11.03      -0.34      -1.70     102.24      408.5     -400.7      -51.9      -60.5       -8.5     -172.6       39.2       21.4    6.93125    0.05235    0.02751      0.526       54.1       7.55       5.65      2.844
2014    1  40637640      11.85      -2.25      11.53      -0.15      -0.72     101.06      409.2     -403.7      -52.2      -41.8       -5.9     -172.6       40.7       20.1    6.53370    0.05587    0.02792      0.500       57.6       7.10       5.37      2.937
2014    1  40739921      13.40       4.16       9.39      -7.61     -36.53      66.11      424.7     -421.9      -37.0      -31.5       -4.3     -175.0       36.6       16.6    5.80233    0.07140    0.01853      0.260       71.8       5.92       5.02     10.083
2014    1  40836046      13.72       5.48       8.75      -9.02     -41.14      57.96      419.3     -416.3      -38.7      -32.4       -4.4     -174.7       39.0       17.4    5.92383    0.07487    0.02208      0.295       71.8       5.84       4.86     11.601
2014    1  40936890      13.76       6.48       8.78      -8.29     -37.25      53.57      423.7     -420.6      -43.1      -27.8       -3.8     -174.1       39.4       17.8    6.21285    0.07535    0.02321      0.308       71.1       5.96       4.93     11.378
2014    1  41036093      14.14       7.99       5.56      -9.98     -45.73      34.86      433.1     -432.1      -16.5      -23.2       -3.1     -177.8       37.4       15.5    5.64619    0.07954    0.01812      0.228       78.3       5.53       4.78     15.141
2014    1  41331550      13.86       7.15       5.53     -10.41     -49.02      37.71      433.1     -431.9      -18.7      -26.6       -3.5     -177.5       34.9       16.1    5.87266    0.07648    0.01647      0.215       75.3       5.75       5.00     14.710
2014    1  41439269      13.65       5.65       7.25     -10.03     -47.49      52.10      422.1     -419.3      -39.1      -29.1       -4.0     -174.7       37.9       17.0    5.86908    0.07409    0.02041      0.275       72.2       5.84       4.92     12.836
2014    1  41530882      13.80       6.00       5.73     -10.97     -52.90      43.65      422.5     -420.0      -37.0      -26.8       -3.6     -175.0       33.5       15.7    5.42842    0.07573    0.01468      0.194       76.0       5.56       4.89     14.259
2014    1  41627007      13.68       6.79       3.48     -11.29     -55.95      27.14      421.6     -420.2      -26.1      -22.0       -3.0     -176.5       34.6       16.7    5.74513    0.07448    0.01668      0.224       73.1       5.77       4.99     15.040
2014    1  41725492      13.68       6.76       5.92     -10.10     -48.33      41.19      424.4     -421.2      -42.1      -29.9       -4.0     -174.3       31.2       14.5    5.05127    0.07448    0.01176      0.158       78.5       5.41       4.86     13.734
2014    1  41820863      13.55       6.33       7.81      -9.07     -42.07      50.96      420.6     -416.5      -46.6      -35.7       -4.9     -173.6       35.6       16.5    5.66817    0.07305    0.01750      0.240       72.7       5.78       4.96     11.892
2014    1  41925542      13.48       7.02       5.90      -9.80     -46.91      40.03      424.9     -421.6      -42.1      -32.1       -4.3     -174.3       34.5       17.9    6.25791    0.07227    0.01776      0.246       69.5       6.11       5.22     13.260
2014    1  42024027      13.64       7.18       4.65     -10.60     -51.07      32.94      426.6     -423.4      -40.8      -31.8       -4.3     -174.5       38.7       18.6    6.55361    0.07403    0.02329      0.315       69.1       6.18       5.09     14.511
2014    1  42119437      13.16       6.52       3.98     -10.69     -54.43      31.43      424.4     -421.4      -41.8      -28.6       -3.9     -174.3       36.6       17.3    6.03824    0.06893    0.01933      0.280       69.1       6.14       5.15     13.748
2014    1  42218062      12.52       6.58       5.40      -9.14     -47.01      39.37      423.7     -419.6      -43.8      -40.0       -5.4     -174.0       36.3       16.9    5.89622    0.06240    0.01866      0.299       66.4       6.38       5.30     11.466
2014    1  42310394       9.99      -0.40       6.74      -2.93     -23.42      93.38      408.3     -401.1      -41.9      -64.2       -9.0     -174.0       55.7       23.7    7.65593    0.03975    0.06137      1.544       44.8       9.11       5.00      3.973
2014    1  42421015      10.25      -7.28       4.27       5.64      33.76     149.64      411.5     -406.5      -39.1      -50.6       -7.1     -174.5       53.7       17.8    5.84710    0.04183    0.04288      1.025       53.0       7.76       4.87      0.088
2014    1  42613507      11.93      -8.24       2.05       8.35      44.52     166.04      411.2     -405.2      -46.3      -52.4       -7.3     -173.5       48.6       17.3    5.67377    0.05662    0.03423      0.605       62.6       6.57       4.76      0.002
2014    1  42712714      12.36      -7.56      -1.64       9.49      50.81     192.22      417.6     -412.9      -36.3      -50.8       -7.0     -175.0       51.7       15.9    5.36780    0.06076    0.03552      0.585       67.7       6.17       4.50      0.001
2014    1  42814957       9.06       2.33       4.83      -4.30     -38.70      64.24      449.6     -447.0      -48.2        0.6        0.1     -173.8       47.3       16.6    6.49749    0.03263    0.03105      0.952       48.5       9.26       5.95      5.091
2014    1  42910539      15.16       7.57       6.46     -11.40     -48.87      40.47      424.2     -420.8      -37.4      -38.8       -5.3     -174.9       37.0        9.6    3.33939    0.09145    0.01092      0.119      106.9       3.97       3.65     16.990
2014    1  43008171      14.96       7.30       6.34     -11.41     -49.71      40.97      421.5     -417.9      -37.7      -39.7       -5.4     -174.8       40.8       10.6    3.66211    0.08901    0.01481      0.166      100.1       4.21       3.77     16.502
2014    1  43106656      14.89       7.22       6.66     -11.18     -48.69      42.70      419.7     -416.0      -41.1      -37.8       -5.2     -174.4       42.5       11.2    3.84113    0.08826    0.01698      0.192       96.9       4.33       3.82     16.032
2014    1  43202917      14.96       7.08       7.33     -10.95     -47.06      45.99      421.6     -417.4      -44.2      -39.8       -5.4     -174.0       42.2       10.7    3.67776    0.08902    0.01585      0.178       99.9       4.22       3.75     15.758
2014    1  43300550      14.97       7.16       6.92     -11.17     -48.29      44.01      420.0     -416.2      -40.4      -39.5       -5.4     -174.5       40.0       10.1    3.47291    0.08916    0.01361      0.153      102.5       4.10       3.70     16.056
2014    1  43407585      15.21       7.29       6.57     -11.61     -49.77      42.02      420.4     -416.8      -38.6      -39.0       -5.3     -174.7       40.2        9.8    3.34687    0.09205    0.01318      0.143      106.2       3.96       3.59     16.949
2014    1  43498238      15.36       7.27       6.97     -11.59     -49.00      43.79      422.8     -418.4      -42.6      -43.3       -5.9     -174.2       36.6        9.0    3.11049    0.09393    0.01004      0.107      111.9       3.78       3.51     17.150
2014    1  43593644      15.47       7.31       7.20     -11.56     -48.42      44.57      420.5     -416.3      -43.1      -41.3       -5.6     -174.1       37.3        9.4    3.24168    0.09526    0.01101      0.116      109.8       3.83       3.54     17.149
2014    1  43692128      15.49       7.19       6.06     -12.30     -52.61      40.11      419.9     -415.6      -44.0      -39.9       -5.5     -174.0       37.1        9.3    3.18001    0.09551    0.01071      0.112      110.8       3.79       3.51     18.075
2014    1  43790621      15.65       7.03       5.91     -12.67     -54.06      40.07      419.3     -415.5      -42.7      -36.9       -5.0     -174.1       35.1        8.9    3.02681    0.09747    0.00914      0.094      114.6       3.66       3.43     18.598
2014    1  43891464      15.72       7.23       5.93     -12.63     -53.49      39.37      421.5     -417.9      -40.9      -36.9       -5.0     -174.4       35.3        9.0    3.10598    0.09827    0.00938      0.095      114.2       3.69       3.45     18.828
2014    1  43987593      15.66       7.61       6.55     -12.01     -50.09      40.73      422.2     -417.8      -43.0      -42.4       -5.8     -174.1       38.0        9.3    3.23254    0.09761    0.01129      0.116      111.7       3.78       3.49     18.197
2014    1  44088437      15.66       7.74       7.13     -11.58     -47.74      42.64      422.1     -418.0      -42.2      -40.4       -5.5     -174.2       35.2        8.7    3.00204    0.09759    0.00899      0.092      115.9       3.64       3.41     17.688
2014    1  44187777      15.45       6.65       7.41     -11.80     -49.84      48.10      423.7     -420.4      -40.4      -34.7       -4.7     -174.5       38.9        9.6    3.34792    0.09500    0.01217      0.128      108.7       3.90       3.57     17.196
2014    1  44483093      15.18       7.14       7.22     -11.27     -47.96      45.32      415.2     -410.8      -43.9      -42.1       -5.8     -173.9       41.0        9.8    3.27656    0.09175    0.01378      0.150      105.8       3.92       3.54     16.186
2014    1  44578468      15.37       7.42       7.51     -11.16     -46.58      45.35      419.5     -415.4      -42.8      -40.3       -5.5     -174.1       36.2        9.2    3.13649    0.09395    0.01007      0.107      110.6       3.79       3.52     16.520
2014    1  44676988      15.27       7.06       7.48     -11.29     -47.66      46.68      414.4     -410.7      -39.0      -40.1       -5.5     -174.6       39.7       10.1    3.35716    0.09282    0.01326      0.143      105.0       3.95       3.58     16.197
2014    1  44775476      15.11       7.19       7.68     -10.84     -45.86      46.90      414.3     -409.8      -41.1      -44.6       -6.2     -174.3       39.7        9.9    3.29582    0.09087    0.01307      0.144      104.8       3.95       3.59     15.545
2014    1  44873964      15.16       7.14       8.11     -10.63     -44.53      48.63      415.7     -410.6      -45.4      -46.3       -6.4     -173.7       40.6       10.3    3.43959    0.09144    0.01417      0.155      103.2       4.03       3.63     15.340
2014    1  44972410      15.22       7.22       8.48     -10.37     -42.95      49.58      417.2     -411.9      -46.6      -47.8       -6.6     -173.5       40.6       10.3    3.48458    0.09218    0.01422      0.154      103.4       4.04       3.64     15.162
2014    1  45271085      12.51       9.18       8.31      -1.71      -7.88      42.14      418.0     -411.5      -42.9      -59.8       -8.2     -174.0       47.0       12.9    4.36493    0.06230    0.02379      0.382       76.1       5.50       4.38      4.712
2014    1  45380378      12.36       7.84       9.08      -2.78     -13.07      49.18      422.9     -415.7      -36.5      -68.8       -9.4     -175.0       52.9       14.0    4.85620    0.06082    0.03274      0.538       72.1       5.87       4.36      5.387
2014    1  45474250      13.22       8.32       9.69      -3.35     -14.68      49.37      422.8     -415.3      -40.6      -68.5       -9.3     -174.4       51.5       13.7    4.74398    0.06950    0.03031      0.436       78.0       5.42       4.22      6.474
2014    1  45766628      14.17       9.62       9.16      -4.91     -20.29      43.58      416.3     -409.5      -40.7      -63.0       -8.7     -174.3       43.6       12.6    4.24813    0.07992    0.02012      0.252       87.0       4.79       4.08      9.037
2014    1  45865113      14.14       9.31       9.48      -4.81     -19.88      45.51      419.1     -411.6      -43.5      -65.3       -9.0     -174.0       45.0       13.7    4.65916    0.07959    0.02313      0.291       83.4       5.02       4.19      8.809
2014    1  46160570      14.95      10.02       8.35      -7.23     -29.00      39.82      421.3     -415.2      -38.9      -60.3       -8.2     -174.6       44.1       12.5    4.31384    0.08899    0.02039      0.229       92.2       4.57       3.94     12.855
2014    1  46259058      14.86      10.28       7.29      -7.78     -31.69      35.34      425.0     -419.8      -33.8      -57.4       -7.8     -175.4       43.9       13.4    4.69608    0.08782    0.02157      0.246       88.5       4.80       4.10     13.985
2014    1  46362160      14.71      10.06       8.44      -6.53     -26.45      39.98      422.4     -416.3      -35.7      -61.7       -8.4     -175.1       46.5       13.4    4.65299    0.08606    0.02427      0.282       87.5       4.83       4.05     11.833
2014    1  46456027      14.22       9.33       6.83      -8.25     -35.51      36.20      426.7     -420.7      -36.5      -61.4       -8.3     -175.0       46.7       14.3    5.06813    0.08045    0.02615      0.325       81.9       5.21       4.27     13.476
2014    1  46551437      14.45       9.83       6.89      -7.98     -33.61      35.03      422.9     -417.1      -35.1      -60.1       -8.2     -175.2       47.1       14.1    4.88829    0.08312    0.02610      0.314       84.0       5.03       4.15     13.587
2014    1  46649921      14.51      10.36       7.00      -7.36     -30.48      34.05      420.4     -414.2      -34.2      -63.3       -8.7     -175.3       46.8       13.1    4.49096    0.08375    0.02401      0.287       87.4       4.81       4.02     13.114
2014    1  46748406      14.82      10.62       7.26      -7.32     -29.64      34.35      421.9     -417.2      -35.0      -51.7       -7.0     -175.2       47.6       13.4    4.62603    0.08736    0.02533      0.290       88.3       4.78       3.99     13.497
2014    1  46846894      15.12      10.83       6.09      -8.60     -34.67      29.36      424.8     -420.5      -35.3      -49.5       -6.7     -175.2       45.2       12.7    4.44597    0.09097    0.02170      0.239       92.6       4.59       3.94     15.958
2014    1  46945378      15.06      10.63       5.55      -9.10     -37.22      27.55      424.0     -420.0      -32.0      -48.4       -6.6     -175.6       46.8       13.0    4.52992    0.09023    0.02375      0.263       91.1       4.65       3.94     16.470
2014    1  47043082      15.17      10.94       5.01      -9.21     -37.41      24.62      423.4     -419.2      -33.6      -49.0       -6.6     -175.4       46.5       13.2    4.57462    0.09157    0.02374      0.259       91.2       4.64       3.94     17.128
2014    1  47440886      14.91       9.31       6.17      -9.75     -41.11      33.56      425.7     -419.9      -38.8      -58.0       -7.8     -174.7       49.7       10.3    3.60561    0.08844    0.02121      0.240      101.5       4.19       3.59     16.046
2014    1  47539195      15.19       9.68       4.30     -10.82     -45.60      23.96      436.7     -431.0      -49.5      -49.9       -6.6     -173.4       42.4        9.2    3.39755    0.09177    0.01378      0.150      109.3       3.99       3.61     18.679
2014    1  47637718      12.55       6.94       6.12      -7.52     -39.08      41.41      442.0     -439.6      -30.8      -34.1       -4.4     -176.0       56.3        9.9    3.75638    0.06264    0.02623      0.419       86.9       5.08       3.98     10.928
2014    1  47740101      11.43       5.06       7.99      -4.51     -25.50      57.64      451.4     -447.7      -32.0      -47.4       -6.0     -175.9       47.0       10.2    4.05110    0.05197    0.01893      0.364       77.9       5.80       4.66      6.537
2014    1  47825457      12.53       9.42       1.79      -7.98     -39.78      10.75      439.3     -436.8      -31.3      -34.4       -4.5     -175.9       58.1       11.9    4.46463    0.06243    0.03368      0.539       79.1       5.55       4.13     13.409
2014    1  47933175      14.13      10.72       1.24      -8.95     -39.66       6.59      432.7     -429.5      -32.3      -41.5       -5.5     -175.7       48.3       10.7    3.87430    0.07946    0.02084      0.262       94.4       4.58       3.88     17.061
2014    1  48031624      10.69       9.14      -2.34      -4.26     -24.29     345.67      455.3     -454.4      -28.3       -4.4       -0.6     -176.4       69.6       15.5    6.24650    0.04545    0.06301      1.386       59.2       7.70       4.39      9.128
2014    1  48130144      11.21      -5.68      -4.80       8.12      47.51     220.22      422.7     -420.1      -20.8      -42.5       -5.8     -177.2       75.4       14.5    5.03664    0.05001    0.06907      1.381       64.2       6.59       3.76      0.051
