                                                                                 Wind MFI and SWE Data, 1 minute resolution, GSE coordinates
Year  DOY  millisecs       B          Bx         By         Bz       Theta       Phi         V          Vx         Vy         Vz       Vtheta      Vphi       Vth         Np        Psw         Pb        Pth        Beta        Va         Ma        Mms      Epsilon  
                           nT         nT         nT         nT        deg        deg        km/s       km/s       km/s       km/s       deg        deg        km/s       cm^3       nPa        nPa        nPa                   km/s                           10^11 W  
2014   10  16639480       7.49      -6.90       1.89       2.16      16.78     164.70      387.2     -385.7       23.5       24.9        3.7      176.5       48.2        5.3    1.54371    0.02233    0.01030      0.462       70.9       5.46       4.20      0.066
2014   10  16744160       7.13      -6.56       1.86       1.91      15.61     164.13      391.1     -390.0       18.8       22.0        3.2      177.2       48.2        5.4    1.59384    0.02021    0.01044      0.517       67.1       5.83       4.38      0.081
2014   10  17040509       7.07      -6.31       2.77       1.47      12.06     156.28      390.7     -389.7       13.3       24.1        3.5      178.0       55.1        5.4    1.59005    0.01988    0.01363      0.686       66.5       5.87       4.12      0.274
2014   10  17138244       7.21      -6.78       2.10       1.21       9.63     162.77      389.3     -387.8       18.5       28.0        4.1      177.3       46.3        5.2    1.53582    0.02068    0.00937      0.453       68.8       5.66       4.37      0.255
2014   10  17234193       7.10      -6.77       1.56       1.42      11.55     167.07      402.7     -400.1       21.4      -40.2       -5.7      176.9       82.6        5.2    1.63577    0.02008    0.02969      1.478       68.0       5.93       3.30      0.108
2014   10  17336144       7.00      -6.74       1.09       1.43      11.86     170.78      388.7     -385.3       42.2       29.9        4.4      173.8       55.4        5.3    1.56000    0.01948    0.01365      0.700       66.2       5.87       4.10      0.040
2014   10  17443656       6.94      -6.74       0.73       1.47      12.23     173.82      406.4     -403.3       45.5      -20.7       -2.9      173.6       66.2        5.7    1.83014    0.01917    0.02094      1.092       63.4       6.41       3.95      0.011
2014   10  17533152       6.98      -6.69       1.13       1.60      13.29     170.45      392.3     -389.5       37.6       27.7        4.1      174.5       45.1        5.2    1.53984    0.01940    0.00876      0.452       67.1       5.85       4.52      0.031
2014   10  17631744       6.90      -6.77       0.12       1.19      10.00     178.94      387.9     -382.8       59.4       21.7        3.2      171.2       62.1        6.0    1.73898    0.01897    0.01923      1.014       61.7       6.29       3.96      0.000
2014   10  17730265       6.90      -6.75      -0.61       1.22      10.19     185.19      389.1     -381.4       72.2       26.8        4.0      169.3       61.4        5.7    1.68822    0.01894    0.01812      0.956       62.8       6.20       3.97      0.011
2014   10  17830326       6.87      -6.62       0.08       1.61      13.68     179.32      388.9     -384.3       57.3       15.1        2.2      171.5       62.2        5.8    1.69456    0.01879    0.01869      0.995       62.4       6.24       3.95      0.000
2014   10  17927308       6.81      -6.62      -0.21       1.51      12.82     181.79      388.3     -383.1       60.4       18.4        2.7      171.0       52.3        5.4    1.59211    0.01845    0.01245      0.675       63.7       6.10       4.30      0.000
2014   10  18025830       6.79      -6.49      -0.27       1.95      16.71     182.34      389.8     -385.2       58.0       14.8        2.2      171.4       50.5        5.4    1.58183    0.01833    0.01144      0.624       63.9       6.10       4.38      0.000
2014   10  18120378       6.72      -6.40       0.24       1.97      17.07     177.81      389.1     -384.2       58.5       20.7        3.1      171.3       43.5        4.9    1.44559    0.01796    0.00780      0.434       66.1       5.89       4.58      0.000
2014   10  18222837       6.69      -6.45       0.53       1.65      14.34     175.31      392.9     -389.7       40.9       28.9        4.2      174.0       52.6        5.6    1.68207    0.01783    0.01297      0.728       61.6       6.38       4.41      0.002
2014   10  18322896       6.71      -6.64      -0.26       0.24       2.05     182.26      390.2     -385.7       47.5       35.0        5.1      173.0       53.9        5.7    1.66967    0.01790    0.01372      0.766       61.5       6.34       4.32      0.093
2014   10  18415013       6.78      -6.63       0.40       1.05       8.97     176.58      387.4     -383.9       50.1       13.2        2.0      172.6       67.1        5.5    1.59865    0.01829    0.02067      1.130       63.1       6.14       3.74      0.004
2014   10  18524312       6.68      -6.47      -1.40       0.73       6.31     192.19      423.7     -414.7       73.7      -46.2       -6.3      169.9       67.1        5.1    1.78887    0.01774    0.01931      1.088       64.3       6.59       4.06      0.271
2014   10  18613841       6.76      -6.59      -1.10       0.03       0.28     189.50      395.5     -384.7       73.6       54.9        8.0      169.2       60.5        5.5    1.67884    0.01820    0.01696      0.932       62.7       6.31       4.07      0.848
2014   10  18722283       6.76      -6.41      -2.04      -0.23      -1.96     197.66      398.3     -396.5       37.1        7.9        1.1      174.7       82.2        6.0    1.85216    0.01821    0.03400      1.867       60.2       6.62       3.40      1.123
2014   10  18810884       6.79      -6.52      -1.68       0.43       3.69     194.47      398.1     -388.1       75.4       46.6        6.7      169.0       56.3        5.4    1.67093    0.01836    0.01441      0.785       63.6       6.26       4.24      0.515
2014   10  18903720       6.92      -6.64       0.76       1.76      14.80     173.51      386.9     -386.2       22.5        7.2        1.1      176.7       70.6        5.3    1.53845    0.01905    0.02205      1.158       65.6       5.90       3.57      0.006
2014   10  19010150       6.90      -6.66       0.36       1.73      14.53     176.90      388.7     -384.4       56.6       12.7        1.9      171.6       44.6        5.0    1.47396    0.01893    0.00838      0.443       67.1       5.79       4.49      0.000
2014   10  19108671       6.91      -6.67       0.35       1.74      14.59     176.97      387.9     -383.6       55.4       14.5        2.1      171.8       46.1        5.0    1.46907    0.01899    0.00893      0.470       67.2       5.78       4.42      0.000
2014   10  19207193       6.88      -6.69       0.54       1.47      12.38     175.37      388.3     -384.0       56.3       12.7        1.9      171.7       46.2        5.0    1.45420    0.01883    0.00887      0.471       67.3       5.77       4.42      0.003
2014   10  19306572       6.90      -6.67       0.64       1.51      12.66     174.54      388.7     -385.7       39.9       27.8        4.1      174.1       42.8        4.9    1.42577    0.01892    0.00747      0.395       68.2       5.70       4.52      0.006
2014   10  19405058       6.96      -6.67       1.01       1.71      14.22     171.39      385.5     -384.7       23.2        4.0        0.6      176.6       44.3        5.1    1.47149    0.01928    0.00837      0.434       67.2       5.73       4.46      0.018
2014   10  19500498       6.96      -6.68       0.95       1.60      13.37     171.88      384.8     -383.8       27.6        2.5        0.4      175.9       45.0        5.0    1.44728    0.01926    0.00854      0.444       67.6       5.69       4.41      0.018
2014   10  19601279       6.97      -6.82       0.96       1.07       8.85     172.02      389.5     -388.7       13.7       19.5        2.9      178.0       45.6        5.1    1.49971    0.01936    0.00885      0.457       67.4       5.78       4.45      0.061
2014   10  19699798       6.88      -6.63       1.37       1.18       9.86     168.30      389.3     -388.6       11.0       20.0        3.0      178.4       48.0        5.0    1.46532    0.01884    0.00959      0.509       67.2       5.79       4.36      0.112
2014   10  19802150       6.92      -6.64       1.61       1.03       8.56     166.38      398.1     -397.8        5.1      -12.4       -1.8      179.3       60.8        5.0    1.54000    0.01904    0.01549      0.814       67.4       5.90       3.96      0.202
2014   10  19895302       6.91      -6.66       1.62       0.83       6.88     166.31      389.0     -388.5        5.7       19.0        2.8      179.2       48.6        5.2    1.53200    0.01899    0.01029      0.542       66.0       5.90       4.38      0.276
2014   10  19993824       6.87      -6.65       1.56       0.70       5.88     166.79      389.7     -389.3        3.6       17.2        2.5      179.5       47.6        5.1    1.50066    0.01878    0.00965      0.514       66.4       5.87       4.41      0.318
2014   10  20092345       6.82      -6.57       1.74       0.41       3.48     165.17      390.1     -389.8        4.4       15.4        2.3      179.3       48.2        5.0    1.47463    0.01849    0.00972      0.525       66.5       5.86       4.38      0.534
2014   10  20192406       6.72      -6.50       1.65       0.28       2.42     165.72      389.7     -389.1        8.5       20.4        3.0      178.7       50.7        5.0    1.48370    0.01795    0.01082      0.603       65.3       5.97       4.32      0.605
2014   10  20293148       6.60      -6.34       1.75      -0.19      -1.63     164.54      388.1     -385.7       31.8       29.0        4.3      175.3       59.6        5.4    1.56394    0.01731    0.01588      0.917       62.2       6.24       4.05      1.029
2014   10  20404947       6.54      -6.15       2.15      -0.27      -2.35     160.71      396.4     -394.9       -1.5       35.1        5.1     -179.8      102.7        6.5    1.97503    0.01703    0.05711      3.353       56.1       7.07       2.88      1.067
2014   10  20488792       6.53      -6.07       2.34      -0.44      -3.83     158.96      392.2     -389.1       29.4       39.0        5.7      175.7       55.5        5.3    1.57463    0.01697    0.01361      0.802       62.0       6.32       4.26      1.168
2014   10  20590251       6.38      -5.94       2.25      -0.42      -3.78     159.22      391.7     -389.2       33.9       28.4        4.2      175.0       68.6        5.8    1.72580    0.01622    0.02281      1.406       57.8       6.77       3.84      1.114
2014   10  20688773       6.32      -5.73       2.54      -0.65      -5.94     156.11      393.7     -390.7       31.8       36.7        5.3      175.4       65.0        5.6    1.69749    0.01589    0.01993      1.254       58.0       6.78       4.00      1.222
2014   10  20790337       6.38      -5.77       2.60      -0.68      -6.15     155.74      392.5     -388.0       49.2       32.3        4.7      172.8       57.4        5.3    1.58777    0.01621    0.01463      0.902       60.4       6.50       4.23      1.252
2014   10  20987556       6.33      -5.26       3.18      -0.85      -7.91     148.79      401.3     -397.8      -40.3       34.2        4.9     -174.2       61.5        5.7    1.77824    0.01597    0.01799      1.127       57.9       6.93       4.22      1.272
2014   10  21092271       6.53      -5.41       3.41      -1.08      -9.57     147.81     3684.8     -602.6    -2325.6    -2793.9      -49.3     -104.5      100.8        7.3  192.69538    0.01697    0.06211      3.660       52.7      69.96      27.46     13.269
2014   10  21178408       6.48      -5.38       3.53      -0.05      -0.41     146.69      392.9     -392.1       -3.1       25.9        3.8     -179.5       69.3        5.9    1.76611    0.01669    0.02371      1.421       58.2       6.75       3.82      0.843
2014   10  21281441       6.28      -4.01       3.54      -3.01     -29.34     138.53      418.4     -412.9       16.0       65.6        9.0      177.8       72.3        6.3    2.12997    0.01569    0.02744      1.749       54.7       7.65       4.02      2.231
2014   10  21377707       6.27      -5.10       2.74       2.29      21.56     151.76      403.1     -401.4       25.9       26.2        3.7      176.3       73.7        6.7    2.11488    0.01562    0.03049      1.951       52.8       7.64       3.85      0.102
2014   10  21473148       6.38      -5.08       3.23       1.86      17.14     147.51      387.1     -379.7      -67.6       32.4        4.8     -169.9       78.4        7.2    2.08036    0.01622    0.03678      2.268       52.1       7.44       3.54      0.198
2014   10  21566371       6.18      -5.05       3.18       1.57      14.74     147.84      398.0     -397.9        4.7        8.1        1.2      179.3       69.0        6.1    1.86384    0.01522    0.02415      1.587       54.8       7.27       3.95      0.235
2014   10  21662529       6.47      -5.04       3.85       1.12       9.98     142.59      402.1     -401.3      -15.9       19.7        2.8     -177.7       70.0        6.1    1.90336    0.01665    0.02485      1.492       57.3       7.02       3.90      0.437
2014   10  21761697       6.40      -5.18       3.59       1.06       9.52     145.26      396.2     -395.7       -0.1       19.1        2.8     -180.0       68.0        6.0    1.84174    0.01630    0.02337      1.434       56.8       6.98       3.93      0.417
2014   10  21863298       6.39      -5.22       3.54       0.94       8.50     145.85      395.7     -395.2        1.5       19.1        2.8      179.8       68.5        6.1    1.84860    0.01625    0.02390      1.471       56.5       7.00       3.91      0.444
2014   10  21967330       6.57      -5.07       4.00       0.94       8.32     141.75      392.6     -392.4        5.9       11.2        1.6      179.1       53.2        5.0    1.49230    0.01715    0.01182      0.689       64.1       6.12       4.29      0.500
2014   10  22062773       6.37      -4.41       4.41       1.29      11.64     134.99      406.3     -405.3      -22.7       15.8        2.2     -176.8       67.0        5.8    1.85745    0.01615    0.02176      1.347       57.7       7.04       4.05      0.426
2014   10  22160578       6.24      -5.02       3.68       0.28       2.54     143.81      401.3     -399.2       12.2       39.8        5.7      178.3       56.3        5.2    1.63422    0.01550    0.01386      0.895       59.5       6.74       4.41      0.666
2014   10  22260498       6.21      -5.29       3.25       0.05       0.47     148.44      394.9     -392.5       21.5       37.5        5.4      176.9       54.9        5.1    1.55255    0.01534    0.01293      0.843       59.8       6.60       4.39      0.735
2014   10  22360664       6.53      -5.59       3.33      -0.19      -1.67     149.20      392.6     -391.7        4.7       27.1        4.0      179.3       60.0        5.5    1.64322    0.01695    0.01655      0.976       60.7       6.46       4.12      0.931
2014   10  22456107       6.74      -5.58       3.71      -0.44      -3.74     146.34      389.9     -388.0       11.5       36.3        5.3      178.3       67.1        5.5    1.63379    0.01807    0.02087      1.155       62.4       6.24       3.78      1.101
2014   10  22554628       6.76      -5.98       3.01      -0.61      -5.23     153.27      392.6     -391.1        6.0       33.7        4.9      179.1       56.9        4.9    1.47183    0.01820    0.01334      0.733       66.5       5.90       4.07      1.287
2014   10  22653761       6.77      -6.17       2.71       0.14       1.15     156.24      383.1     -382.5       10.5       19.4        2.9      178.4       58.4        5.1    1.44414    0.01826    0.01446      0.792       65.6       5.84       3.95      0.791
2014   10  22759226       6.86      -5.49       3.89       0.43       3.67     144.65      383.1     -378.4       11.9       58.7        8.8      178.2       88.3        7.7    2.18455    0.01871    0.05007      2.677       54.0       7.09       3.17      0.711
2014   10  22846257       7.38      -5.27       4.96       1.40      10.96     136.74      387.7     -387.3       -8.2       16.5        2.4     -178.8       49.0        5.5    1.61797    0.02165    0.01113      0.514       68.3       5.68       4.26      0.557
2014   10  22947857       7.75      -5.18       5.61       1.30       9.64     132.72      386.2     -385.8      -10.1       15.3        2.3     -178.5       47.3        5.6    1.60769    0.02387    0.01039      0.435       71.7       5.39       4.19      0.693
2014   10  23047236       7.52      -3.69       6.07       2.23      17.45     121.28      390.4     -389.5        0.1       27.3        4.0      180.0       48.9        5.8    1.72649    0.02249    0.01165      0.518       67.9       5.75       4.31      0.471
2014   10  23147156       7.54      -2.46       6.77       2.04      15.78     109.98      386.4     -384.8       -1.8       34.7        5.1     -179.7       39.9        6.0    1.73922    0.02262    0.00801      0.354       67.1       5.76       4.65      0.555
2014   10  23245818       7.88      -1.97       7.30       2.18      16.11     105.14      387.6     -386.7       -1.5       26.5        3.9     -179.8       41.9        5.5    1.61177    0.02468    0.00813      0.329       73.0       5.31       4.34      0.610
2014   10  23345878       7.89      -2.59       6.80       3.03      22.60     110.87      384.8     -383.5        3.4       30.8        4.6      179.5       42.1        5.2    1.48316    0.02480    0.00765      0.308       75.8       5.08       4.20      0.420
2014   10  23441322       7.65      -2.30       6.31       3.62      28.36     110.00      386.9     -385.7        4.6       30.6        4.5      179.3       42.5        5.8    1.68074    0.02329    0.00875      0.376       69.4       5.58       4.46      0.284
2014   10  23543671       7.62      -1.02       6.69       3.48      27.19      98.65      391.7     -390.5       -8.6       29.0        4.2     -178.7       38.1        5.4    1.60648    0.02312    0.00656      0.284       71.6       5.47       4.58      0.329
2014   10  23629878       7.44      -1.54       5.94       3.64      30.65     104.54      383.5     -381.7      -25.6       26.9        4.0     -176.2       34.7        5.3    1.51346    0.02205    0.00535      0.242       70.5       5.44       4.66      0.242
2014   10  23737636       7.39       0.56       5.64       4.73      39.84      84.38      389.2     -388.5      -18.0       12.6        1.9     -177.3       31.6        5.9    1.74285    0.02171    0.00495      0.228       66.2       5.88       5.08      0.135
2014   10  23830001       7.40       0.78       5.20       5.13      44.32      81.43      385.1     -384.5       -9.0       19.5        2.9     -178.7       35.2        5.6    1.60840    0.02179    0.00581      0.266       68.3       5.64       4.77      0.093
2014   10  23930849       6.84       1.86       5.36       3.80      33.84      70.87      384.5     -383.8        3.2       23.6        3.5      179.5       35.6        5.9    1.70397    0.01861    0.00629      0.338       61.2       6.28       5.12      0.159
2014   10  24029371       6.74       1.97       4.93       4.13      37.88      68.20      386.6     -385.4       -1.2       30.7        4.6     -179.8       36.1        5.9    1.71759    0.01806    0.00644      0.356       60.4       6.40       5.17      0.112
2014   10  24129291       6.72       2.33       4.71       4.17      38.43      63.62      386.2     -385.2       -3.6       27.1        4.0     -179.5       35.3        6.1    1.75711    0.01798    0.00634      0.353       59.5       6.49       5.25      0.099
2014   10  24224734       6.88       2.56       4.52       4.45      40.57      60.50      388.6     -388.2        0.4       17.9        2.6      179.9       34.3        5.0    1.47532    0.01882    0.00496      0.263       66.9       5.81       4.92      0.082
2014   10  24321000       6.81       2.77       4.71       4.03      36.44      59.50      388.2     -387.0      -10.0       29.0        4.3     -178.5       34.8        6.0    1.74256    0.01845    0.00603      0.327       60.8       6.38       5.23      0.109
2014   10  24422599       7.56       3.82       4.34       4.67      38.94      48.71      386.3     -385.8       -8.3       18.9        2.8     -178.8       34.4        5.5    1.58401    0.02273    0.00542      0.239       70.5       5.48       4.70      0.079
2014   10  24521121       8.40       6.04       3.15       4.80      35.14      27.55      404.8     -404.5       -9.3       11.9        1.7     -178.7       28.3        4.1    1.31126    0.02810    0.00277      0.099       90.3       4.49       4.19      0.038
2014   10  24617421       8.40       6.75       1.85       4.63      33.48      15.34      409.6     -409.3       -8.9       13.3        1.9     -178.8       24.7        3.7    1.20251    0.02809    0.00188      0.067       95.4       4.30       4.09      0.007
2014   10  24715085       8.34       6.54       2.25       4.62      33.77      18.97      406.8     -406.6       -5.4       11.3        1.6     -179.2       23.4        3.4    1.10417    0.02770    0.00158      0.057       98.1       4.15       3.98      0.014
2014   10  24816003       8.30       6.85       1.72       4.28      31.25      14.09      410.5     -410.5        3.3        4.5        0.6      179.5       23.3        4.4    1.42990    0.02740    0.00199      0.073       86.6       4.74       4.50      0.007
2014   10  24911304       8.23       6.39       2.53       4.50      33.21      21.62      402.1     -401.9      -12.0        7.2        1.0     -178.3       24.7        3.7    1.17022    0.02696    0.00190      0.070       93.0       4.33       4.11      0.022
2014   10  25008425       8.22       6.39       2.63       4.41      32.55      22.35      399.7     -399.6       -8.5        3.5        0.5     -178.8       23.1        3.6    1.11702    0.02688    0.00161      0.060       94.4       4.23       4.05      0.027
2014   10  25106949       8.17       6.37       1.91       4.72      35.36      16.71      402.4     -402.3       -6.8        5.6        0.8     -179.0       23.7        3.6    1.13767    0.02654    0.00170      0.064       93.6       4.30       4.11      0.007
2014   10  25213167       8.16       6.09       2.42       4.83      36.39      21.69      403.0     -402.9       -7.3        1.0        0.1     -179.0       29.9        3.8    1.19210    0.02647    0.00284      0.107       91.5       4.41       4.09      0.015
2014   10  25310150       8.08       5.87       2.63       4.87      37.14      24.12      403.0     -402.9       -9.6       -1.4       -0.2     -178.6       25.4        3.6    1.14724    0.02598    0.00197      0.076       92.4       4.36       4.13      0.019
2014   10  25405591       8.12       5.35       2.92       5.35      41.29      28.62      396.7     -396.0      -21.9        6.3        0.9     -176.8       23.5        3.4    1.04928    0.02623    0.00158      0.060       95.5       4.15       3.98      0.019
2014   10  25505513       8.01       5.88       2.66       4.70      36.07      24.32      403.1     -402.8      -12.9        8.6        1.2     -178.2       22.8        3.5    1.10636    0.02555    0.00152      0.060       93.3       4.32       4.14      0.022
2014   10  25602634       7.98       5.97       2.71       4.53      34.61      24.45      401.4     -401.3       -8.1        3.0        0.4     -178.8       22.1        3.3    1.04705    0.02535    0.00137      0.054       95.1       4.22       4.06      0.026
2014   10  25698078       8.03       5.92       2.81       4.61      35.10      25.42      399.9     -399.9       -4.7       -0.4       -0.1     -179.3       22.9        3.5    1.08660    0.02567    0.00153      0.060       93.6       4.27       4.09      0.028
2014   10  25798000       8.06       6.04       2.92       4.44      33.52      25.77      402.6     -402.5       -9.5        2.8        0.4     -178.6       25.5        3.8    1.20448    0.02586    0.00208      0.080       89.8       4.48       4.23      0.035
2014   10  26193623       7.88       5.61       2.44       4.95      38.95      23.54      403.0     -402.9       -4.2        2.8        0.4     -179.4       28.3        3.9    1.23180    0.02468    0.00261      0.106       86.9       4.64       4.31      0.013
2014   10  26289207       7.80       5.34       2.41       5.13      41.20      24.29      398.2     -398.2       -3.7       -1.3       -0.2     -179.5       21.8        3.4    1.06038    0.02418    0.00136      0.056       91.6       4.35       4.17      0.011
2014   10  26384648       7.32       5.05       2.37       4.69      40.04      25.12      398.7     -398.6       -2.6       -2.3       -0.3     -179.6       23.7        3.6    1.09725    0.02130    0.00167      0.078       84.6       4.71       4.46      0.012
2014   10  26483029       6.69       4.95       2.51       3.73      33.87      26.94      389.8     -389.7       -2.3        3.3        0.5     -179.7       26.0        4.4    1.29093    0.01782    0.00248      0.139       69.8       5.59       5.08      0.025
2014   10  26580011       5.63       4.08       2.19       3.20      34.61      28.22      382.1     -381.8       -4.0       14.7        2.2     -179.4       31.0        5.2    1.47104    0.01261    0.00418      0.331       53.9       7.09       5.79      0.018
2014   10  26684691       6.62       4.91       2.49       3.67      33.72      26.85      383.4     -383.2       -6.7       10.0        1.5     -179.0       28.7        4.8    1.37351    0.01743    0.00332      0.190       65.8       5.83       5.14      0.025
2014   10  27279720       5.32       3.67       2.68       2.77      31.41      36.12      381.0     -380.6       -3.5       17.4        2.6     -179.5       34.8        6.2    1.75466    0.01126    0.00630      0.559       46.5       8.20       6.04      0.042
2014   10  27375164       5.15       3.37       2.73       2.77      32.56      39.03      375.5     -375.2        2.2       15.6        2.4      179.7       35.6        6.8    1.84728    0.01055    0.00717      0.680       43.2       8.69       6.11      0.041
2014   10  27473685       5.50       3.18       2.98       3.34      37.44      43.14      377.7     -377.6        3.8        5.8        0.9      179.4       34.4        5.8    1.61923    0.01202    0.00579      0.482       49.6       7.62       5.80      0.037
2014   10  27574462       6.48       3.73       3.60       3.87      36.73      44.02      381.6     -381.5       -3.2        9.4        1.4     -179.5       30.7        5.4    1.52704    0.01670    0.00426      0.255       60.8       6.28       5.34      0.057
2014   10  27665287       6.54       3.94       3.69       3.54      33.25      43.14      383.0     -382.7      -10.7       10.2        1.5     -178.4       29.5        4.8    1.36766    0.01701    0.00351      0.206       65.1       5.89       5.15      0.077
2014   10  27768427       6.17       3.44       3.81       3.41      33.59      47.86      383.4     -383.0        4.4       17.4        2.6      179.3       28.3        4.8    1.37163    0.01517    0.00321      0.212       61.4       6.24       5.44      0.081
2014   10  27863871       6.02       3.70       3.70       2.93      29.24      45.01      391.4     -391.1      -11.1       10.5        1.5     -178.4       24.3        5.9    1.75843    0.01442    0.00293      0.203       54.0       7.25       6.35      0.102
2014   10  27962392       5.90       3.75       3.28       3.10      31.88      41.18      384.2     -383.8        1.4       17.7        2.6      179.8       29.9        6.4    1.83745    0.01385    0.00480      0.346       50.8       7.56       6.13      0.065
2014   10  28063992       6.31       4.46       3.03       3.15      30.31      34.19      388.2     -387.9        0.6       14.9        2.2      179.9       25.5        7.0    2.03958    0.01583    0.00379      0.239       52.1       7.45       6.39      0.060
2014   10  28163406       6.40       4.63       1.30       4.21      41.19      15.67      389.8     -389.4       10.1       13.4        2.0      178.5       32.6        6.5    1.92946    0.01630    0.00580      0.356       54.6       7.14       5.77      0.002
2014   10  28256556       6.06       4.33       2.04       3.64      37.20      25.20      388.9     -388.6        7.3       12.5        1.8      178.9       26.6        7.8    2.28818    0.01460    0.00461      0.315       47.3       8.22       6.77      0.012
2014   10  28357300       6.01       4.19       3.02       3.03      30.42      35.82      387.6     -387.0        6.5       20.4        3.0      179.0       20.7        7.6    2.21587    0.01435    0.00272      0.189       47.5       8.16       7.20      0.059
2014   10  28456679       5.63       4.29       2.59       2.52      26.74      31.17      387.9     -387.1        6.8       24.2        3.6      179.0       24.5        7.6    2.21973    0.01259    0.00383      0.304       44.5       8.72       7.22      0.056
2014   10  28557421       5.19       4.06       2.15       2.39      27.49      27.92      390.3     -389.4       15.4       20.3        3.0      177.7       28.3        7.1    2.09685    0.01070    0.00475      0.444       42.5       9.19       7.12      0.034
2014   10  28649820       5.98       4.70       2.41       2.78      27.78      27.16      391.4     -390.6       10.3       23.7        3.5      178.5       23.9       11.4    3.39810    0.01422    0.00545      0.384       38.6      10.15       8.09      0.042
2014   10  28752925       5.58       4.33       2.21       2.62      28.32      27.06      389.5     -388.6       12.6       23.5        3.5      178.2       21.3        6.6    1.94144    0.01241    0.00251      0.202       47.4       8.21       7.19      0.034
2014   10  28852986       5.54       4.79       1.51       2.30      24.63      17.52      397.3     -396.7        8.8       18.1        2.6      178.7       23.8        8.7    2.65748    0.01221    0.00410      0.336       41.0       9.69       7.90      0.016
2014   10  28948429       5.61       4.91       1.53       2.20      23.21      17.31      397.0     -396.5        8.4       18.1        2.6      178.8       23.0        8.7    2.67335    0.01253    0.00388      0.310       41.4       9.59       7.92      0.020
2014   10  29046951       5.44       4.85       1.49       1.94      20.95      17.09      397.1     -396.6        9.3       18.3        2.6      178.7       21.9        8.2    2.50409    0.01177    0.00328      0.278       41.5       9.57       8.04      0.025
2014   10  29148621       5.49       4.80       1.47       2.19      23.58      17.06      394.6     -393.9       11.2       19.1        2.8      178.4       25.7        8.5    2.57907    0.01197    0.00472      0.394       40.9       9.64       7.64      0.017
2014   10  29243994       5.56       4.86       1.37       2.31      24.57      15.80      397.2     -396.7        9.8       16.2        2.3      178.6       21.2        8.7    2.67284    0.01230    0.00329      0.268       41.0       9.68       8.18      0.012
2014   10  29342585       5.59       4.98       1.36       2.14      22.48      15.31      396.7     -396.1       12.3       18.9        2.7      178.2       22.0        8.7    2.66998    0.01244    0.00353      0.284       41.3       9.62       8.05      0.015
2014   10  29441037       5.62       4.88       1.45       2.37      24.97      16.50      397.4     -396.8       12.0       18.8        2.7      178.3       21.8        9.2    2.80744    0.01257    0.00365      0.290       40.5       9.81       8.19      0.013
2014   10  29541167       6.05       5.06       2.09       2.56      25.09      22.41      400.3     -399.4       13.9       22.6        3.2      178.0       19.4        9.9    3.06244    0.01457    0.00309      0.212       42.1       9.52       8.29      0.037
2014   10  29639689       6.04       5.14       1.86       2.57      25.17      19.88      400.7     -399.9       12.5       23.3        3.3      178.2       19.8        9.7    3.01469    0.01452    0.00316      0.218       42.4       9.46       8.21      0.026
2014   10  29738210       6.15       5.17       1.89       2.73      26.36      20.08      400.6     -399.7       12.6       24.0        3.4      178.2       20.5        9.6    2.99495    0.01504    0.00338      0.225       43.2       9.26       8.01      0.024
2014   10  29832148       6.21       5.25       1.91       2.69      25.69      20.03      401.1     -400.6        2.7       20.7        3.0      179.6       23.1       12.8    3.99129    0.01534    0.00571      0.372       37.9      10.59       8.48      0.026
2014   10  29933714       6.18       5.35       1.86       2.46      23.43      19.13      399.1     -398.1       14.3       23.6        3.4      177.9       20.9        8.9    2.74160    0.01518    0.00324      0.213       45.2       8.82       7.68      0.031
2014   10  30033705       6.21       5.51       1.47       2.44      23.17      14.92      399.2     -398.2       15.4       22.5        3.2      177.8       21.6       10.0    3.09434    0.01534    0.00389      0.253       42.8       9.33       7.94      0.016
2014   10  30133835       6.43       5.60       1.68       2.65      24.35      16.66      401.0     -400.3       11.5       21.2        3.0      178.4       23.4       10.7    3.33961    0.01647    0.00491      0.298       42.9       9.35       7.77      0.020
2014   10  30232357       6.47       4.88       2.71       3.24      30.15      29.02      401.6     -400.4       14.8       26.2        3.7      177.9       23.3       10.1    3.17200    0.01664    0.00459      0.276       44.3       9.06       7.62      0.045
2014   10  30329269       6.49       5.07       2.36       3.29      30.47      25.00      399.8     -399.0       14.6       20.6        3.0      177.9       21.5        9.8    3.04788    0.01678    0.00379      0.226       45.2       8.85       7.65      0.030
2014   10  30427861       6.43       5.06       2.48       3.08      28.67      26.06      400.5     -399.7       11.9       22.0        3.2      178.3       23.5       10.2    3.16179    0.01645    0.00470      0.286       44.0       9.10       7.61      0.040
2014   10  30524843       6.37       5.32       2.35       2.55      23.68      23.84      397.2     -396.5       13.6       19.3        2.8      178.0       22.4        9.6    2.95234    0.01613    0.00406      0.252       44.7       8.88       7.57      0.056
2014   10  30624904       6.40       4.25       2.88       3.75      36.16      34.16      400.9     -400.0       15.5       22.7        3.2      177.8       20.5       10.0    3.10606    0.01631    0.00351      0.215       44.3       9.06       7.88      0.035
2014   10  30722708       6.21       5.34       2.49       1.62      15.39      25.04      400.0     -399.3       17.3       16.0        2.3      177.5       24.0       10.4    3.22697    0.01534    0.00501      0.327       42.0       9.52       7.80      0.159
2014   10  30821876       6.27       4.15       2.31       4.01      40.11      29.11      400.0     -399.2       19.8       16.9        2.4      177.2       25.0        7.9    2.45765    0.01565    0.00415      0.265       48.6       8.23       6.96      0.014
