    Wind MFI and SWE Data, 1 minute resolution, GSM coordinates
Year  DOY  millisecs       B          Bx         By         Bz      Epsilon  
                           nT         nT         nT         nT      10^11 W  
2012  318  44992917      20.96      -1.16      20.68      -3.22     11.510
2012  318  45087937      20.93      -1.53      20.58      -3.47     11.584
2012  318  45184636      20.98      -1.59      20.64      -3.41     11.512
2012  318  45287476      21.19      -1.26      20.84      -3.61     12.014
2012  318  45382777      21.04      -1.59      20.54      -4.28     12.469
2012  318  45480871      21.12      -1.86      20.62      -4.15     12.424
2012  318  45579101      21.13      -1.42      20.69      -3.89     12.374
2012  318  45677300      21.12      -2.16      20.62      -4.02     12.475
2012  318  45773996      21.13      -2.05      20.50      -4.67     12.958
2012  318  45879230      21.15      -2.03      20.47      -4.90     13.327
2012  318  45975066      21.12      -1.48      20.40      -5.25     13.700
2012  318  46067160      21.09      -1.19      20.26      -5.74     14.231
2012  318  46163894      21.04      -0.82      20.10      -6.13     14.417
2012  318  46461660      20.78      -0.49      19.23      -7.75     15.179
2012  318  46556964      20.84       0.30      20.11      -5.46     12.962
2012  318  46656589      20.73       0.63      20.12      -4.96     12.280
2012  318  46757929      20.46      -2.12      20.20      -2.41      9.752
2012  318  46857695      20.52      -2.75      20.18      -2.44      9.945
2012  318  46949753      20.59      -2.81      20.17      -2.93     10.647
2012  318  47053484      20.35      -2.57      19.89      -3.46     11.002
2012  318  47147113      20.43      -3.01      19.90      -3.44     11.114
2012  318  47236812      20.33      -2.31      19.86      -3.61     10.754
2012  318  47345753      20.35      -1.55      19.97      -3.53     10.872
2012  318  47440277      20.42      -1.72      20.12      -3.01     10.607
2012  318  47544574      20.29      -2.17      20.03      -2.31     10.017
2012  318  47635136      20.21      -2.12      19.91      -2.65     10.244
2012  318  47739511      20.08      -3.67      19.68      -1.19      9.037
2012  318  47838593      20.23      -3.29      19.89      -1.75      9.617
2012  318  47932082      20.42      -2.40      20.14      -2.37     10.179
2012  318  48027242      20.40      -2.16      20.11      -2.66     10.417
2012  318  48127011      20.30      -2.54      19.92      -2.81     10.691
2012  318  48223707      20.33      -5.38      19.59      -0.25      8.451
2012  318  48322765      20.58      -5.06      19.94      -0.63      9.084
2012  318  48421023      20.53       0.16      19.34      -5.23     13.160
2012  318  48518406      20.63       4.10      18.32      -8.54     17.142
2012  318  48616636      20.45       5.94      16.83      -9.96     19.083
2012  318  48715695      20.52       6.26      16.47     -10.45     20.126
2012  318  48817847      20.60       5.74      16.20     -11.35     21.318
2012  318  48915230      20.63       6.10      16.14     -11.30     21.330
2012  318  49009566      21.14       6.18      17.21     -10.59     20.995
2012  318  49104730      21.23       5.75      17.74     -10.13     20.189
2012  318  49201429      21.21       5.03      18.42      -9.21     18.748
2012  318  49299800      20.97       4.55      18.52      -8.71     17.846
2012  318  49398035      21.02       4.41      18.72      -8.46     17.601
2012  318  49497664      21.02       3.45      19.30      -7.54     16.467
2012  318  49595894      21.08       3.38      19.50      -7.27     16.346
2012  318  49692734      21.12       3.18      19.60      -7.20     16.008
2012  318  49796253      21.18       3.46      19.82      -6.57     15.336
2012  318  49890593      21.02       3.03      19.64      -6.84     15.227
2012  318  49990359      21.03       4.14      19.19      -7.48     16.319
2012  318  50087058      20.99       4.98      18.81      -7.80     16.841
2012  318  50180824      20.96       4.42      19.25      -6.99     15.835
2012  318  50279058      21.10       5.64      18.77      -7.79     17.016
2012  318  50377289      21.13       5.54      18.90      -7.63     16.869
2012  318  50475523      21.12       6.15      18.62      -7.82     16.930
2012  318  50582140      20.72      -0.76      18.05      -2.63     11.581
2012  318  50668136      21.29     -10.36      17.78       5.12      4.376
2012  318  50774757      21.49      -9.70      18.09       6.31      4.012
2012  318  50868417      21.49      -9.03      18.56       5.98      4.259
2012  318  50966617      21.56      -8.31      19.16       5.30      4.797
2012  318  51061777      21.59      -8.47      19.11       5.38      4.766
2012  318  51160152      21.59      -8.44      19.21       5.02      5.082
2012  318  51253777      21.59      -6.28      19.97       5.08      4.958
2012  318  51355453      21.66      -6.34      20.01       5.28      4.931
2012  318  51459312      21.65      -6.61      20.03       4.86      5.222
2012  318  51555976      21.64      -8.41      19.54       3.86      5.893
2012  318  51648953      21.67      -9.47      19.23       3.11      6.446
2012  318  51753976      21.65     -10.30      18.86       2.59      6.736
2012  318  51846242      21.63      -9.34      19.33       2.57      6.696
2012  318  51946007      21.56      -8.90      19.46       2.51      6.666
2012  318  52045777      21.56      -7.83      19.77       3.48      6.021
2012  318  52139226      21.44      -6.64      19.89       4.43      5.263
2012  318  52239031      21.44      -9.26      19.26       1.64      7.108
2012  318  52334191      21.44      -9.67      19.09       1.23      7.378
2012  318  52437171      21.44      -9.87      19.00       1.10      7.370
2012  318  52541542      21.49     -10.40      18.78       0.90      7.594
2012  318  52642707      21.34     -11.08      18.23       0.03      8.313
2012  318  52731867      21.42     -10.86      18.43       0.75      7.816
2012  318  52830851      21.40     -10.81      18.43       1.26      7.485
2012  318  52926621      21.00     -11.60      17.47       1.22      7.029
2012  318  53023492      20.89     -11.27      17.52       1.50      6.745
2012  318  53123945      21.05     -11.18      17.74       1.72      6.798
2012  318  53219105      21.07     -10.75      18.01       1.98      6.609
2012  318  53317335      21.25     -10.79      18.18       2.13      6.628
2012  318  53415570      21.31     -10.60      18.36       2.10      6.686
2012  318  53512265      21.24     -11.25      17.88       1.94      6.598
2012  318  53612035      21.28     -10.47      18.34       2.54      6.290
2012  318  53711117      21.25     -10.25      18.45       2.38      6.441
2012  318  53811562      21.25      -9.85      18.55       3.18      5.851
2012  318  53907582      21.22      -9.36      18.73       3.50      5.642
2012  318  54005812      21.20      -9.04      18.90       3.10      5.972
2012  318  54100976      21.13      -8.89      19.06       2.02      6.754
2012  318  54200566      21.25      -8.36      19.31       2.54      6.523
2012  318  54295761      21.29      -8.19      19.51       2.12      6.729
2012  318  54392601      21.40      -7.97      19.82       1.12      7.653
2012  318  54490832      21.44      -8.05      19.82       0.97      7.680
2012  318  54587390      21.46      -8.79      19.54       0.90      7.522
2012  318  54687121      21.43      -9.23      19.33       0.72      7.670
2012  318  54784675      21.43      -9.31      19.30       0.41      7.902
2012  318  54890582      21.40      -9.26      19.28       0.07      8.064
2012  318  54990347      21.40      -9.14      19.35       0.08      8.080
2012  318  55088578      21.40      -9.42      19.21      -0.18      8.294
2012  318  55184597      21.33      -9.71      18.98      -0.36      8.393
2012  318  55276687      21.31      -9.68      18.98      -0.37      8.411
2012  318  55379386      21.27     -10.14      18.64      -1.27      9.085
2012  318  55479292      21.19      -9.76      18.70      -1.92      9.837
2012  318  55580589      21.08      -6.10      20.07       1.31      7.267
2012  318  55669441      21.11      -6.91      19.87       0.27      8.192
2012  318  55767812      21.10      -6.79      19.96       0.05      8.219
2012  318  55861296      21.16      -7.50      19.75      -0.40      8.476
2012  318  55965671      21.17      -7.07      19.93       0.49      7.786
2012  318  56062367      21.18      -6.51      20.09       1.19      7.291
2012  318  56159066      21.23      -6.63      20.15       0.49      7.850
2012  318  56252832      21.22      -6.82      20.09       0.30      7.905
2012  318  56353992      21.18      -6.56      20.12      -0.55      8.603
2012  318  56446226      21.19      -6.57      20.14      -0.52      8.611
2012  318  56549097      21.18      -6.71      20.09      -0.03      8.111
2012  318  56843617      21.23      -5.81      20.41      -0.23      8.321
2012  318  56954945      21.20      -5.98      20.32       0.59      7.727
2012  318  57033941      21.23      -6.30      20.27       0.58      7.699
2012  318  57132171      21.29      -6.11      20.38      -0.32      8.428
2012  318  57233476      21.32      -6.00      20.45      -0.15      8.326
2012  318  57331882      21.31      -5.90      20.48      -0.13      8.311
2012  318  57425332      21.30      -6.01      20.44      -0.01      8.218
2012  318  57525101      21.26      -5.97      20.38      -0.71      8.676
2012  318  57626402      21.27      -5.54      20.53      -0.27      8.375
2012  318  57723097      21.24      -5.50      20.50      -0.31      8.411
2012  318  57825937      21.25      -5.43      20.54      -0.43      8.553
2012  318  57918027      21.21      -5.33      20.53      -0.31      8.475
2012  318  58011656      21.24      -5.02      20.59      -0.77      8.629
2012  318  58121519      21.36      -4.73      20.72      -1.56      9.199
2012  318  58216613      21.30      -5.06      20.65      -1.06      8.838
2012  318  58315738      21.31      -5.08      20.67      -0.99      8.837
2012  318  58407656      21.28      -5.00      20.65      -1.05      8.812
2012  318  58505886      21.26      -5.10      20.60      -1.26      8.946
2012  318  58602582      21.29      -4.75      20.60      -2.46      9.895
2012  318  58705421      21.34      -4.90      20.59      -2.66     10.278
2012  318  58799863      21.33      -4.66      20.73      -1.73      9.337
2012  318  58904953      21.34      -4.52      20.80      -1.42      9.017
2012  318  59003187      21.28      -4.40      20.70      -2.16      9.702
2012  318  59101421      21.24      -3.90      20.70      -2.67     10.183
2012  318  59190406      21.31      -4.00      20.72      -2.93     10.460
2012  318  59291742      21.24      -4.04      20.62      -3.02     10.531
2012  318  59388441      21.30      -4.48      20.67      -2.45     10.147
2012  318  59488207      21.32      -3.60      20.69      -3.55     11.030
2012  318  59586441      21.35      -3.83      20.71      -3.45     10.888
2012  318  59681601      21.46      -4.29      20.78      -3.19     10.876
2012  318  59782906      21.39      -3.76      20.73      -3.66     11.099
2012  318  59887277      21.45      -3.93      20.69      -4.03     11.568
2012  318  59979371      21.45      -3.73      20.70      -4.19     11.635
2012  318  60083742      21.44      -3.55      20.57      -4.86     12.156
2012  318  60181972      21.41      -3.61      20.55      -4.82     12.298
2012  318  60274066      21.45      -3.66      20.52      -5.07     12.687
2012  318  60370761      21.41      -3.65      20.49      -4.97     12.507
2012  318  60473601      21.40      -3.69      20.46      -5.04     12.619
2012  318  60570296      21.33      -3.79      20.44      -4.74     12.352
2012  318  60670066      21.36      -4.27      20.64      -3.44     11.367
2012  318  60759085      21.29      -2.87      19.88      -6.55     13.913
2012  318  60858855      21.34      -1.71      19.40      -8.71     16.162
2012  318  60958621      21.36      -1.96      19.56      -8.36     15.851
2012  318  61056855      21.33      -2.03      19.62      -8.13     15.630
2012  318  61152015      21.38      -2.35      19.77      -7.77     15.177
2012  318  61253320      21.35      -2.44      19.74      -7.75     15.301
2012  318  61351550      21.33      -2.42      19.54      -8.20     15.697
2012  318  61446714      21.33      -2.28      19.48      -8.36     15.809
2012  318  61551085      21.33      -2.07      19.86      -7.49     14.972
2012  318  61646246      21.32      -2.56      19.74      -7.65     15.011
2012  318  61750621      21.29      -2.43      19.87      -7.22     14.671
2012  318  61844250      21.22      -2.30      19.93      -6.88     14.334
2012  318  61942480      21.18      -2.21      19.65      -7.54     14.923
2012  318  62038535      21.17      -2.19      19.58      -7.73     15.256
2012  318  62138945      21.13      -2.29      19.42      -8.01     15.466
2012  318  62234109      21.15      -2.19      19.65      -7.49     14.947
2012  318  62332339      21.17      -2.20      19.70      -7.45     14.868
2012  318  62430574      21.17      -2.01      19.91      -6.90     14.235
2012  318  62531875      21.16      -2.28      19.81      -7.06     14.670
2012  318  62631609      20.99      -2.78      19.18      -8.00     15.671
2012  318  62726910      20.86      -2.38      18.94      -8.37     15.805
2012  318  62823468      20.84      -2.27      19.25      -7.61     14.909
2012  318  62923269      20.82      -2.14      19.40      -7.22     14.522
2012  318  63021503      20.95      -2.49      19.53      -7.15     14.703
2012  318  63116664      20.90      -2.35      19.58      -6.90     14.329
2012  318  63214898      20.89      -2.35      19.56      -6.94     14.209
2012  318  63316164      20.92      -3.28      19.87      -5.55     13.033
2012  318  63412898      20.98      -2.97      19.70      -6.57     13.907
2012  318  63514199      20.98      -2.86      19.94      -5.83     13.151
2012  318  63613968      21.02      -2.40      19.93      -6.24     13.695
2012  318  63709128      21.02      -2.25      19.87      -6.45     13.974
2012  318  63807363      21.00      -2.69      19.54      -7.20     14.528
2012  318  63904058      20.94      -2.70      19.41      -7.39     14.650
2012  318  64006898      20.94      -2.49      19.46      -7.31     14.604
2012  318  64098312      20.95      -2.68      19.24      -7.83     15.109
2012  318  64201828      20.95      -2.53      19.29      -7.76     15.020
2012  318  64296988      20.99      -2.17      19.29      -7.99     15.285
2012  318  64403039      20.97      -1.69      19.46      -7.62     15.092
2012  318  64496523      21.01      -2.09      19.59      -7.28     14.688
2012  318  64596292      21.02      -2.43      19.60      -7.19     14.561
2012  318  64691453      21.03      -2.38      19.66      -7.06     14.542
2012  318  64790546      21.03      -2.65      19.62      -7.09     14.751
2012  318  64888058      21.02      -2.75      19.62      -7.01     14.572
2012  318  64986292      21.02      -2.32      19.63      -7.14     14.677
2012  318  65086777      20.91      -1.72      19.56      -7.18     14.871
2012  318  65181082      20.92      -3.10      19.61      -6.57     13.785
2012  318  65284058      20.87      -2.41      19.57      -6.79     14.060
2012  318  65379222      20.81      -1.89      19.46      -7.11     14.446
2012  318  65478847      20.79      -1.95      19.56      -6.79     13.987
2012  318  65578617      20.86      -1.96      19.60      -6.82     14.143
2012  318  65675312      20.85      -1.18      19.53      -7.12     14.639
2012  318  65772015      20.82      -1.56      19.57      -6.91     14.009
2012  318  65870390      20.74      -1.84      19.53      -6.68     13.950
2012  318  65965414      20.60      -2.64      19.43      -6.24     13.184
2012  318  66057499      20.60      -3.47      19.54      -5.51     12.061
2012  318  66168007      20.65      -3.34      19.66      -5.34     11.975
2012  318  66267781      20.67      -3.22      19.70      -5.33     12.144
2012  318  66366015      20.73      -3.12      19.66      -5.78     12.660
2012  318  66458109      20.79      -2.83      19.65      -6.16     13.094
2012  318  66559406      20.86      -2.61      19.65      -6.47     13.556
2012  318  66648429      20.85      -2.42      19.54      -6.86     13.938
2012  318  66746664      20.86      -2.34      19.64      -6.63     13.636
2012  318  66847968      20.86      -2.36      19.46      -7.13     14.127
2012  318  66949265      20.81      -2.22      19.25      -7.58     14.630
2012  318  67041359      20.79      -2.16      19.14      -7.84     14.883
2012  318  67141132      20.73      -2.09      19.06      -7.88     14.883
2012  318  67237828      20.65      -1.99      19.00      -7.85     14.766
2012  318  67332984      20.76      -2.06      19.18      -7.66     14.590
2012  318  67435828      20.90      -1.70      19.05      -8.42     15.250
2012  318  67537125      20.96      -1.37      19.02      -8.68     15.583
2012  318  67632296      20.91      -1.62      19.05      -8.46     15.347
2012  318  67730523      20.87      -1.24      18.71      -9.17     16.133
2012  318  67830257      20.90      -1.30      18.71      -9.23     16.309
2012  318  67926992      20.92      -1.23      18.79      -9.11     16.190
2012  318  68026757      20.94      -1.40      18.89      -8.91     16.109
2012  318  68123460      20.94      -1.45      18.90      -8.88     16.064
2012  318  68218617      20.90      -1.29      18.98      -8.64     15.782
2012  318  68316851      20.89      -1.30      18.99      -8.62     15.774
2012  318  68416617      20.84      -1.00      18.74      -9.06     16.175
2012  318  68513320      20.82      -0.82      18.75      -9.01     16.102
2012  318  68610007      20.80      -1.01      18.69      -9.07     16.075
2012  318  68711312      20.80      -0.99      18.60      -9.27     16.277
2012  318  68808015      20.80      -1.08      18.52      -9.40     16.295
2012  318  68907781      20.80      -0.89      18.43      -9.59     16.530
2012  318  69006007      20.80      -1.15      18.46      -9.52     16.399
2012  318  69104242      20.87      -1.32      18.58      -9.41     16.588
2012  318  69202476      20.90      -1.19      18.62      -9.42     16.726
2012  318  69297640      20.94      -1.27      18.58      -9.57     16.788
2012  318  69396226      20.93      -1.48      18.65      -9.40     16.525
2012  318  69496125      20.90      -1.58      18.53      -9.54     16.472
2012  318  69597796      20.85      -1.58      18.44      -9.60     16.605
2012  318  69696031      20.86      -1.56      18.54      -9.43     16.429
2012  318  69788804      20.81      -1.67      18.55      -9.27     16.106
2012  318  69886359      20.68      -1.32      18.49      -9.17     15.756
2012  318  69989867      20.73      -1.65      18.56      -9.07     15.734
2012  318  70088101      20.71      -1.42      18.52      -9.15     15.658
2012  318  70474890      20.69      -0.65      18.38      -9.48     16.144
2012  318  70570914      20.73      -0.59      18.47      -9.40     16.168
2012  318  70668296      20.76      -0.82      18.52      -9.36     16.027
2012  318  70773515      20.77      -0.85      18.54      -9.32     16.107
2012  318  70871750      20.74      -1.19      18.78      -8.70     15.455
2012  318  70965382      20.74      -1.35      18.83      -8.59     15.455
2012  318  71062078      20.76      -1.28      18.77      -8.78     15.572
2012  318  71166445      20.83      -1.01      18.70      -9.11     16.018
2012  318  71261609      20.83      -1.04      18.78      -8.93     15.714
2012  318  71352992      20.83      -0.73      18.87      -8.79     15.629
2012  318  71455007      20.85      -0.77      18.85      -8.86     15.731
2012  318  71556304      20.83      -0.93      18.74      -9.06     15.847
2012  318  71653820      20.78      -1.04      18.69      -9.01     15.657
2012  318  71751914      20.64      -1.47      18.77      -8.44     14.968
2012  318  71850140      20.58      -1.78      18.78      -8.21     14.644
2012  318  71948375      20.58      -1.62      18.76      -8.29     14.706
2012  318  72046609      20.54      -1.52      18.71      -8.33     14.649
2012  318  72141773      20.54      -1.38      18.71      -8.38     14.678
2012  318  72239999      20.60      -0.86      18.77      -8.44     14.968
2012  318  72330562      20.57      -1.31      18.84      -8.16     14.543
2012  318  72433398      20.53      -1.52      18.77      -8.17     14.493
2012  318  72534695      20.49      -1.52      18.75      -8.13     14.343
2012  318  72633070      20.46      -1.46      18.66      -8.25     14.492
2012  318  72731164      20.47      -1.39      18.68      -8.25     14.387
2012  318  72829398      20.45      -1.40      18.76      -8.01     14.127
2012  318  72927624      20.56      -1.87      18.68      -8.38     14.668
2012  318  73025859      20.56      -1.38      18.89      -8.00     14.323
2012  318  73124234      20.52      -1.28      18.81      -8.10     14.486
2012  318  73219250      20.51      -1.20      18.77      -8.18     14.493
2012  318  73309812      20.57      -1.57      18.84      -8.10     14.376
2012  318  73412648      20.63      -1.45      18.96      -8.01     14.295
2012  318  73513945      20.71      -1.47      19.01      -8.08     14.505
2012  318  73612179      20.71      -1.61      18.94      -8.22     14.551
2012  318  73710414      20.67      -1.86      18.98      -7.95     14.426
2012  318  73808648      20.69      -1.63      19.09      -7.80     14.348
2012  318  73908414      20.79      -1.70      19.13      -7.94     14.757
2012  318  74005109      20.79      -1.59      19.12      -7.98     14.782
2012  318  74097210      20.89      -1.14      19.12      -8.33     14.869
2012  318  74201570      20.89      -1.43      19.23      -8.04     14.738
2012  318  74289062      20.84      -1.47      19.05      -8.33     14.973
2012  318  74391898      20.79      -1.38      18.93      -8.48     15.066
2012  318  74493195      20.77      -1.16      18.96      -8.39     14.703
2012  318  74591429      20.77      -1.00      18.95      -8.42     14.950
2012  318  74691203      20.84      -0.60      19.11      -8.30     15.157
2012  318  74781765      20.80       0.05      19.28      -7.79     14.520
2012  318  74879992      20.82      -0.10      19.18      -8.11     14.930
2012  318  74978226      20.86      -0.47      19.09      -8.41     15.247
2012  318  75076460      20.85      -0.31      18.95      -8.68     15.572
2012  318  75171617      20.87      -0.07      19.08      -8.43     15.242
2012  318  75268312      20.97       0.88      19.29      -8.18     15.079
2012  318  75374218      21.06       0.35      19.39      -8.18     15.354
2012  318  75467843      21.18       0.26      19.61      -8.02     15.314
2012  318  75567609      21.16       0.30      19.50      -8.17     15.611
2012  318  75659031      21.05      -0.25      19.14      -8.76     15.731
2012  318  75768007      21.12       0.01      19.40      -8.34     15.455
2012  318  75866234      21.18       0.01      19.49      -8.28     15.473
2012  318  75959867      21.21       0.20      19.53      -8.25     15.566
2012  318  76058914      21.21       0.18      19.53      -8.27     15.583
2012  318  76161609      21.23       0.29      19.79      -7.66     15.000
2012  318  76250632      21.29       0.37      19.71      -8.05     15.436
2012  318  76351937      21.35       0.26      19.61      -8.43     15.911
2012  318  76447101      21.34       0.24      19.63      -8.35     15.893
2012  318  76543796      21.29       0.04      19.68      -8.12     15.424
2012  318  76642031      21.29       0.35      19.62      -8.24     15.424
2012  318  76741796      21.27       0.64      19.64      -8.13     15.488
2012  318  76840031      21.31       1.08      19.48      -8.55     16.051
2012  318  76930585      21.34       0.96      19.70      -8.13     15.577
2012  318  77031890      21.31       0.46      19.84      -7.77     15.122
2012  318  77134726      21.31       0.28      19.91      -7.61     15.101
2012  318  77232960      21.30       0.13      19.90      -7.59     15.137
2012  318  77325046      21.25       0.19      20.01      -7.15     14.568
2012  318  77429421      21.34       0.34      20.01      -7.40     15.012
2012  318  77518445      21.36       0.64      20.02      -7.41     14.935
2012  318  77622820      21.39       0.38      20.06      -7.42     14.912
2012  318  77719515      21.45       0.74      20.10      -7.46     15.124
2012  318  77820812      21.49       0.64      20.23      -7.22     15.098
2012  318  77914445      21.57       0.35      20.31      -7.23     15.135
2012  318  78014210      21.53       1.62      19.63      -8.64     16.791
2012  318  78109375      21.56       1.89      19.40      -9.16     17.185
2012  318  78207570      21.71       1.56      19.77      -8.82     16.586
2012  318  78311976      21.74       1.12      19.99      -8.46     16.394
2012  318  78411742      21.90       1.55      19.91      -8.98     17.314
2012  318  78506906      21.97       1.82      19.90      -9.12     17.676
2012  318  78605140      22.01       0.84      20.63      -7.57     15.951
2012  318  78701843      22.25       0.14      21.21      -6.73     15.433
2012  318  78800070      22.57      -0.08      21.36      -7.29     16.659
2012  318  78898304      22.70       0.80      21.08      -8.33     17.767
2012  318  78996539      22.76       1.51      20.95      -8.75     18.526
2012  318  79094773      22.68       1.71      20.89      -8.65     18.276
2012  318  79194531      22.73       1.47      20.94      -8.70     18.339
2012  318  79294296      22.66       1.58      20.90      -8.60     18.172
2012  318  79389468      22.74       1.53      20.83      -9.00     18.695
2012  318  79487703      22.76       1.66      20.83      -9.01     18.653
2012  318  79585929      22.79       1.73      21.00      -8.70     18.388
2012  318  79682625      22.80       1.51      21.11      -8.46     18.039
2012  318  79782398      22.74       1.63      21.05      -8.44     17.946
2012  318  79879093      22.79       1.67      21.12      -8.40     17.868
2012  318  79977320      22.84       1.46      21.30      -8.10     17.542
2012  318  80075554      22.86       1.78      21.02      -8.79     18.438
2012  318  80176859      22.91       2.08      20.96      -9.01     18.640
2012  318  80275093      22.88       1.80      21.06      -8.76     18.425
2012  318  80370250      22.91       1.72      21.19      -8.55     18.133
2012  318  80468484      22.92       1.49      21.10      -8.83     18.493
2012  318  80566718      22.87       1.67      21.16      -8.53     18.173
2012  318  80664953      22.89       1.67      21.28      -8.26     17.715
2012  318  80763179      22.86       1.89      21.27      -8.15     17.564
2012  318  80861414      22.85       1.74      21.20      -8.33     17.760
2012  318  80959648      22.82       1.83      21.06      -8.59     17.925
2012  318  81060953      22.85       1.73      20.97      -8.91     18.467
2012  318  81156117      22.85       1.66      20.94      -8.99     18.594
2012  318  81258945      22.81       1.71      20.92      -8.91     18.498
2012  318  81352578      22.85       1.58      21.03      -8.77     18.341
2012  318  81452351      22.87       1.83      20.64      -9.66     19.689
2012  318  81550726      22.86       2.03      20.47      -9.97     20.040
2012  318  81648812      22.86       2.45      20.46      -9.90     20.036
2012  318  81747046      22.88       2.21      20.60      -9.70     19.786
2012  318  81845281      22.87       1.88      20.91      -9.06     18.890
2012  318  81941976      22.85       1.48      21.23      -8.31     17.963
2012  318  82041742      22.82       1.49      20.77      -9.32     19.020
2012  318  82141507      22.76       1.54      21.21      -8.10     17.551
2012  318  82239742      22.73       1.45      21.04      -8.47     17.933
2012  318  82336406      22.72       1.18      21.08      -8.37     17.862
2012  318  82434671      22.76       1.20      21.30      -7.93     17.383
2012  318  82532906      22.83       1.50      21.60      -7.24     16.607
2012  318  82631281      22.71       0.54      21.16      -7.81     17.288
2012  318  82729375      22.55       1.28      18.73     -12.39     22.685
2012  318  82826062      22.54       1.28      18.40     -12.82     23.037
2012  318  82925835      22.62       1.33      16.33     -15.59     27.093
2012  318  83024070      22.64       1.49      16.44     -15.48     27.016
2012  318  83123835      22.64       1.50      17.61     -14.15     25.195
2012  318  83223601      22.62       1.62      17.77     -13.89     24.888
2012  318  83318765      22.58       1.68      17.91     -13.64     24.466
2012  318  83419390      22.59       0.96      19.13     -11.97     22.533
2012  318  83517585      22.51       1.57      17.60     -13.83     25.172
2012  318  83618890      22.41       0.53      16.47     -15.03     27.361
2012  318  83711015      22.43       2.58      15.74     -15.69     27.518
2012  318  83812320      22.35       2.43      15.97     -15.40     27.087
2012  318  84006398      22.16       2.00      15.44     -15.76     27.109
2012  318  84104617      22.03       2.04      15.58     -15.41     26.465
2012  318  84205921      22.04       2.81      15.09     -15.82     27.000
2012  318  84301093      21.99       2.67      15.88     -14.97     25.700
2012  318  84399328      22.00       2.42      16.16     -14.74     25.342
2012  318  84496015      22.20       1.43      17.13     -13.99     24.192
2012  318  84595789      22.28       1.25      16.95     -14.39     24.853
2012  318  84694023      22.35       1.03      16.52     -15.01     25.923
2012  318  84792257      22.46       1.19      17.23     -14.32     25.053
2012  318  84890484      22.33       0.92      18.14     -12.97     23.120
2012  318  84988718      22.27       0.99      17.84     -13.26     23.222
2012  318  85088484      22.33       1.41      16.84     -14.58     25.242
2012  318  85185679      22.19       1.52      16.80     -14.41     24.739
2012  318  85283421      22.09       1.58      16.96     -14.06     24.140
2012  318  85381648      22.12       1.29      17.59     -13.35     23.244
2012  318  85479882      22.14       1.57      17.54     -13.41     23.278
2012  318  85581179      21.97       1.33      17.36     -13.41     23.281
2012  318  85676492      21.87       1.30      17.39     -13.18     22.947
2012  318  85774726      21.94       0.85      17.71     -12.91     22.509
2012  318  85872953      22.01       0.88      17.83     -12.87     22.544
2012  318  85971187      22.03       1.14      17.50     -13.32     23.133
2012  318  86071671      22.09       1.20      17.43     -13.50     23.481
2012  318  86170718      22.12       1.30      17.12     -13.94     24.184
2012  318  86265882      22.06       1.58      16.95     -14.03     24.125
2012  318  86364117      21.95       1.70      16.24     -14.67     24.956
2012  319    258671      21.71       1.90      15.96     -14.58     24.828
2012  319    358439      21.66       2.41      15.47     -14.96     25.568
2012  319    456671      21.60       2.19      15.99     -14.35     24.626
2012  319    554904      21.49       2.16      15.70     -14.51     24.676
2012  319    654671      21.43       2.58      15.50     -14.57     24.568
2012  319    757509      21.44       2.37      15.75     -14.35     24.350
2012  319    855741      21.31       2.29      15.55     -14.38     24.110
2012  319    952439      21.21       2.34      15.76     -14.00     23.349
2012  319   1053741      21.23       2.21      16.06     -13.70     22.973
2012  319   1151974      21.31       2.51      15.62     -14.26     23.808
2012  319   1247137      21.36       2.88      15.58     -14.33     24.048
2012  319   1346904      21.42       2.84      15.54     -14.46     24.327
2012  319   1443602      21.49       2.94      15.60     -14.48     24.454
2012  319   1541834      21.44       3.27      15.47     -14.48     24.466
2012  319   1641602      21.34       2.36      15.41     -14.57     24.406
2012  319   1739835      21.34       2.20      15.28     -14.74     24.649
2012  319   1838067      21.31       2.29      15.39     -14.56     24.386
2012  319   1934765      21.31       3.59      15.02     -14.67     24.273
2012  319   2034533      21.28       4.29      14.76     -14.72     24.377
2012  319   2132765      21.27       4.09      14.74     -14.78     24.409
2012  319   2229463      21.29       4.20      14.42     -15.09     25.098
2012  319   2327695      21.26       3.89      14.54     -15.01     24.838
2012  319   2425928      21.30       4.27      13.92     -15.54     25.756
2012  319   2524161      21.39       4.36      13.75     -15.79     26.308
2012  319   2623928      21.38       4.18      13.84     -15.76     26.203
2012  319   2722161      21.37       4.01      14.04     -15.61     26.006
2012  319   2820395      21.37       4.12      13.98     -15.62     26.024
2012  319   2917091      21.30       4.10      13.93     -15.58     25.853
2012  319   3018394      21.31       4.29      13.84     -15.62     25.921
2012  319   3311557      21.15       3.42      14.89     -14.62     24.258
2012  319   3409789      21.14       3.45      15.25     -14.21     23.751
2012  319   3508022      21.08       3.60      15.55     -13.76     23.098
2012  319   3606255      21.24       4.00      13.30     -16.07     26.667
2012  319   3704487      21.25       3.86      13.22     -16.18     26.750
2012  319   3801185      21.37       3.82      13.10     -16.45     27.243
2012  319   3900952      21.18       4.13      13.08     -16.13     26.649
2012  319   4000720      21.11       4.18      13.10     -16.02     26.459
2012  319   4100488      20.88       4.54      13.08     -15.63     25.825
2012  319   4198720      20.78       4.58      13.11     -15.46     25.637
2012  319   4290813      20.77       4.37      13.25     -15.39     25.393
2012  319   4393651      20.79       4.80      12.62     -15.80     26.087
