    Wind MFI and SWE Data, 1 minute resolution, GSM coordinates
Year  DOY  millisecs       B          Bx         By         Bz      Epsilon  
                           nT         nT         nT         nT      10^11 W  
2012  319   4490348      20.85       4.73      12.54     -15.97     26.387
2012  319   4590116      20.88       4.71      12.45     -16.08     26.677
2012  319   4688349      20.87       4.53      12.52     -16.06     26.680
2012  319   4783511      20.86       4.58      12.56     -16.01     26.565
2012  319   4886349      20.81       4.69      11.91     -16.40     27.143
2012  319   4984581      20.78       4.54      11.74     -16.52     27.118
2012  319   5084349      20.75       4.48      11.30     -16.81     27.528
2012  319   5179512      20.66       4.56      10.43     -17.23     27.996
2012  319   5277884      20.59       3.80      13.27     -15.08     25.085
2012  319   5372907      20.52       3.59      13.25     -15.19     24.855
2012  319   5477280      20.58       5.95      12.22     -15.44     26.445
2012  319   5569373      20.57       5.04      13.51     -14.64     24.501
2012  319   5667746      20.71       4.14      12.65     -15.85     26.032
2012  319   5768908      20.71       4.16      13.34     -15.27     25.331
2012  319   5865605      20.69       4.35      13.22     -15.30     25.432
2012  319   5966908      20.63       4.76      12.77     -15.47     25.828
2012  319   6062036      20.59       4.46      12.58     -15.67     26.078
2012  319   6160303      20.56       4.57      12.76     -15.44     25.704
2012  319   6258536      20.61       4.52      13.38     -15.01     24.975
2012  319   6355234      20.60       4.40      13.17     -15.14     24.952
2012  319   6458071      20.54       2.96       9.69     -17.86     28.621
2012  319   6551840      20.61       2.81       9.33     -18.13     29.043
2012  319   6650072      20.62       2.54       9.50     -17.90     28.966
2012  319   6749664      20.72       2.85      12.21     -16.49     26.906
2012  319   6844827      20.73       3.14      12.21     -16.45     27.004
2012  319   6946130      20.69       3.19      11.00     -17.19     27.701
2012  319   7039792      20.78       2.82       9.43     -18.28     29.439
2012  319   7142595      20.80       2.31       9.47     -18.37     29.884
2012  319   7234688      20.77       2.51       9.51     -18.27     29.824
2012  319   7332920      20.80       3.37       9.68     -18.08     29.593
2012  319   7431153      20.62       3.69       9.50     -17.90     28.871
2012  319   7527816      20.54       3.81       9.41     -17.84     29.151
2012  319   7624549      20.51       3.90       8.93     -18.03     29.560
2012  319   7724316      20.39       3.72       7.91     -18.37     29.700
2012  319   7821049      20.15       3.41      10.50     -16.84     26.779
2012  319   7925386      20.17       3.52      10.17     -17.04     26.945
2012  319   8022084      19.76       3.23       9.11     -17.20     26.744
2012  319   8114177      19.82       3.14       7.36     -18.11     27.963
2012  319   8217014      19.53       4.18       7.49     -17.48     27.114
2012  319   8312177      19.45       4.50       8.22     -17.02     26.190
2012  319   8410411      19.54       3.63       9.29     -16.67     25.518
2012  319   8511711      19.51       0.73       4.55     -18.87     28.759
2012  319   8608550      19.58       0.72       5.47     -18.78     28.353
2012  319   8706784      19.46       0.47       5.01     -18.79     28.068
2012  319   8807946      19.20      -0.86       2.23     -19.01     28.128
2012  319   8904678      18.86      -2.21       0.53     -18.71     26.689
2012  319   9001341      18.79      -3.32      -0.43     -18.47     26.947
2012  319   9096539      18.88      -3.33      -1.04     -18.56     27.089
2012  319   9191842      18.60      -3.40      -1.09     -18.24     26.048
2012  319   9299144      17.52      -4.47      -3.40     -16.57     22.387
2012  319   9397376      17.40      -5.70      -4.00     -15.95     22.502
2012  319   9489469      17.31      -4.45      -4.16     -16.13     21.832
2012  319   9593806      17.08      -4.79      -3.37     -16.02     21.757
2012  319   9682830      16.62      -5.07      -3.08     -15.46     20.997
2012  319   9781886      16.10      -5.02      -4.27     -14.64     18.932
2012  319   9884722      16.29      -5.21      -3.57     -14.92     19.686
2012  319   9981421      16.48      -5.10      -1.99     -15.54     20.796
2012  319  10075902      16.24      -5.41      -3.00     -15.00     19.822
2012  319  10177204      16.09      -5.30      -4.06     -14.62     18.863
2012  319  10279259      16.42      -5.28      -3.34     -15.16     20.265
2012  319  10369029      17.28      -5.75      -3.65     -15.78     22.557
2012  319  10468726      17.09      -5.93      -4.53     -15.36     21.183
2012  319  10567100      17.03      -5.88      -3.09     -15.64     21.468
2012  319  10669049      16.20      -5.84      -0.77     -15.07     20.081
2012  319  10760459      17.33      -6.58      -1.04     -15.97     22.801
2012  319  10863979      17.45      -6.45      -2.64     -15.93     22.800
2012  319  10959996      16.97      -5.80      -4.22     -15.37     21.797
2012  319  11059762      15.76      -5.06      -5.03     -14.00     17.537
2012  319  11159530      16.00      -6.18      -3.72     -14.22     18.718
2012  319  11256124      16.42      -7.06      -1.73     -14.63     20.448
2012  319  11355890      16.55      -6.66      -1.75     -15.00     20.530
2012  319  11452624      16.99      -5.88      -3.71     -15.37     21.457
2012  319  11546216      17.30      -6.27      -2.71     -15.89     22.827
2012  319  11649229      17.54      -6.20      -2.71     -16.14     23.480
2012  319  11742681      17.69      -5.82      -1.96     -16.57     23.918
2012  319  11845519      18.24      -4.35      -3.83     -17.20     26.570
2012  319  11937717      17.53      -7.65      -1.14     -15.61     23.249
2012  319  12038915      17.55      -7.75      -3.13     -15.40     22.824
2012  319  12141857      17.20      -4.35      -1.33     -16.56     23.587
2012  319  12233951      17.61      -5.17      -2.29     -16.66     24.324
2012  319  12329113      17.69      -5.93      -3.43     -16.28     23.529
2012  319  12436555      18.08      -6.31      -2.37     -16.77     25.275
2012  319  12526261      18.25      -7.25      -2.89     -16.49     25.303
2012  319  12623810      18.11      -7.10      -3.30     -16.33     24.913
2012  319  12724973      18.25      -7.94      -3.02     -16.13     25.216
2012  319  12823346      18.30      -7.46      -2.36     -16.53     25.900
2012  319  12918509      14.61      -5.24      -3.96     -13.04     15.742
2012  319  13019811      13.05      -4.21      -4.69     -11.37     12.334
2012  319  13121115      13.02      -4.71      -5.74     -10.48     11.832
2012  319  13213208      10.44      -3.78      -3.56      -8.90      8.047
2012  319  13311440       8.05      -1.95      -0.88      -7.68      5.084
2012  319  13409672       8.06      -1.09      -1.12      -7.82      5.148
2012  319  13507906       8.03       0.38      -0.65      -7.97      5.186
2012  319  13603069       8.64       1.08      -0.23      -8.53      6.070
2012  319  13698230      12.36      -4.74      -6.55      -9.09      9.665
2012  319  13802462      14.61      -5.91      -8.76      -9.53     12.601
2012  319  13900696      14.99      -7.66     -10.14      -7.91     11.770
2012  319  13992788      14.97      -6.97      -9.19      -9.43     13.084
2012  319  14091022      15.51      -5.80      -8.50     -11.47     15.531
2012  319  14192324      14.49      -5.04      -8.02     -10.96     13.696
2012  319  14289162      14.78      -5.33      -9.13     -10.30     13.302
2012  319  14385718      15.74      -6.59      -9.16     -10.92     15.161
2012  319  14484775      16.18      -7.25      -9.34     -11.04     16.013
2012  319  14583007      16.13      -7.06      -9.57     -10.87     15.712
2012  319  14678170      16.00      -6.59     -10.37     -10.23     14.657
2012  319  14781719      14.57      -5.23      -8.81      -9.70     12.804
2012  319  14877059      14.21      -1.83      -7.52     -11.40     13.120
2012  319  14972044      13.97      -4.67      -9.17      -9.44     11.326
2012  319  15068744      14.68      -5.66      -8.79     -10.23     13.055
2012  319  15169404      16.68      -7.73      -9.55     -11.25     16.863
2012  319  15269171      16.76      -8.38      -9.53     -10.95     16.762
2012  319  15369582      15.78      -8.12      -9.24      -9.87     14.316
2012  319  15470242      14.72      -6.75      -8.84      -9.61     12.656
2012  319  15561476      14.00      -4.19      -8.37     -10.26     11.890
2012  319  15656639      15.61      -0.41      -3.19     -15.10     17.691
2012  319  15759477      18.21      -0.25      -2.46     -18.04     24.699
2012  319  15856175      17.95       0.16      -2.86     -17.72     24.086
2012  319  15951337      18.09      -0.16      -2.92     -17.85     24.424
2012  319  16049570      18.11      -0.40      -2.98     -17.86     24.623
2012  319  16147803      18.09      -0.23      -2.93     -17.84     24.642
2012  319  16246036      18.07       0.09      -2.61     -17.87     24.813
2012  319  16344268      17.52       1.49      -1.09     -17.42     23.850
2012  319  16442501      17.69       1.06      -1.83     -17.56     24.115
2012  319  16540734      17.59       0.71      -1.55     -17.51     23.658
2012  319  16635896      17.59       0.66      -1.60     -17.50     23.710
2012  319  16738734      17.47       0.90      -1.69     -17.36     23.422
2012  319  16833898      17.40       1.26      -0.77     -17.32     23.421
2012  319  16930595      17.48       1.38      -0.62     -17.40     23.499
2012  319  17028828      17.44       1.95      -0.76     -17.30     23.486
2012  319  17127060      17.54       2.33      -0.62     -17.37     23.615
2012  319  17228363      17.66       1.83      -1.32     -17.49     23.866
2012  319  17323525      17.90       0.29      -3.83     -17.46     24.358
2012  319  17422617      17.41       0.71      -2.59     -17.20     23.519
2012  319  17523027      17.79       0.71      -2.54     -17.56     25.047
2012  319  17616687      17.87       2.33      -0.76     -17.67     24.651
2012  319  17717992      17.89       3.68      -0.57     -17.50     24.371
2012  319  17811619      17.82       4.30      -1.03     -17.26     23.805
2012  319  17912921      17.74       4.07      -1.35     -17.21     23.733
2012  319  18204550      17.69       3.21      -1.23     -17.35     24.195
2012  319  18304423      17.50       2.90      -0.62     -17.23     24.138
2012  319  18401015      17.55       2.65      -0.68     -17.33     24.252
2012  319  18502283      18.06       0.50      -2.90     -17.79     26.068
2012  319  18594376      18.21       0.83      -2.66     -17.97     26.503
2012  319  18701818      18.07       1.34      -1.93     -17.91     25.877
2012  319  18794052      18.04       2.39      -1.95     -17.76     25.321
2012  319  18889074      18.02       3.07      -1.34     -17.70     25.243
2012  319  18990412      18.01       2.89      -1.20     -17.73     25.397
2012  319  19088609      18.07       1.62      -2.40     -17.64     25.498
2012  319  19186841      18.14      -0.16      -4.27     -17.61     26.033
2012  319  19278935      18.21       1.33      -3.56     -17.81     26.039
2012  319  19383341      18.08       1.43      -3.42     -17.68     25.551
2012  319  19478435      18.00       0.67      -4.86     -17.28     25.094
2012  319  19767167      18.07       1.03      -4.77     -17.40     25.050
2012  319  19870007      18.00       1.16      -5.47     -17.06     24.631
2012  319  19966705      17.94       1.07      -5.42     -17.02     24.611
2012  319  20065691      17.92       2.02      -2.55     -17.60     25.079
2012  319  20166099      17.90       1.04      -4.35     -17.25     25.158
2012  319  20262937      17.83       0.19      -6.11     -16.73     23.823
2012  319  20361169      17.87       0.33      -5.33     -17.02     24.597
2012  319  20460796      17.85       0.30      -4.97     -17.11     24.987
2012  319  20562101      17.79      -0.09      -5.51     -16.85     24.670
2012  319  20661867      17.70      -0.05      -5.88     -16.59     23.852
2012  319  20749390      17.71       0.57      -4.25     -17.17     24.405
2012  319  20850693      17.73       0.92      -3.85     -17.27     24.498
2012  319  20945855      17.69       1.11      -3.79     -17.23     24.313
2012  319  21045623      17.74       1.39      -3.15     -17.38     24.563
2012  319  21143857      17.72       1.63      -2.83     -17.41     24.568
2012  319  21240554      17.77       2.01      -2.12     -17.52     24.856
2012  319  21338787      17.71       1.99      -1.90     -17.50     24.581
2012  319  21437019      17.78       1.96      -2.43     -17.49     24.604
2012  319  21535251      17.76       1.98      -3.01     -17.38     24.433
2012  319  21639624      17.76       1.32      -3.47     -17.36     24.501
2012  319  21734787      17.70       1.43      -3.63     -17.26     24.296
2012  319  21826880      17.50       1.74      -1.85     -17.27     23.963
2012  319  21926648      17.40       1.14      -2.00     -17.24     23.936
2012  319  22023345      17.35       1.20      -2.13     -17.16     23.810
2012  319  22121578      17.37       0.71      -1.90     -17.25     23.909
2012  319  22219810      17.39       1.08      -2.44     -17.18     23.756
2012  319  22318044      17.34       0.79      -2.76     -17.10     23.474
2012  319  22416275      17.32       0.70      -2.88     -17.06     23.401
2012  319  22514509      17.40       1.15      -3.14     -17.07     23.492
2012  319  22617347      17.58       1.56      -2.27     -17.35     24.068
2012  319  22710976      17.49       2.29      -3.40     -17.00     23.462
2012  319  22806996      17.10       0.75      -6.44     -15.30     21.688
2012  319  22907546      16.69      -0.59     -10.60     -12.78     17.581
2012  319  23003392      16.69       1.08      -7.88     -14.66     19.364
2012  319  23106941      16.72       0.48      -7.73     -14.77     19.874
2012  319  23199033      16.80       1.53      -7.09     -15.04     20.144
2012  319  23297476      16.71       1.80      -4.30     -15.97     20.886
2012  319  23395570      16.62       1.74      -4.26     -15.94     20.800
2012  319  23493765      16.69       1.48      -6.08     -15.44     20.400
2012  319  23598210      16.57       0.45     -12.99     -10.19     14.384
2012  319  23696478      16.52      -0.56     -11.02     -12.16     16.644
2012  319  23791500      16.49      -1.03     -10.75     -12.41     17.149
2012  319  23880662      16.61      -0.34     -10.55     -12.78     17.415
2012  319  23984999      16.63       0.38      -9.56     -13.28     18.326
2012  319  24080128      16.74       2.94      -3.81     -16.00     21.051
2012  319  24176826      16.61       2.59      -4.62     -15.63     20.308
2012  319  24276523      16.61       1.62      -8.28     -14.28     18.645
2012  319  24373361      16.53       1.30      -8.35     -14.17     18.513
2012  319  24476058      16.55       0.42     -10.24     -12.88     17.217
2012  319  24578896      16.46      -0.05     -10.15     -12.93     17.477
2012  319  24669490      16.44      -0.42      -7.42     -14.54     19.876
2012  319  24763294      16.48       0.66      -6.08     -15.24     19.865
2012  319  24862884      16.49       1.04      -7.22     -14.76     19.193
2012  319  24961117      16.51       1.24      -5.66     -15.42     19.918
2012  319  25059349      16.48       0.95      -5.41     -15.53     20.293
2012  319  25157759      16.46       1.65      -4.84     -15.64     20.210
2012  319  25255990      16.46       1.24      -4.61     -15.75     20.450
2012  319  25354048      16.47       0.91      -5.02     -15.65     20.353
2012  319  25452457      16.29       1.20      -4.25     -15.65     20.135
2012  319  25556689      16.17       1.60      -3.87     -15.61     19.958
2012  319  25651992      16.24       1.78      -3.80     -15.68     20.003
2012  319  25744085      16.34       1.68      -3.89     -15.77     20.195
2012  319  25842318      16.43       1.62      -4.89     -15.59     20.051
2012  319  25940375      16.64       0.90      -8.98     -13.97     18.277
2012  319  26038607      16.67       0.74      -8.76     -14.16     18.601
2012  319  26136839      16.67       0.62      -8.74     -14.18     18.467
2012  319  26235074      16.65       0.50      -8.56     -14.27     18.549
2012  319  26334804      15.72      -1.16     -12.87      -8.60     11.729
2012  319  26434574      15.83      -1.59     -13.38      -8.32     11.669
2012  319  26535912      16.01      -1.00     -11.27     -10.94     14.605
2012  319  26630357      16.13       0.72     -10.14     -12.41     16.000
2012  319  26726236      16.07       0.60     -10.61     -12.05     15.484
2012  319  26821398      16.10       0.85     -11.14     -11.58     14.851
2012  319  26919632      16.09       1.01     -11.39     -11.31     14.508
2012  319  27017865      16.12       0.33     -11.02     -11.72     15.129
2012  319  27116097      16.05       0.76     -10.91     -11.73     14.986
2012  319  27214330      15.84       0.88     -10.21     -12.06     15.214
2012  319  27315632      15.51       0.89      -9.47     -12.25     15.105
2012  319  27410796      15.39       1.02      -8.80     -12.58     15.154
2012  319  27515169      15.37       0.90      -8.26     -12.91     15.513
2012  319  27610332      15.29       2.21      -8.29     -12.66     15.161
2012  319  27705494      15.30       2.06      -8.69     -12.42     14.948
2012  319  27803726      15.29       2.37      -8.38     -12.55     15.100
2012  319  27898888      15.23       2.68      -8.48     -12.35     14.853
2012  319  27997298      15.22       3.51      -8.09     -12.39     14.725
2012  319  28095355      15.19       2.10      -8.97     -11.99     14.585
2012  319  28193587      15.23       1.22      -9.26     -12.02     14.342
2012  319  28291820      15.26       1.39      -8.25     -12.73     15.242
2012  319  28390052      15.23       1.37      -8.79     -12.32     14.829
2012  319  28494427      15.21       1.29      -8.50     -12.51     15.005
2012  319  28592658      15.26       0.38     -10.06     -11.45     14.008
2012  319  28686287      15.24      -0.55     -11.00     -10.51     12.939
2012  319  28782984      15.13      -0.86     -11.35      -9.96     12.184
2012  319  28881216      14.98       0.41     -10.66     -10.45     12.234
2012  319  28982519      14.81      -0.62     -11.05      -9.84     11.802
2012  319  29080751      14.74      -0.73     -11.26      -9.47     11.410
2012  319  29179021      13.53      -1.45     -10.70      -8.03      9.069
2012  319  29274146      12.41      -1.86     -10.14      -6.86      7.269
2012  319  29378521      11.25      -2.66      -9.97      -3.28      4.287
2012  319  29476894      11.17      -1.37     -10.86      -0.31      2.571
2012  319  29578054      10.70      -3.35      -9.88      -1.63      3.024
2012  319  29673218      10.61      -5.07      -9.02      -1.68      3.159
2012  319  29765486      10.77      -3.15     -10.05      -2.10      3.354
2012  319  29860615      10.73      -2.28     -10.19      -2.38      3.375
2012  319  29967916      11.27      -2.68     -10.17      -3.97      4.620
2012  319  30066150      11.23      -3.30      -9.87      -4.15      4.838
2012  319  30158242      11.40      -2.80     -10.32      -3.89      4.683
2012  319  30262615      11.40      -2.40     -10.70      -3.10      4.145
2012  319  30350960      11.36      -1.28     -10.83      -2.69      3.794
2012  319  30460615      11.44      -1.72     -10.86      -2.71      3.931
2012  319  30563664       7.28       0.47      -4.51      -5.20      3.308
2012  319  30649441       7.72       0.88      -4.55      -6.05      3.709
2012  319  30753779       8.97      -0.32      -7.29      -5.10      3.832
2012  319  30842800       7.24      -1.26      -5.72      -3.83      2.463
2012  319  30938035       6.86       2.76      -1.74      -5.92      3.382
2012  319  31045582       3.44      -0.44      -2.88      -1.77      0.529
2012  319  31138429       5.64       0.53      -2.77      -4.71      2.075
2012  319  31238224       5.89      -1.21      -3.55      -1.88      1.404
2012  319  31343314       7.89      -2.88      -3.20       6.58      0.013
2012  319  31440046       6.31      -0.45       1.85       5.51      0.002
2012  319  31729742       7.64      -1.46       1.00       7.42      0.000
2012  319  31828374       7.55      -1.22       0.26       7.43      0.000
2012  319  31929675       6.92      -1.25      -0.46       6.76      0.000
2012  319  32024839       7.13      -1.01      -0.04       7.03      0.000
2012  319  32123072       7.48      -0.48       0.28       7.44      0.000
2012  319  32221306       7.45      -0.34       0.57       7.39      0.000
2012  319  32322607       7.21      -1.07       0.37       7.09      0.000
2012  319  32419304       7.47      -1.55       1.17       7.15      0.000
2012  319  32522142       7.02      -2.24       0.61       6.54      0.000
2012  319  32611166       6.81      -1.52       1.71       6.36      0.001
2012  319  32712470       7.12      -2.11       1.25       6.46      0.000
2012  319  32807632       7.70      -2.46       1.74       7.05      0.001
2012  319  33298796       7.37      -0.89       3.86       6.17      0.025
2012  319  33398562       7.93      -1.11       4.31       6.56      0.033
2012  319  33498332       7.76      -0.55       3.96       6.60      0.024
2012  319  33780609       7.65       2.24      -4.01      -6.08      3.787
2012  319  33885121       7.63       2.34      -5.35      -4.78      3.020
2012  319  33980074       7.14       1.92      -6.16      -2.92      1.993
2012  319  34078480       7.38       1.62      -6.52      -2.60      1.947
2012  319  34170609       7.69       0.73      -7.35      -2.13      1.864
2012  319  34480625       5.36      -0.89      -5.21      -0.67      0.722
2012  319  34569644       5.94      -1.04      -5.80      -0.77      0.904
2012  319  34667843       6.60      -0.86      -6.53      -0.15      0.920
2012  319  34763042       5.96      -0.50      -5.91       0.17      0.665
2012  319  34861273       4.97      -0.89      -4.85       0.43      0.415
2012  319  34959507       5.33      -1.23      -5.15       0.51      0.467
2012  319  35057707       4.78      -1.20      -4.53       0.91      0.299
2012  319  35155972       5.26      -1.18      -4.99       1.07      0.348
2012  319  35254207       5.75      -0.97      -5.52       1.19      0.411
2012  319  35357042       5.47      -0.67      -5.29       1.19      0.360
2012  319  35459847       5.85      -0.76      -5.32       2.28      0.252
2012  319  35548867       5.77      -0.50      -5.23       2.37      0.229
2012  319  35647101       5.53      -0.82      -5.18       1.72      0.285
2012  319  35742265       6.76       0.48      -5.76       3.36      0.221
2012  319  35846671       6.48       0.24      -6.24       1.69      0.452
2012  319  36138265       7.87       0.46      -7.72       1.18      0.881
2012  319  36233429       7.65       0.54      -7.41       1.64      0.691
2012  319  36336265       7.34       0.06      -7.27       0.88      0.806
2012  319  36439105       9.21       0.22      -8.81       2.60      0.875
2012  319  36521984       9.13       0.49      -9.02       1.14      1.232
2012  319  36629289       9.26       1.42      -8.90      -1.97      2.445
2012  319  36724484       9.98       1.56      -9.46      -2.66      3.062
2012  319  36819789      10.17       2.01      -9.37      -3.33      3.487
2012  319  36920988       9.58       2.87      -5.66      -7.11      5.530
2012  319  37019253      10.01       2.97      -6.28      -7.14      5.810
2012  319  37117417      10.43       2.90      -6.42      -7.67      6.487
2012  319  37412152      10.16       2.61      -6.12      -7.64      6.206
2012  319  37507277      10.48       1.68      -8.29      -5.96      5.220
2012  319  37608546      10.74       0.60     -10.06      -3.48      3.944
2012  319  37703847      10.48       0.30     -10.25      -1.83      2.921
2012  319  37798871      10.96       0.87     -10.18      -3.92      4.277
2012  319  37897105      11.26       0.61     -10.76      -3.17      4.013
2012  319  37995335      10.95       1.52      -9.36      -5.30      5.102
2012  319  38093570      11.09       1.03     -10.23      -4.08      4.423
2012  319  38191800      11.25       0.80     -10.92      -2.49      3.647
2012  319  38293246      11.04       0.52     -10.98      -0.66      2.627
2012  319  38391476      11.01       0.61     -10.77      -1.78      3.157
2012  319  38489746      11.21      -0.28      -9.96      -4.96      5.227
2012  319  38578593      11.19      -0.58      -9.83      -5.22      5.377
2012  319  38679894      11.49      -0.60     -10.38      -4.88      5.328
2012  319  38778164      11.31      -1.05     -10.20      -4.75      5.192
2012  319  38873292      11.08      -0.78     -10.19      -4.22      4.745
2012  319  38974593      10.76      -2.03      -8.83      -5.64      5.581
2012  319  39072863      10.19      -1.39      -9.43      -3.40      3.742
2012  319  39168882      10.02      -0.23      -9.69      -2.38      3.031
2012  319  39273933      10.05      -0.54      -9.35      -3.40      3.591
2012  319  39367527      10.40      -0.43     -10.07      -2.47      3.247
2012  319  39462687      10.11       0.06      -9.83      -2.32      3.027
2012  319  39567203      10.09      -1.23      -7.50       1.12      1.503
2012  319  39861898       9.78      -0.89      -6.50       7.17      0.125
2012  319  39956957      10.65      -0.03      -7.68       7.36      0.210
2012  319  40055296      10.52      -0.74      -8.18       6.57      0.305
2012  319  40153527      10.33      -1.21      -8.40       5.83      0.386
2012  319  40251761       9.77      -1.09      -8.98       3.63      0.728
2012  319  40352957       9.74      -1.34      -9.01       3.44      0.771
2012  319  40448906       9.89      -1.36      -8.85       4.16      0.635
2012  319  40644585       7.43      -1.11      -7.03       1.15      0.763
2012  319  40739855       9.18      -0.70      -7.67      -1.92      2.586
2012  319  40834910      12.02      -0.11      -7.05      -9.71      9.136
2012  319  41022167      12.55       0.36      -6.38     -10.79     10.635
2012  319  41129644      11.23       0.31      -5.13      -9.96      8.709
2012  319  41230949      10.88       0.26      -5.18      -9.54      8.067
2012  319  41326074      10.87      -0.11      -5.98      -9.07      7.853
2012  319  41418167      10.88      -0.01      -6.33      -8.84      7.624
2012  319  41519468      10.86      -0.28      -6.91      -8.36      7.325
2012  319  41617703      11.00       0.11      -6.66      -8.73      7.615
2012  319  41712902      10.93       0.02      -5.44      -9.11      8.079
2012  319  41811097      10.81       0.52      -3.86     -10.06      8.424
2012  319  41906261      10.85       0.87      -3.77     -10.07      8.424
2012  319  42013878      10.83      -0.72      -2.84     -10.39      9.077
2012  319  42105972      10.76      -1.92      -4.04      -9.72      8.551
2012  319  42210171      10.76      -1.17      -5.04      -9.42      8.059
2012  319  42305332      10.94       0.49      -4.88      -9.76      8.350
2012  319  42400496      11.25       0.22      -5.79      -9.64      8.592
2012  319  42498078      11.43       0.61      -5.45     -10.03      9.017
2012  319  42596312      11.02       0.79      -5.13      -9.72      8.463
2012  319  42695191      10.54       0.98      -5.18      -9.13      7.720
2012  319  42793601      10.75       1.74      -5.36      -9.14      7.839
2012  319  42888589      10.71       1.31      -4.94      -9.41      7.958
2012  319  42986824      10.77       0.92      -4.98      -9.50      8.137
2012  319  43081984      11.06       0.34      -5.38      -9.65      8.428
2012  319  43189429      11.52      -0.21      -7.10      -9.03      8.244
2012  319  43284589      11.70      -0.86      -8.12      -8.38      7.930
2012  319  43376683      11.64      -0.74      -8.26      -8.16      7.712
2012  319  43474914      11.64      -0.96      -8.63      -7.75      7.359
2012  319  43576183      11.55      -1.27      -8.66      -7.53      7.181
2012  319  43671382      11.51      -0.93      -8.54      -7.65      7.188
2012  319  43772683      11.39      -0.65      -8.80      -7.19      6.785
2012  319  43864777      11.57       0.35      -9.68      -6.29      6.250
2012  319  43962972      11.52       0.90     -10.00      -5.61      5.689
2012  319  44070453      11.27      -0.70      -9.52      -5.98      5.811
2012  319  44168652      11.24      -0.42      -9.62      -5.79      5.635
2012  319  44263847      11.21      -0.50      -9.80      -5.42      5.425
2012  319  44355906      11.17      -0.45     -10.09      -4.77      4.945
2012  319  44457207      11.02      -0.63     -10.11      -4.31      4.592
2012  319  44561582      10.84      -1.66     -10.05      -3.72      4.204
2012  319  44650601      10.90      -1.62     -10.33      -3.05      3.824
2012  319  44754976      10.99      -0.57     -10.49      -3.22      3.920
2012  319  44853210      11.12      -0.68     -10.42      -3.83      4.333
2012  319  45147906      11.10      -0.79     -10.77      -2.54      3.591
2012  319  45439535      10.87      -0.46     -10.68      -0.31      2.410
2012  319  45537769      10.88      -0.55     -10.78      -0.27      2.427
2012  319  45636000      10.97      -0.24     -10.94      -0.71      2.632
2012  319  45734234      10.87      -0.33     -10.84      -0.58      2.539
2012  319  45823222      10.62      -0.37     -10.60      -0.48      2.377
2012  319  45924558      10.66       0.17     -10.52      -1.61      2.880
2012  319  46026003      10.56       0.13     -10.36       0.43      1.973
2012  319  46127164       9.99       0.14      -8.67      -1.69      2.711
2012  319  46227785       9.81       1.33      -5.36      -8.08      6.273
2012  319  46314457      10.20      -0.65      -6.60      -6.94      6.017
2012  319  46418828      10.19      -1.78      -8.52      -5.18      4.692
2012  319  46510957      10.14      -0.84      -7.43      -6.72      5.544
2012  319  46609187      10.36      -0.20      -8.23      -6.16      5.289
2012  319  46709738      11.23      -0.41      -9.21      -6.29      6.000
2012  319  46808792      10.71      -1.05      -9.69      -4.05      4.431
2012  319  46900746      10.84      -0.74     -10.32      -3.08      3.829
2012  319  46998980      11.54      -0.88     -10.79      -3.92      4.668
2012  319  47106421      11.64      -0.39     -11.14      -3.20      4.278
2012  319  47204656      11.50       0.17     -11.21      -2.33      3.677
2012  319  47293679      11.53      -0.37     -11.49      -0.69      2.910
2012  319  47391910      11.36      -0.64     -11.33       0.23      2.397
2012  319  47496285      11.23      -0.39     -11.12       0.74      2.116
2012  319  47594515      11.29      -1.27     -11.10       0.69      2.173
2012  319  47689644      10.92      -0.52     -10.55       2.65      1.317
2012  319  47981449      10.78      -0.05     -10.09       3.76      0.942
2012  319  48085820      11.16      -0.53      -9.87       5.16      0.692
2012  319  48180984      10.98      -0.83      -9.34       5.65      0.539
2012  319  48375062      11.10      -1.37      -8.62       6.84      0.344
2012  319  48475683      10.60      -1.04      -9.54       3.54      0.922
2012  319  48573878      10.08      -0.91      -9.97       0.40      1.795
2012  319  48678253       9.71      -2.89      -9.17       0.84      1.555
2012  319  48770343       9.66      -2.23      -9.24       0.48      1.746
2012  319  48859402       9.97      -0.03      -9.72      -1.81      2.724
2012  319  48966707       9.72      -3.12      -8.87      -1.91      2.818
2012  319  49069542       9.73      -5.59      -7.69      -0.74      2.466
2012  319  49163277       9.77      -5.62      -7.86      -0.03      2.098
2012  319  49258332      10.08      -3.92      -7.30      -4.77      5.071
2012  319  49356636       9.73      -1.68      -3.99      -8.46      6.924
2012  319  49445625       9.85       0.50      -6.00      -7.46      5.911
2012  319  49546925       9.97       0.04      -7.58      -5.99      5.066
2012  319  49648160      10.27      -0.41     -10.00      -2.18      2.979
2012  319  49743355       9.99      -0.01      -9.45      -3.22      3.413
2012  319  49841589      10.17       0.17      -9.19      -4.17      4.001
2012  319  49936753       9.67       0.52      -8.92      -3.49      3.370
2012  319  50045871       9.02       0.22      -8.61      -2.07      2.440
2012  319  50136289       7.82       0.92      -6.53      -4.04      2.748
2012  319  50240624       7.77       1.90       0.54      -7.37      4.719
2012  319  50329648       8.74       4.06       4.22      -6.16      4.986
2012  319  50437164       8.89       3.77       2.88      -7.47      5.719
2012  319  50529253       8.80       5.07       3.35      -6.32      5.452
2012  319  50827128       8.94       5.82       4.99      -4.47      4.542
2012  319  50922148       9.03       5.99       3.92      -5.45      5.360
2012  319  51025878       8.81       5.65       4.21      -5.25      4.889
