             Wind MFI Data, 1 minute resolution, GSE coordinates
Year  DOY  millisecs       B          Bx         By         Bz       Theta       Phi    
                           nT         nT         nT         nT        deg        deg    
2014  105  44430000       1.19       0.45      -0.67       0.86      46.97     304.08
2014  105  44490000       1.38       0.44      -0.67       1.12      54.62     303.29
2014  105  44550000       1.14       0.45      -0.40       0.96      57.81     318.43
2014  105  44610000       1.08       0.51      -0.36       0.87      54.43     324.54
2014  105  44670000       1.19       0.41      -0.31       1.07      64.09     322.87
2014  105  44730000       1.16       0.54      -0.31       0.98      57.54     329.59
2014  105  44790000       1.37       0.71      -0.54       1.02      48.87     322.75
2014  105  44850000       1.44       0.62      -0.37       1.21      59.22     329.11
2014  105  44910000       1.40       0.81      -0.97       0.35      15.47     309.83
2014  105  44970000       1.68       0.44      -1.25      -0.75     -29.50     289.44
2014  105  45030000       2.19       0.18      -1.13      -1.86     -58.39     278.90
2014  105  45090000       2.44      -0.18      -1.14      -2.13     -61.44     261.06
2014  105  45150000       2.51      -0.28      -1.25      -2.15     -59.27     257.50
2014  105  45210000       2.53      -0.26      -1.01      -2.31     -65.71     255.46
2014  105  45270000       2.36      -0.25      -0.74      -2.22     -70.59     251.68
2014  105  45330000       2.35      -0.38      -0.86      -2.16     -66.52     245.87
2014  105  45390000       2.51      -0.40      -1.03      -2.24     -63.71     248.69
2014  105  45450000       2.78      -0.51      -1.38      -2.35     -58.04     249.64
2014  105  45510000       2.77      -0.53      -1.34      -2.36     -58.59     248.33
2014  105  45570000       2.72      -0.64      -1.37      -2.22     -55.73     244.94
2014  105  45630000       2.07       0.07      -1.81      -0.04      -1.20     272.24
2014  105  45690000       2.18       0.37      -1.94       0.90      24.56     280.94
2014  105  45750000       2.04       0.17      -1.85       0.69      20.24     275.09
2014  105  45810000       1.88      -0.89      -1.26      -1.04     -33.97     234.93
2014  105  45870000       2.74      -1.34      -1.31      -1.98     -46.58     224.48
2014  105  45930000       2.78      -1.28      -1.48      -1.98     -45.42     229.16
2014  105  45990000       2.69      -1.31      -1.37      -1.89     -44.88     226.34
2014  105  46050000       2.81      -1.36      -1.58      -1.84     -41.48     229.13
2014  105  46110000       2.64      -0.46      -1.92      -1.69     -40.50     256.51
2014  105  46170000       2.25      -0.30      -1.76      -1.33     -36.74     260.45
2014  105  46230000       2.15      -0.87      -1.24      -1.51     -44.82     234.91
2014  105  46290000       2.11      -0.87      -1.20      -1.49     -45.17     234.16
2014  105  46350000       2.23      -0.81      -1.45      -1.48     -41.71     240.85
2014  105  46410000       2.02      -0.91      -1.41      -1.07     -32.48     237.18
2014  105  46470000       1.77      -0.63      -1.32      -0.95     -33.14     244.29
2014  105  46530000       1.74      -0.64      -1.42      -0.73     -25.26     245.85
2014  105  46590000       1.83      -0.55      -1.40      -1.04     -34.50     248.50
2014  105  46650000       1.80      -0.63      -1.33      -1.04     -35.25     244.43
2014  105  46710000       1.85      -0.56      -1.40      -1.06     -35.14     248.13
2014  105  46770000       1.80      -0.70      -1.37      -0.92     -30.99     242.72
2014  105  46830000       1.79      -0.48      -1.42      -0.95     -32.36     251.37
2014  105  46890000       2.03      -0.59      -1.46      -1.27     -38.83     247.97
2014  105  46950000       1.98      -0.54      -1.44      -1.23     -38.68     249.38
2014  105  47010000       2.04      -0.56      -1.47      -1.29     -39.44     249.18
2014  105  47070000       2.00      -0.40      -1.54      -1.18     -36.51     255.59
2014  105  47130000       2.02      -0.11      -1.75      -0.99     -29.38     266.43
2014  105  47190000       2.16      -0.38      -1.84      -1.07     -29.75     258.16
2014  105  47250000       2.19      -0.48      -1.89      -0.98     -26.69     255.87
2014  105  47310000       2.44       0.29      -2.02      -1.32     -32.90     278.17
2014  105  47370000       2.59       0.95      -1.91      -1.41     -33.50     296.42
2014  105  47430000       2.62       1.41      -1.84      -1.19     -27.20     307.58
2014  105  47490000       2.70       1.72      -1.87      -0.91     -19.62     312.70
2014  105  47550000       2.65       1.55      -2.06      -0.64     -14.00     306.94
2014  105  47610000       2.50       0.37      -2.25      -0.71     -17.20     279.23
2014  105  47670000       2.39      -0.25      -2.17      -0.93     -22.99     263.45
2014  105  47730000       2.44      -0.25      -2.26      -0.83     -20.07     263.72
2014  105  47790000       2.54      -0.19      -2.31      -0.99     -23.04     265.34
2014  105  47850000       2.53       0.11      -2.34      -0.93     -21.59     272.72
2014  105  47910000       2.55      -0.03      -2.39      -0.84     -19.39     269.39
2014  105  47970000       2.53      -0.13      -2.41      -0.72     -16.53     266.80
2014  105  48030000       2.59      -0.54      -2.30      -0.90     -20.78     256.88
2014  105  48090000       2.69      -0.91      -2.39      -0.76     -16.56     249.14
2014  105  48150000       2.66      -0.44      -2.40      -1.04     -22.98     259.52
2014  105  48210000       2.63      -0.34      -2.47      -0.77     -17.12     262.15
2014  105  48270000       2.68      -0.33      -2.35      -1.19     -26.71     261.92
2014  105  48330000       2.66      -0.51      -2.22      -1.34     -30.49     257.00
2014  105  48390000       2.68      -0.13      -2.29      -1.35     -30.41     266.71
2014  105  48450000       2.70      -0.44      -2.45      -1.01     -22.10     259.71
2014  105  48510000       2.64      -0.39      -2.45      -0.91     -20.10     260.90
2014  105  48570000       2.73      -0.26      -2.52      -1.03     -22.07     264.07
2014  105  48630000       2.77      -0.36      -2.54      -1.01     -21.49     261.89
2014  105  48690000       2.78      -0.43      -2.53      -1.08     -22.91     260.41
2014  105  48750000       2.80      -0.40      -2.48      -1.21     -25.79     260.87
2014  105  48810000       2.83      -0.37      -2.69      -0.78     -15.95     262.27
2014  105  48870000       2.86      -0.49      -2.73      -0.65     -13.19     259.83
2014  105  48930000       2.89      -0.16      -2.80      -0.68     -13.63     266.64
2014  105  48990000       2.86      -0.09      -2.80      -0.42      -8.52     268.15
2014  105  49050000       2.90       0.53      -2.80      -0.42      -8.42     280.68
2014  105  49110000       2.92       0.71      -2.81      -0.33      -6.56     284.10
2014  105  49170000       3.04       0.82      -2.89      -0.42      -7.88     285.73
2014  105  49230000       3.09       0.48      -3.04      -0.23      -4.23     278.93
2014  105  49290000       2.93       0.97      -2.65      -0.22      -4.42     290.06
2014  105  49350000       2.77       0.96      -2.50       0.62      13.06     290.98
2014  105  49410000       3.03      -1.80      -1.67       1.45      30.57     222.82
2014  105  49470000       2.97      -2.25      -1.32       1.41      28.41     210.36
2014  105  49530000       2.85      -1.74      -1.56       1.56      33.76     221.79
2014  105  49590000       2.94      -1.89      -1.72       1.44      29.40     222.30
2014  105  49650000       2.93      -1.87      -1.97       1.09      21.89     226.51
2014  105  49710000       2.93      -1.29      -2.43       0.85      17.21     242.04
2014  105  49770000       2.96      -0.82      -2.64       0.74      14.90     252.78
2014  105  49830000       2.88      -0.44      -2.53       1.14      23.94     260.09
2014  105  49890000       2.84      -0.39      -2.49       1.27      26.70     261.04
2014  105  49950000       2.74      -0.45      -2.50       0.99      21.33     259.91
2014  105  50010000       2.70      -0.44      -2.41       1.13      24.84     259.64
2014  105  50070000       2.70      -0.61      -2.35       1.15      25.34     255.35
2014  105  50130000       2.68      -0.95      -2.21       1.14      25.30     246.83
2014  105  50190000       2.64      -0.81      -2.24       0.94      21.59     250.07
2014  105  50250000       2.65      -0.67      -2.42       0.68      15.21     254.48
2014  105  50310000       2.64      -0.36      -2.43       0.93      20.79     261.52
2014  105  50370000       2.39       0.16      -2.20       0.86      21.44     274.16
2014  105  50430000       2.49       0.29      -2.26       0.83      19.96     277.39
2014  105  50490000       2.66       0.21      -2.60       0.43       9.47     274.60
2014  105  50550000       2.63       0.11      -2.56       0.53      11.68     272.45
2014  105  50610000       2.74      -0.43      -2.69      -0.11      -2.24     260.89
2014  105  50670000       2.78      -0.62      -2.67      -0.40      -8.32     256.85
2014  105  50730000       2.80      -1.01      -2.29      -1.07     -23.06     246.26
2014  105  50790000       2.67      -1.05      -2.06      -1.33     -29.90     243.02
2014  105  50850000       2.79      -1.18      -2.25      -1.15     -24.46     242.31
2014  105  50910000       2.77      -1.34      -2.18      -1.07     -22.65     238.31
2014  105  50970000       2.74      -1.33      -2.13      -1.09     -23.39     237.99
2014  105  51030000       2.82      -1.21      -2.18      -1.32     -27.84     240.89
2014  105  51090000       2.91      -1.27      -2.27      -1.29     -26.34     240.88
2014  105  51150000       2.97      -1.32      -2.40      -1.15     -22.84     241.14
2014  105  51210000       2.96      -1.20      -2.52      -0.99     -19.53     244.52
2014  105  51270000       2.88      -0.99      -2.31      -1.37     -28.52     246.70
2014  105  51330000       2.92      -1.19      -2.07      -1.67     -35.00     240.02
2014  105  51390000       2.96      -1.25      -2.23      -1.44     -29.41     240.82
2014  105  51450000       2.99      -1.26      -2.50      -1.03     -20.17     243.22
2014  105  51510000       2.93      -1.10      -2.56      -0.85     -16.92     246.63
2014  105  51570000       2.91      -1.20      -1.67      -1.92     -43.01     234.33
2014  105  51630000       2.97      -2.34      -1.17      -1.30     -26.33     206.64
2014  105  51690000       3.01      -2.35      -1.24      -1.37     -27.26     207.84
2014  105  51750000       3.04      -2.16      -1.13      -1.80     -36.41     207.66
2014  105  51810000       3.09      -2.29      -1.05      -1.79     -35.38     204.61
2014  105  51870000       3.09      -2.32      -1.05      -1.75     -34.51     204.29
2014  105  51930000       3.10      -2.64      -0.84      -1.39     -26.62     197.62
2014  105  51990000       3.05      -2.46      -0.71      -1.64     -32.67     196.19
2014  105  52050000       3.08      -2.59      -0.52      -1.57     -30.65     191.27
2014  105  52110000       3.10      -2.59      -0.29      -1.67     -32.74     186.42
2014  105  52170000       3.13      -2.51      -0.30      -1.84     -36.08     186.81
2014  105  52230000       3.14      -2.45      -0.00      -1.93     -38.31     180.01
2014  105  52290000       3.12      -2.39      -0.03      -1.99     -39.78     180.61
2014  105  52350000       3.21      -2.42      -0.13      -2.09     -40.80     183.01
2014  105  52410000       3.23      -2.28      -0.16      -2.27     -44.79     183.96
2014  105  52470000       3.13      -2.26       0.05      -2.16     -43.66     178.62
2014  105  52530000       3.27      -2.16       0.49      -2.39     -47.20     167.28
2014  105  52590000       3.27      -2.21       0.63      -2.32     -45.21     164.01
2014  105  52650000       3.16      -2.13       0.54      -2.27     -45.91     165.74
2014  105  52710000       3.13      -2.47       0.06      -1.90     -37.50     178.63
2014  105  52770000       3.15      -2.24       0.34      -2.13     -43.17     171.32
2014  105  52830000       3.16      -2.37       0.31      -2.01     -40.03     172.58
2014  105  52890000       3.19      -2.75      -0.40      -1.55     -29.10     188.36
2014  105  52950000       3.12      -2.53      -1.47      -1.03     -19.38     210.21
2014  105  53010000       3.09      -2.25      -1.12      -1.64     -33.10     206.46
2014  105  53070000       3.10      -2.17      -1.12      -1.85     -37.18     207.16
2014  105  53130000       3.08      -2.58      -1.37      -0.85     -16.25     208.05
2014  105  53190000       3.17      -2.88      -1.16      -0.62     -11.37     201.83
2014  105  53250000       3.16      -2.92      -0.81      -0.89     -16.31     195.52
2014  105  53310000       3.08      -2.71      -0.68      -1.30     -24.93     194.06
2014  105  53370000       3.05      -2.72      -0.59      -1.23     -23.91     192.18
2014  105  53430000       3.07      -2.74      -0.35      -1.34     -25.84     187.21
2014  105  53490000       3.03      -2.51      -0.48      -1.61     -32.30     190.82
2014  105  53550000       3.03      -2.48      -0.59      -1.61     -32.35     193.34
2014  105  53610000       3.04      -2.57      -1.04      -1.26     -24.45     202.11
2014  105  53670000       3.04      -2.66      -0.96      -1.11     -21.50     199.97
2014  105  53730000       3.05      -2.64      -0.85      -1.26     -24.40     197.84
2014  105  53790000       3.10      -2.72      -0.82      -1.23     -23.33     196.71
2014  105  53850000       3.08      -2.67      -0.89      -1.25     -23.96     198.37
2014  105  53910000       3.03      -2.75      -0.45      -1.17     -22.70     189.21
2014  105  53970000       3.00      -2.87      -0.18      -0.81     -15.70     183.57
2014  105  54030000       3.04      -2.56      -0.68      -1.48     -29.14     194.79
2014  105  54090000       3.07      -2.10      -0.83      -2.07     -42.49     201.62
2014  105  54150000       3.09      -2.26      -0.95      -1.85     -37.01     202.72
2014  105  54210000       3.11      -2.14      -0.93      -2.04     -41.27     203.51
2014  105  54270000       3.12      -2.06      -0.62      -2.23     -45.98     196.80
2014  105  54330000       3.11      -1.91      -0.29      -2.44     -51.71     188.64
2014  105  54390000       3.11      -1.91      -0.41      -2.42     -51.06     192.01
2014  105  54450000       3.12      -1.78      -0.43      -2.53     -54.11     193.58
2014  105  54510000       3.13      -1.81      -0.26      -2.53     -54.09     188.30
2014  105  54570000       3.18      -2.03      -0.22      -2.44     -50.08     186.32
2014  105  54630000       3.18      -1.97      -0.02      -2.48     -51.51     180.59
2014  105  54690000       3.20      -1.73      -0.19      -2.67     -56.86     186.23
2014  105  54750000       3.19      -1.70      -0.45      -2.66     -56.47     194.65
2014  105  54810000       3.23      -1.77      -0.61      -2.62     -54.46     198.94
2014  105  54870000       3.27      -2.12      -0.23      -2.47     -49.18     186.17
2014  105  54930000       3.23      -2.13      -0.23      -2.41     -48.37     186.05
2014  105  54990000       3.21      -2.02      -0.41      -2.44     -49.85     191.42
2014  105  55050000       3.23      -1.94      -0.61      -2.47     -50.62     197.41
2014  105  55110000       3.18      -2.01      -0.03      -2.46     -50.76     180.72
2014  105  55170000       3.15      -1.75      -0.43      -2.57     -54.96     193.79
2014  105  55230000       3.16      -1.99      -0.21      -2.42     -50.41     185.95
2014  105  55290000       3.12      -2.41       0.38      -1.93     -38.30     171.13
2014  105  55350000       3.16      -2.41       0.47      -1.97     -38.75     169.00
2014  105  55410000       3.17      -2.39       0.20      -2.05     -40.48     175.29
2014  105  55470000       3.12      -2.41       0.33      -1.94     -38.59     172.28
2014  105  55530000       3.09      -2.43       0.19      -1.89     -37.75     175.62
2014  105  55590000       3.11      -2.43      -0.39      -1.87     -37.27     189.02
2014  105  55650000       3.06      -2.59      -0.52      -1.53     -30.12     191.33
2014  105  55710000       2.97      -2.66      -0.14      -1.22     -24.52     182.92
2014  105  55770000       2.87      -2.72       0.23      -0.77     -15.81     175.16
2014  105  55830000       2.92      -2.79      -0.37      -0.53     -10.69     187.54
2014  105  55890000       2.99      -2.45      -1.20      -1.12     -22.34     206.09
2014  105  55950000       3.04      -2.31      -1.37      -1.40     -27.58     210.65
2014  105  56010000       3.11      -2.01      -1.22      -2.02     -40.69     211.15
2014  105  56070000       3.17      -1.87      -0.87      -2.40     -49.37     205.09
2014  105  56130000       3.16      -1.92      -0.96      -2.32     -47.30     206.66
2014  105  56190000       3.16      -1.82      -1.17      -2.29     -46.62     212.65
2014  105  56250000       3.18      -1.84      -1.04      -2.38     -48.43     209.38
2014  105  56310000       2.70      -1.28      -1.73      -1.04     -25.77     233.58
2014  105  56370000       2.69      -1.24      -2.12      -0.98     -21.77     239.61
2014  105  56430000       2.99      -1.45      -0.40      -2.39     -57.95     195.29
2014  105  56490000       3.21      -1.62      -0.09      -2.76     -59.57     183.35
2014  105  56550000       3.17      -1.64       0.08      -2.72     -58.92     177.25
2014  105  56610000       2.83      -1.43      -0.40      -2.13     -55.14     195.41
2014  105  56670000       2.28      -0.02      -2.25       0.17       4.38     269.45
2014  105  56730000       2.32       0.19      -2.30      -0.16      -3.96     274.72
2014  105  56790000       2.31       0.47      -2.24      -0.25      -6.24     281.80
2014  105  56850000       2.22       0.81      -2.05      -0.28      -7.15     291.47
2014  105  56910000       2.40       0.60      -2.31      -0.15      -3.58     284.60
2014  105  56970000       2.55       0.19      -2.39      -0.18      -4.17     274.56
2014  105  57030000       2.89      -0.61      -2.57      -1.14     -23.30     256.57
2014  105  57090000       2.87      -0.87      -2.32      -1.42     -29.86     249.50
2014  105  57150000       2.75      -0.71      -2.12      -1.59     -35.49     251.43
2014  105  57210000       2.55      -0.53      -1.99      -1.49     -35.96     255.03
2014  105  57270000       2.79      -1.07      -1.89      -1.74     -38.64     240.49
2014  105  57330000       3.07      -1.57      -1.23      -1.95     -44.22     218.13
2014  105  57390000       3.44      -2.45      -0.24      -2.38     -44.06     185.51
2014  105  57450000       3.41      -2.26      -0.97      -2.36     -43.92     203.20
2014  105  57510000       3.41      -2.25      -0.90      -2.39     -44.62     201.86
2014  105  57570000       3.39      -2.15      -1.08      -2.36     -44.47     206.75
2014  105  57630000       3.24      -2.17      -1.55      -1.79     -33.79     215.56
2014  105  57690000       3.38      -2.33      -1.78      -1.67     -29.66     217.39
2014  105  57750000       3.36      -2.12      -1.10      -2.28     -43.72     207.55
2014  105  57810000       3.44      -1.68      -0.65      -2.93     -58.38     201.18
2014  105  57870000       3.51      -1.58      -0.47      -3.09     -61.93     196.60
2014  105  57930000       3.48      -1.46      -0.54      -3.07     -63.09     200.13
2014  105  57990000       3.51      -1.91      -0.68      -2.85     -54.57     199.71
2014  105  58050000       3.56      -1.82      -0.62      -2.99     -57.30     198.85
2014  105  58110000       3.57      -1.72      -0.56      -3.08     -59.59     197.98
2014  105  58170000       3.55      -1.51      -0.75      -3.12     -61.61     206.37
2014  105  58230000       3.03      -1.68       0.86      -2.18     -49.09     152.79
2014  105  58290000       2.79      -1.54       1.52      -1.75     -39.00     135.44
2014  105  58350000       3.00      -1.92       1.76      -1.42     -28.65     137.42
2014  105  58410000       2.73      -1.35       0.30      -2.28     -58.88     167.41
2014  105  58470000       2.68      -1.32       0.62      -2.25     -57.00     155.03
2014  105  58530000       2.97      -1.61       0.63      -2.41     -54.38     158.49
2014  105  58590000       3.08      -1.79       0.25      -2.46     -53.71     171.92
2014  105  58650000       2.94      -1.49       0.34      -2.45     -58.09     167.01
2014  105  58710000       3.35      -1.63       0.41      -2.89     -59.82     165.74
2014  105  58770000       3.29      -1.38       0.57      -2.93     -62.97     157.70
2014  105  58830000       3.28      -1.37       0.54      -2.93     -63.24     158.46
2014  105  58890000       3.31      -1.60       0.15      -2.88     -60.86     174.55
2014  105  58950000       3.34      -1.62       0.15      -2.91     -60.76     174.85
2014  105  59010000       3.35      -1.68       0.28      -2.88     -59.38     170.49
2014  105  59070000       3.39      -1.76       0.19      -2.88     -58.49     173.87
2014  105  59130000       3.27      -1.28       0.66      -2.94     -63.81     152.72
2014  105  59190000       3.23      -1.31       0.30      -2.94     -65.41     167.03
2014  105  59250000       3.04      -1.07      -0.17      -2.84     -69.09     189.02
2014  105  59310000       2.97      -0.89      -0.06      -2.83     -72.50     183.99
2014  105  59370000       3.12      -1.07       0.09      -2.92     -69.77     175.18
2014  105  59430000       3.38      -1.32       0.54      -3.06     -65.09     157.85
2014  105  59490000       3.45      -1.37       0.72      -3.08     -63.36     152.36
2014  105  59550000       3.43      -1.41       0.73      -3.04     -62.44     152.45
2014  105  59610000       3.26      -1.31       0.67      -2.91     -63.17     152.76
2014  105  59670000       3.16      -1.29       0.67      -2.80     -62.50     152.52
2014  105  59730000       3.09      -1.25       1.06      -2.61     -57.85     139.77
2014  105  59790000       3.14      -1.14       1.03      -2.74     -60.81     137.89
2014  105  59850000       3.00      -1.02       0.81      -2.67     -64.00     141.79
2014  105  59910000       3.15      -1.09       0.97      -2.79     -62.42     138.40
2014  105  59970000       2.74      -1.09       0.53      -2.43     -63.43     154.02
2014  105  60030000       2.61      -1.15      -0.12      -2.31     -63.52     185.91
2014  105  60090000       2.37      -0.96      -0.66      -2.02     -59.96     214.28
2014  105  60150000       2.24      -0.73      -0.87      -1.93     -59.49     229.85
2014  105  60210000       2.34      -0.79      -0.91      -1.98     -58.56     228.87
2014  105  60270000       2.75      -1.33       0.05      -2.39     -60.92     177.70
2014  105  60330000       2.82      -1.41      -0.06      -2.43     -59.82     182.43
2014  105  60390000       3.04      -1.54       0.19      -2.62     -59.41     172.98
2014  105  60450000       2.93      -1.50       0.10      -2.51     -59.10     176.26
2014  105  60510000       2.97      -1.57       0.01      -2.52     -58.13     179.63
2014  105  60570000       2.98      -1.52       0.03      -2.57     -59.27     178.71
2014  105  60630000       3.00      -1.58       0.08      -2.55     -58.12     177.23
2014  105  60690000       3.00      -1.54       0.11      -2.58     -59.05     176.04
2014  105  60750000       3.09      -1.58       0.13      -2.65     -59.14     175.18
2014  105  60810000       3.07      -1.56       0.08      -2.64     -59.33     177.02
2014  105  60870000       3.06      -1.54       0.09      -2.64     -59.68     176.53
2014  105  60930000       3.07      -1.56       0.11      -2.64     -59.46     176.04
2014  105  60990000       3.09      -1.46       0.32      -2.70     -61.00     167.67
2014  105  61050000       3.08      -1.47       0.28      -2.69     -60.89     169.18
2014  105  61110000       3.07      -1.51       0.28      -2.66     -60.05     169.43
2014  105  61170000       3.03      -1.51       0.25      -2.61     -59.57     170.78
2014  105  61230000       3.09      -1.69       0.41      -2.54     -55.56     166.46
2014  105  61290000       3.15      -1.79       0.55      -2.52     -53.41     162.79
2014  105  61350000       3.14      -1.64       0.30      -2.66     -57.98     169.58
2014  105  61410000       3.16      -1.61       0.26      -2.71     -58.92     170.93
2014  105  61470000       3.07      -1.56       0.36      -2.62     -58.53     167.08
2014  105  61530000       3.10      -1.74       0.40      -2.53     -54.81     167.18
2014  105  61590000       3.14      -1.77       0.47      -2.55     -54.28     165.04
2014  105  61650000       3.10      -1.71       0.31      -2.56     -55.88     169.62
2014  105  61710000       3.14      -1.65       0.14      -2.67     -58.26     175.14
2014  105  61770000       3.26      -2.12       0.45      -2.43     -48.24     167.92
2014  105  61830000       3.30      -2.10       0.35      -2.51     -49.72     170.52
2014  105  61890000       3.26      -1.84       0.39      -2.67     -54.84     167.99
2014  105  61950000       3.18      -1.55       0.43      -2.74     -59.55     164.41
2014  105  62010000       3.03      -1.44       0.42      -2.64     -60.42     163.66
2014  105  62070000       3.02      -1.50       0.39      -2.60     -59.26     165.46
2014  105  62130000       3.03      -1.59       0.43      -2.54     -57.10     164.80
2014  105  62190000       3.06      -1.58       0.42      -2.58     -57.58     165.22
2014  105  62250000       3.25      -1.82       0.20      -2.68     -55.72     173.64
2014  105  62310000       3.32      -1.70       0.22      -2.84     -58.81     172.71
2014  105  62370000       3.35      -1.65       0.34      -2.89     -59.77     168.50
2014  105  62430000       3.31      -1.64       0.43      -2.84     -59.08     165.27
2014  105  62490000       3.31      -1.70       0.45      -2.80     -57.90     165.13
2014  105  62550000       3.37      -1.77       0.46      -2.82     -57.04     165.61
2014  105  62610000       3.41      -1.76       0.55      -2.86     -57.15     162.59
2014  105  62670000       3.41      -2.18       0.49      -2.56     -48.85     167.44
2014  105  62730000       3.27      -1.75      -0.05      -2.71     -57.19     181.75
2014  105  62790000       2.78      -0.92      -1.04      -2.19     -57.75     228.51
2014  105  62850000       2.49      -0.04      -1.46      -1.91     -52.73     268.37
2014  105  62910000       2.62       0.43      -1.97      -1.49     -36.36     282.24
2014  105  62970000       2.94       1.10      -2.61      -0.46      -9.21     292.83
2014  105  63030000       3.42       1.66      -2.99       0.13       2.10     299.02
2014  105  63090000       3.47       1.48      -3.12      -0.33      -5.46     295.44
2014  105  63150000       3.49       1.57      -3.11      -0.23      -3.78     296.74
2014  105  63210000       3.49       1.57      -3.11      -0.20      -3.30     296.71
2014  105  63270000       3.48       1.64      -3.06      -0.13      -2.18     298.17
2014  105  63330000       3.47       1.75      -3.00      -0.07      -1.16     300.30
2014  105  63390000       3.49       1.75      -3.02       0.13       2.11     300.12
2014  105  63450000       3.47       1.76      -2.97       0.29       4.83     300.62
2014  105  63510000       3.44       1.78      -2.92       0.44       7.40     301.34
2014  105  63570000       3.45       1.74      -2.94       0.46       7.68     300.52
2014  105  63630000       3.43       1.62      -2.98       0.52       8.79     298.57
2014  105  63690000       3.40       1.60      -2.93       0.59      10.07     298.64
2014  105  63750000       3.39       1.48      -2.96       0.71      12.11     296.55
2014  105  63810000       3.30       1.32      -2.92       0.77      13.59     294.34
2014  105  63870000       3.40       1.37      -3.00       0.82      13.92     294.55
2014  105  63930000       3.38       1.40      -2.96       0.82      13.99     295.30
2014  105  63990000       3.40       1.45      -2.94       0.88      15.07     296.24
2014  105  64050000       3.38       1.52      -2.92       0.74      12.70     297.48
2014  105  64110000       3.38       1.67      -2.91       0.38       6.49     299.78
2014  105  64170000       3.41       1.75      -2.91       0.31       5.30     301.04
2014  105  64230000       3.44       1.70      -2.92       0.65      10.85     300.16
2014  105  64290000       3.41       1.77      -2.78       0.87      14.71     302.48
2014  105  64350000       3.41       1.77      -2.73       1.01      17.24     303.00
2014  105  64410000       3.42       1.70      -2.72       1.18      20.13     301.90
2014  105  64470000       3.44       1.70      -2.76       1.08      18.37     301.58
2014  105  64530000       3.45       1.74      -2.78       1.04      17.56     301.95
2014  105  64590000       3.45       1.66      -2.83       1.06      17.94     300.44
2014  105  64650000       3.43       1.53      -2.83       1.16      19.84     298.44
2014  105  64710000       3.46       1.64      -2.77       1.27      21.52     300.62
2014  105  64770000       3.42       1.56      -2.70       1.38      23.93     300.06
2014  105  64830000       3.41       1.57      -2.55       1.61      28.26     301.56
2014  105  64890000       3.42       1.59      -2.54       1.62      28.43     302.06
2014  105  64950000       3.42       1.67      -2.69       1.28      22.04     301.88
2014  105  65010000       3.43       1.81      -2.79       0.79      13.29     302.91
2014  105  65070000       3.39       1.82      -2.86       0.11       1.82     302.57
2014  105  65130000       3.40       1.74      -2.92       0.09       1.56     300.75
2014  105  65190000       3.40       1.77      -2.90       0.25       4.25     301.38
2014  105  65250000       3.40       1.83      -2.83       0.46       7.74     302.90
2014  105  65310000       3.41       1.90      -2.79       0.42       7.14     304.19
2014  105  65370000       3.42       1.95      -2.78       0.37       6.22     304.96
2014  105  65430000       3.44       1.94      -2.79       0.53       8.86     304.75
2014  105  65490000       3.46       2.03      -2.76       0.51       8.41     306.32
2014  105  65550000       3.45       2.09      -2.70       0.50       8.25     307.70
2014  105  65610000       3.42       2.00      -2.74       0.38       6.41     306.15
2014  105  65670000       3.41       1.82      -2.86       0.31       5.18     302.42
2014  105  65730000       3.39       1.94      -2.77       0.19       3.24     305.04
2014  105  65790000       3.36       2.01      -2.68       0.15       2.51     306.87
2014  105  65850000       2.81       1.71      -2.19       0.13       2.59     308.03
2014  105  65910000       2.73       1.27      -2.20      -0.80     -17.42     300.07
2014  105  65970000       2.64       1.53      -1.98      -0.62     -13.90     307.73
2014  105  66030000       2.46       1.28      -2.02      -0.49     -11.71     302.36
2014  105  66090000       2.46       1.23      -2.06      -0.14      -3.26     300.77
2014  105  66150000       2.45       0.50      -0.74      -2.06     -66.47     303.86
2014  105  66210000       2.48       0.54      -0.56      -2.35     -71.69     314.04
2014  105  66270000       2.50       0.67      -0.68      -2.28     -67.31     314.27
2014  105  66330000       2.52       0.09      -0.12      -2.47     -86.38     306.97
2014  105  66390000       2.53      -0.27       0.05      -2.50     -83.79     169.64
2014  105  66450000       2.54       0.01      -0.11      -2.53     -87.52     274.12
2014  105  66510000       2.66      -0.20       0.14      -2.62     -84.59     145.44
2014  105  66570000       2.70      -0.55       0.86      -2.49     -67.76     122.59
2014  105  66630000       2.77      -0.48       0.93      -2.56     -67.77     117.46
2014  105  66690000       2.74      -0.74       1.04      -2.42     -62.24     125.22
2014  105  66750000       2.73      -0.82       1.18      -2.32     -58.26     124.80
2014  105  66810000       2.72      -0.75       1.41      -2.20     -54.02     118.04
2014  105  66870000       2.68      -0.58       1.64      -2.03     -49.41     109.33
2014  105  66930000       2.60      -0.57       1.73      -1.84     -45.29     108.38
2014  105  66990000       2.63      -0.84       1.86      -1.65     -38.97     114.30
2014  105  67050000       2.61      -0.85       1.87      -1.58     -37.43     114.41
2014  105  67110000       2.55      -0.73       1.78      -1.66     -40.92     112.24
2014  105  67170000       2.41      -0.49       0.90      -1.25     -50.61     118.79
2014  105  67230000       2.81       1.05      -2.46      -0.55     -11.63     293.12
2014  105  67290000       3.36       1.35      -2.92      -0.97     -16.83     294.85
2014  105  67350000       3.41       1.35      -2.97      -0.98     -16.75     294.39
2014  105  67410000       3.40       1.41      -2.96      -0.90     -15.31     295.50
2014  105  67470000       3.36       1.38      -2.95      -0.80     -13.81     295.07
