             Wind MFI Data, 1 minute resolution, GSE coordinates
Year  DOY  millisecs       B          Bx         By         Bz       Theta       Phi    
                           nT         nT         nT         nT        deg        deg    
2014  113  62250000       6.44       4.02      -3.91      -3.15     -29.33     315.76
2014  113  62310000       6.45       4.39      -3.37      -3.27     -30.57     322.46
2014  113  62370000       6.44       4.52      -3.13      -3.33     -31.17     325.35
2014  113  62430000       6.41       4.53      -3.01      -3.37     -31.75     326.44
2014  113  62490000       6.46       4.85      -2.69      -3.31     -30.88     331.00
2014  113  62550000       6.56       5.19      -2.50      -3.13     -28.54     334.25
2014  113  62610000       6.58       5.38      -2.44      -2.89     -26.10     335.58
2014  113  62670000       6.61       5.52      -2.67      -2.45     -21.78     334.17
2014  113  62730000       6.66       5.75      -2.65      -2.04     -17.86     335.23
2014  113  62790000       6.66       5.85      -2.74      -1.61     -14.03     334.88
2014  113  62850000       6.67       5.89      -2.79      -1.41     -12.24     334.64
2014  113  62910000       6.64       5.70      -3.06      -1.49     -12.95     331.80
2014  113  62970000       6.62       5.33      -3.59      -1.58     -13.78     326.02
2014  113  63030000       6.67       5.09      -3.91      -1.81     -15.75     322.44
2014  113  63090000       6.65       5.21      -3.86      -1.40     -12.22     323.52
2014  113  63150000       6.62       5.45      -3.69      -0.65      -5.66     325.87
2014  113  63210000       6.56       5.16      -3.92      -1.01      -8.89     322.82
2014  113  63270000       6.62       5.22      -3.97      -0.84      -7.27     322.72
2014  113  63330000       6.65       5.06      -4.18      -1.04      -8.97     320.41
2014  113  63390000       6.61       4.76      -4.31      -1.48     -12.99     317.81
2014  113  63450000       6.60       4.49      -4.42      -1.86     -16.42     315.44
2014  113  63510000       6.62       3.69      -4.63      -2.96     -26.58     308.58
2014  113  63570000       6.70       3.83      -4.90      -2.46     -21.60     308.00
2014  113  63630000       6.63       3.74      -4.79      -2.63     -23.36     307.98
2014  113  63690000       6.67       3.92      -5.04      -1.84     -16.11     307.93
2014  113  63750000       6.61       3.67      -5.32      -1.36     -11.86     304.59
2014  113  63810000       6.60       3.21      -5.64      -1.09      -9.56     299.65
2014  113  63870000       6.61       2.72      -5.98      -0.71      -6.14     294.43
2014  113  63930000       6.61       3.06      -5.82      -0.56      -4.89     297.76
2014  113  63990000       6.60       3.58      -5.48      -0.68      -5.92     303.17
2014  113  64050000       6.59       3.75      -5.40      -0.25      -2.18     304.74
2014  113  64110000       6.58       3.64      -5.46      -0.21      -1.83     303.69
2014  113  64170000       6.56       3.68      -5.43       0.09       0.82     304.11
2014  113  64230000       6.55       4.03      -5.15       0.08       0.73     308.05
2014  113  64290000       6.53       4.20      -4.99      -0.17      -1.50     310.11
2014  113  64350000       6.63       4.29      -5.01      -0.56      -4.88     310.52
2014  113  64410000       6.64       4.32      -4.99      -0.66      -5.74     310.86
2014  113  64470000       6.61       4.37      -4.88      -0.73      -6.33     311.80
2014  113  64530000       6.52       4.11      -5.01      -0.54      -4.75     309.38
2014  113  64590000       6.55       4.41      -4.76      -0.85      -7.47     312.81
2014  113  64650000       6.53       4.22      -4.90      -0.85      -7.51     310.74
2014  113  64710000       6.51       4.07      -5.05      -0.48      -4.25     308.89
2014  113  64770000       6.43       4.14      -4.86      -0.66      -5.87     310.45
2014  113  64830000       6.49       4.38      -4.72      -0.77      -6.84     312.90
2014  113  64890000       6.54       4.57      -4.59      -0.89      -7.80     314.89
2014  113  64950000       6.56       4.66      -4.49      -0.99      -8.69     316.09
2014  113  65010000       6.56       4.69      -4.47      -1.03      -9.03     316.36
2014  113  65070000       6.59       4.40      -4.89       0.14       1.18     311.99
2014  113  65130000       6.64       4.94      -4.42       0.05       0.47     318.15
2014  113  65190000       6.65       5.14      -4.19       0.38       3.24     320.85
2014  113  65250000       6.67       5.12      -4.18       0.85       7.34     320.77
2014  113  65310000       6.68       5.18      -4.01       1.30      11.23     322.28
2014  113  65370000       6.67       5.26      -3.83       1.47      12.75     323.94
2014  113  65430000       6.65       5.26      -3.62       1.80      15.74     325.49
2014  113  65490000       6.58       4.64      -4.45       1.24      10.95     316.21
2014  113  65550000       6.53       4.76      -4.33       1.12       9.87     317.70
2014  113  65610000       6.55       4.11      -4.85       1.37      12.13     310.25
2014  113  65670000       6.59       3.80      -4.93       2.13      18.87     307.61
2014  113  65730000       6.66       4.05      -5.01       1.64      14.27     308.96
2014  113  65790000       6.66       3.42      -5.28       2.03      17.86     302.95
2014  113  65850000       6.65       3.22      -5.28       2.40      21.19     301.38
2014  113  65910000       6.65       3.28      -5.28       2.27      20.08     301.84
2014  113  65970000       6.60       4.18      -4.47       2.19      19.66     313.08
2014  113  66030000       6.60       3.83      -4.74       2.50      22.29     308.92
2014  113  66090000       6.60       3.63      -5.06       2.15      19.01     305.61
2014  113  66150000       6.56       3.80      -4.72       2.44      21.97     308.89
2014  113  66210000       6.60       3.30      -5.32       2.05      18.13     301.82
2014  113  66270000       6.67       3.50      -5.37       1.82      15.87     303.04
2014  113  66330000       6.69       3.41      -5.48       1.76      15.21     301.89
2014  113  66390000       6.69       3.53      -5.32       1.89      16.51     303.58
2014  113  66450000       6.67       3.48      -5.31       1.99      17.42     303.23
2014  113  66510000       6.65       3.76      -5.15       1.82      15.93     306.12
2014  113  66570000       6.64       3.50      -5.29       1.92      16.80     303.50
2014  113  66630000       6.65       3.14      -5.54       1.91      16.69     299.52
2014  113  66690000       6.64       3.30      -5.47       1.79      15.62     301.13
2014  113  66750000       6.55       3.15      -5.46       1.76      15.59     300.00
2014  113  66810000       6.54       3.10      -5.42       1.93      17.22     299.81
2014  113  66870000       6.55       3.30      -5.30       1.95      17.29     301.91
2014  113  66930000       6.50       3.23      -5.33       1.83      16.39     301.23
2014  113  66990000       6.45       3.37      -5.12       1.95      17.66     303.30
2014  113  67050000       6.36       2.55      -4.93       2.89      27.49     297.36
2014  113  67110000       6.37       2.36      -4.82       3.33      31.84     296.09
2014  113  67170000       6.47       3.06      -4.84       2.96      27.31     302.30
2014  113  67230000       6.45       3.12      -4.13       3.80      36.31     307.09
2014  113  67290000       6.46       3.55      -3.47       4.12      39.69     315.70
2014  113  67350000       6.46       3.40      -3.59       4.15      39.99     313.41
2014  113  67410000       6.40       3.20      -3.53       4.24      41.67     312.23
2014  113  67470000       6.42       2.98      -4.15       3.88      37.18     305.70
2014  113  67530000       6.43       2.62      -4.40       3.88      37.13     300.75
2014  113  67590000       6.44       1.78      -4.90       3.75      35.76     290.00
2014  113  67650000       6.44       2.41      -4.63       3.69      35.26     297.51
2014  113  67710000       6.44       2.11      -4.66       3.89      37.25     294.32
2014  113  67770000       6.41       2.85      -4.33       3.61      34.82     303.34
2014  113  67830000       6.40       3.05      -4.33       3.53      33.69     305.20
2014  113  67890000       6.40       3.26      -4.47       3.17      29.78     306.11
2014  113  67950000       6.40       3.59      -4.49       2.78      25.84     308.62
2014  113  68010000       6.42       2.95      -4.44       3.53      33.53     303.64
2014  113  68070000       6.39       3.09      -4.18       3.69      35.33     306.49
2014  113  68130000       6.38       2.98      -3.97       3.94      38.43     306.88
2014  113  68190000       6.37       3.58      -4.42       2.85      26.65     308.99
2014  113  68250000       6.38       3.40      -4.34       3.22      30.28     308.08
2014  113  68310000       6.39       3.17      -4.19       3.63      34.63     307.10
2014  113  68370000       6.37       2.90      -3.93       4.07      39.74     306.43
2014  113  68430000       6.30       2.36      -3.47       4.70      48.18     304.22
2014  113  68490000       6.31       2.43      -3.24       4.83      50.04     306.83
2014  113  68550000       6.30       2.59      -2.76       5.03      53.05     313.20
2014  113  68610000       6.31       2.38      -2.74       5.16      54.93     311.00
2014  113  68670000       6.31       2.44      -2.65       5.18      55.19     312.62
2014  113  68730000       6.30       2.45      -2.52       5.14      55.66     314.20
2014  113  68790000       6.27       2.93      -4.34       3.15      31.05     304.01
2014  113  68850000       6.27       2.90      -4.66       3.01      28.74     301.83
2014  113  68910000       6.20       2.68      -4.89       2.61      25.05     298.75
2014  113  68970000       6.10       2.23      -4.67       3.14      31.22     295.58
2014  113  69030000       6.14       1.74      -3.82       4.31      45.72     294.45
2014  113  69090000       6.09       2.69      -3.16       4.02      44.09     310.39
2014  113  69150000       6.07       2.49      -4.25       3.45      35.01     300.42
2014  113  69210000       6.15       3.07      -4.65       2.45      23.71     303.40
2014  113  69270000       6.28       3.49      -4.76       2.05      19.12     306.21
2014  113  69330000       6.24       3.42      -5.00       1.04       9.72     304.42
2014  113  69390000       6.11       3.35      -5.08      -0.20      -1.84     303.38
2014  113  69450000       6.07       2.91      -4.27       2.62      26.88     304.27
2014  113  69510000       6.00       3.69      -4.06       2.31      22.82     312.22
2014  113  69570000       6.04       3.66      -4.06       2.55      25.02     312.06
2014  113  69630000       6.05       3.62      -4.16       2.47      24.15     311.04
2014  113  69690000       6.02       3.49      -4.18       2.55      25.05     309.84
2014  113  69750000       5.94       3.49      -4.20       2.24      22.34     309.78
2014  113  69810000       6.03       1.41      -5.56       1.77      17.13     284.23
2014  113  69870000       6.00       1.46      -5.48       1.89      18.39     284.93
2014  113  69930000       5.95       1.66      -5.43       1.67      16.36     287.04
2014  113  69990000       6.01       2.00      -5.41       1.67      16.10     290.30
2014  113  70050000       6.09       2.27      -5.36       1.73      16.57     292.96
2014  113  70110000       6.22       1.84      -3.74       3.71      41.73     296.17
2014  113  70170000       6.16       0.94      -2.04       5.66      68.38     294.63
2014  113  70230000       6.20       0.31      -1.90       5.87      71.84     279.25
2014  113  70290000       6.17       1.26      -2.48       5.27      62.18     297.03
2014  113  70350000       6.11       2.59      -2.82       4.72      50.90     312.55
2014  113  70410000       6.08       2.15      -2.92       4.87      53.31     306.41
2014  113  70470000       6.06       2.22      -3.34       4.50      48.31     303.60
2014  113  70530000       6.07       2.56      -2.97       4.63      49.71     310.81
2014  113  70590000       6.05       2.70      -3.11       4.42      47.01     310.97
2014  113  70650000       6.00       2.75      -3.11       4.33      46.25     311.46
2014  113  70710000       6.01       2.85      -3.20       4.12      43.86     311.74
2014  113  70770000       6.05       2.84      -2.67       4.61      49.80     316.71
2014  113  70830000       5.92       3.37      -2.79       3.91      41.80     320.37
2014  113  70890000       5.80       2.48      -1.62       4.92      58.96     326.88
2014  113  70950000       5.81       2.70      -2.03       4.50      53.10     323.01
2014  113  71010000       5.88       3.09      -3.46       3.55      37.42     311.78
2014  113  71070000       5.78       3.08      -2.05       4.38      49.81     326.43
2014  113  71130000       5.77       3.01      -2.69       4.03      44.88     318.21
2014  113  71190000       5.75       2.71      -3.13       3.95      43.63     310.87
2014  113  71250000       5.77       3.05      -2.81       3.99      43.90     317.32
2014  113  71310000       5.81       3.21      -3.00       3.71      40.20     316.88
2014  113  71370000       5.86       3.22      -3.06       3.81      40.59     316.43
2014  113  71430000       5.87       3.18      -3.17       3.77      40.07     315.11
2014  113  71490000       5.87       3.24      -3.15       3.71      39.42     315.83
2014  113  71550000       6.20       2.31       1.32       5.60      64.60      29.82
2014  113  71610000       6.22       2.26       1.38       5.63      64.80      31.43
2014  113  71670000       6.24       2.43       1.52       5.54      62.64      32.08
2014  113  71730000       6.24       2.55       1.03       5.58      63.75      21.89
2014  113  71790000       6.00       3.08      -1.51       4.86      54.76     333.83
2014  113  71850000       5.81       3.18      -2.98       3.73      40.54     316.82
2014  113  71910000       5.90       2.87      -1.52       4.81      55.99     332.09
2014  113  71970000       6.01       2.54      -0.84       5.35      63.45     341.60
2014  113  72030000       6.06       2.36       0.07       5.46      66.64       1.78
2014  113  72210000       6.06       2.79       0.38       5.36      62.33       7.81
2014  113  72270000       6.06       2.73       0.22       5.40      63.05       4.64
2014  113  72330000       6.07       2.67       0.52       5.42      63.32      10.91
2014  113  72390000       6.07       2.84       0.27       5.34      61.89       5.33
2014  113  72450000       6.07       2.62       0.12       5.46      64.33       2.59
2014  113  72510000       6.07       2.51      -0.07       5.51      65.50     358.46
2014  113  72570000       6.07       2.50      -0.42       5.51      65.29     350.55
2014  113  72630000       6.06       2.83       0.21       5.35      62.10       4.25
2014  113  72690000       6.13       2.66       0.23       5.51      64.18       4.91
2014  113  72750000       6.15       2.62      -0.27       5.55      64.62     354.11
2014  113  72810000       6.05       2.45      -0.19       5.53      66.01     355.53
2014  113  72870000       6.04       2.47      -0.05       5.51      65.81     358.94
2014  113  72930000       5.99       2.46       0.28       5.45      65.52       6.44
2014  113  72990000       6.01       2.47       0.12       5.41      65.40       2.71
2014  113  73050000       5.97       2.01      -0.14       5.51      69.89     355.94
2014  113  73110000       5.78       1.32      -4.34       3.32      36.18     286.86
2014  113  73170000       5.64       1.13      -4.97       2.05      21.88     282.80
2014  113  73230000       5.63       0.99      -4.54       3.11      33.77     282.28
2014  113  73290000       5.80       0.23      -5.10       2.71      27.96     272.64
2014  113  73350000       5.69       1.02      -4.04       3.79      42.36     284.16
2014  113  73410000       5.70       1.01      -3.93       3.98      44.42     284.47
2014  113  73470000       5.80       1.79      -3.53       4.21      46.77     296.90
2014  113  73530000       5.92       1.47      -3.39       4.49      50.57     293.51
2014  113  73590000       5.93       1.38      -3.50       4.53      50.30     291.45
2014  113  73650000       5.91       1.89      -2.80       4.84      55.11     303.97
2014  113  73710000       5.85       2.04      -2.39       4.92      57.41     310.50
2014  113  73770000       5.90       1.14      -2.60       5.07      60.76     293.68
2014  113  73830000       5.91       0.73      -2.63       5.22      62.38     285.49
2014  113  73890000       5.94       0.85      -1.74       5.60      70.94     296.12
2014  113  73950000       6.05       0.92      -1.89       5.64      69.53     296.04
2014  113  74010000       6.11       0.81      -1.12       5.91      76.84     305.80
2014  113  74070000       6.16       0.55      -1.75       5.82      72.49     287.50
2014  113  74130000       6.22       0.73      -1.74       5.91      72.32     292.83
2014  113  74190000       6.27      -0.19      -1.37       6.08      77.14     262.11
2014  113  74250000       6.36       0.29      -1.48       6.15      76.25     281.18
2014  113  74310000       6.37      -0.17      -0.56       6.33      84.76     253.38
2014  113  74370000       6.37      -0.00      -0.38       6.35      86.55     269.79
2014  113  74430000       6.35      -0.59      -0.04       6.32      84.62     183.65
2014  113  74490000       6.38      -0.09       0.10       6.37      88.77     130.51
2014  113  74550000       6.44      -0.58      -0.05       6.40      84.82     185.00
2014  113  74610000       6.52      -0.62       0.62       6.44      82.23     134.92
2014  113  74670000       6.41       0.09       1.15       6.29      79.63      85.41
2014  113  74730000       6.42       2.76       1.31       5.63      61.49      25.38
2014  113  74790000       6.42       2.93       1.17       5.59      60.60      21.80
2014  113  74850000       6.38       1.71       1.03       6.05      71.76      31.20
2014  113  74910000       6.38       1.60       0.89       6.10      73.26      29.11
2014  113  74970000       6.44       0.98       1.23       6.22      75.82      51.34
2014  113  75030000       6.46       0.65       1.56       6.23      74.83      67.46
2014  113  75090000       6.43       0.66       1.66       6.17      73.86      68.27
2014  113  75150000       6.44       0.54       1.66       6.19      74.25      72.09
2014  113  75210000       6.45       0.29       1.57       6.25      75.70      79.51
2014  113  75270000       6.46       0.54       1.90       6.15      72.21      74.02
2014  113  75330000       6.46       0.19       1.61       6.25      75.49      83.23
2014  113  75390000       6.54       0.33       1.72       6.30      74.47      79.24
2014  113  75450000       6.54       0.38       1.86       6.26      73.11      78.44
2014  113  75510000       6.61       0.44       2.01       6.28      71.84      77.55
2014  113  75570000       6.63       0.42       2.07       6.28      71.43      78.58
2014  113  75630000       6.64       0.49       2.07       6.28      71.27      76.76
2014  113  75690000       6.65       0.52       2.16       6.24      70.40      76.36
2014  113  75750000       6.57       0.58       2.19       6.16      69.84      75.14
2014  113  75810000       6.55       0.35       2.21       6.15      70.00      80.99
2014  113  75870000       6.53       0.39       2.16       6.14      70.30      79.88
2014  113  75930000       6.53      -0.34       2.44       6.03      67.77      97.85
2014  113  75990000       6.56      -0.29       2.17       6.16      70.43      97.74
2014  113  76050000       6.57      -0.54       2.52       6.04      66.87     102.06
2014  113  76110000       6.58      -0.64       2.74       5.94      64.66     103.05
2014  113  76170000       6.57      -0.69       2.67       5.95      65.16     104.50
2014  113  76230000       6.49      -1.07       2.78       5.76      62.66     111.05
2014  113  76290000       6.47      -1.39       2.96       5.57      59.58     115.18
2014  113  76350000       6.43      -1.73       3.31       5.23      54.48     117.61
2014  113  76410000       6.32      -2.14       3.47       4.83      49.90     121.64
2014  113  76470000       6.32      -1.97       3.56       4.82      49.81     118.99
2014  113  76530000       6.30      -2.17       3.59       4.68      48.12     121.12
2014  113  76590000       6.34      -2.11       3.19       5.04      52.80     123.48
2014  113  76650000       6.37      -2.16       3.06       5.12      53.78     125.26
2014  113  76710000       6.19      -1.89       3.22       4.93      52.81     120.44
2014  113  76770000       6.29      -1.57       4.15       4.40      44.74     110.69
2014  113  76830000       5.87      -0.70       4.80       3.22      33.60      98.30
2014  113  76890000       5.53      -0.23       3.62       3.98      47.68      93.60
2014  113  76950000       5.52       0.05       1.09       5.33      78.47      87.17
2014  113  77010000       5.50       0.11       1.09       5.38      78.43      84.05
2014  113  77070000       5.49       0.19       1.27       5.33      76.42      81.58
2014  113  77130000       5.35       0.08       1.76       5.01      70.61      87.56
2014  113  77190000       5.64       0.32       2.22       5.15      66.47      81.90
2014  113  77250000       5.64       0.58       1.97       5.24      68.57      73.58
2014  113  77310000       5.77      -0.23       2.00       5.39      69.47      96.40
2014  113  77370000       5.86      -0.75       3.04       4.71      56.40     103.85
2014  113  77430000       5.86      -0.12       1.53       5.41      74.13      94.57
2014  113  77490000       5.40      -0.74       2.10       4.61      64.25     109.41
2014  113  77550000       5.20       0.37       1.24       4.64      74.42      73.56
2014  113  77610000       5.12       1.83       0.81       4.11      64.04      23.97
2014  113  77670000       5.19       3.94      -2.51       2.13      24.50     327.53
2014  113  77730000       5.32       4.52      -2.34       1.34      14.69     332.61
2014  113  77790000       5.48       4.58      -2.51       1.66      17.60     331.28
2014  113  77850000       5.74       4.65      -3.03       1.42      14.37     326.93
2014  113  77910000       5.58       4.64      -2.36       1.90      20.05     333.05
2014  113  77970000       5.53       4.60      -2.42       1.87      19.80     332.25
2014  113  78030000       5.48       4.52      -2.52       1.79      19.09     330.86
2014  113  78090000       5.53       3.74      -3.04      -0.43      -5.11     320.88
2014  113  78150000       5.17       0.80      -2.61      -4.34     -57.82     287.08
2014  113  78210000       5.16       1.14      -2.98      -3.88     -50.55     290.92
2014  113  78270000       4.91       1.92      -3.34      -3.04     -38.31     299.92
2014  113  78330000       4.94       2.54      -3.20      -2.72     -33.69     308.37
2014  113  78390000       5.41       3.68      -2.70       2.43      28.09     323.67
2014  113  78450000       5.44       3.93      -3.20       1.91      20.66     320.82
2014  113  78510000       5.43       4.02      -3.57       0.50       5.31     318.37
2014  113  78570000       5.58       4.10      -3.77      -0.15      -1.49     317.37
2014  113  78630000       5.67       4.17      -3.82      -0.17      -1.75     317.50
2014  113  78690000       5.87       4.24      -4.00      -0.51      -5.03     316.68
2014  113  78750000       5.91       3.63      -4.03      -2.27     -22.72     312.02
2014  113  78810000       5.80       3.32      -3.90      -2.66     -27.49     310.38
2014  113  78870000       5.75       3.43      -4.20      -1.86     -18.98     309.21
2014  113  78930000       5.78       4.08      -3.90      -1.07     -10.75     316.28
2014  113  78990000       5.77       3.66      -4.29      -1.17     -11.75     310.43
2014  113  79050000       5.62       3.57      -3.99      -1.66     -17.19     311.81
2014  113  79110000       5.73       3.62      -4.11      -1.62     -16.44     311.33
2014  113  79170000       5.46       2.63      -4.02      -2.46     -27.12     303.18
2014  113  79230000       5.72       3.45      -4.04      -2.10     -21.51     310.50
2014  113  79290000       5.87       3.46      -3.94      -2.62     -26.50     311.26
2014  113  79350000       5.64       3.34      -3.73      -2.53     -26.82     311.82
2014  113  79410000       5.68       3.41      -3.50      -2.88     -30.55     314.21
2014  113  79470000       5.69       3.33      -3.39      -3.12     -33.25     314.41
2014  113  79530000       5.68       3.32      -3.49      -3.00     -31.92     313.52
2014  113  79590000       5.61       3.23      -3.51      -2.91     -31.37     312.63
2014  113  79650000       5.66       3.01      -3.47      -3.29     -35.64     310.95
2014  113  79710000       5.67       2.84      -3.57      -3.35     -36.33     308.46
2014  113  79770000       5.68       2.90      -3.50      -3.40     -36.79     309.69
2014  113  79830000       5.76       2.98      -3.53      -3.40     -36.41     310.15
2014  113  79890000       5.61       2.46      -3.35      -3.77     -42.25     306.27
2014  113  79950000       5.69       2.42      -3.35      -3.90     -43.27     305.84
2014  113  80010000       5.72       2.26      -3.29      -4.10     -45.76     304.47
2014  113  80070000       5.68       2.12      -3.35      -4.06     -45.68     302.34
2014  113  80130000       5.42       1.83      -2.87      -4.17     -50.80     302.53
2014  113  80190000       5.44       1.55      -2.91      -4.26     -52.20     297.99
2014  113  80250000       5.46       2.15      -3.19      -3.86     -45.11     304.05
2014  113  80310000       5.19       1.52      -2.91      -4.01     -50.73     297.62
2014  113  80370000       5.22       1.52      -3.00      -4.00     -49.95     296.81
2014  113  80430000       5.29       2.02      -3.03      -3.82     -46.37     303.64
2014  113  80490000       5.17       1.58      -2.92      -3.96     -50.08     298.35
2014  113  80550000       5.20       1.59      -2.88      -4.02     -50.73     298.86
2014  113  80610000       5.26       1.70      -2.80      -4.12     -51.53     301.25
2014  113  80670000       5.21       1.78      -2.72      -4.07     -51.42     303.15
2014  113  80730000       4.70       1.74      -2.51      -3.55     -49.29     304.84
2014  113  80790000       4.97       2.28      -2.99      -3.23     -40.64     307.26
2014  113  80850000       4.96       1.98      -2.87      -3.51     -45.18     304.64
2014  113  80910000       5.00       1.89      -2.77      -3.69     -47.75     304.34
2014  113  80970000       5.20       1.76      -2.62      -4.11     -52.49     303.91
2014  113  81030000       5.14       1.98      -2.47      -4.02     -51.79     308.67
2014  113  81090000       4.85       2.09      -2.31      -3.68     -49.80     312.06
2014  113  81150000       5.13       1.26      -2.19      -4.44     -60.41     299.92
2014  113  81210000       5.01       2.40      -2.41      -3.67     -47.17     314.78
2014  113  81270000       4.99       2.35      -2.56      -3.56     -45.68     312.50
2014  113  81330000       4.90       2.20      -2.57      -3.54     -46.34     310.66
2014  113  81390000       4.97       2.13      -2.30      -3.84     -50.81     312.87
2014  113  81450000       5.02       1.85      -2.40      -3.99     -52.87     307.63
2014  113  81510000       5.59       1.99      -2.86      -4.37     -51.46     304.89
2014  113  81570000       5.68       2.03      -2.98      -4.39     -50.63     304.31
2014  113  81630000       5.05       0.93      -1.79      -4.54     -66.07     297.46
2014  113  81690000       5.26       2.17      -2.53      -4.01     -50.28     310.60
2014  113  81750000       5.27       2.36      -2.82      -3.76     -45.61     309.92
2014  113  81810000       5.30       2.03      -2.64      -4.07     -50.78     307.52
2014  113  81870000       5.72       2.90      -4.25      -2.40     -24.99     304.35
2014  113  81930000       5.87       3.02      -4.83      -1.39     -13.73     301.96
2014  113  81990000       5.87       3.04      -4.78      -1.51     -14.90     302.47
2014  113  82050000       5.92       3.17      -4.58      -1.99     -19.70     304.74
2014  113  82110000       5.55       2.74      -4.53      -1.66     -17.36     301.13
2014  113  82170000       5.39       2.52      -4.45      -1.70     -18.43     299.48
2014  113  82230000       5.43       2.50      -4.39      -1.98     -21.42     299.63
2014  113  82290000       5.56       2.65      -4.40      -2.11     -22.29     301.05
2014  113  82350000       5.67       2.79      -4.50      -2.00     -20.66     301.74
2014  113  82410000       5.56       2.64      -3.76      -3.05     -33.59     305.04
2014  113  82470000       5.75       2.93      -3.99      -2.92     -30.54     306.27
2014  113  82530000       5.79       3.08      -3.73      -3.17     -33.21     309.49
2014  113  82590000       5.80       3.10      -3.98      -2.85     -29.41     307.93
2014  113  82650000       5.83       3.28      -3.90      -2.83     -29.11     310.06
2014  113  82710000       5.84       3.43      -3.76      -2.85     -29.22     312.32
2014  113  82770000       5.88       3.74      -3.73      -2.55     -25.80     315.06
2014  113  82830000       5.90       3.72      -3.80      -2.53     -25.40     314.43
2014  113  82890000       5.91       3.46      -4.28      -2.06     -20.57     308.92
2014  113  82950000       5.95       3.24      -4.78      -1.37     -13.31     304.11
2014  113  83010000       6.01       3.27      -4.81      -1.45     -14.03     304.27
2014  113  83070000       5.97       3.08      -4.82      -1.66     -16.20     302.54
2014  113  83130000       5.98       2.88      -4.96      -1.65     -16.07     300.16
2014  113  83190000       6.02       3.41      -4.70      -1.09     -10.63     305.96
2014  113  83250000       6.08       3.66      -4.80      -0.66      -6.27     307.30
2014  113  83310000       6.11       3.59      -4.89      -0.53      -4.95     306.31
2014  113  83370000       6.02       3.32      -4.97      -0.65      -6.24     303.72
2014  113  83430000       6.10       3.39      -5.04      -0.27      -2.58     303.94
2014  113  83490000       6.07       3.80      -4.68      -0.38      -3.61     309.09
2014  113  83550000       6.16       3.78      -4.82       0.41       3.80     308.16
2014  113  83610000       6.64       4.04      -5.24       0.52       4.52     307.61
2014  113  83670000       6.59       4.19      -4.92       1.03       9.10     310.40
2014  113  83730000       6.15       3.85      -4.32       1.98      18.93     311.68
2014  113  83790000       6.11       3.65      -4.64       1.49      14.18     308.16
2014  113  83850000       6.06       3.29      -4.84       1.52      14.56     304.19
2014  113  83910000       6.14       3.03      -5.02       1.49      14.25     301.14
2014  113  83970000       6.41       4.93      -3.45       2.21      20.18     325.00
2014  113  84030000       6.46       4.63      -3.75       2.47      22.53     321.01
2014  113  84090000       6.06       4.05      -3.59       2.71      26.62     318.42
2014  113  84150000       6.03       3.64      -3.79       2.92      29.07     313.85
2014  113  84210000       5.98       3.96      -3.33       2.97      29.85     319.99
2014  113  84270000       5.96       3.64      -3.61       2.95      29.94     315.26
2014  113  84330000       5.96       3.31      -4.03       2.85      28.67     309.41
2014  113  84390000       5.91       3.30      -4.27       2.39      23.86     307.67
2014  113  84450000       5.93       2.84      -4.07       3.23      33.12     304.90
2014  113  84510000       5.94       2.99      -3.90       3.31      33.98     307.51
2014  113  84570000       5.91       2.73      -3.89       3.47      36.17     305.06
2014  113  84630000       5.85       2.65      -4.13       3.16      32.79     302.71
2014  113  84690000       5.82       2.95      -3.93       2.97      31.15     306.88
2014  113  84750000       5.81       3.72      -4.13       1.68      16.79     312.02
2014  113  84810000       5.80       3.89      -3.98       1.61      16.09     314.38
2014  113  84870000       5.79       3.53      -4.20       1.76      17.75     310.01
2014  113  84930000       5.81       3.05      -4.07       2.76      28.51     306.81
2014  113  84990000       5.78       2.87      -4.52       2.10      21.38     302.48
2014  113  85050000       5.72       2.81      -4.50       2.06      21.21     301.97
2014  113  85110000       5.71       2.59      -4.80       1.57      16.06     298.35
2014  113  85170000       5.77       3.50      -3.87       2.42      24.89     312.13
2014  113  85230000       5.75       3.17      -4.20       2.27      23.28     307.02
2014  113  85290000       5.78       3.49      -3.84       2.50      25.69     312.26
2014  113  85350000       5.80       3.24      -3.42       3.34      35.37     313.48
2014  113  85410000       5.62       3.82      -3.85       1.28      13.29     314.80
2014  113  85470000       5.69       3.89      -3.87       1.26      12.90     315.19
2014  113  85530000       5.75       4.03      -3.91       0.98       9.91     315.85
2014  113  85590000       5.82       3.60      -3.97       2.23      22.56     312.21
2014  113  85650000       5.86       3.69      -3.95       2.21      22.26     313.10
2014  113  85710000       5.87       3.40      -3.78       2.91      29.78     311.97
2014  113  85770000       5.87       2.86      -3.78       3.42      35.81     307.13
2014  113  85830000       5.88       3.42      -3.33       3.39      35.38     315.77
2014  113  85890000       5.94       3.79      -2.97       3.38      35.05     321.88
2014  113  85950000       5.89       3.43      -2.66       3.93      42.18     322.17
2014  113  86010000       5.87       3.23      -2.35       4.27      46.91     323.95
2014  113  86070000       5.88       3.25      -2.68       4.04      43.80     320.46
2014  113  86130000       5.93       3.43      -2.24       4.26      46.15     326.81
2014  113  86190000       5.93       3.94      -1.14       4.20      45.71     343.91
2014  113  86250000       5.92       3.27      -1.34       4.73      53.26     337.78
2014  113  86310000       5.85       2.99      -0.79       4.95      58.02     345.09
2014  113  86370000       5.85       1.70      -2.66       4.01      51.74     302.61
2014  114     30000       5.99      -1.92      -4.62       3.18      32.47     247.45
