                       Wind MFI and SWE Data, 1 hour resolution, GSM coordinates
Year  DOY  millisecs       B          Bx         By         Bz         V          Np        Psw      Epsilon      VBs    
                           nT         nT         nT         nT        km/s       cm^3       nPa      10^11 W      mV/m   
2000   41  84634398       6.00       5.11      -0.76       1.44      412.8        3.9    1.28521      0.010    0.00000
2000   42   1806526       5.94       4.69      -0.28       2.45      418.9        3.8    1.28296      0.000    0.00000
2000   42   5362896       5.91       5.46       0.24      -0.85      413.2        4.1    1.35725      2.772    0.35221
2000   42   9031010       7.16       6.25      -0.35       0.46      408.1        3.3    1.07979      0.042    0.00000
2000   42  12603727      11.62       7.36      -4.32      -2.34      497.7       10.8    5.17573      7.297    1.16230
2000   42  16159510      10.32       3.78      -5.35      -1.09      520.3        7.9    4.16448      3.981    0.56872
2000   42  19833851      10.27       6.42      -4.83       0.73      481.1       10.4    4.66975      1.828    0.00000
2000   42  23404435       9.27       4.13      -4.14       4.72      497.4       10.4    4.97933      0.131    0.00000
2000   42  26974115       9.05       6.50      -4.39       0.49      471.6        8.9    3.85439      1.520    0.00000
2000   42  34192378       8.26       2.38      -6.63      -4.13      485.6        7.4    3.37968      3.856    2.00602
2000   42  37763628       7.80       2.32      -6.66      -3.03      488.4        7.5    3.48563      2.961    1.48031
2000   42  41427089       7.56       2.76      -6.10      -2.69      482.4        6.5    2.92609      2.703    1.29804
2000   42  44989949       7.33       4.87      -5.41       0.32      456.9        6.9    2.78639      1.080    0.00000
2000   42  52214371       6.90       3.47      -4.60      -3.06      451.1        5.6    2.19638      2.586    1.38118
2000   42  55779433       6.90       3.18      -3.68      -4.08      443.4        5.2    1.99590      3.198    1.81133
2000   42  59358609       6.99       3.50      -3.45      -4.26      429.4        6.6    2.34382      3.302    1.82894
2000   42  63013316       7.33       1.80      -5.87       0.13      433.7        6.1    2.22839      1.110    0.00000
2000   42  66581476       7.65       0.92      -7.52       0.58      432.4        5.9    2.13656      1.075    0.00000
2000   42  73806054       6.89       2.99      -5.23      -3.22      424.3        5.2    1.82270      2.331    1.36788
2000   42  77372664       6.73       3.24      -4.08      -3.96      406.5        3.5    1.12121      2.639    1.60891
2000   42  81038421       6.34       2.58      -4.28      -3.54      424.7        4.3    1.51777      2.280    1.50406
2000   42  84609671      13.11       5.54      -9.75      -6.49      447.6        5.2    2.01530      9.263    2.90284
2000   43   1771648      17.88       6.43     -10.93      -7.72      538.5       14.6    8.22720     21.338    4.15666
2000   43   5436520      14.91       7.07      -6.44      -9.05      553.8       17.1   10.16545     20.212    5.01050
2000   43   9022529      14.76       5.39      -8.16      -6.47      524.9       17.7    9.46730     14.977    3.39625
2000   43  12572886      10.97       6.18       3.43      -0.85      563.5       10.4    6.38984      5.209    0.48149
2000   43  16241708      11.91      -3.12      -5.04       5.03      602.2       18.5   12.98360      0.367    0.00000
2000   43  19808318      14.89      -1.53     -11.81      -0.57      593.5       27.3   18.62593      7.200    0.33738
2000   43  23369419      19.81     -10.01      -7.76      12.96      582.8       30.3   19.98294      0.230    0.00000
2000   43  27032115      15.62      -0.49      -8.22      -3.45      601.9       14.0    9.86540     14.074    2.07688
2000   43  30589537      15.95       4.23     -10.04     -10.63      598.5       31.8   22.11698     22.645    6.36194
2000   43  34158417      18.43       3.49      -6.84     -16.27      591.9       23.8   16.19534     37.008    9.62726
2000   43  37824960      21.19       1.42     -13.14     -15.12      589.5       19.1   12.88306     40.620    8.91529
2000   43  41393148      18.93       4.82     -10.68       7.69      556.3       10.6    6.37759      1.717    0.00000
2000   43  52188937      14.73      -0.26     -13.91      -3.24      556.0       11.2    6.69923      9.054    1.80149
2000   43  59419531      11.45      -8.52      -4.99      -3.81      558.1        9.8    5.91853      9.418    2.12828
2000   43  62984652      10.16      -8.83      -2.56      -0.00      545.6        6.6    3.83176      2.817    0.00272
2000   43  70213968      11.24     -10.65       3.10       0.48      549.6        4.2    2.44928      2.483    0.00000
2000   43  73780460      12.19     -11.28       2.85       1.60      543.1        5.1    2.92025      1.047    0.00000
2000   43  77368726      11.15     -10.07       4.38       1.43      527.7        4.6    2.50170      1.552    0.00000
2000   43  81022000      10.39      -8.01       6.09       0.77      536.0        1.6    0.90251      2.207    0.00000
2000   43  84588726       9.16      -6.37       5.89       2.43      539.9        1.9    1.07575      0.866    0.00000
2000   44   1755218       5.85      -1.34       2.69       0.88      544.7        6.8    3.93049      0.442    0.00000
2000   44   5420935       5.96       2.77      -2.86       0.19      534.2       10.7    5.92739      0.823    0.00000
2000   44   9007777       7.08      -2.85      -0.28       2.50      526.3        3.8    2.06824      0.000    0.00000
2000   44  12566496       5.17       3.23      -3.38       0.44      524.8        3.9    2.06293      0.528    0.00000
2000   44  16236178       7.64       5.81      -4.61       1.56      543.7        3.4    1.94990      0.730    0.00000
2000   44  19798818       7.76       4.67      -5.63       2.15      545.7        2.0    1.15814      0.676    0.00000
2000   44  23367105       7.54       3.45      -6.15       0.51      565.1        2.6    1.59531      1.345    0.00000
2000   44  27037433       7.27       2.74      -5.49      -1.50      571.6        3.1    1.96074      2.403    0.85841
2000   44  30605652       7.02       3.41      -4.29       0.43      558.1        3.9    2.34414      1.112    0.00000
2000   44  37831558       6.84       2.74      -3.08      -0.95      556.5        3.5    2.09681      2.172    0.52739
2000   44  41392886       6.00       4.02      -1.84      -1.00      537.2        3.6    2.01225      2.105    0.53681
2000   44  48629082       5.38       4.25      -2.16      -0.59      554.5        2.8    1.64122      1.279    0.32717
2000   44  52200171       5.45       3.47      -3.45      -1.13      546.6        2.1    1.22475      1.392    0.61706
2000   44  55786281       5.44       3.42      -2.57      -1.02      561.6        2.9    1.77237      1.553    0.57444
2000   44  59427167       5.70       3.34      -3.47       0.08      547.6        2.7    1.56592      0.846    0.00000
2000   44  63002292       5.61       2.05      -4.06       1.06      588.1        2.7    1.83023      0.516    0.00000
2000   44  66561859       5.60       3.45      -2.01      -2.87      553.2        4.0    2.35076      2.859    1.58607
2000   44  70232984       5.55       3.65      -2.24      -0.02      576.2        3.3    2.12980      0.904    0.01342
2000   44  73801156       5.62       1.77      -3.65       1.90      586.6        2.8    1.84272      0.268    0.00000
2000   44  77375453       5.29       1.46      -2.40       1.18      577.4        3.0    1.92379      0.252    0.00000
2000   44  81027265       5.67       2.68      -3.23      -0.61      567.5        2.6    1.59612      1.281    0.34779
2000   44  84617835       6.05       4.12      -2.24      -3.09      567.6        2.9    1.79970      3.398    1.75576
2000   45   1762753       5.31       3.47      -1.50      -0.65      546.1        3.4    1.94999      1.497    0.35287
2000   45   5437037       5.82       3.90      -1.80      -2.12      554.4        3.4    2.00496      2.914    1.17746
2000   45   9026728       5.88       3.24      -1.97      -2.79      590.8        2.8    1.89621      3.362    1.64605
2000   45  12573372       5.58       3.70       0.16       2.08      564.1        3.4    2.11237      0.000    0.00000
2000   45  16235779       5.89       1.48      -4.71      -1.01      591.2        2.8    1.89762      1.496    0.59865
2000   45  19797730       6.12       3.34      -2.14      -3.46      606.0        2.8    1.98713      3.872    2.09495
2000   45  23370593       6.13       3.60      -2.74      -1.95      568.6        3.6    2.24915      2.657    1.11132
2000   45  27030941       9.36       1.59      -6.91      -2.43      629.9        7.6    5.83910      4.875    1.53116
2000   45  30577431       8.96       4.99       4.85      -1.54      604.4        7.6    5.35305      4.100    0.92871
2000   45  34217503       9.05       0.34      -1.98      -0.61      698.1        6.8    6.38624      4.789    0.42845
2000   45  37795863       8.58       0.95      -3.84      -0.16      701.6        6.1    5.83244      2.795    0.11201
2000   45  41445296       9.22       5.68       0.57      -6.72      658.9        7.4    6.21634     11.115    4.42669
2000   45  45013402       9.40       3.62       2.15      -5.41      659.6        6.7    5.65214     10.810    3.56570
2000   45  52211500       8.42      -4.02      -3.65       3.65      643.7        6.2    4.97177      0.195    0.00000
2000   45  55781183      10.13      -5.56      -6.16       4.41      615.8        7.0    5.16533      0.548    0.00000
2000   45  59378746       8.95      -1.72      -7.95      -2.96      651.1        7.6    6.25250      4.730    1.92423
2000   45  63018124       8.05      -4.21      -5.42      -0.76      621.1        6.8    5.08597      2.599    0.47004
2000   45  66580210       8.48      -6.05      -5.69      -1.44      612.3        7.4    5.37924      3.403    0.88265
2000   45  73815609       9.15      -6.55      -6.08      -1.62      601.1        7.2    5.04716      3.963    0.97345
2000   45  77388250       6.79      -5.70      -2.32      -0.45      575.6        9.5    6.12623      1.879    0.26098
2000   45  84622070       3.44       0.13       1.86       1.03      572.3       10.8    6.89264      0.090    0.00000
2000   46   1788754       4.95      -3.24      -1.56      -1.39      577.2        5.4    3.46234      1.956    0.80120
