             Wind MFI Data, 1 minute resolution, GSE coordinates
Year  DOY  millisecs       B          Bx         By         Bz       Theta       Phi    
2014  121  67830000       4.54      -0.90       4.42      -0.31      -3.96     101.47
2014  121  67890000       4.73      -0.84       4.64      -0.23      -2.77     100.22
2014  121  67950000       4.84      -1.15       4.67      -0.49      -5.77     103.88
2014  121  68010000       4.75      -1.21       4.53      -0.70      -8.49     104.96
2014  121  68070000       4.93      -1.10       4.71      -0.00      -0.04     103.15
2014  121  68130000       5.13      -1.36       4.80       1.10      12.47     105.83
2014  121  68190000       5.15      -1.42       4.91       0.61       6.78     106.16
2014  121  68250000       5.09      -1.06       4.94       0.04       0.42     102.11
2014  121  68310000       5.14      -1.40       4.89       0.58       6.49     105.97
2014  121  68370000       5.07      -1.14       4.93      -0.07      -0.82     102.98
2014  121  68430000       5.04      -0.73       4.95      -0.46      -5.30      98.37
2014  121  68490000       5.06      -0.91       4.94      -0.58      -6.54     100.41
2014  121  68550000       5.12      -1.14       4.92      -0.75      -8.45     103.03
2014  121  68610000       5.17      -1.44       4.90      -0.72      -7.98     106.42
2014  121  68670000       5.16      -1.92       4.74      -0.63      -7.04     112.01
2014  121  68730000       5.14      -1.31       4.92      -0.62      -6.92     104.93
2014  121  68790000       5.11      -1.58       4.85      -0.04      -0.50     108.02
2014  121  68850000       5.10      -1.38       4.82      -0.32      -3.66     106.00
2014  121  68910000       5.06      -1.01       4.91      -0.44      -5.03     101.61
2014  121  68970000       5.16      -1.17       5.00      -0.38      -4.23     103.20
2014  121  69030000       5.20      -1.46       4.96      -0.53      -5.90     106.34
2014  121  69090000       5.17      -1.25       5.01      -0.33      -3.63     103.97
2014  121  69150000       5.04      -1.30       4.85      -0.19      -2.16     105.01
2014  121  69210000       4.86      -0.98       4.70      -0.57      -6.72     101.82
2014  121  69270000       4.50      -1.04       3.54      -2.53     -34.45     106.39
2014  121  69330000       4.27      -0.44       3.73      -1.97     -27.67      96.79
2014  121  69390000       4.24      -0.60       3.21      -2.68     -39.36     100.63
2014  121  69450000       4.16      -0.50       2.26      -3.42     -55.90     102.45
2014  121  69510000       3.93      -0.51       2.10      -3.21     -56.09     103.56
2014  121  69570000       3.98      -0.80       2.68       0.84      16.76     106.67
2014  121  69630000       4.33      -0.76       2.02       3.73      60.01     110.66
2014  121  69690000       4.29      -0.32       2.59       3.37      52.21      97.02
2014  121  69750000       4.21      -0.85       2.15       3.44      56.10     111.63
2014  121  69810000       4.24      -0.88       2.29       3.22      52.69     110.96
2014  121  69870000       3.71      -0.31       2.57       0.68      14.71      97.00
2014  121  69930000       4.14      -0.58       1.80       3.59      62.17     107.83
2014  121  69990000       4.05      -0.59       3.68       1.05      15.71      99.08
2014  121  70050000       4.11       0.04       3.96       0.64       9.23      89.39
2014  121  70110000       4.07      -0.55       3.52       1.46      22.23      98.89
2014  121  70170000       4.19      -0.25       2.29       2.35      45.57      96.34
2014  121  70230000       4.44      -0.55       1.63       4.00      66.80     108.63
2014  121  70290000       4.41      -0.19       0.73       4.32      80.07     104.65
2014  121  70350000       4.31       0.00       1.11       4.15      75.07      89.99
2014  121  70410000       4.30       0.12       1.03       4.17      76.00      83.16
2014  121  70470000       4.30       0.45       0.59       4.21      79.96      52.73
2014  121  70590000       4.43       0.43       1.14       4.25      73.96      69.53
2014  121  70650000       4.40      -0.06       1.13       4.23      75.08      92.90
2014  121  70710000       4.45       0.24       1.19       4.27      74.09      78.68
2014  121  70770000       4.42       1.16       1.50       3.97      64.45      52.19
2014  121  70830000       4.32       1.53       1.74       3.63      57.42      48.69
2014  121  70950000       4.43       1.54       2.21       3.51      52.46      55.23
2014  121  71010000       4.43       1.43       2.21       3.56      53.50      57.17
2014  121  71070000       4.37       1.29       2.27       3.49      53.15      60.38
2014  121  71130000       4.43       0.83       2.22       3.72      57.47      69.55
2014  121  71190000       4.46       0.69       2.30       3.74      57.35      73.22
2014  121  71250000       4.45       1.25       2.30       3.49      53.13      61.47
2014  121  71310000       4.45       1.25       2.67       3.28      48.02      64.90
2014  121  71370000       4.45       1.13       2.67       3.31      48.84      67.15
2014  121  71430000       4.48       0.33       2.53       3.62      54.84      82.49
2014  121  71490000       4.56      -0.55       1.99       4.04      62.88     105.46
2014  121  71550000       4.48      -1.50       1.21       3.99      64.23     140.95
2014  121  71610000       4.59      -0.31       2.36       3.63      56.72      97.36
2014  121  71670000       4.71       0.28       3.39       3.26      43.84      85.26
2014  121  71730000       4.81       0.24       3.40       3.38      44.76      85.96
2014  121  71790000       4.81       0.10       3.38       3.41      45.29      88.38
2014  121  71850000       4.80       0.02       3.14       3.62      49.07      89.68
2014  121  71970000       4.67       0.19       3.36       3.22      43.70      86.77
2014  121  72030000       4.69       0.36       3.06       3.47      48.34      83.27
2014  121  72090000       4.63       0.71       3.03       3.39      47.42      76.87
2014  121  72150000       4.64       0.69       3.38       3.07      41.67      78.43
2014  121  72210000       4.76       0.39       3.35       3.35      44.83      83.41
2014  121  72270000       4.87       0.25       3.40       3.47      45.51      85.87
2014  121  72330000       4.84       0.17       3.44       3.39      44.60      87.14
2014  121  72390000       4.75       0.16       3.30       3.41      45.93      87.21
2014  121  72450000       4.69       0.52       3.40       3.18      42.79      81.36
2014  121  72510000       4.75       0.86       3.73       2.75      35.71      76.98
2014  121  72570000       4.84       1.54       3.89       2.42      30.04      68.47
2014  121  72630000       4.77       1.47       3.74       2.54      32.22      68.51
2014  121  72690000       4.70       1.69       3.71       2.32      29.59      65.47
2014  121  72750000       4.70       1.82       3.68       2.28      29.07      63.62
2014  121  72810000       4.65       1.85       3.62       2.25      28.91      62.95
2014  121  72870000       4.69       1.91       3.79       2.00      25.26      63.29
2014  121  72930000       4.57       1.82       3.80       1.72      22.21      64.39
2014  121  72990000       4.51       1.65       3.81       1.75      22.92      66.60
2014  121  73050000       4.33       2.20       3.53       1.19      15.91      58.05
2014  121  73110000       4.45       2.45       3.50       1.20      15.71      55.08
2014  121  73170000       4.50       2.10       3.41       2.02      26.84      58.42
2014  121  73230000       4.47       2.02       3.53       1.84      24.34      60.20
2014  121  73290000       4.48       2.43       3.60       1.05      13.59      56.02
2014  121  73350000       4.46       2.25       3.60       1.31      17.10      57.98
2014  121  73410000       4.47       2.18       3.64       1.40      18.25      59.13
2014  121  73470000       4.49       1.96       3.72       1.57      20.49      62.27
2014  121  73530000       4.65       2.16       3.76       1.63      20.58      60.17
2014  121  73590000       4.72       2.13       3.78       1.85      23.07      60.58
2014  121  73650000       4.66       2.20       3.75       1.67      21.06      59.64
2014  121  73710000       4.82       2.05       3.92       1.91      23.32      62.40
2014  121  73770000       4.80       2.16       3.87       1.83      22.44      60.87
2014  121  73830000       4.77       2.23       3.84       1.74      21.37      59.92
2014  121  73890000       4.74       2.41       3.76       1.59      19.55      57.38
2014  121  73950000       4.81       2.35       3.76       1.84      22.55      57.98
2014  121  74010000       4.86       2.26       3.86       1.88      22.82      59.63
2014  121  74070000       4.83       2.18       3.73       2.17      26.65      59.69
2014  121  74130000       4.57       1.84       3.34       2.49      33.15      61.11
2014  121  74190000       4.70       1.88       3.44       2.56      33.15      61.33
2014  121  74250000       4.74       2.11       3.46       2.45      31.14      58.63
2014  121  74310000       4.69       2.19       3.44       2.31      29.53      57.58
2014  121  74370000       4.63       2.19       3.45       2.16      27.80      57.56
2014  121  74430000       4.55       2.05       3.50       2.02      26.43      59.65
2014  121  74490000       4.56       1.49       3.47       2.52      33.76      66.79
2014  121  74550000       4.75       1.77       3.42       2.75      35.51      62.57
2014  121  74610000       4.74       1.66       3.39       2.86      37.12      63.89
2014  121  74670000       4.74       1.70       3.14       3.10      41.00      61.47
2014  121  74730000       4.72       1.60       3.19       3.06      40.63      63.37
2014  121  74790000       4.71       1.38       3.25       3.11      41.34      67.03
2014  121  74850000       4.74       1.71       2.91       3.32      44.47      59.57
2014  121  74910000       4.74       1.61       2.82       3.45      46.73      60.17
2014  121  74970000       4.66       1.67       2.40       3.61      50.94      55.16
2014  121  75030000       4.59       1.36       2.82       3.34      46.82      64.25
2014  121  75090000       4.53       1.09       2.69       3.46      50.06      67.99
2014  121  75150000       4.52       0.09       2.29       3.85      59.29      87.82
2014  121  75210000       4.50      -0.27       2.72       3.56      52.53      95.57
2014  121  75270000       4.57       0.05       2.99       3.44      48.97      89.03
2014  121  75330000       4.59       0.40       3.41       3.01      41.31      83.36
2014  121  75390000       4.56       0.24       3.91       2.24      29.80      86.52
2014  121  75450000       4.51       0.14       4.13       1.79      23.37      88.02
2014  121  75510000       4.51       0.11       4.28       1.41      18.26      88.56
2014  121  75570000       4.54       0.06       4.34       1.31      16.78      89.23
2014  121  75630000       4.57       0.56       4.29       1.47      18.79      82.58
2014  121  75690000       4.63       0.53       4.39       1.37      17.24      83.17
2014  121  75750000       4.63       0.86       4.34       1.36      17.15      78.84
2014  121  75810000       4.62       0.86       4.33       1.33      16.79      78.72
2014  121  75870000       4.63       0.84       4.43       1.04      12.97      79.27
2014  121  75930000       4.66       0.91       4.42       1.14      14.12      78.36
2014  121  75990000       4.64       0.89       4.30       1.47      18.56      78.29
2014  121  76050000       4.71       0.83       4.47       1.15      14.21      79.46
2014  121  76110000       4.79       0.69       4.63       0.99      11.96      81.47
2014  121  76170000       4.67       0.96       4.50       0.69       8.58      77.99
2014  121  76230000       4.63       0.92       4.44       0.92      11.53      78.26
2014  121  76290000       4.45       1.03       4.19      -0.38      -5.00      76.15
2014  121  76350000       4.45       1.21       4.22      -0.04      -0.56      74.05
2014  121  76410000       4.33       1.27       4.06      -0.66      -8.87      72.58
2014  121  76470000       4.40       1.61       3.91      -1.15     -15.18      67.67
2014  121  76530000       4.40       1.45       3.92      -1.37     -18.16      69.74
2014  121  76590000       4.35       1.59       3.87      -1.15     -15.31      67.69
2014  121  76650000       4.33       1.63       3.80      -1.25     -16.85      66.81
2014  121  76710000       4.43       1.56       4.03      -0.76     -10.01      68.84
2014  121  76770000       4.49       1.32       4.21      -0.73      -9.45      72.54
2014  121  76830000       4.28       1.42       3.77      -1.41     -19.28      69.44
2014  121  76890000       4.29       1.56       3.81      -1.12     -15.18      67.77
2014  121  76950000       4.24       1.59       3.83      -0.74     -10.12      67.45
2014  121  77010000       4.28       1.71       3.92      -0.17      -2.24      66.39
2014  121  77070000       4.25       1.81       3.80      -0.23      -3.17      64.52
2014  121  77130000       4.13       1.52       3.70      -1.02     -14.26      67.61
2014  121  77190000       4.02       1.84       3.46      -0.89     -12.79      62.02
2014  121  77250000       4.11       1.93       3.31      -1.40     -20.07      59.77
2014  121  77310000       4.12       1.74       3.47      -1.24     -17.66      63.39
2014  121  77370000       4.31       1.58       3.89      -0.85     -11.46      67.95
2014  121  77430000       4.38       1.63       3.89      -1.09     -14.51      67.29
2014  121  77490000       4.34       1.48       4.04      -0.57      -7.53      69.82
2014  121  77550000       4.22       1.32       3.96      -0.61      -8.32      71.53
2014  121  77610000       4.32       1.39       4.08      -0.30      -4.04      71.19
2014  121  77670000       4.19       1.30       3.97      -0.19      -2.66      71.88
2014  121  77730000       4.22       1.32       3.99      -0.22      -3.01      71.69
2014  121  77790000       4.22       1.11       4.07      -0.04      -0.55      74.73
2014  121  77850000       4.21       1.18       4.02       0.30       4.15      73.67
2014  121  77910000       4.23       1.34       3.91       0.85      11.66      71.02
2014  121  77970000       4.14       1.29       3.74       1.20      16.95      70.98
2014  121  78030000       4.17       1.12       3.65       1.65      23.33      72.95
2014  121  78090000       4.17       1.41       3.53       1.68      23.84      68.24
2014  121  78150000       4.17       0.94       3.64       1.55      22.44      75.54
2014  121  78210000       4.15       0.43       3.81       1.60      22.61      83.54
2014  121  78270000       4.11       0.55       3.67       1.77      25.47      81.45
2014  121  78330000       4.20       0.85       3.84       1.23      17.44      77.51
2014  121  78390000       4.32       1.10       4.12       0.66       8.83      75.05
2014  121  78450000       4.31       0.91       4.14       0.76      10.11      77.61
2014  121  78510000       4.30       0.88       4.15       0.64       8.58      78.00
2014  121  78570000       4.32       0.97       4.18       0.34       4.57      76.90
2014  121  78630000       4.27       0.85       4.15      -0.04      -0.57      78.46
2014  121  78690000       4.19       0.86       4.09      -0.12      -1.67      78.11
2014  121  78750000       4.16       0.82       4.07      -0.03      -0.36      78.58
2014  121  78810000       4.16       1.01       4.03       0.03       0.42      75.95
2014  121  78870000       4.20       1.07       4.06      -0.00      -0.00      75.27
2014  121  78930000       4.12       0.73       4.00      -0.59      -8.28      79.62
2014  121  78990000       4.05       0.35       3.89      -1.05     -15.11      84.87
2014  121  79050000       3.99      -0.25       3.76      -1.23     -18.16      93.79
2014  121  79110000       3.99       0.80       3.83      -0.46      -6.70      78.21
2014  121  79170000       3.98       1.24       3.75      -0.42      -6.08      71.70
2014  121  79230000       3.95       1.09       3.74      -0.63      -9.13      73.70
2014  121  79290000       3.90       1.00       3.69      -0.75     -11.05      74.81
2014  121  79350000       3.87       0.83       3.70      -0.79     -11.72      77.42
2014  121  79410000       3.92       0.97       3.71      -0.80     -11.84      75.32
2014  121  79470000       3.95       1.10       3.74      -0.62      -9.06      73.67
2014  121  79530000       3.92       1.48       3.56      -0.62      -9.08      67.37
2014  121  79590000       3.86       1.53       3.29      -1.27     -19.29      65.02
2014  121  79650000       3.87       1.27       3.32      -1.48     -22.59      69.11
2014  121  79710000       3.92       1.69       3.12      -1.57     -23.89      61.55
2014  121  79770000       3.88       1.80       3.16      -1.22     -18.50      60.37
2014  121  79830000       3.86       0.93       3.72      -0.36      -5.42      75.94
2014  121  79890000       3.87       0.80       3.70      -0.65      -9.76      77.87
2014  121  79950000       3.87       0.65       3.79      -0.36      -5.28      80.25
2014  121  80010000       3.93       0.68       3.86      -0.18      -2.64      79.97
2014  121  80070000       3.94       0.66       3.86      -0.15      -2.19      80.32
2014  121  80130000       3.97       0.21       3.95       0.29       4.22      86.92
2014  121  80190000       3.97       0.18       3.92       0.56       8.17      87.31
2014  121  80250000       4.04       0.42       3.98       0.48       6.83      83.99
2014  121  80310000       4.05       0.30       4.00       0.54       7.62      85.73
2014  121  80370000       4.08       0.26       4.07       0.02       0.25      86.35
2014  121  80430000       4.11       0.48       4.07      -0.12      -1.63      83.29
2014  121  80490000       4.18       0.39       4.14       0.30       4.18      84.60
2014  121  80550000       4.16       0.59       4.08       0.43       5.99      81.71
2014  121  80610000       4.05       0.69       1.97      -2.30     -47.74      70.64
2014  121  80670000       4.32       1.03       2.06      -3.62     -57.56      63.34
2014  121  80730000       4.32       1.16       1.08      -4.01     -68.43      43.14
2014  121  80790000       4.36       1.14       1.01      -4.08     -69.57      41.40
2014  121  80850000       4.29       0.90       0.86      -4.06     -72.99      43.67
2014  121  80910000       4.11      -0.10       0.92      -3.98     -76.87      96.33
2014  121  80970000       4.10       0.83       1.44      -3.69     -65.71      60.25
2014  121  81030000       4.18       0.79       2.25      -3.30     -54.06      70.57
2014  121  81090000       4.08       0.98       1.81      -3.43     -59.06      61.40
2014  121  81150000       3.92       0.91       1.83      -3.33     -58.51      63.58
2014  121  81210000       3.84       1.18       1.71      -3.22     -57.19      55.37
2014  121  81270000       3.97       1.30       2.34      -2.75     -45.77      60.88
2014  121  81330000       3.97       1.42       2.46      -2.73     -43.88      60.06
2014  121  81390000       4.14       0.76       3.34      -2.14     -32.03      77.21
2014  121  81450000       4.08       0.85       2.90      -2.66     -41.35      73.64
2014  121  81510000       4.18       0.62       3.06      -2.58     -39.66      78.57
2014  121  81570000       4.27       0.30       3.62      -2.17     -30.89      85.20
2014  121  81630000       4.24       0.44       3.54      -2.24     -32.11      82.86
2014  121  81690000       4.09       0.69       3.85      -1.19     -16.98      79.77
2014  121  81750000       4.22       0.86       4.00      -1.01     -13.85      77.89
2014  121  81810000       4.06       1.07       3.82      -0.72     -10.22      74.40
2014  121  81870000       4.13       1.10       3.79      -0.03      -0.42      73.89
2014  121  81930000       4.01       0.43       3.89       0.82      11.84      83.74
2014  121  81990000       4.08       1.00       3.91       0.01       0.13      75.58
2014  121  82050000       4.23       0.70       4.14      -0.39      -5.34      80.35
2014  121  82110000       4.14       0.88       4.03      -0.04      -0.57      77.69
2014  121  82170000       4.10       0.42       3.89      -0.68      -9.80      83.89
2014  121  82230000       4.06       0.45       3.91      -0.93     -13.27      83.38
2014  121  82290000       4.04       0.39       3.90      -0.90     -12.93      84.24
2014  121  82350000       4.06       0.52       3.79      -0.33      -4.86      82.19
2014  121  82410000       4.13       0.67       4.06       0.09       1.28      80.58
2014  121  82470000       4.14       0.73       4.04       0.05       0.77      79.74
2014  121  82530000       4.09       0.67       4.01      -0.13      -1.80      80.45
2014  121  82590000       4.14       1.02       3.94       0.20       2.82      75.42
2014  121  82650000       4.10       1.49       3.73       0.56       7.91      68.21
2014  121  82710000       4.05       0.85       3.88       0.14       2.00      77.60
2014  121  82770000       4.12       0.68       3.96       0.53       7.46      80.27
2014  121  82830000       4.29       0.85       4.19       0.08       1.12      78.49
2014  121  82890000       4.28       1.00       4.14       0.00       0.06      76.42
2014  121  82950000       4.24       1.00       4.07       0.26       3.49      76.24
2014  121  83010000       4.22       0.57       4.13       0.43       5.91      82.10
2014  121  83070000       4.20       1.00       4.04       0.09       1.24      76.16
2014  121  83130000       4.23       0.95       4.10      -0.00      -0.04      77.01
2014  121  83190000       4.22       1.14       4.04       0.39       5.32      74.20
2014  121  83250000       4.23       0.63       4.12      -0.07      -0.92      81.33
2014  121  83310000       4.27       0.22       4.24       0.29       3.85      87.03
2014  121  83370000       4.29       0.49       4.26       0.05       0.65      83.40
2014  121  83430000       4.24       0.35       4.20       0.25       3.35      85.22
2014  121  83490000       4.30      -0.02       4.27       0.45       5.99      90.30
2014  121  83550000       4.32       0.02       4.28       0.58       7.68      89.73
2014  121  83610000       4.35       0.05       4.29       0.66       8.74      89.28
2014  121  83670000       4.31      -0.40       4.24       0.61       8.13      95.41
2014  121  83730000       4.31      -0.20       4.27       0.52       6.95      92.74
2014  121  83790000       4.34      -0.03       4.26       0.78      10.36      90.42
2014  121  83850000       4.31       0.03       4.19       1.01      13.52      89.52
2014  121  83910000       4.28      -0.01       4.15       1.05      14.23      90.15
2014  121  83970000       4.15       0.27       4.06       0.80      11.18      86.16
2014  121  84030000       4.11       0.23       3.99       0.93      13.15      86.65
2014  121  84090000       4.20       0.25       4.11       0.84      11.48      86.46
2014  121  84150000       4.21       0.13       4.11       0.91      12.51      88.16
2014  121  84210000       4.20       0.02       4.04       1.14      15.76      89.69
2014  121  84270000       4.12      -0.14       3.96       1.13      15.92      92.07
2014  121  84330000       4.07      -0.16       3.88       1.20      17.15      92.33
2014  121  84390000       4.07      -0.30       3.82       1.38      19.80      94.55
2014  121  84450000       4.10      -0.10       3.85       1.40      19.92      91.53
2014  121  84510000       4.25       0.20       4.01       1.40      19.16      87.16
2014  121  84570000       4.32       0.32       4.08       1.37      18.57      85.47
2014  121  84630000       4.21       0.51       4.03       1.09      14.97      82.80
2014  121  84690000       4.04       0.08       3.85       1.14      16.51      88.78
2014  121  84750000       4.03      -0.30       3.75       1.43      20.78      94.56
2014  121  84810000       4.00      -0.57       3.64       1.56      22.99      98.86
2014  121  84870000       3.95      -0.38       3.65       1.45      21.54      96.01
2014  121  84930000       3.94      -0.52       3.61       1.44      21.58      98.15
2014  121  84990000       4.17      -0.51       3.79       1.61      22.79      97.58
2014  121  85050000       4.16      -0.33       3.81       1.58      22.47      94.99
2014  121  85110000       4.24      -0.16       3.81       1.72      24.32      92.43
2014  121  85170000       4.25      -0.48       3.97       1.34      18.48      96.88
2014  121  85230000       4.23      -0.46       3.74       1.88      26.50      96.96
2014  121  85290000       4.22      -0.37       3.56       2.22      31.83      95.88
2014  121  85350000       4.17      -0.51       3.37       2.38      34.94      98.52
2014  121  85410000       4.12      -0.50       3.44       2.19      32.19      98.19
2014  121  85770000       3.46       0.59       1.39      -3.04     -63.52      67.19
2014  121  85830000       3.49       0.55       2.10      -2.73     -51.51      75.26
2014  121  85950000       3.72       1.01       2.25      -2.78     -48.41      65.93
2014  121  86010000       3.38       0.78       1.50      -2.73     -58.21      62.66
2014  121  86070000       3.37       0.72       2.10      -2.10     -43.47      71.10
2014  121  86130000       3.74      -0.38       2.58       2.64      45.32      98.42
2014  121  86310000       3.74      -0.72       2.65       2.51      42.39     105.14
2014  121  86370000       3.66      -0.52       2.72       2.31      39.82     100.79
2014  122     30000       3.58      -0.40       2.86       1.96      34.19      97.94
2014  122     90000       3.46       0.33       2.60       2.16      39.49      82.72
2014  122    150000       3.40      -0.28       1.94       2.61      53.01      98.33
2014  122    210000       3.47      -0.75       2.32       2.38      44.37     107.89
2014  122    270000       3.66      -0.87       2.14       2.73      49.72     112.24
2014  122    330000       3.63      -0.72       2.94       1.71      29.38     103.79
2014  122    390000       3.60      -0.81       3.25       1.28      20.90     103.95
2014  122    450000       3.50      -0.89       3.09       1.27      21.60     106.08
2014  122    510000       3.39      -0.45       3.20       1.00      17.20      98.08
2014  122    570000       3.53      -0.43       3.12       1.35      23.14      97.88
2014  122    630000       3.70      -0.71       3.29       1.51      24.12     102.15
2014  122    690000       3.35      -0.52       3.05       1.25      21.98      99.71
2014  122    750000       3.28      -0.54       3.08       0.59      10.70     100.03
2014  122    810000       3.27      -0.68       2.54       1.93      36.26     104.92
2014  122    870000       3.31      -0.95       2.86       1.31      23.53     108.42
2014  122    930000       3.55      -1.36       3.23       0.41       6.76     112.92
2014  122    990000       3.40      -1.40       3.04      -0.35      -5.95     114.82
2014  122   1050000       3.22      -1.32       2.84      -0.63     -11.33     114.93
2014  122   1110000       3.26      -1.45       2.80      -0.78     -13.92     117.39
2014  122   1170000       3.27      -1.49       2.85      -0.57     -10.02     117.49
2014  122   1230000       3.30      -1.43       2.95      -0.23      -4.04     115.88
2014  122   1290000       3.11      -1.52       2.32      -1.29     -24.96     123.33
2014  122   1350000       2.94      -1.63       2.23      -0.87     -17.59     126.19
2014  122   1410000       2.81      -1.69       2.00      -0.94     -19.71     130.20
2014  122   1470000       2.90      -1.94       2.00      -0.70     -14.12     134.06
2014  122   1530000       2.93      -2.23       1.68      -0.80     -16.05     142.95
2014  122   1590000       3.02      -2.27       1.92      -0.39      -7.51     139.68
2014  122   1650000       3.09      -2.34       1.99      -0.25      -4.71     139.67
2014  122   1710000       3.05      -2.43       1.84      -0.11      -2.13     142.88
2014  122   1770000       2.95      -2.58       1.34      -0.03      -0.49     152.49
2014  122   1830000       2.94      -2.52       1.18      -0.59     -11.95     154.95
2014  122   1890000       3.02      -1.96       1.46      -1.72     -35.10     143.29
2014  122   1950000       3.20      -2.13       1.33      -1.97     -38.14     148.02
2014  122   2010000       3.04      -1.60       1.70      -1.86     -38.55     133.27
2014  122   2130000       2.87      -1.98       0.90      -1.85     -40.32     155.50
2014  122   2190000       2.80      -1.70       0.80      -2.03     -47.21     154.64
2014  122   2250000       2.74      -1.57       1.14      -1.90     -44.34     144.11
2014  122   2310000       2.95      -1.44       1.29      -2.20     -48.67     138.09
2014  122   2370000       3.21      -1.69       1.10      -2.49     -50.97     147.04
2014  122   2430000       3.33      -1.86       1.00      -2.58     -50.66     151.84
2014  122   2490000       3.32      -1.61       1.04      -2.69     -54.53     147.05
2014  122   2550000       3.34      -1.43       1.03      -2.80     -57.86     144.39
2014  122   2610000       3.34      -1.49       0.90      -2.84     -58.51     148.76
2014  122   2670000       3.15      -1.16       0.63      -2.82     -65.03     151.58
2014  122   2730000       2.94      -1.20       1.53      -2.01     -45.98     128.23
2014  122   2790000       3.23      -1.35       0.63      -2.82     -62.16     155.12
2014  122   2850000       3.30      -1.64       0.04      -2.86     -60.14     178.68
2014  122   2910000       3.34      -1.70       0.17      -2.86     -59.23     174.44
2014  122   2970000       3.23      -1.59      -0.03      -2.80     -60.47     181.05
2014  122   3030000       3.35      -1.84      -0.24      -2.74     -55.87     187.48
2014  122   3090000       3.52      -1.71      -1.32      -2.76     -52.03     217.61
2014  122   3150000       3.55      -1.76      -0.98      -2.92     -55.37     209.13
2014  122   3210000       3.51      -1.82      -0.65      -2.91     -56.37     199.53
2014  122   3270000       3.32      -2.18      -1.76      -1.69     -31.15     218.81
2014  122   3330000       3.47      -1.73       0.11      -2.97     -59.77     176.27
2014  122   3390000       3.47      -1.51      -0.09      -3.07     -63.73     183.46
2014  122   3510000       3.44      -1.97      -0.35      -2.69     -53.32     190.09
2014  122   3570000       3.47      -1.91      -0.36      -2.86     -55.85     190.58
2014  122   3630000       3.47      -2.42      -0.53      -2.40     -43.98     192.39
2014  122   3690000       3.44      -2.40      -0.26      -2.44     -45.27     186.27
2014  122   3750000       3.46      -1.24      -0.21      -3.22     -68.64     189.48
2014  122   3810000       3.49      -1.32      -0.35      -3.20     -66.92     194.79
2014  122   3870000       3.57      -1.38      -0.24      -3.27     -66.86     190.06
2014  122   3930000       3.57      -1.52       0.61      -2.96     -61.03     158.19
2014  122   3990000       3.45      -1.16       1.90      -2.59     -49.42     121.43
2014  122   4050000       3.39      -1.59       1.06      -2.74     -55.11     146.29
2014  122   4110000       3.52      -1.83       0.21      -2.98     -58.32     173.43
2014  122   4170000       3.39      -1.75       0.38      -2.88     -58.14     167.81
2014  122   4230000       3.44      -1.65       0.64      -2.94     -58.96     158.68
2014  122   4290000       3.45      -1.41       0.98      -2.98     -60.04     145.15
2014  122   4350000       3.41      -1.24       1.11      -2.97     -60.68     138.31
2014  122   4410000       3.32      -1.43       1.10      -2.74     -56.72     142.49
2014  122   4470000       3.27      -1.01       1.24      -2.79     -60.22     129.06
2014  122   4530000       3.30      -0.89       1.50      -2.75     -57.64     120.53
2014  122   4590000       3.31      -0.21       2.27      -2.22     -44.28      95.28
2014  122   4650000       3.25      -0.64       1.85      -2.51     -52.10     109.21
2014  122   4710000       3.26      -0.38       1.90      -2.51     -52.39     101.34
2014  122   4770000       3.38      -0.81       1.41      -2.95     -61.15     119.95
2014  122   4830000       3.42      -0.93       1.31      -2.98     -61.63     125.48
2014  122   4890000       3.45      -1.43       1.28      -2.74     -54.99     138.00
2014  122   4950000       3.46      -1.90       1.38      -2.54     -47.28     143.99
2014  122   5010000       3.47      -1.93       1.50      -2.45     -44.98     142.15
2014  122   5070000       3.45      -1.85       1.35      -2.56     -48.20     143.89
2014  122   5130000       3.41      -1.61       1.34      -2.68     -52.02     140.14
2014  122   5190000       3.45      -2.13       0.97      -2.50     -46.85     155.44
2014  122   5250000       3.40      -1.29       1.89      -2.50     -47.50     124.30
2014  122   5310000       3.38      -1.22       1.75      -2.48     -49.40     124.91
2014  122   5430000       3.44      -1.19       1.53      -2.73     -54.63     127.74
2014  122   5490000       3.37      -1.29       1.85      -2.49     -47.80     124.88
2014  122   5550000       3.37      -1.30       1.95      -2.40     -45.66     123.72
2014  122   5610000       3.34      -1.40       2.13      -2.13     -39.95     123.36
2014  122   5670000       3.37      -1.62       1.68      -2.41     -45.88     133.83
2014  122   5730000       3.40      -1.33       1.23      -2.86     -57.59     137.12
2014  122   5790000       3.34      -0.85       0.83      -3.12     -69.07     135.71
2014  122   5850000       2.95      -0.43       0.35      -2.86     -79.00     140.88
2014  122   5910000       3.25      -0.11      -0.12      -3.19     -87.01     226.97
2014  122   5970000       3.23      -0.71       0.28      -3.13     -76.25     158.34
2014  122   6090000       3.44      -2.49       1.70      -1.64     -28.47     145.75
2014  122   6150000       3.41      -2.37       1.79      -1.67     -29.42     142.85
2014  122   6210000       3.37      -2.34       1.98      -1.39     -24.34     139.69
2014  122   6270000       3.41      -2.37       2.21      -0.72     -12.51     137.01
2014  122   6330000       3.42      -2.00       1.54      -2.30     -42.28     142.43
2014  122   6390000       3.43      -2.13       1.60      -2.14     -38.84     142.98
2014  122   6450000       3.36      -2.14       1.14      -2.30     -43.40     151.88
2014  122   6510000       3.34      -2.21       1.15      -2.21     -41.52     152.55
