             Wind MFI Data, 1 minute resolution, GSE coordinates
Year  DOY  millisecs       B          Bx         By         Bz       Theta       Phi    
2014  121   3870000       9.31      -1.29       8.70      -2.90     -18.25      98.46
2014  121   3930000       9.29      -0.33       8.97      -2.34     -14.59      92.09
2014  121   3990000       9.29      -0.74       8.94      -2.38     -14.88      94.74
2014  121   4050000       9.29      -0.54       8.79      -2.91     -18.30      93.52
2014  121   4110000       9.27      -1.33       8.69      -2.88     -18.16      98.73
2014  121   4170000       9.31      -1.60       8.51      -3.34     -21.06     100.61
2014  121   4230000       9.32      -1.32       8.25      -4.06     -25.90      99.09
2014  121   4290000       9.37      -0.73       8.65      -3.49     -21.89      94.82
2014  121   4350000       9.34      -1.03       8.72      -3.12     -19.59      96.72
2014  121   4410000       9.37      -1.76       8.68      -3.06     -19.03     101.47
2014  121   4470000       9.41      -1.60       8.67      -3.21     -20.03     100.48
2014  121   4530000       9.45      -2.16       8.71      -2.88     -17.78     103.91
2014  121   4590000       9.46      -2.11       8.57      -3.37     -20.88     103.83
2014  121   4650000       9.44      -2.96       8.58      -2.30     -14.24     109.02
2014  121   4710000       9.41      -4.00       8.40      -1.08      -6.61     115.48
2014  121   4770000       9.45      -2.82       8.35      -3.10     -19.39     108.69
2014  121   4830000       9.49      -2.35       7.81      -4.77     -30.32     106.74
2014  121   4890000       9.44      -2.30       8.41      -3.49     -21.80     105.33
2014  121   4950000       9.52      -1.58       7.54      -5.53     -35.67     101.87
2014  121   5010000       9.49      -1.43       7.18      -6.01     -39.42     101.29
2014  121   5070000       9.49      -2.28       8.03      -4.04     -25.82     105.86
2014  121   5130000       9.69      -2.66       8.99      -2.38     -14.26     106.50
2014  121   5190000       9.71      -2.60       8.88      -2.91     -17.45     106.31
2014  121   5250000       9.79      -3.24       8.70      -3.11     -18.50     110.45
2014  121   5310000       9.80      -3.10       8.86      -2.78     -16.52     109.28
2014  121   5370000       9.76      -2.87       8.82      -2.94     -17.58     108.01
2014  121   5430000       9.81      -3.15       8.57      -3.54     -21.19     110.18
2014  121   5490000       9.84      -3.22       8.99      -2.22     -13.09     109.69
2014  121   5550000       9.88      -3.27       9.15      -1.74     -10.16     109.66
2014  121   5610000       9.93      -2.65       9.37      -1.84     -10.68     105.79
2014  121   5670000       9.93      -3.08       9.37      -0.98      -5.67     108.17
2014  121   5730000       9.91      -3.38       9.28      -0.47      -2.72     109.98
2014  121   5790000      10.02      -3.67       9.25       1.12       6.42     111.65
2014  121   5850000       9.95      -3.68       9.17       1.10       6.34     111.87
2014  121   5910000       9.92      -3.68       9.17       0.85       4.92     111.86
2014  121   5970000       9.95      -3.58       9.18       1.23       7.10     111.33
2014  121   6030000       9.96      -3.47       9.28       0.79       4.57     110.49
2014  121   6090000       9.95      -3.94       9.08       0.87       5.04     113.44
2014  121   6150000       9.91      -4.54       8.77       0.59       3.40     117.38
2014  121   6210000       9.98      -5.25       8.48       0.08       0.45     121.76
2014  121   6270000       9.96      -5.02       8.59       0.40       2.29     120.30
2014  121   6330000       9.90      -4.92       8.54       0.86       4.97     119.97
2014  121   6390000       9.94      -4.70       8.65       0.87       5.06     118.50
2014  121   6450000       9.99      -4.30       8.91       1.11       6.38     115.75
2014  121   6510000       9.88      -3.35       8.92       2.35      13.88     110.61
2014  121   6570000       9.74      -1.46       8.64       4.21      25.69      99.59
2014  121   6630000       9.89      -2.40       8.70       3.57      21.60     105.41
2014  121   6690000       9.82      -4.70       8.35       1.85      10.90     119.38
2014  121   6750000       9.84      -3.12       8.44       3.74      22.56     110.26
2014  121   6810000       9.85      -2.29       8.31       4.68      28.51     105.41
2014  121   6870000       9.85      -2.67       8.43       4.32      26.01     107.57
2014  121   6930000       9.82      -3.05       8.36       4.12      24.82     110.05
2014  121   6990000       9.81      -3.34       8.24       4.09      24.70     112.07
2014  121   7050000       9.79      -2.88       7.95       4.90      30.09     109.91
2014  121   7110000       9.65      -2.13       7.32       5.80      37.25     106.23
2014  121   7170000       9.68      -2.23       7.55       5.54      35.14     106.43
2014  121   7230000       9.69      -2.48       7.58       5.49      34.54     108.10
2014  121   7290000       9.61      -2.79       6.73       6.23      40.50     112.48
2014  121   7350000       9.75      -2.72       6.77       6.46      41.52     111.88
2014  121   7410000      10.01      -2.70       8.75       0.79       4.91     107.17
2014  121   7470000      10.02      -2.82       9.01      -3.30     -19.25     107.37
2014  121   7530000       9.96      -3.08       8.83      -3.31     -19.50     109.22
2014  121   7590000       9.95      -2.89       8.86      -3.44     -20.25     108.06
2014  121   7650000       9.96      -3.07       8.76      -3.58     -21.10     109.34
2014  121   7710000       9.92      -2.89       8.79      -3.55     -20.97     108.23
2014  121   7770000      10.07      -3.39       8.42      -4.24     -25.06     111.93
2014  121   7830000       9.99      -3.72       9.24      -0.53      -3.07     111.92
2014  121   7890000       9.89      -3.33       9.13      -1.33      -7.80     110.04
2014  121   7950000       9.90      -4.18       8.76       0.45       2.63     115.53
2014  121   8010000       9.92      -3.53       9.17      -0.85      -4.96     111.06
2014  121   8070000       9.98      -2.90       9.37      -1.78     -10.26     107.21
2014  121   8130000       9.89      -3.03       8.88      -2.21     -13.28     108.86
2014  121   8190000       9.87      -2.16       8.41      -4.57     -27.75     104.40
2014  121   8250000       9.79      -2.13       8.89      -3.47     -20.80     103.50
2014  121   8310000       9.83      -2.73       9.07      -2.48     -14.67     106.75
2014  121   8370000       9.78      -2.36       9.15      -2.40     -14.25     104.44
2014  121   8430000       9.83      -2.23       9.32      -2.11     -12.43     103.48
2014  121   8490000       9.82      -1.95       8.84      -3.36     -20.36     102.43
2014  121   8550000       9.95      -1.71       8.01      -5.51     -33.96     102.05
2014  121   8610000      10.04      -1.47       7.44      -6.51     -40.62     101.20
2014  121   8670000      10.04      -1.27       7.00      -7.07     -44.82     100.27
2014  121   8730000      10.02      -1.36       6.96      -7.07     -44.90     101.05
2014  121   8790000      10.02      -0.92       6.77      -7.32     -46.97      97.72
2014  121   8850000      10.11      -1.35       6.93      -7.23     -45.69     101.00
2014  121   8910000      10.10      -1.55       6.85      -7.24     -45.89     102.76
2014  121   8970000      10.08      -0.62       6.64      -7.52     -48.43      95.36
2014  121   9030000      10.11      -1.19       6.63      -7.51     -48.10     100.15
2014  121   9090000      10.11      -1.33       6.48      -7.64     -49.10     101.56
2014  121   9150000       9.94      -1.33       6.28      -7.57     -49.73     101.96
2014  121   9210000      10.03      -1.06       6.53      -7.54     -48.77      99.23
2014  121   9270000      10.17      -1.20       6.67      -7.59     -48.25     100.21
2014  121   9330000       9.96      -2.68       6.72      -6.79     -43.21     111.73
2014  121   9390000       9.95      -2.48       6.41      -7.17     -46.18     111.13
2014  121   9450000       9.99      -1.49       5.28      -8.23     -56.33     105.81
2014  121   9510000       9.96      -0.32       4.61      -8.82     -62.32      94.01
2014  121   9570000      10.08       0.02       4.43      -9.04     -63.88      89.69
2014  121   9630000      10.01      -0.25       3.77      -9.18     -67.64      93.86
2014  121   9690000       9.93      -1.30       2.84      -9.37     -71.59     114.56
2014  121   9750000       9.96      -1.03       3.39      -9.29     -69.13     106.89
2014  121   9810000       9.92      -0.89       4.54      -8.76     -62.19     101.06
2014  121   9870000       9.82      -1.31       5.68      -7.81     -53.25     102.97
2014  121   9930000       9.87      -1.58       5.40      -8.09     -55.19     106.27
2014  121   9990000       9.84      -1.71       5.38      -8.06     -55.00     107.65
2014  121  10050000       9.79      -1.75       5.37      -7.99     -54.73     108.07
2014  121  10110000       9.83      -2.17       5.10      -8.09     -55.59     113.06
2014  121  10170000       9.79      -1.59       5.89      -7.65     -51.39     105.08
2014  121  10230000       9.76      -1.75       5.82      -7.63     -51.47     106.70
2014  121  10290000       9.76      -2.51       5.81      -7.37     -49.35     113.40
2014  121  10410000       9.52      -3.23       6.69      -5.95     -38.71     115.78
2014  121  10470000       9.56      -2.70       6.42      -6.52     -43.12     112.80
2014  121  10530000       9.30      -2.98       6.80      -5.57     -36.87     113.70
2014  121  10590000       9.28      -2.25       6.36      -6.37     -43.37     109.47
2014  121  10710000       9.16      -3.49       7.14      -4.50     -29.53     116.08
2014  121  10770000       9.26      -3.06       7.33      -4.74     -30.84     112.67
2014  121  10830000       9.27      -3.49       7.53      -4.11     -26.35     114.91
2014  121  10890000       9.29      -2.91       7.37      -4.84     -31.42     111.56
2014  121  10950000       9.37      -2.69       7.47      -4.96     -31.99     109.80
2014  121  11010000       9.42      -3.43       6.93      -5.38     -34.82     116.34
2014  121  11070000       9.37      -3.57       6.74      -5.44     -35.48     117.88
2014  121  11130000       9.35      -3.56       6.77      -5.37     -35.06     117.74
2014  121  11190000       9.24      -3.23       6.61      -5.58     -37.18     116.08
2014  121  11250000       9.24      -2.77       6.39      -6.04     -40.93     113.43
2014  121  11310000       9.24      -2.81       6.33      -6.10     -41.36     113.93
2014  121  11370000       9.24      -2.94       6.61      -5.75     -38.47     113.96
2014  121  11430000       9.30      -3.02       7.77      -4.06     -25.99     111.22
2014  121  11490000       9.40      -3.16       7.75      -4.23     -26.83     112.22
2014  121  11550000       9.50      -3.56       8.11      -3.29     -20.37     113.67
2014  121  11610000       9.12      -3.98       6.60      -4.81     -31.98     121.10
2014  121  11670000       9.32      -2.16       8.85      -1.93     -11.94     103.71
2014  121  11730000       9.34      -2.30       8.92      -1.23      -7.63     104.47
2014  121  11790000       9.35      -1.99       9.11      -0.19      -1.18     102.34
2014  121  11850000       9.25      -1.99       9.03      -0.00      -0.01     102.41
2014  121  11970000       9.34      -2.43       8.99      -0.41      -2.51     105.14
2014  121  12030000       9.34      -2.81       8.43      -1.86     -11.82     108.44
2014  121  12090000       9.90      -4.60       5.05      -7.10     -46.10     132.30
2014  121  12150000      10.20      -4.67       5.68      -7.02     -43.69     129.43
2014  121  12210000      10.28      -4.31       7.36      -5.55     -33.07     120.35
2014  121  12270000       9.95      -3.81       8.89      -1.74     -10.22     113.22
2014  121  12330000      10.03      -3.32       9.37       0.03       0.20     109.52
2014  121  12390000      10.08      -2.00       8.90       4.03      23.84     102.64
2014  121  12450000       9.80      -2.93       9.15       1.39       8.25     107.75
2014  121  12510000       9.74      -3.58       5.71      -6.66     -44.64     122.08
2014  121  12570000       9.33      -3.52       7.02      -4.08     -27.42     116.62
2014  121  12630000       8.93      -0.08       7.69       3.40      23.85      90.57
2014  121  12690000       8.99       2.10       6.09       6.21      43.93      71.02
2014  121  12750000       8.89       2.12       4.26       7.32      56.99      63.52
2014  121  12810000       9.37      -1.45       8.05       2.11      14.44     100.23
2014  121  12870000       9.71      -3.61       8.40      -2.51     -15.35     113.27
2014  121  12930000       9.89      -4.04       7.85      -4.16     -25.25     117.22
2014  121  12990000      10.11      -4.88       6.54      -5.45     -33.78     126.73
2014  121  13050000      10.25      -4.98       5.89      -6.73     -41.12     130.22
2014  121  13110000       9.98      -4.67       7.00      -5.31     -32.27     123.71
2014  121  13170000      10.04      -4.54       7.07      -5.39     -32.67     122.71
2014  121  13230000       9.77      -3.48       8.51      -2.97     -17.93     112.23
2014  121  13290000       9.32      -3.33       8.34      -1.90     -11.95     111.78
2014  121  13350000       9.25      -1.84       8.85       1.30       8.20     101.77
2014  121  13410000       8.99       0.84       6.97       5.50      38.10      83.10
2014  121  13470000       8.90       0.79       7.05       5.32      36.85      83.61
2014  121  13530000       9.41      -0.06       8.48       3.96      25.05      90.38
2014  121  13590000       9.62      -0.21       8.75       3.99      24.51      91.38
2014  121  13650000       9.58       0.00       8.69       4.02      24.81      89.99
2014  121  13710000       9.56      -0.42       8.88       3.47      21.34      92.69
2014  121  13770000       9.54      -0.14       8.85       3.53      21.76      90.88
2014  121  13830000       9.52       0.10       8.76       3.68      22.79      89.32
2014  121  13890000       9.60      -0.13       8.89       3.60      22.03      90.83
2014  121  13950000       9.58       0.15       8.87       3.62      22.18      89.00
2014  121  14010000       9.76      -0.41       9.11       3.46      20.80      92.57
2014  121  14070000       9.82      -0.62       9.29       3.10      18.40      93.80
2014  121  14130000       9.75      -0.60       9.28       2.93      17.50      93.73
2014  121  14190000       9.67      -0.72       9.23       2.80      16.84      94.49
2014  121  14250000       9.65      -0.69       9.25       2.66      16.02      94.27
2014  121  14310000       9.48      -0.88       9.16       2.27      13.88      95.47
2014  121  14370000       9.47      -0.84       9.24       1.89      11.53      95.18
2014  121  14430000       9.51      -0.85       9.32       1.61       9.73      95.23
2014  121  14490000       9.46      -0.88       9.31       1.36       8.28      95.39
2014  121  14550000       9.53      -0.76       9.41       1.17       7.05      94.63
2014  121  14610000       9.44      -0.51       9.40       0.55       3.37      93.13
2014  121  14670000       9.41      -0.64       9.38      -0.08      -0.50      93.92
2014  121  14730000       9.44      -0.87       9.37      -0.59      -3.61      95.30
2014  121  14790000       9.52      -1.09       9.37      -0.91      -5.51      96.65
2014  121  14850000       9.87      -1.03       8.72      -4.26     -25.86      96.74
2014  121  14910000       9.78      -1.33       9.04      -3.27     -19.67      98.36
2014  121  14970000       9.62      -2.61       9.17      -0.74      -4.43     105.91
2014  121  15030000       9.68      -2.76       9.22      -0.69      -4.12     106.68
2014  121  15090000       9.67      -2.97       9.18      -0.55      -3.24     107.93
2014  121  15150000       9.67      -3.37       9.04      -0.49      -2.90     110.44
2014  121  15210000       9.75      -3.85       8.80       0.10       0.58     113.66
2014  121  15270000       9.62      -3.05       8.83       2.16      13.02     109.04
2014  121  15330000       9.56      -2.29       9.24       0.59       3.54     103.91
2014  121  15390000       9.48      -2.08       9.24       0.11       0.64     102.68
2014  121  15450000       9.48      -2.35       9.16       0.00       0.00     104.36
2014  121  15510000       9.44      -2.38       9.05      -1.21      -7.37     104.75
2014  121  15570000       9.64      -1.93       9.22      -1.97     -11.83     101.82
2014  121  15630000       9.51      -1.84       8.97      -2.37     -14.50     101.61
2014  121  15690000       9.44      -1.93       8.76      -2.79     -17.29     102.42
2014  121  15750000       9.61      -1.76       8.29      -4.50     -27.95     101.97
2014  121  15810000       9.59      -2.15       8.57      -3.24     -20.14     104.10
2014  121  15870000       9.83      -2.23       8.65      -3.80     -23.05     104.45
2014  121  15930000       9.92      -2.40       9.24      -2.64     -15.45     104.56
2014  121  15990000       9.82      -2.19       8.79      -3.75     -22.45     104.00
2014  121  16050000       9.83      -1.77       8.27      -5.00     -30.61     102.08
2014  121  16110000       9.77      -1.74       7.90      -5.40     -33.70     102.44
2014  121  16170000       9.77      -1.83       8.44      -4.52     -27.61     102.25
2014  121  16230000       9.76      -2.59       8.72      -3.45     -20.74     106.55
2014  121  16290000       9.72      -2.70       8.61      -3.57     -21.57     107.43
2014  121  16350000       9.70      -2.67       8.25      -4.33     -26.51     107.94
2014  121  16410000       9.70      -2.44       8.26      -4.44     -27.30     106.47
2014  121  16470000       9.66      -1.86       8.02      -5.03     -31.43     103.05
2014  121  16530000       9.64      -1.91       7.63      -5.57     -35.34     104.04
2014  121  16590000       9.56      -1.68       7.45      -5.71     -36.79     102.72
2014  121  16650000       9.32      -1.59       6.93      -6.01     -40.20     102.88
2014  121  16710000       9.46      -1.56       6.53      -6.66     -44.73     103.43
2014  121  16770000       9.41      -1.42       5.95      -7.14     -49.40     103.45
2014  121  16830000       9.30      -1.92       6.09      -6.74     -46.54     107.48
2014  121  16890000       9.21      -2.07       5.33      -7.20     -51.56     111.24
2014  121  16950000       9.19      -1.88       4.48      -7.77     -57.97     112.72
2014  121  17010000       9.11      -1.51       4.53      -7.74     -58.34     108.42
2014  121  17070000       8.97      -1.26       3.88      -7.98     -62.92     108.06
2014  121  17130000       9.07      -1.02       3.26      -8.39     -67.83     107.42
2014  121  17190000       8.99      -1.66       3.41      -8.14     -65.00     115.97
2014  121  17310000       8.83      -1.48       3.63      -7.89     -63.58     112.14
2014  121  17370000       8.75      -1.70       3.33      -7.91     -64.71     117.04
2014  121  17430000       8.54      -1.84       2.11      -8.04     -70.80     131.18
2014  121  17490000       9.16      -2.70       6.30      -5.40     -38.21     113.22
2014  121  17550000       9.40      -3.43       7.94      -0.96      -6.34     113.34
2014  121  17610000       9.55      -2.18       8.82       2.62      16.09     103.86
2014  121  17670000       9.38      -3.12       8.77       0.27       1.68     109.56
2014  121  17730000       9.41      -2.10       8.80      -2.35     -14.59     103.39
2014  121  17790000       9.72      -4.03       8.77       0.21       1.23     114.68
2014  121  17850000       9.75      -3.58       9.01      -0.66      -3.90     111.65
2014  121  17910000       9.73      -2.64       8.32      -4.25     -25.96     107.62
2014  121  17970000       9.67      -2.51       8.33      -4.21     -25.82     106.77
2014  121  18030000       9.72      -2.89       8.82      -2.34     -14.16     108.13
2014  121  18090000       9.77      -3.33       9.07      -1.05      -6.20     110.15
2014  121  18150000       9.85      -3.19       9.13      -1.73     -10.15     109.27
2014  121  18210000       9.81      -3.52       8.60      -3.01     -17.93     112.26
2014  121  18270000       9.79      -3.36       8.51      -3.40     -20.38     111.57
2014  121  18330000       9.87      -3.23       8.83      -2.95     -17.42     110.11
2014  121  18390000       9.87      -3.05       8.85      -3.13     -18.48     109.03
2014  121  18450000       9.83      -3.34       8.66      -3.22     -19.11     111.11
2014  121  18510000       8.88      -3.40       8.01      -1.62     -10.57     112.98
2014  121  18570000       8.80      -3.73       7.88      -0.90      -5.89     115.31
2014  121  18630000       8.85      -3.47       8.09       0.03       0.19     113.25
2014  121  18690000       8.68      -2.78       6.92      -3.39     -24.45     111.87
2014  121  18750000       8.60      -2.79       5.97      -5.37     -39.20     115.06
2014  121  18810000       8.47      -3.26       6.78      -3.68     -26.04     115.67
2014  121  18870000       8.07      -3.16       6.94       2.16      15.80     114.48
2014  121  18930000       7.90      -2.74       7.08       2.16      15.88     111.19
2014  121  18990000       8.08      -2.61       7.49       1.37       9.83     109.21
2014  121  19050000       8.29      -2.46       7.61       1.99      13.97     107.88
2014  121  19110000       8.00      -1.72       7.70       0.25       1.82     102.61
2014  121  19170000       8.12      -2.57       7.53       0.94       6.75     108.86
2014  121  19230000       8.31      -2.68       7.55       0.30       2.14     109.55
2014  121  19290000       8.42      -3.36       7.36       2.04      14.17     114.55
2014  121  19350000       8.39      -3.50       7.38      -0.59      -4.13     115.35
2014  121  19410000       8.42      -2.66       6.90      -3.58     -25.81     111.05
2014  121  19470000       8.45      -2.61       6.46      -4.74     -34.24     111.97
2014  121  19530000       8.21      -2.97       6.53      -3.50     -25.99     114.48
2014  121  19590000       8.28      -2.62       7.32      -2.16     -15.55     109.69
2014  121  19650000       8.35      -2.96       7.13      -3.08     -21.76     112.57
2014  121  19710000       8.30      -3.19       7.35      -1.98     -13.88     113.46
2014  121  19770000       8.21      -1.50       7.20      -3.56     -25.84     101.73
2014  121  19830000       8.36      -1.40       6.92      -4.35     -31.66     101.42
2014  121  19890000       8.45      -2.29       7.75      -1.59     -11.15     106.45
2014  121  19950000       8.48      -1.98       8.08      -1.02      -6.99     103.78
2014  121  20010000       8.58      -2.98       7.82      -1.60     -10.81     110.88
2014  121  20070000       8.45      -2.88       7.61      -2.24     -15.41     110.73
2014  121  20130000       8.50      -3.11       7.62      -2.08     -14.15     112.17
2014  121  20190000       8.63      -2.75       7.93      -1.97     -13.21     109.12
2014  121  20250000       8.51      -2.95       7.75      -1.89     -12.82     110.86
2014  121  20310000       8.46      -3.42       7.64      -0.89      -6.07     114.15
2014  121  20370000       8.45      -2.56       7.89      -1.36      -9.29     107.95
2014  121  20430000       8.58      -2.21       8.27      -0.47      -3.14     104.97
2014  121  20490000       8.55      -3.46       7.61       0.67       4.60     114.42
2014  121  20550000       8.78      -4.71       7.21       1.69      11.10     123.16
2014  121  20610000       8.78      -4.89       6.94       2.20      14.54     125.21
2014  121  20670000       8.81      -4.81       7.09       2.03      13.30     124.13
2014  121  20730000       8.78      -4.77       7.15       1.78      11.72     123.73
2014  121  20790000       8.72      -4.80       7.05       1.78      11.80     124.26
2014  121  20850000       8.65      -5.23       6.57       2.03      13.58     128.55
2014  121  20910000       8.47      -5.11       6.18       2.71      18.67     129.61
2014  121  20970000       8.60      -5.34       6.05       2.95      20.10     131.45
2014  121  21030000       8.64      -5.29       6.28       2.68      18.05     130.11
2014  121  21090000       8.59      -5.61       6.01       2.49      16.81     133.03
2014  121  21150000       8.60      -5.41       6.32       2.09      14.09     130.55
2014  121  21210000       8.45      -5.44       6.26       1.46       9.98     130.98
2014  121  21270000       8.61      -5.85       6.01       1.70      11.45     134.22
2014  121  21330000       8.59      -5.07       6.07       3.29      22.58     129.88
2014  121  21390000       8.35      -3.88       5.72       4.61      33.68     124.20
2014  121  21450000       8.30      -3.72       5.55       4.72      35.22     123.83
2014  121  21510000       8.31      -3.72       6.97       2.55      17.86     118.06
2014  121  21570000       8.45      -4.42       6.43       3.20      22.31     124.46
2014  121  21630000       8.38      -4.58       6.14       3.31      23.36     126.73
2014  121  21690000       7.99      -4.61       4.56       4.58      35.20     135.33
2014  121  21750000       7.95      -4.82       4.61       4.17      31.99     136.30
2014  121  21810000       7.98      -5.23       4.40       4.00      30.33     139.93
2014  121  21870000       8.07      -6.00       4.01       3.55      26.22     146.24
2014  121  21930000       8.02      -5.91       3.65       3.93      29.51     148.26
2014  121  21990000       8.19      -6.19       2.66       4.59      34.23     156.74
2014  121  22050000       8.30      -6.27       3.44       4.19      30.39     151.29
2014  121  22110000       8.50      -6.44       4.50       3.19      22.09     145.06
2014  121  22170000       8.32      -6.42       4.76       2.29      15.99     143.43
2014  121  22230000       8.26      -6.44       4.69       2.05      14.42     143.94
2014  121  22290000       8.37      -6.58       4.72       2.10      14.52     144.37
2014  121  22350000       8.45      -6.51       5.03       1.93      13.23     142.33
2014  121  22410000       8.38      -6.40       5.19       1.27       8.76     140.98
2014  121  22470000       8.47      -6.40       5.48       0.79       5.35     139.42
2014  121  22530000       8.46      -6.20       5.73       0.21       1.42     137.27
2014  121  22590000       8.23      -5.95       5.67      -0.34      -2.37     136.40
2014  121  22650000       8.42      -6.06       5.78      -0.78      -5.31     136.36
2014  121  22710000       8.36      -5.80       5.92      -1.07      -7.34     134.38
2014  121  22770000       8.29      -5.91       5.50      -1.83     -12.76     137.10
2014  121  22830000       8.37      -6.26       5.33      -1.52     -10.47     139.61
2014  121  22890000       8.26      -6.32       5.12      -1.39      -9.73     140.96
2014  121  22950000       8.27      -6.23       5.08      -1.88     -13.18     140.81
2014  121  23010000       8.33      -6.55       5.04      -0.96      -6.65     142.44
2014  121  23070000       8.27      -7.10       4.17      -0.35      -2.41     149.60
2014  121  23130000       8.29      -7.45       3.58      -0.18      -1.23     154.33
2014  121  23190000       8.33      -7.14       4.13      -1.10      -7.60     149.94
2014  121  23250000       8.30      -7.49       3.40      -1.07      -7.42     155.63
2014  121  23310000       8.30      -7.41       3.38      -1.47     -10.24     155.50
2014  121  23370000       8.19      -7.16       3.35      -1.81     -12.87     154.90
2014  121  23430000       8.69      -2.55       6.68       4.20      30.46     110.87
2014  121  23490000       8.75      -1.80       6.84       5.14      36.00     104.70
2014  121  23550000       8.73      -2.03       6.51       5.41      38.42     107.29
2014  121  23610000       8.85      -2.29       7.00       4.87      33.47     108.08
2014  121  23670000       8.81      -2.29       6.79       5.11      35.46     108.62
2014  121  23730000       8.62      -2.86       6.59       4.76      33.57     113.48
