    Wind MFI and SWE Data, 1 minute resolution, GSM coordinates
Year  DOY  millisecs       B          Bx         By         Bz      Epsilon  
2013   76  17561820       3.65      -2.25       1.17      -1.96      0.970
2013   76  17658544       3.66      -3.40      -1.14      -0.19      0.374
2013   76  17766152       3.47      -2.13      -0.97      -0.60      0.624
2013   76  17865197       4.38      -3.39       1.45      -2.15      1.356
2013   76  18155464       4.04      -3.62       1.45      -1.01      0.848
2013   76  18259005       4.43      -3.54       1.83      -0.99      0.926
2013   76  18345013       4.50      -3.16       2.92      -1.03      0.766
2013   76  18450304       4.30      -3.40       2.40       0.80      0.184
2013   76  18549384       4.14      -3.67       1.79       0.42      0.213
2013   76  18647677       4.12      -3.61       1.57       1.01      0.074
2013   76  18744361       3.72      -3.19       1.44       0.58      0.115
2013   76  18846369       4.03      -2.85       0.77      -0.17      0.513
2013   76  18944835       4.54      -3.89       1.26      -1.86      1.450
2013   76  19135312       4.88      -4.24       1.54      -1.25      1.359
2013   76  19463941      14.57      -3.35       3.39      11.87      0.010
2013   76  19531339      16.28      -1.54      10.95      11.09      0.688
2013   76  19626701      12.27      -3.46       5.26       9.41      0.072
2013   76  19758816       9.82      -3.26       1.48      -5.21     11.708
2013   76  19856218       8.57      -2.90       2.97       2.51      0.291
2013   76  19930791      12.41      -1.92      10.78      -0.39      5.284
2013   76  20029082       7.75      -0.80       7.11       1.27      1.378
2013   76  20130447       5.70       0.11       5.40       0.56      0.895
2013   76  20219523      10.35      -2.45       5.44       7.05      0.150
2013   76  20516617      17.64       1.13       5.21      16.53      0.022
2013   76  20615726      15.07       0.50       4.61      11.72      0.036
2013   76  20710982      11.00      -2.48      10.56       0.92      3.286
2013   76  20835382      14.65      -6.20       7.40      -9.79     22.385
2013   76  20912171      15.89      -6.49      10.93      -8.44     21.241
2013   76  21007392       9.66      -3.24       5.19      -6.65      9.556
2013   76  21105685      10.28      -1.79       7.06      -6.77      9.812
2013   76  21216875       7.89      -0.31       1.42      -6.83      7.866
2013   76  21488712       9.28      -6.79       2.46      -4.56      9.407
2013   76  21589466      14.19      -7.31       7.02      -9.87     21.600
2013   76  21695435      16.86      -9.41       8.84     -10.83     28.837
2013   76  21802943      16.78      -9.80       8.82     -10.36     28.168
2013   76  21899699      13.66      -8.60       7.47      -6.75     16.675
2013   76  22185324      12.99      -8.72       6.07      -5.49     15.185
2013   76  22308226      11.86      -5.90      -0.16      -9.94     18.134
2013   76  22679855      14.26      -5.01      -0.80     -13.22     27.211
2013   76  22775111      12.56      -4.88      -1.69     -11.30     20.766
2013   76  22879544      13.34      -4.62      -2.42     -11.14     23.360
2013   76  22968623      13.00      -3.18      -3.26     -11.99     21.853
2013   76  23291144       7.57       1.91      -6.67       2.63      0.762
2013   76  23364755       8.43       3.12      -6.99       3.47      0.725
2013   76  23460082      11.49      -1.52      -7.08      -4.90     10.904
2013   76  23558267      11.94      -3.81      -5.65      -9.55     16.341
2013   76  23656666       9.64       1.04      -8.90      -2.88      5.298
2013   76  23754957       9.80       4.26      -7.83       3.02      1.333
2013   76  23853929       9.13       3.93      -6.39       4.13      0.596
2013   76  23948468      11.36       7.98      -7.02       2.94      1.656
2013   76  24043687      10.61       6.92      -5.01       6.17      0.189
2013   76  24141980      13.15       9.67      -5.08       7.05      0.208
2013   76  24267916      13.80       2.36       1.59      13.29      0.000
2013   76  24341636      14.09       0.44       5.30      12.85      0.037
2013   76  24435179      12.44      -1.07       7.92       9.23      0.296
2013   76  24532076      11.39      -3.82       8.98       5.54      0.953
2013   76  24633439      10.98      -3.61       9.29       4.50      1.244
2013   76  24734802       9.24      -4.42       7.77       0.03      2.745
2013   76  24833095      14.91      -8.42       9.13      -6.37     18.070
2013   76  24924419      16.61      -6.64      13.17       2.96      5.477
2013   76  25029679      15.98      -6.82      13.81       3.69      4.483
2013   76  25130189      17.33      -3.50      15.18       7.14      3.244
2013   76  25250833      17.56      -0.91      13.71      10.90      1.446
2013   76  25321376      16.58      -1.03      13.38       8.84      1.820
2013   76  25424275      15.01      -8.66       9.00      -5.12     16.558
2013   76  25518099      15.37     -10.61      10.73       0.03      7.767
2013   76  25617824      11.96      -4.48       7.75       5.77      0.776
2013   76  25713966      17.51       8.38     -14.94       0.35      9.762
2013   76  25809765      19.62      10.71     -15.75       4.24      6.957
2013   76  26233787      18.21       1.38     -12.38     -13.20     32.790
2013   76  26303617      16.22       2.27     -11.28     -11.38     25.434
2013   76  26401908      15.33       1.33     -10.02     -11.39     23.445
2013   76  26504126      16.35       1.78      -7.34     -13.53     31.123
2013   76  26599345      16.45      -2.03       7.09     -13.36     32.233
2013   76  26696783      20.30       4.77     -19.34      -3.22     18.685
2013   76  26795894      20.85       3.45     -20.41      -2.40     18.372
2013   76  26891832      21.66       4.23     -20.86      -3.78     21.336
2013   76  26997804      21.39       3.06     -20.69      -4.39     22.505
2013   76  27088416      22.55       3.99     -21.34      -6.09     27.743
2013   76  27216707      22.77       4.96     -20.42      -8.74     33.766
2013   76  27289607      22.76       5.74     -20.18      -8.78     34.226
2013   76  27383291      22.21       5.37     -19.75      -8.60     32.474
2013   76  27483937      22.05       5.84     -19.39      -8.69     32.716
2013   76  27581410      22.08       3.79     -20.43      -7.41     29.607
2013   76  27680484      18.86      -3.90      -2.75     -16.61     47.911
2013   76  27777101      16.82      -5.49       2.31     -15.67     37.987
2013   76  27975361      17.99      -4.53      -5.52     -16.26     41.889
2013   76  28076583      14.92       0.92     -14.23      -2.30     10.287
2013   76  28199589      14.10       1.93     -13.85      -0.05      6.865
2013   76  28273308      14.75       0.76     -14.72      -0.13      7.560
2013   76  28368529      15.07       1.63     -14.93      -0.66      8.406
2013   76  28466820      15.43       0.43     -15.33      -1.15      9.423
2013   76  28565111      15.37      -0.25     -14.99      -3.06     11.678
2013   76  28663404      15.40      -0.62     -13.62      -5.43     15.232
2013   76  28761589      16.53      -2.48      -9.13      -7.28     24.750
2013   76  28859847      16.77      -1.00     -11.62     -11.10     27.864
2013   76  28961351      15.88      -5.30      -8.92     -11.51     28.354
2013   76  29056433      16.84      -8.43      -1.31     -14.38     39.835
2013   76  29180867      17.27     -10.46      -2.63     -13.17     41.133
2013   76  29249976      17.45      -9.33      -0.53     -14.66     42.802
2013   76  29342126      17.18      -7.16       1.29     -15.49     39.879
2013   76  29440417      16.87      -6.19       2.20     -15.50     38.292
2013   76  29535638      15.85      -3.27       3.44     -14.73     32.796
2013   76  29637001      14.35      -7.31      -0.73     -12.14     28.139
2013   76  29735292      15.10      -7.30      -1.17     -12.72     31.460
2013   76  29828976      14.54      -2.47       4.44     -13.55     27.034
2013   76  29927269      16.22      -4.59       3.91     -15.03     34.402
2013   76  30027097      16.99      -5.76       3.17     -15.65     38.602
2013   76  30152999      17.26      -5.13      -2.04     -16.12     40.335
2013   76  30226718      16.69      -5.22      -3.01     -15.55     37.446
2013   76  30320542      17.62      -4.18      -4.06     -16.60     40.887
2013   76  30419546      17.98      -4.74      -6.57     -15.95     41.191
2013   76  30518523      18.31      -5.20      -5.93     -16.25     43.590
2013   76  30613742      18.19      -5.52      -5.36     -16.07     43.467
2013   76  30708962      18.33      -3.51       0.66     -17.92     45.922
2013   76  30807253      18.21      -2.94       0.17     -17.97     45.320
2013   76  30905544      18.45      -3.43       0.27     -18.11     46.611
2013   76  31003835      18.49      -3.76      -0.14     -17.99     46.963
2013   76  31129775      17.58      -2.51      -1.50     -17.28     42.345
2013   76  31202132      17.22      -0.34       1.17     -17.10     39.777
2013   76  31301101      16.72      -1.41      -0.14     -16.65     38.271
2013   76  31396251      16.34      -3.14      -0.06     -16.02     37.128
2013   76  31489154      16.89      -3.18       0.89     -16.55     38.919
2013   76  31584374      16.66      -1.81       3.17     -16.22     37.499
2013   76  31681982      16.28      -0.35       4.07     -15.64     35.054
2013   76  31774814      13.90      -0.75       1.93     -13.56     26.039
2013   76  31866281      14.39       2.56       5.13     -12.81     25.179
2013   76  31974433      15.12      -5.04      -2.24     -12.98     32.779
2013   76  32092044      15.43      -1.34       3.71     -14.38     29.737
2013   76  32159689      15.43       4.49       9.45     -11.27     23.010
2013   76  32257912      15.74       3.75       9.65     -11.79     24.654
2013   76  32356203      16.34       2.69      10.17     -12.46     26.694
2013   76  32456712      15.88       1.30       6.21     -14.21     30.292
2013   76  32553644      15.97       1.22       8.54     -13.39     27.669
2013   76  32651935      16.01      -0.10       4.84     -14.95     31.637
2013   76  32750976      16.00       0.25       3.73     -13.80     30.804
2013   76  32856199      15.70      -1.05       3.93     -14.86     31.355
2013   76  32954457      15.38      -3.41      -7.19      -9.81     25.710
2013   76  33081749      15.42      -5.24     -12.43      -7.46     18.578
2013   76  33157007      15.27      -5.61     -12.19      -7.27     18.287
2013   76  33252230      15.28      -6.11     -11.55      -7.91     19.616
2013   76  33350519      15.57      -6.10     -11.56      -8.44     20.889
2013   76  33448812      15.50      -6.19     -11.37      -8.50     21.009
2013   76  33544031      15.89      -6.06     -11.75      -8.80     22.022
2013   76  33642464      16.07      -5.70     -12.14      -8.84     22.004
2013   76  33740613      15.93      -5.56     -11.00      -9.97     24.050
2013   76  34064667      15.74      -5.86     -10.43     -10.19     24.375
2013   76  34133781      15.49      -6.48     -10.65      -9.09     22.250
2013   76  34232074      15.46      -7.55     -11.03      -7.75     20.326
2013   76  34327292      15.40      -7.51     -11.08      -7.61     20.038
2013   76  34422511      15.41      -7.21     -10.98      -7.99     20.593
2013   76  34517734      15.45      -9.28     -10.74      -5.95     18.268
2013   76  34612953      15.32      -9.42     -10.38      -6.11     18.542
2013   76  34709031      15.19      -9.22     -10.55      -5.84     17.768
2013   76  34804253      15.14      -9.86     -10.39      -4.82     16.175
2013   76  34898613      15.46      -7.95     -11.56      -6.20     18.030
2013   76  35023875      15.31      -8.31     -11.48      -5.65     17.022
2013   76  35095374      15.45     -12.24      -7.80      -1.14     11.166
2013   76  35190628      15.19     -13.90      -2.82       4.22      0.236
2013   76  35285816      15.41     -13.85      -5.54       3.07      2.283
2013   76  35384000      15.54     -13.86      -4.75       4.70      0.777
2013   76  35475503      15.73     -13.98      -5.51       1.55      4.802
2013   76  35568402      15.83     -13.53      -8.10      -0.15      9.569
2013   76  35663625      15.90     -14.14      -7.12      -0.07      9.521
2013   76  35758839      16.01     -14.43      -6.74       0.81      7.396
2013   76  35857136      16.01     -14.85      -5.43       2.36      3.476
2013   76  35978324      15.75     -13.13      -7.93      -3.53     17.999
2013   76  36044328      15.53     -12.86      -6.72      -5.35     23.113
2013   76  36145726      15.67     -14.55      -5.40      -1.90     16.412
2013   76  36240234      15.60     -14.84      -4.31      -1.99     18.528
2013   76  36337062      15.21     -15.00      -1.57       0.77      2.775
2013   76  36432277      15.14     -14.87      -2.43      -0.70     14.284
2013   76  36527503      14.74     -14.55       0.04       0.05      0.306
2013   76  36621113      14.26     -13.79      -1.99      -2.88     25.407
2013   76  36717187      14.11     -12.87      -4.50      -2.44     16.201
2013   76  36812410      14.08     -12.40      -6.31      -1.74     11.924
2013   76  36935269      13.73      -7.51      -8.75      -5.98     16.636
2013   76  37003601      13.88     -10.01      -7.89      -4.55     15.545
2013   76  37104968      13.89     -13.08      -3.32      -1.51     14.584
2013   76  37193289      14.11      -8.63      -7.75      -7.35     20.352
2013   76  37285261      13.76      -5.64      -9.90      -6.82     15.906
2013   76  37386664      12.96     -10.06      -4.23      -6.48     20.678
2013   76  37467988      12.60      -0.26      -7.28      -8.69     15.663
2013   76  37577242      13.38      -3.46      -8.54      -9.69     18.055
2013   76  37669390      13.31      -3.18      -8.30      -9.88     18.284
2013   76  37767683      13.30      -4.00      -8.07      -9.72     18.455
2013   76  37896550      13.37      -3.84      -6.94     -10.74     20.180
2013   76  37967335      13.33      -5.22      -7.11      -9.96     19.504
2013   76  38062558      12.93      -3.62      -7.10     -10.17     18.201
2013   76  38160851      12.76      -3.53      -6.80     -10.18     17.944
2013   76  38259000      12.31      -2.73      -6.07     -10.34     17.335
2013   76  38357292      12.33      -1.72      -4.92     -11.16     18.168
2013   76  38458796      11.73      -1.57      -4.68     -10.62     16.525
2013   76  38756601      11.95      -2.77      -5.41     -10.22     16.862
2013   76  38882539      11.75      -1.94      -5.50     -10.19     16.223
2013   76  38954863      11.74      -1.77      -5.51     -10.21     16.185
2013   76  39048406      11.56      -2.14      -5.67      -9.83     15.487
2013   76  39146839      11.38      -2.66      -5.58      -9.55     14.889
2013   76  39245132      11.43      -2.46      -5.40      -9.76     15.209
2013   76  39343457      11.54      -2.45      -5.45      -9.87     15.510
2013   76  39441714      11.56      -2.63      -5.26      -9.95     15.693
2013   76  39540007      11.64      -2.61      -5.09     -10.13     16.090
2013   76  39638335      11.53      -2.10      -4.64     -10.34     16.081
2013   76  39736484      12.13      -2.31      -5.42     -10.61     17.361
2013   76  39864097      12.21      -2.86      -5.65     -10.43     17.361
2013   76  39936281      12.15      -3.23      -5.26     -10.47     17.434
2013   76  40031500      11.96      -2.50      -4.01     -10.97     17.791
2013   76  40132828      11.30      -4.92      -6.87      -6.62     12.671
2013   76  40229585      11.17      -3.61      -5.41      -9.02     14.556
2013   76  40329269      11.73      -3.71      -5.33      -9.72     16.479
2013   76  40427562      12.15      -3.25      -5.85     -10.10     17.299
2013   76  40524355      12.02      -2.30      -3.66     -11.17     18.328
2013   76  40621113      11.35      -1.85      -0.68     -11.10     17.149
2013   76  40722472      11.34      -2.64      -1.60     -10.89     17.020
2013   76  41020386      11.71      -6.85      -7.85      -5.09     11.491
2013   76  41115605      12.36      -6.83      -7.78      -6.72     14.630
2013   76  41210824      11.95      -5.66      -5.18      -9.05     17.418
2013   76  41303117      11.62      -6.87      -6.86      -4.80     11.391
2013   76  41402089      11.42      -7.68      -8.22      -0.35      5.083
2013   76  41496519      12.36      -7.83      -9.53       0.72      4.624
2013   76  41591707      12.62      -8.62      -8.94       1.88      3.539
2013   76  41686925      12.60      -8.85      -8.96       0.18      5.378
2013   76  41812152      12.64      -8.88      -8.98      -0.20      5.959
2013   76  41880437      12.46      -8.34      -9.24      -0.01      5.539
2013   76  41975660      11.53      -6.00      -5.24      -8.00     15.626
2013   76  42067843      11.67      -5.49      -3.26      -9.38     17.926
2013   76  42166097      11.61      -5.98      -2.04      -9.58     18.293
2013   76  42264500      11.28      -5.63      -7.67      -1.03      5.808
2013   76  42356679      11.41      -3.63      -8.65       5.93      0.868
2013   76  42454937      11.17      -2.63      -9.73       4.80      1.375
2013   76  42553085      11.32      -2.56     -10.11       4.40      1.640
2013   76  42654593      11.00      -2.70      -9.53       4.75      1.322
2013   76  42777492      10.18      -5.90      -6.06       4.24      0.687
2013   76  42848101       9.68      -7.39      -5.86       0.14      3.311
2013   76  42943257      10.29      -6.66       1.98      -5.47     14.464
2013   76  43037757      10.30      -6.30       5.95      -3.30      8.341
2013   76  43133726      10.13      -7.08       6.90      -1.95      6.144
2013   76  43232023      10.55      -7.20       7.62      -1.15      5.496
2013   76  43327242      10.69      -8.09       6.89      -0.91      5.475
2013   76  43422460      10.74      -7.84       7.28      -0.72      5.202
2013   76  43514609      10.56      -7.14       7.69       0.27      3.865
2013   76  43612902      10.68      -7.69       7.18       0.56      3.635
2013   76  43735695      10.24      -8.86       1.91      -3.29     13.741
2013   76  43805660       9.94      -8.23      -1.14      -5.30     14.520
2013   76  43901703       9.87      -9.08      -2.22      -2.89     11.876
2013   76  43999855      10.23      -9.19      -1.24      -4.20     15.581
2013   76  44098179      10.02      -9.42       1.84      -2.49     12.726
2013   76  44187437       9.90      -8.54       4.17      -2.67      8.713
2013   76  44282656       9.95      -8.17       4.29      -3.63     10.235
2013   76  44379234       9.39      -7.62       0.42      -5.25     13.267
2013   76  44469816       8.94      -6.47      -1.82      -4.79     10.918
2013   76  44565031       8.79      -7.74       0.20      -3.95     11.471
2013   76  44687902       8.72      -5.28      -2.36      -6.38     10.298
2013   76  44755613       8.60      -3.85      -2.15      -7.00      9.955
2013   76  44850695       9.19      -4.71      -4.96      -6.03      9.301
2013   76  44945914       8.85      -4.04      -2.79      -6.63      9.836
2013   76  45039738       8.66      -2.11      -2.71      -7.74      9.636
2013   76  45142640       9.41      -3.81      -2.58      -7.71     11.786
2013   76  45234648       9.36      -1.51      -2.57      -8.71     11.434
2013   76  45332937       9.42      -2.06      -3.08      -8.50     11.369
2013   76  45431230       9.10      -1.00      -4.31      -7.85      9.947
2013   76  45529519       8.96      -0.89      -4.28      -7.79      9.585
2013   76  45655492       9.24      -0.24      -3.82      -8.32     10.436
2013   76  45729179       9.31      -0.52      -4.19      -8.23     10.503
2013   76  45824398       8.84      -0.14      -4.12      -7.73      9.366
2013   76  45921152       9.06       1.76      -3.16      -8.29     10.245
2013   76  46019445       9.05       1.13      -3.57      -8.18      9.978
2013   76  46119273       8.99       1.23      -3.19      -8.22     10.078
2013   76  46214988       9.08       2.87      -2.04      -8.12     10.586
2013   76  46314320       9.00       3.59      -1.11      -8.00     10.555
2013   76  46411078       9.20       3.77      -2.05      -8.12     10.823
2013   76  46509367       9.15       3.20      -2.64      -8.11     10.459
2013   76  46636839       9.06       4.29      -4.77      -6.27      8.646
2013   76  46705984       9.04       4.22      -4.74      -6.28      8.746
2013   76  46802847       8.92       3.31      -4.89      -6.54      8.588
2013   76  46899605       9.00       3.45      -5.18      -6.47      8.510
2013   76  46997757       8.61       5.23      -5.56      -3.92      6.042
2013   76  47100828       8.53       3.93      -4.84      -5.39      7.441
2013   76  47195875       8.36       3.77      -4.68      -5.56      7.237
2013   76  47292773       8.54       4.82      -3.74      -5.61      8.157
2013   76  47390921       8.35       6.71      -1.69      -4.51      8.600
2013   76  47487679       8.35       7.15      -1.64      -3.79      8.453
2013   76  47616722       6.80       6.40      -1.27      -1.84      5.083
2013   76  47688867       7.13       6.81      -1.75      -1.08      3.873
2013   76  47782730       7.85       7.44      -2.18      -0.40      2.810
2013   76  47882453       7.40       6.92      -1.93      -1.39      4.606
2013   76  47980671       6.99       6.86      -0.64       0.39      0.370
2013   76  48079000       6.71       6.31       1.52       1.48      0.138
2013   76  48171148       7.12       6.76      -0.29      -1.56      6.585
