    Wind MFI and SWE Data, 1 minute resolution, GSM coordinates
Year  DOY  millisecs       B          Bx         By         Bz      Epsilon  
2013   76  67009500      13.09       8.35      -2.88      -9.62     20.299
2013   76  67104710      12.95       8.82      -3.46      -8.78     19.335
2013   76  67229109      13.21       9.41      -4.07      -8.28     19.421
2013   76  67304367      13.12       9.97      -4.37      -7.32     18.330
2013   76  67401804      12.85       8.65      -3.83      -8.69     18.617
2013   76  67500953      12.87       8.85      -3.89      -8.49     18.293
2013   76  67597523      12.66       8.90      -4.27      -7.93     16.953
2013   76  67695812      12.64       8.97      -4.09      -7.90     17.154
2013   76  67795820      12.69       9.04      -3.83      -8.05     17.519
2013   76  67892398      13.02       9.56      -3.84      -7.94     18.781
2013   76  67989296      12.92       8.51      -4.00      -8.83     18.290
2013   76  68090554      12.77       8.25      -3.66      -9.02     18.247
2013   76  68213554      12.14       8.48      -3.30      -8.03     16.716
2013   76  68285562      12.14       8.53      -3.30      -7.99     16.480
2013   76  68386960      12.17       8.88      -3.48      -7.54     16.293
2013   76  68482179      12.28       9.03      -3.36      -7.61     16.739
2013   76  68580468      12.23       8.99      -3.57      -7.46     16.358
2013   76  68678117      12.15       8.97      -3.70      -7.32     16.018
2013   76  68776406      12.27       8.92      -3.94      -7.44     16.138
2013   76  68875343      12.18       9.02      -3.93      -7.17     15.813
2013   76  68970562      12.21       9.18      -3.89      -7.04     15.866
2013   76  69069671      12.25       9.42      -3.84      -6.83     15.810
2013   76  69193390      12.50       9.68      -4.40      -6.57     15.892
2013   76  69265398      12.52       9.78      -4.55      -6.33     15.589
2013   76  69362156      12.49       9.51      -3.79      -7.13     16.648
2013   76  69463726      12.56       9.67      -4.18      -6.84     16.628
2013   76  69559664      12.53       9.76      -4.08      -6.70     16.559
2013   76  69661671      12.55       9.85      -4.10      -6.61     16.400
2013   76  69756851      12.56      10.14      -3.75      -6.38     16.640
2013   76  69853820      12.65      10.32      -3.99      -6.13     16.272
2013   76  69951898      12.57       9.99      -4.18      -6.36     16.145
2013   76  70052585      12.46       9.86      -4.25      -6.30     15.604
2013   76  70175453      12.52      10.34      -4.35      -5.55     15.105
2013   76  70246984      12.52      10.22      -4.60      -5.59     14.775
2013   76  70349062      12.36      10.30      -3.78      -5.67     15.726
2013   76  70444289      12.16       9.55      -3.59      -6.56     15.993
2013   76  70543218      11.85       9.40      -2.72      -6.65     15.915
2013   76  70640867      11.94       9.49      -2.91      -6.61     16.080
2013   76  70740648      11.75       9.46      -2.70      -6.38     15.280
2013   76  70833445      11.76       9.33      -2.82      -6.55     15.455
2013   76  70938062      12.46      10.00      -3.13      -6.69     17.566
2013   76  71035523      12.49       9.94      -3.20      -6.82     17.452
2013   76  71159210      12.54      10.15      -3.20      -6.62     17.688
2013   76  71232968      12.46      10.10      -3.19      -6.55     17.330
2013   76  71328148      12.58       9.99      -3.64      -6.70     17.319
2013   76  71426476      12.72      10.21      -3.32      -6.81     18.118
2013   76  71524726      12.40      10.43      -4.77      -4.63     13.414
2013   76  71624421      12.30      10.39      -4.87      -4.38     12.726
2013   76  71719781      12.20      10.62      -4.31      -4.15     12.965
2013   76  71816531      12.21      10.38      -4.44      -4.59     13.198
2013   76  71914820      12.25      10.37      -5.43      -3.59     10.845
2013   76  72014515      12.36      10.82      -3.45      -4.21     14.567
2013   76  72137515      12.36      11.17      -4.05      -3.37     12.466
2013   76  72214164      12.30      11.11      -4.45      -2.85     10.860
2013   76  72307101      12.31      11.07      -5.00      -1.95      8.462
2013   76  72405390      12.20      10.95      -5.20      -1.32      6.940
2013   76  72503679      12.19      10.88      -5.30      -1.40      7.034
2013   76  72601968      12.22      10.91      -5.18      -1.78      7.884
2013   76  72699625      12.17      10.72      -5.11      -2.40      8.929
2013   76  72797734      12.21      10.82      -4.99      -2.62      9.515
2013   76  72899132      12.22      10.74      -5.51      -1.91      7.961
2013   76  72997429      12.28      10.64      -5.84      -1.85      7.744
2013   76  73121828      12.29      10.74      -3.78      -4.25     14.123
2013   76  73200765      11.97      10.50      -3.54      -4.48     25.315
2013   76  73292445      11.90      10.44      -4.07      -4.00     12.543
2013   76  73390734      11.92      10.64      -3.79      -3.81     12.696
2013   76  73489023      11.96      10.71      -3.63      -3.88     13.086
2013   76  73588023      11.98      10.80      -3.74      -3.51     12.428
2013   76  73683179      12.01      11.27      -3.66      -1.96      9.391
2013   76  73781468      12.05      11.37      -3.58      -1.70      8.918
2013   76  73880476      12.12      11.23      -3.43      -2.99     12.234
2013   76  73978773      12.02      11.21      -3.28      -2.84     12.014
2013   76  74103343      11.97      11.08      -3.34      -3.02     12.062
2013   76  74178421      11.95      10.99      -3.65      -2.96     11.542
2013   76  74270570      11.94      10.94      -3.81      -2.85     11.068
2013   76  74370437      12.10      10.77      -3.94      -3.78     12.878
2013   76  74467156      11.97      10.92      -3.98      -2.79     10.794
2013   76  74563906      11.97      11.11      -3.77      -2.36      9.983
2013   76  74663023      11.87      11.17      -3.85      -1.08      6.835
2013   76  74758171      12.11      11.39      -3.92      -1.17      7.336
2013   76  74859601      12.01      11.31      -3.94      -0.87      6.513
2013   76  74954757      11.95      11.29      -3.81      -0.88      6.474
2013   76  75083015      11.82      11.04      -4.20      -0.39      5.003
2013   76  75156734      11.92      11.13      -4.24      -0.45      5.255
2013   76  75255835      11.82      10.96      -4.36      -0.68      5.604
2013   76  75354132      11.77      11.01      -4.13       0.01      4.080
2013   76  75448531      11.76      10.95      -4.26       0.44      3.342
2013   76  75546820      11.75      10.83      -4.54       0.32      3.579
2013   76  75648367      11.71      10.60      -4.96       0.24      3.741
2013   76  75746656      11.61      10.44      -5.00      -0.79      5.477
2013   76  75845585      11.23      10.00      -5.05      -0.67      4.954
2013   76  75947023      11.19       9.98      -5.02      -0.05      3.919
2013   76  76067499      11.21      10.08      -4.82      -0.33      4.352
2013   76  76142070      11.25      10.24      -4.64       0.11      3.674
2013   76  76241898      11.45      10.32      -4.87      -0.70      5.190
2013   76  76330906      11.39      10.20      -4.37      -2.31      8.380
2013   76  76432265      11.56      10.18      -4.49      -3.07      9.807
2013   76  76530562      11.58      10.15      -4.61      -3.10      9.762
2013   76  76631992      11.19       9.96      -4.72      -1.63      6.663
2013   76  76730281      11.10       9.90      -4.81      -1.33      5.990
2013   76  76822359      11.31      10.12      -4.83      -1.36      6.208
2013   76  76920656      11.36      10.12      -4.77      -1.94      7.320
2013   76  77045124      11.26      10.03      -4.80      -1.72      6.800
2013   76  77120304      11.21      10.23      -4.40      -1.20      6.032
2013   76  77215531      11.18      10.16      -4.54      -0.89      5.313
2013   76  77313820      11.18       9.96      -5.00      -0.86      5.089
2013   76  77412109      11.14       9.89      -5.02      -0.88      5.077
2013   76  77513546      11.09       9.86      -5.00      -0.79      4.840
2013   76  77604085      11.04       9.68      -5.20      -0.90      4.890
2013   76  77703914      11.09       9.58      -5.35      -1.57      6.012
2013   76  77802203      11.03       9.39      -5.49      -1.76      6.161
2013   76  77900499      11.17       9.47      -5.76      -1.32      5.547
2013   76  78028039      11.00       9.27      -5.80      -1.08      5.036
2013   76  78100148      10.92       9.14      -5.92      -0.75      4.468
2013   76  78195374      10.98       9.09      -6.12      -0.51      4.195
2013   76  78296093      10.88       9.30      -5.52      -1.05      4.911
2013   76  78395031      10.70       9.21      -5.30      -1.06      4.830
2013   76  78496390      10.54       9.15      -5.08      -1.18      4.919
2013   76  78596218      10.58       8.92      -5.67      -0.58      3.967
2013   76  78689906      10.66       8.90      -5.82      -0.70      4.207
2013   76  78788195      10.78       9.23      -5.48      -0.99      4.734
2013   76  78884945      10.79       9.22      -5.50      -1.00      4.691
2013   76  79013960      10.79       9.05      -5.83      -0.67      4.183
2013   76  79092351      10.72       8.91      -5.92      -0.61      4.032
2013   76  79187570      10.62       8.77      -5.97      -0.24      3.517
2013   76  79285796      10.59       8.66      -6.08      -0.19      3.440
2013   76  79377945      10.59       8.78      -5.86      -0.69      4.126
2013   76  79482445      10.56       8.55      -6.17      -0.38      3.625
2013   76  79580734      10.57       8.62      -6.08      -0.57      3.823
2013   76  79682101      10.57       8.52      -6.23      -0.56      3.819
2013   76  79773398      10.58       8.78      -5.84      -0.77      4.132
2013   76  79873218      10.78       9.08      -5.72      -1.06      4.699
2013   76  79996945      10.68       9.01      -5.65      -0.97      4.532
2013   76  80069945      10.68       9.14      -5.43      -1.04      4.679
2013   76  80165164      10.74       9.14      -5.57      -0.89      4.493
2013   76  80268851      11.07       9.52      -5.46      -1.41      5.586
2013   76  80362531      11.08       9.64      -5.32      -1.22      5.370
2013   76  80459898      10.93       9.61      -5.16      -0.63      4.325
2013   76  80559046      10.91       9.63      -4.99      -1.16      5.179
2013   76  80658164      10.80       9.63      -4.85      -0.54      4.199
2013   76  80750171      10.46       9.37      -4.54      -0.55      3.962
2013   76  80851570      10.53       9.74      -3.94      -0.68      4.436
2013   76  80975937      10.28       9.12      -3.90      -2.67      7.384
2013   76  81053578      10.36       9.17      -4.73      -0.51      3.729
2013   76  81145726      10.32       9.15      -4.66      -1.04      4.489
2013   76  81244023      10.44       9.27      -4.55      -1.52      5.362
2013   76  81340703      10.35       9.27      -4.50      -0.81      4.191
2013   76  81445210      10.44       9.32      -4.67      -0.37      3.612
2013   76  81543500      10.54       9.29      -4.91      -0.66      4.095
2013   76  81641789      10.64       9.28      -5.07      -1.10      4.744
2013   76  81740078      10.54       9.15      -4.90      -1.77      5.686
2013   76  81833773      10.50       9.12      -5.07      -0.86      4.279
2013   76  81957421      10.44       9.25      -4.69      -0.59      3.961
2013   76  82041101      10.54       9.34      -4.75      -1.17      4.861
2013   76  82133249      10.50       9.27      -4.90      -0.55      3.906
2013   76  82231539      10.51       9.26      -4.95      -0.15      3.354
2013   76  82423523      10.66       9.26      -5.23       0.83      2.361
2013   76  82519562      10.32       8.95      -5.05       0.96      2.082
2013   76  82620921      10.41       9.01      -5.11       0.99      2.083
2013   76  82719218      10.56       9.11      -5.13       1.42      1.746
2013   76  82817507      10.60       9.14      -5.29       0.87      2.295
2013   76  82940367      10.64       9.11      -5.46       0.60      2.611
2013   76  83017164      10.69       9.12      -5.55       0.45      2.806
2013   76  83112382      10.67       8.99      -5.64       0.87      2.391
2013   76  83210671      10.79       9.14      -5.59       1.19      2.125
2013   76  83309679      10.54       8.90      -5.35       1.81      1.521
2013   76  83404898      10.55       8.98      -5.31       1.55      1.702
2013   76  83507078      10.55       8.85      -5.48       1.73      1.615
2013   76  83600773      10.59       8.69      -5.91       1.20      2.106
2013   76  83702132      10.67       8.97      -5.60       1.38      1.929
2013   76  83800421      10.70       8.83      -5.92       1.15      2.194
2013   76  83923117      10.72       8.78      -5.90       1.74      1.741
2013   76  84000078      10.71       8.86      -5.87       1.23      2.127
2013   76  84098375      10.72       8.96      -5.45       2.20      1.318
2013   76  84196664      10.80       8.85      -6.11       0.96      2.430
2013   76  84294953      10.80       8.76      -6.22       1.04      2.374
2013   76  84393249      10.73       8.42      -6.48       1.51      2.012
2013   76  84491539      10.70       8.27      -6.56       1.74      1.849
2013   76  84589828      10.85       8.59      -6.39       1.71      1.887
2013   76  84688124      10.90       8.62      -6.33       2.13      1.603
2013   76  84786414      10.82       8.59      -6.07       2.50      1.315
2013   76  84906203      10.83       8.61      -5.94       2.78      1.143
2013   76  84982992      10.42       8.21      -5.65       2.90      0.934
2013   76  85077390       9.88       8.20      -5.43       0.84      2.020
2013   76  85174796       9.19       7.24      -5.45       0.99      1.670
2013   76  85299265       8.85      -2.17      -1.08       8.41      0.000
2013   76  85406742       8.50      -3.98      -0.58       7.49      0.000
2013   76  85475851       6.77      -3.29      -0.48       5.89      0.000
2013   76  85567992       7.62      -3.66      -0.46       6.66      0.000
2013   76  85664890       6.84      -2.18      -0.59       6.39      0.000
2013   76  85761507       6.80      -3.17       0.42       5.80      0.000
2013   76  85856726       6.92      -3.29      -0.89       5.75      0.000
2013   76  85956554       7.51      -3.77      -0.18       5.90      0.000
2013   76  86056390       7.07      -1.69      -2.02       6.52      0.003
2013   76  86153140       8.23      -1.76      -2.03       7.75      0.002
2013   76  86251429       8.93      -0.23      -2.36       8.59      0.003
2013   76  86375976       9.95      -2.67      -1.44       9.30      0.000
2013   77    244598      10.72      -7.59       0.49       7.52      0.000
2013   77    345961      10.71      -7.25       0.20       7.86      0.000
2013   77    441322      10.68      -7.37       0.29       7.71      0.000
2013   77    541008      10.64      -7.44       0.77       7.53      0.000
2013   77    634833      10.65      -6.73      -0.42       8.21      0.000
2013   77    736197      10.44      -6.48      -0.57       8.11      0.000
2013   77    834347      10.37      -5.57      -0.95       8.55      0.000
2013   77    928173      10.30      -5.04      -1.54       8.74      0.001
2013   77   1057040      10.32      -7.73       0.13       6.72      0.000
2013   77   1127004      10.31      -6.78       0.15       7.65      0.000
2013   77   1222224      10.22      -4.84      -0.14       8.94      0.000
2013   77   1328878      10.26      -5.29      -0.56       8.45      0.000
2013   77   1430381      10.45      -8.33       1.55       6.10      0.003
2013   77   1516387      10.54      -7.82       1.23       6.89      0.001
2013   77   1616074      10.40      -6.12       1.73       8.00      0.002
2013   77   1718973      10.25      -5.63       2.07       8.31      0.003
2013   77   1812798      10.22      -6.60       1.29       7.66      0.001
2013   77   1915556      10.64      -4.38      -1.71       9.33      0.001
2013   77   2035489      10.75      -3.54      -2.17       9.81      0.002
2013   77   2112140      10.81      -4.44      -1.67       9.59      0.001
2013   77   2207500      10.74      -4.58      -0.65       9.67      0.000
2013   77   2302720      10.66      -4.46      -1.18       9.58      0.000
2013   77   2401012      10.61      -4.07      -0.66       9.75      0.000
2013   77   2503770      10.60      -4.05      -0.76       9.73      0.000
2013   77   2597595      10.53      -4.17      -1.62       9.40      0.001
2013   77   2698959      10.57      -4.51      -1.96       9.33      0.002
2013   77   2795714      10.66      -4.46      -2.32       9.39      0.003
2013   77   2894006      10.67      -3.98      -2.70       9.50      0.005
2013   77   3018266      10.80      -3.22      -1.46      10.14      0.000
2013   77   3092125      10.70      -3.65      -0.57      10.03      0.000
2013   77   3187345      10.57      -4.49      -0.68       9.54      0.000
2013   77   3288709      10.51      -4.44      -0.31       9.49      0.000
2013   77   3388536      10.54      -5.15      -1.02       9.09      0.000
2013   77   3486828      10.48      -5.08      -0.62       9.07      0.000
2013   77   3583583      10.49      -5.54       0.00       8.82      0.000
2013   77   3684947      10.48      -6.27      -0.45       8.29      0.000
2013   77   3783239      10.50      -5.36      -1.96       8.75      0.002
2013   77   3881530      10.47      -5.24      -2.41       8.71      0.004
2013   77   4004254      10.58      -5.25      -1.64       9.00      0.001
2013   77   4076578      10.59      -5.06      -3.30       8.61      0.015
2013   77   4176405      10.75      -5.29      -2.08       8.93      0.002
2013   77   4271625      10.92      -5.02      -2.55       9.35      0.005
2013   77   4371453      10.94      -4.79      -2.26       9.55      0.003
2013   77   4469744      10.99      -4.69      -2.09       9.69      0.002
2013   77   4568036      10.98      -5.51      -0.79       9.28      0.000
2013   77   4667723      10.79      -7.09       0.85       8.08      0.000
2013   77   4766154      10.64      -7.36       1.04       7.60      0.000
2013   77   4864306      10.61      -7.49       1.39       7.37      0.001
2013   77   4987312      10.60      -6.02       0.85       8.66      0.000
2013   77   5060891      10.57      -6.21       0.34       8.53      0.000
2013   77   5159181      10.72      -6.27       0.83       8.63      0.000
2013   77   5257614      10.76      -6.43       0.79       8.55      0.000
2013   77   5355904      10.80      -6.44      -0.55       8.65      0.000
2013   77   5454196      10.82      -6.44      -0.16       8.69      0.000
2013   77   5552489      10.81      -6.72      -0.04       8.46      0.000
2013   77   5647567      10.73      -6.42       0.06       8.60      0.000
2013   77   5748931      10.74      -6.19      -0.31       8.74      0.000
2013   77   5847363      10.75      -6.24      -0.23       8.72      0.000
2013   77   5967157      10.73      -7.67       1.45       7.35      0.001
2013   77   6039340      10.76      -6.73       0.61       8.35      0.000
2013   77   6137631      10.79      -6.40      -0.20       8.68      0.000
2013   77   6237458      10.76      -5.55      -1.09       9.14      0.000
2013   77   6331144      10.74      -5.03      -1.74       9.32      0.001
2013   77   6433901      10.74      -5.26      -1.62       9.19      0.001
2013   77   6533047      10.73      -4.91      -2.41       9.15      0.004
2013   77   6630626      10.54      -5.65      -1.19       8.79      0.000
2013   77   6731848      10.78      -6.13      -0.80       8.82      0.000
2013   77   6827209      10.68      -6.20      -1.10       8.62      0.000
2013   77   6949933      10.59      -6.47      -0.99       8.32      0.000
2013   77   7025187      10.64      -6.64      -0.62       8.22      0.000
2013   77   7122084      10.61      -7.41       0.80       7.53      0.000
2013   77   7221912      10.59      -7.43      -0.19       7.53      0.000
2013   77   7320204      10.54      -7.18      -0.05       7.69      0.000
2013   77   7418495      10.59      -7.55       0.08       7.40      0.000
2013   77   7516787      10.44      -7.58       0.44       7.14      0.000
2013   77   7613542      10.43      -7.49      -0.10       7.24      0.000
2013   77   7713370      10.50      -7.53      -0.18       7.31      0.000
2013   77   7808590      10.53      -7.86      -0.38       6.95      0.000
2013   77   7931455      10.44      -4.68      -2.81       8.89      0.007
2013   77   8009640      10.44      -5.12      -2.71       8.68      0.007
2013   77   8109608      10.42      -5.70      -2.03       8.45      0.003
2013   77   8204006      10.48      -5.53      -2.27       8.58      0.004
2013   77   8301584      10.60      -5.31      -2.52       8.81      0.005
2013   77   8400589      10.61      -4.80      -2.68       9.07      0.006
2013   77   8501953      10.48      -5.28      -2.37       8.61      0.004
2013   77   8593212      10.31      -6.42      -1.83       7.84      0.002
2013   77   8696287      10.39      -6.24      -1.65       8.12      0.001
2013   77   8791507      10.35      -6.58      -1.92       7.72      0.003
2013   77   8915766      10.43      -5.62      -1.68       8.62      0.001
2013   77   8993411      10.36      -5.80      -1.67       8.36      0.001
2013   77   9086382      10.39      -5.48      -1.88       8.61      0.002
2013   77   9187746      10.35      -5.85      -1.53       8.38      0.001
2013   77   9285214      10.29      -5.69      -1.61       8.40      0.001
2013   77   9382653      10.23      -5.63      -1.72       8.35      0.001
2013   77   9480945      10.34      -5.83      -1.51       8.40      0.001
2013   77   9579236      10.45      -5.75      -1.34       8.63      0.000
2013   77   9676132      10.36      -5.03      -1.30       8.95      0.000
2013   77   9776673      10.38      -5.88      -1.30       8.45      0.000
2013   77   9898683      10.26      -5.59      -1.05       8.50      0.000
2013   77   9977151      10.37      -5.02      -1.30       8.96      0.000
2013   77  10067623      10.34      -5.59      -1.17       8.60      0.000
2013   77  10165915      10.34      -5.90      -1.29       8.38      0.000
2013   77  10262810      10.31      -5.63      -1.48       8.49      0.001
2013   77  10361102      10.30      -5.64      -1.78       8.43      0.002
2013   77  10460790      10.36      -5.57      -1.60       8.57      0.001
2013   77  10557686      10.33      -4.97      -1.82       8.86      0.001
2013   77  10655977      10.25      -4.24      -2.06       9.09      0.002
2013   77  10956142      10.27      -4.54      -1.84       9.02      0.001
2013   77  11051363      10.34      -5.24      -1.51       8.77      0.001
2013   77  11150368      10.33      -5.41      -1.15       8.71      0.000
2013   77  11247263      10.12      -5.51      -1.35       8.36      0.001
2013   77  11345415       9.97      -5.20      -1.54       8.34      0.001
2013   77  11442311      10.16      -4.82      -1.64       8.79      0.001
2013   77  11541998      10.17      -5.14      -1.62       8.58      0.001
2013   77  11638894      10.17      -4.98      -2.20       8.57      0.003
2013   77  11738722      10.19      -5.08      -2.34       8.51      0.004
2013   77  11859197      10.21      -4.20      -2.64       8.92      0.005
2013   77  11936841      10.24      -4.18      -2.46       9.01      0.004
2013   77  12031920      10.20      -3.90      -2.31       9.13      0.003
2013   77  12136356      10.16      -4.31      -2.31       8.90      0.003
2013   77  12226968      10.10      -4.50      -2.40       8.68      0.004
2013   77  12332939      10.01      -4.42      -2.37       8.65      0.004
2013   77  12425088      10.08      -4.02      -2.28       8.94      0.003
2013   77  12526451      10.04      -3.65      -2.13       9.10      0.002
2013   77  12624742       9.95      -3.33      -1.96       9.16      0.001
2013   77  12718426       9.86      -3.39      -1.98       9.04      0.002
2013   77  12838219       9.83      -3.28      -2.03       9.04      0.002
2013   77  12916545       9.80      -3.25      -2.28       8.96      0.003
2013   77  13017909       9.68      -3.33      -2.50       8.72      0.004
2013   77  13114666       9.73      -3.11      -2.38       8.90      0.003
2013   77  13214492       9.73      -3.23      -2.63       8.79      0.005
2013   77  13309712       9.69      -3.55      -2.85       8.55      0.007
2013   77  13405073       9.64      -3.54      -2.95       8.45      0.008
2013   77  13503224       9.66      -3.67      -2.49       8.57      0.004
2013   77  13601515       9.70      -3.79      -2.36       8.61      0.003
2013   77  13699807       9.61      -4.08      -2.35       8.38      0.004
2013   77  13821136       9.51      -3.70      -2.47       8.39      0.004
2013   77  13899462       9.55      -3.68      -2.21       8.53      0.003
2013   77  13999291       9.55      -3.86      -2.78       8.28      0.007
2013   77  14099118       9.51      -3.89      -2.70       8.25      0.006
2013   77  14197409       9.58      -4.18      -2.79       8.15      0.008
2013   77  14294165       9.52      -3.39      -2.51       8.53      0.004
2013   77  14392458       9.50      -3.71      -2.66       8.32      0.006
2013   77  14492284       9.57      -3.43      -2.78       8.49      0.007
2013   77  14589040       9.56      -3.46      -2.86       8.44      0.007
2013   77  14687333       9.54      -3.50      -3.02       8.34      0.009
2013   77  14804052       9.55      -3.72      -3.19       8.20      0.012
2013   77  14880843       9.48      -3.36      -3.36       8.19      0.014
2013   77  14979134       9.44      -3.21      -3.11       8.31      0.010
2013   77  15077426       9.50      -3.41      -2.69       8.43      0.006
2013   77  15176572       9.49      -4.20      -3.38       7.74      0.018
2013   77  15275545       9.44      -4.33      -3.82       7.36      0.033
2013   77  15366159       9.34      -3.34      -2.53       8.33      0.005
2013   77  15470593       9.36      -3.15      -2.35       8.49      0.003
2013   77  15568884       9.45      -3.51      -3.05       8.15      0.010
2013   77  15668030       9.58      -4.14      -4.04       7.61      0.035
2013   77  15783899       9.52      -4.14      -3.34       7.86      0.016
2013   77  15860688       9.50      -5.28      -2.90       7.24      0.013
2013   77  15960516       9.43      -4.10      -3.16       7.84      0.013
2013   77  16060343       9.41      -2.40      -3.21       8.51      0.010
2013   77  16158635       9.49      -2.93      -2.50       8.67      0.004
2013   77  16256926       9.45      -2.95      -1.66       8.78      0.001
2013   77  16355219       9.43      -2.81      -2.07       8.71      0.002
2013   77  16453511       9.40      -2.99      -2.29       8.60      0.003
2013   77  16548730       9.43      -2.91      -2.32       8.64      0.003
2013   77  16647023       9.40      -2.58      -1.39       8.92      0.000
2013   77  16769888       9.40      -2.37      -1.17       9.02      0.000
2013   77  16847531       9.44      -2.04      -1.47       9.09      0.000
2013   77  16944968       9.57      -2.43      -0.43       9.24      0.000
2013   77  17043261       9.62      -2.21      -0.69       9.33      0.000
2013   77  17141552       9.66      -2.29      -0.48       9.36      0.000
2013   77  17236914       9.68      -2.26      -0.83       9.37      0.000
2013   77  17335205       9.67      -2.74      -1.07       9.18      0.000
2013   77  17436427       9.72      -3.21      -1.34       9.06      0.000
2013   77  17531789       9.62      -2.39      -1.29       9.22      0.000
2013   77  17633597       9.54      -1.23      -1.36       9.34      0.000
2013   77  17752804       9.83      -0.99      -1.58       9.65      0.000
2013   77  17828060       9.82      -0.38      -1.43       9.70      0.000
2013   77  17929421       9.76      -0.16      -1.37       9.66      0.000
2013   77  18029250       9.80      -0.29      -1.22       9.71      0.000
2013   77  18127542       9.80      -0.39      -1.39       9.69      0.000
2013   77  18224437       9.82      -0.30      -1.74       9.65      0.001
2013   77  18324124       9.90      -1.57      -2.54       9.34      0.003
2013   77  18419345      10.04      -2.31      -3.46       9.12      0.012
2013   77  18520708       9.99      -2.40      -4.07       8.77      0.025
2013   77  18615927       9.83      -2.03      -3.74       8.86      0.017
2013   77  18735722       9.73      -1.55      -3.54       8.93      0.013
2013   77  18812511       9.67      -1.74      -3.82       8.71      0.019
2013   77  18907871       9.60      -1.43      -3.81       8.68      0.019
2013   77  19006023       9.48      -0.90      -3.77       8.65      0.018
2013   77  19104314       9.42      -1.21      -3.49       8.66      0.013
2013   77  19202607       9.37      -1.46      -3.54       8.55      0.015
2013   77  19298679       9.37      -1.42      -3.50       8.57      0.014
2013   77  19399189       9.28      -1.51      -3.48       8.46      0.014
2013   77  19495947       9.21      -1.37      -3.62       8.36      0.016
2013   77  19597308       9.16      -1.74      -3.35       8.34      0.012
2013   77  19715566       9.14      -0.68      -4.53       7.90      0.042
2013   77  19792357       8.96      -1.07      -4.38       7.75      0.039
2013   77  19893720       8.91      -1.25      -4.22       7.74      0.034
2013   77  19988939       8.83      -1.19      -4.13       7.71      0.031
2013   77  20090304       8.74      -0.99      -4.31       7.54      0.038
2013   77  20188595       8.66      -0.93      -4.30       7.46      0.038
2013   77  20286886       8.61      -1.04      -3.13       7.81      0.011
2013   77  20383642       8.60      -1.25      -2.86       8.00      0.007
2013   77  20480398       8.40      -1.15      -2.36       7.98      0.003
2013   77  20579542       8.35      -1.37      -3.01       7.63      0.010
2013   77  20698484       8.18      -1.46      -3.51       7.23      0.019
2013   77  20773738       7.98      -0.58      -2.82       7.44      0.008
2013   77  20874417       7.91       0.28      -2.68       7.39      0.006
2013   77  20977999       7.63      -0.15      -1.06       7.52      0.000
2013   77  21067929       7.64       0.75      -2.10       7.28      0.003
2013   77  21172367       7.65       0.69      -1.43       7.47      0.001
2013   77  21269804       7.60       0.70      -1.78       7.30      0.001
2013   77  21368095       7.87       1.22      -2.75       7.23      0.008
2013   77  21466388       8.11       1.73      -3.34       7.19      0.016
2013   77  21564679       8.02       1.92      -3.19       7.10      0.014
2013   77  21682251       7.68       2.10      -2.78       6.84      0.009
2013   77  21759044       7.63       2.91      -3.37       6.11      0.027
2013   77  21857265       8.01       5.57      -4.96       2.88      0.452
2013   77  21950306       7.96       5.50      -5.12       2.47      0.576
2013   77  22053849       8.31       5.38      -5.80       2.25      0.751
2013   77  22155212       8.28       4.56      -5.56       4.06      0.316
2013   77  22247359       8.44       4.86      -4.84       4.90      0.160
2013   77  22354937       8.42       4.73      -4.16       5.36      0.089
2013   77  22440943       8.38       6.25      -2.88       4.62      0.041
2013   77  22567562       8.25       4.55      -3.58       5.70      0.045
2013   77  22671312       8.34       2.16      -2.09       7.67      0.003
2013   77  22768787       8.43       1.94      -2.15       7.87      0.003
2013   77  22842505       8.44       1.69      -2.08       7.99      0.002
2013   77  22933224       8.51      -0.05      -0.93       8.33      0.000
2013   77  23039054       8.92      -1.14      -0.64       8.82      0.000
2013   77  23140417       8.79      -0.79      -0.70       8.71      0.000
2013   77  23237314       8.59      -0.77      -1.04       8.45      0.000
2013   77  23337001       8.87      -1.23      -0.50       8.77      0.000
2013   77  23435292       8.91      -0.94      -1.10       8.78      0.000
2013   77  23530724       8.95      -1.08      -0.92       8.83      0.000
2013   77  23631912       8.97      -0.87      -1.36       8.82      0.000
2013   77  23748736       8.96      -0.92      -1.24       8.82      0.000
2013   77  23826958       8.97      -0.77      -1.36       8.82      0.000
2013   77  23920607       8.97      -0.62      -1.20       8.86      0.000
2013   77  24021970       8.95      -0.51      -1.26       8.85      0.000
2013   77  24120263       8.94      -0.48      -1.25       8.84      0.000
2013   77  24218554       8.97      -0.42      -1.32       8.86      0.000
2013   77  24316847       8.90      -0.40      -1.27       8.80      0.000
2013   77  24415138       8.92      -0.43      -1.26       8.82      0.000
2013   77  24513429       8.87      -0.32      -1.36       8.75      0.000
2013   77  24611722       8.86      -0.20      -1.47       8.73      0.000
2013   77  24728443       8.88      -0.22      -1.46       8.76      0.000
2013   77  24808269       8.88      -0.29      -1.36       8.77      0.000
2013   77  24906597       8.85      -0.17      -1.19       8.77      0.000
2013   77  25001816       8.85       0.13      -1.00       8.79      0.000
2013   77  25100107       8.84       0.46      -0.87       8.79      0.000
2013   77  25201507       8.82       0.19      -0.76       8.78      0.000
2013   77  25299763       8.82       0.07      -0.81       8.78      0.000
2013   77  25394947       8.82       0.19      -1.01       8.76      0.000
